year,month,value
2021,1,49.0
2021,2,26.7
2021,3,126.5
2021,4,118.6
2021,5,121.5
2021,6,220.0
2021,7,399.299998
2021,8,480.400001
2021,9,158.900002
2021,10,15.4
2021,11,55.9
2021,12,4.5
