bstopnm,geometry,SGG_NM
죽향공원,POINT (129.170185488052 35.332820547116),부산광역시 기장군
반룡산단입구,POINT (129.25600126631 35.334227016452),부산광역시 기장군
반룡산단2로,POINT (129.255532273042 35.331992031052),부산광역시 기장군
장안산단6로,POINT (129.257283772492 35.329337121938),부산광역시 기장군
문중,POINT (129.25728 35.3023383333),부산광역시 기장군
자이푸르지오2단지,POINT (129.225216483112 35.264988776373),부산광역시 기장군
비스타동원1차,POINT (129.226766523637 35.266424541852),부산광역시 기장군
해송로,POINT (129.229056335455 35.265584871428),부산광역시 기장군
일광면행정복지센터,POINT (129.232144642063 35.264617800039),부산광역시 기장군
일광면행정복지센터,POINT (129.232260758737 35.264845440916),부산광역시 기장군
해송로,POINT (129.229134132843 35.265817727277),부산광역시 기장군
비스타동원1차,POINT (129.226259761308 35.266375299309),부산광역시 기장군
자이푸르지오2단지,POINT (129.224987348432 35.265047059132),부산광역시 기장군
한신더휴2단지,POINT (129.220009512239 35.262606400457),부산광역시 기장군
한신더휴2단지,POINT (129.219796483215 35.262650860936),부산광역시 기장군
자이푸르지오1단지,POINT (129.221792006818 35.265921314792),부산광역시 기장군
자이푸르지오1단지,POINT (129.221591181937 35.266010610156),부산광역시 기장군
일광초등학교,POINT (129.222983235884 35.267296153551),부산광역시 기장군
일광초등학교,POINT (129.222873340895 35.26749641904),부산광역시 기장군
한신더휴1단지,POINT (129.223723715518 35.261927658503),부산광역시 기장군
한신더휴1단지,POINT (129.223903304316 35.261865783753),부산광역시 기장군
이지더원2차,POINT (129.222817196465 35.259409932614),부산광역시 기장군
이지더원2차,POINT (129.222684364807 35.259574574838),부산광역시 기장군
대성베르빌,POINT (129.219159471173 35.259436551288),부산광역시 기장군
이지더원3차,POINT (129.218732552497 35.260097694061),부산광역시 기장군
매화원입구,POINT (129.210274870331 35.223144368125),부산광역시 기장군
매화원입구,POINT (129.210026321679 35.223090334995),부산광역시 기장군
동해선좌천역,POINT (129.244580328656 35.311718350098),부산광역시 기장군
동해선월내역,POINT (129.277574546258 35.328294081652),부산광역시 기장군
동해선월내역,POINT (129.277427196018 35.328332902655),부산광역시 기장군
교리,POINT (129.215759998 35.2526662929),부산광역시 기장군
기장도서관,POINT (129.2168234638 35.2500879029),부산광역시 기장군
기장도서관,POINT (129.2168675345 35.2499619864),부산광역시 기장군
한신아파트정문,POINT (129.216814132 35.2478070089),부산광역시 기장군
한신아파트정문,POINT (129.2169353686 35.247910726),부산광역시 기장군
기장지구대,POINT (129.2167919069 35.246280886),부산광역시 기장군
기장지구대,POINT (129.2168629413 35.2461745978),부산광역시 기장군
동해선기장역.기장중학교,POINT (129.216811890118 35.24425392779),부산광역시 기장군
동해선기장역.기장중학교,POINT (129.2166372992 35.2438465657),부산광역시 기장군
기장농협,POINT (129.2150434787 35.2431186496),부산광역시 기장군
기장전화국,POINT (129.213485 35.241805),부산광역시 기장군
죽성사거리,POINT (129.220565 35.2420566667),부산광역시 기장군
기장성당,POINT (129.2178588215 35.2414310826),부산광역시 기장군
죽성사거리,POINT (129.220265 35.23996),부산광역시 기장군
죽성사거리,POINT (129.220463541071 35.239688334586),부산광역시 기장군
청강사거리,POINT (129.2183133333 35.2367666667),부산광역시 기장군
기장2주공,POINT (129.2170433333 35.234805),부산광역시 기장군
대변고개,POINT (129.2216116667 35.23041),부산광역시 기장군
한신아파트,POINT (129.213653964281 35.249295281254),부산광역시 기장군
이진아파트,POINT (129.20894553906 35.250355402586),부산광역시 기장군
만화리입구,POINT (129.2048890877 35.2531466727),부산광역시 기장군
이진아파트,POINT (129.208667962027 35.250246051167),부산광역시 기장군
죽성사거리,POINT (129.22029 35.241615),부산광역시 기장군
교리입구,POINT (129.218236749309 35.25100912364),부산광역시 기장군
대라리사거리,POINT (129.2134637445 35.238748718),부산광역시 기장군
기장읍사무소,POINT (129.2149300815 35.2377028754),부산광역시 기장군
청강사거리,POINT (129.2173903542 35.2362772665),부산광역시 기장군
기장초등학교,POINT (129.2136974087 35.243935642),부산광역시 기장군
기장성당,POINT (129.2180880551 35.2413184712),부산광역시 기장군
기장군청,POINT (129.2208316667 35.244755),부산광역시 기장군
기장전화국,POINT (129.2134830773 35.2421080163),부산광역시 기장군
청강사거리,POINT (129.218513210375 35.23665964089),부산광역시 기장군
기장시장,POINT (129.2153917262 35.2451399979),부산광역시 기장군
대변고개,POINT (129.22141978872 35.230310589678),부산광역시 기장군
기장2주공,POINT (129.2190133333 35.234295),부산광역시 기장군
기장2주공,POINT (129.21876 35.23435),부산광역시 기장군
대라리사거리,POINT (129.213213410058 35.238594894517),부산광역시 기장군
기장체육관,POINT (129.2208517001 35.249644737),부산광역시 기장군
기장체육관,POINT (129.222140336538 35.252771821603),부산광역시 기장군
기장체육관,POINT (129.2207366667 35.249805),부산광역시 기장군
만화리입구,POINT (129.20427084188 35.253007508544),부산광역시 기장군
아름공원,POINT (129.2147770135 35.241249245),부산광역시 기장군
교리초등학교,POINT (129.216334305 35.25427637),부산광역시 기장군
기장교리아파트,POINT (129.214188 35.253179),부산광역시 기장군
기장2주공,POINT (129.217360567012 35.234754314239),부산광역시 기장군
기장초등학교,POINT (129.213457241484 35.24387103711),부산광역시 기장군
아름공원,POINT (129.2150816957 35.2411377222),부산광역시 기장군
기장성당,POINT (129.2179822804 35.2410349673),부산광역시 기장군
기장시장,POINT (129.2160214371 35.2452288983),부산광역시 기장군
기장군청,POINT (129.221061321283 35.24459151533),부산광역시 기장군
교리초등학교,POINT (129.2164724565 35.2541731458),부산광역시 기장군
교리초등학교,POINT (129.215472593 35.254148047517),부산광역시 기장군
한신아파트,POINT (129.213988197311 35.249334224792),부산광역시 기장군
교리,POINT (129.215880824435 35.252683258039),부산광역시 기장군
기장교리아파트,POINT (129.214373726597 35.253193668057),부산광역시 기장군
기장성당,POINT (129.2179102661 35.2411324017),부산광역시 기장군
기장읍사무소,POINT (129.2150218494 35.2378394326),부산광역시 기장군
청강사거리,POINT (129.2175140725 35.2364114399),부산광역시 기장군
교리초등학교,POINT (129.21554462389 35.253981907195),부산광역시 기장군
교리입구,POINT (129.217310524338 35.251160737204),부산광역시 기장군
메가마트기장점,POINT (129.22276632793 35.254193356159),부산광역시 기장군
기장경찰서,POINT (129.22367158247 35.255105386326),부산광역시 기장군
대진로얄타운,POINT (129.2139353 35.24751812),부산광역시 기장군
대진로얄타운,POINT (129.2136786 35.24757238),부산광역시 기장군
기장도서관,POINT (129.21716751913 35.250137496341),부산광역시 기장군
부산대청중학교,POINT (129.213215 35.2338748),부산광역시 기장군
부산대청중학교,POINT (129.212958 35.2339245),부산광역시 기장군
기장종합사회복지관,POINT (129.2133333 35.23618402),부산광역시 기장군
기장종합사회복지관,POINT (129.2130745 35.23615722),부산광역시 기장군
성신.이진블루2차,POINT (129.218557246267 35.255178537367),부산광역시 기장군
이진블루1차.태영아파트,POINT (129.218628673012 35.255582746589),부산광역시 기장군
서창동주민센터,POINT (129.1735433333 35.417035),
동면우체국,POINT (129.1072316667 35.3063466667),
영천초등학교,POINT (129.1087883333 35.3090383333),
동면우체국,POINT (129.1083183333 35.307905),
영천초등학교,POINT (129.111367 35.31149),
임기마을,POINT (129.116578 35.32255),
임기마을,POINT (129.1152533333 35.3225066667),
창기마을,POINT (129.122625 35.33402),
창기마을,POINT (129.1229266667 35.3344033333),
개곡마을,POINT (129.1272116667 35.3461916667),
개곡마을,POINT (129.1274892759 35.3461495557),
덕계상설시장,POINT (129.1479083333 35.3696483333),
덕계상설시장,POINT (129.1482833333 35.3702533333),
동일2차아파트,POINT (129.149199954247 35.371688374065),
동일2차아파트,POINT (129.1487 35.37109),
덕계메가마트,POINT (129.150275 35.3733483333),
덕계메가마트,POINT (129.149897371 35.3730790127),
덕계사거리,POINT (129.151950875999 35.375200554102),
덕계사거리,POINT (129.1516866667 35.3747516667),
덕계마을.덕계다리,POINT (129.154199133023 35.377158066468),
덕계마을.덕계다리,POINT (129.154059503898 35.377539646029),
봉우아파트,POINT (129.143585 35.387066),
평산농협,POINT (129.1512536636 35.3817468313),
평산농협,POINT (129.1513829509 35.3816577508),
새진흥7차 입구,POINT (129.148875369428 35.383321430984),
새진흥7차 입구,POINT (129.1493339181 35.3832391045),
태원아파트후문,POINT (129.1463039632 35.3856110099),
신명마을,POINT (129.154851782573 35.382760679366),
신명마을,POINT (129.1551466667 35.3826766667),
혜인병원,POINT (129.1553116667 35.3851416667),
혜인병원,POINT (129.1555466667 35.3849166667),
주진마을,POINT (129.158741680634 35.392479760916),
주진마을,POINT (129.158495 35.39251),
웅상문화체육센터입구,POINT (129.161265 35.3975733333),
명동마을,POINT (129.162968485126 35.399357727046),
명동마을,POINT (129.162747097721 35.39969941836),
웅상중앙병원,POINT (129.16491765945 35.405624402216),
그랜드볼링장,POINT (129.16552 35.4080883333),
새웅상요양병원,POINT (129.167105 35.4109066667),
효암고.개운중학교,POINT (129.1688383333 35.4127933333),
농협중앙회웅상지점,POINT (129.1710216667 35.414695),
북부마을,POINT (129.1760983333 35.4194833333),
대진아파트,POINT (129.1704643966 35.4148976971),
롯데마트,POINT (129.16929 35.4151),
기점,POINT (129.1423870612 35.3877272276),
삼용부락,POINT (129.1745583333 35.4181716667),
서창동주민센터,POINT (129.172337330504 35.416069952332),
효암고.개운중학교,POINT (129.1688024629 35.412920275),
새웅상요양병원,POINT (129.1668066667 35.4106783333),
그랜드볼링장,POINT (129.1653633333 35.407925),
웅상중앙병원,POINT (129.16477 35.4057333333),
웅상중앙병원,POINT (129.1636222688 35.4061763591),
웅상중앙병원,POINT (129.1633216667 35.4065266667),
천성리버타운정문,POINT (129.1590316667 35.407245),
천성리버타운후문,POINT (129.1604266667 35.4092166667),
소남다리.아이존빌,POINT (129.16204 35.4109766667),
소남마을,POINT (129.1633716667 35.4124533333),
양산영어도서관,POINT (129.1645183333 35.41364),
양산영어도서관,POINT (129.164331537753 35.413625552028),
소남마을,POINT (129.163184329788 35.412489174352),
소남다리.아이존빌,POINT (129.162017775631 35.411098025381),
천성리버타운후문,POINT (129.1600666667 35.4089366667),
천성리버타운정문,POINT (129.158863219498 35.4072555726),
신명마을,POINT (129.1539367708 35.3815640752),
웅상도서관,POINT (129.1572183333 35.3896266667),
웅상도서관,POINT (129.1571566667 35.3899766667),
신명마을,POINT (129.1541776628 35.3814575926),
태원아파트정문,POINT (129.1450040723 35.3862103624),
태원아파트후문,POINT (129.1464622654 35.3852919488),
농협중앙회웅상지점,POINT (129.1705516667 35.414345),
신원아침도시,POINT (129.16654373442 35.415402663411),
신원아침도시,POINT (129.16667279302 35.415380800354),
편들마을,POINT (129.181344140953 35.425064499941),
부산역,POINT (129.040292 35.11454554),부산광역시 동구
부산박물관,POINT (129.0934465 35.13005122),부산광역시 남구
광안리해수욕장,POINT (129.118294 35.15320698),부산광역시 수영구
동백섬,POINT (129.1514109 35.15768313),부산광역시 해운대구
해운대해수욕장,POINT (129.161013333333 35.159595),부산광역시 해운대구
해운대역,POINT (129.1581344 35.16338939),부산광역시 해운대구
센텀시티,POINT (129.130105 35.168203333333),부산광역시 해운대구
시립미술관(벡스코),POINT (129.135906666667 35.166868333333),부산광역시 해운대구
UN기념공원,POINT (129.095406666667 35.127313333333),부산광역시 남구
구포시장,POINT (129.0030345 35.209368),부산광역시 북구
덕천교차로,POINT (129.005014833333 35.208146),부산광역시 북구
덕천교차로,POINT (129.005314166667 35.208602),부산광역시 북구
구남시장,POINT (128.997668 35.200584),부산광역시 북구
백양고입구,POINT (128.996167 35.198595),부산광역시 북구
구남역,POINT (128.994917 35.196928),부산광역시 북구
구남역,POINT (128.994927 35.196742),부산광역시 북구
백양고입구,POINT (128.996267 35.198548),부산광역시 북구
구남시장,POINT (128.997565 35.200218),부산광역시 북구
구포삼거리,POINT (128.99183 35.200786666667),부산광역시 북구
구포역,POINT (128.996878166667 35.206745),부산광역시 북구
구포시장,POINT (129.00296 35.209525),부산광역시 북구
구포역,POINT (128.996559833333 35.20656),부산광역시 북구
괴정3치안센터,POINT (128.996272 35.101499),부산광역시 사하구
사하우체국,POINT (128.980942 35.10042),부산광역시 사하구
괴정역.괴정시장,POINT (128.994655 35.100417),부산광역시 사하구
괴정초교,POINT (128.998737 35.102377),부산광역시 사하구
신평역,POINT (128.960346666667 35.095475),부산광역시 사하구
하남초등교,POINT (128.960401666667 35.098181666667),부산광역시 사하구
하남초등교,POINT (128.960255 35.097966666667),부산광역시 사하구
신평역,POINT (128.96024 35.094503333333),부산광역시 사하구
을숙도,POINT (128.946206091621 35.10791956324),부산광역시 사하구
하단역,POINT (128.965260666667 35.1062),부산광역시 사하구
하단역,POINT (128.966330833333 35.106283666667),부산광역시 사하구
을숙도,POINT (128.947086641421 35.108030420841),부산광역시 사하구
평강,POINT (128.950683333333 35.21381),부산광역시 강서구
명호중고등학교,POINT (128.899503333333 35.080456666667),부산광역시 강서구
두산위브아파트,POINT (128.899628333333 35.083373333333),부산광역시 강서구
퀸덤아파트201동,POINT (128.896208333333 35.086063333333),부산광역시 강서구
퀸덤아파트1.2단지,POINT (128.898937 35.086643),부산광역시 강서구
명호초등학교,POINT (128.899395 35.085553333333),부산광역시 강서구
극동스타클래스109동,POINT (128.901368333333 35.084303333333),부산광역시 강서구
롯데캐슬아파트,POINT (128.904995 35.084295),부산광역시 강서구
호산나교회,POINT (128.908091666667 35.0843),부산광역시 강서구
남명초등학교,POINT (128.910683333333 35.08431),부산광역시 강서구
행복마을,POINT (128.912085 35.087455),부산광역시 강서구
낙동강철새도래지,POINT (128.91819 35.090321666667),부산광역시 강서구
전등,POINT (128.922683333333 35.091843333333),부산광역시 강서구
진동,POINT (128.927375752947 35.098251660767),부산광역시 강서구
동리,POINT (128.928110704556 35.10061716264),부산광역시 강서구
명지새동네,POINT (128.9308555 35.108913333333),부산광역시 강서구
명지시장,POINT (128.932086166667 35.111787666667),부산광역시 강서구
명지새동네,POINT (128.930038333333 35.108063333333),부산광역시 강서구
동리,POINT (128.9278328 35.10112885),부산광역시 강서구
진동,POINT (128.926910470621 35.098120003068),부산광역시 강서구
전등,POINT (128.922685 35.092078333333),부산광역시 강서구
행복마을,POINT (128.911945 35.087583333333),부산광역시 강서구
남명초등학교,POINT (128.91074 35.084408333333),부산광역시 강서구
호산나교회,POINT (128.908023333333 35.084326666667),부산광역시 강서구
롯데캐슬아파트,POINT (128.905081666667 35.08439),부산광역시 강서구
극동스타클래스109동,POINT (128.901436666667 35.08438),부산광역시 강서구
명호초등학교,POINT (128.899542 35.085162),부산광역시 강서구
퀸덤아파트1.2단지,POINT (128.898912 35.086706),부산광역시 강서구
퀸덤아파트201동,POINT (128.895966666667 35.086235),부산광역시 강서구
남중,POINT (128.815681 35.02719),부산광역시 강서구
서중교,POINT (128.815493633166 35.028818213377),부산광역시 강서구
옛천성분교,POINT (128.813191666667 35.030666666667),부산광역시 강서구
고개마루,POINT (128.811901666667 35.032263333333),부산광역시 강서구
두문방파제,POINT (128.811375766552 35.033611195126),부산광역시 강서구
두문해변,POINT (128.81279 35.038218),부산광역시 강서구
백옥포,POINT (128.80777016542 35.046755251169),부산광역시 강서구
코바위,POINT (128.800785 35.054243333333),부산광역시 강서구
장항,POINT (128.806649957355 35.057549272868),부산광역시 강서구
선창,POINT (128.832591 35.066468),부산광역시 강서구
동율리,POINT (128.818448333333 35.060153333333),부산광역시 강서구
선창,POINT (128.833032 35.066482),부산광역시 강서구
부광산업,POINT (128.824488333333 35.096226666667),부산광역시 강서구
용원,POINT (128.820315 35.096640666667),
동율리,POINT (128.820592831864 35.060465167109),부산광역시 강서구
장항,POINT (128.806788 35.057422),부산광역시 강서구
코바위,POINT (128.800769 35.054265),부산광역시 강서구
백옥포,POINT (128.807576666667 35.046805),부산광역시 강서구
두문해변,POINT (128.812606873735 35.038962337131),
두문방파제,POINT (128.811288333333 35.03356),부산광역시 강서구
고개마루,POINT (128.811601035823 35.03264802791),부산광역시 강서구
옛천성분교,POINT (128.812743971796 35.030700487429),부산광역시 강서구
서중교,POINT (128.815069 35.02952),부산광역시 강서구
명지농협 경일고등학교,POINT (128.924345032803 35.111188082462),부산광역시 강서구
명지동주민센터,POINT (128.925449286408 35.108867892434),부산광역시 강서구
중리새동네,POINT (128.92576898336 35.108820057305),부산광역시 강서구
명지농협 경일고등학교,POINT (128.92449709708 35.111365910148),부산광역시 강서구
대저119안전센터,POINT (128.975735 35.214695),부산광역시 강서구
강서체육공원복지회관,POINT (128.974125166667 35.207348333333),부산광역시 강서구
신덕삼거리,POINT (128.97316 35.203341666667),부산광역시 강서구
신덕마을,POINT (128.968376 35.199958333333),부산광역시 강서구
등구마을,POINT (128.962459666667 35.193695),부산광역시 강서구
덕두,POINT (128.95670403567 35.179903443717),부산광역시 강서구
국제선청사,POINT (128.947573 35.173710387304),부산광역시 강서구
국내선청사,POINT (128.949644166667 35.170603333333),부산광역시 강서구
덕두새동네,POINT (128.950133833333 35.175175391527),부산광역시 강서구
철우정밀,POINT (128.943031681404 35.164772379081),부산광역시 강서구
순서,POINT (128.935886666667 35.161941666667),부산광역시 강서구
도도본리,POINT (128.935018333333 35.16687),부산광역시 강서구
정관도마을,POINT (128.926225 35.165203333333),부산광역시 강서구
설만마을회관,POINT (128.92798 35.17466),부산광역시 강서구
성심정미소,POINT (128.9232515 35.175496978055),부산광역시 강서구
입소마을회관,POINT (128.92295 35.177),부산광역시 강서구
신평마을,POINT (128.925133666667 35.184745),부산광역시 강서구
신평종점,POINT (128.927098333333 35.188865),부산광역시 강서구
신평마을,POINT (128.925069666667 35.184922154942),부산광역시 강서구
입소마을회관,POINT (128.9229765 35.17733),부산광역시 강서구
성심정미소,POINT (128.92321 35.175383333333),부산광역시 강서구
설만마을회관,POINT (128.927721166667 35.174748333333),부산광역시 강서구
정관도마을,POINT (128.926299333333 35.164933333333),부산광역시 강서구
도도본리,POINT (128.9350565 35.167305),부산광역시 강서구
순서마을,POINT (128.935649663097 35.161911579322),부산광역시 강서구
철우정밀,POINT (128.942829262276 35.164941493972),부산광역시 강서구
덕두새동네,POINT (128.95044 35.174461666667),부산광역시 강서구
공항입구,POINT (128.949899666667 35.176493333333),부산광역시 강서구
공항파출소,POINT (128.953302666667 35.181018333333),부산광역시 강서구
등구마을,POINT (128.963196333333 35.19321),부산광역시 강서구
신덕마을,POINT (128.968765 35.199731666667),부산광역시 강서구
신덕삼거리,POINT (128.97455 35.204525),부산광역시 강서구
강서체육공원복지회관,POINT (128.97442 35.20727),부산광역시 강서구
매일정기,POINT (128.810904 35.149366),부산광역시 강서구
세산입구,POINT (128.878333324082 35.148238365037),부산광역시 강서구
생곡삼거리,POINT (128.88569 35.13702),부산광역시 강서구
생곡입구,POINT (128.881038 35.137988),부산광역시 강서구
명동,POINT (128.845355 35.144131666667),부산광역시 강서구
염막2구,POINT (128.936821666667 35.118783333333),부산광역시 강서구
송백,POINT (128.940147 35.123923),부산광역시 강서구
동자,POINT (128.943795 35.130245),부산광역시 강서구
염막1구,POINT (128.945752 35.133852),부산광역시 강서구
교회앞,POINT (128.948085 35.138312),부산광역시 강서구
작지,POINT (128.950311 35.14306),부산광역시 강서구
맥도자연생태공원,POINT (128.953662 35.150752),부산광역시 강서구
금호오리마을,POINT (128.955843333333 35.15563),부산광역시 강서구
동방,POINT (128.96013573 35.17315177),부산광역시 강서구
덕두,POINT (128.9581475 35.17883057),부산광역시 강서구
공항파출소.덕두역,POINT (128.9533665 35.181097245642),부산광역시 강서구
덕두,POINT (128.957826833333 35.179097),부산광역시 강서구
동방,POINT (128.9595953097 35.173240573443),부산광역시 강서구
금호오리마을,POINT (128.955438333333 35.155921666667),부산광역시 강서구
맥도자연생태공원,POINT (128.953553333333 35.151676666667),부산광역시 강서구
작지,POINT (128.950148 35.143681),부산광역시 강서구
교회앞,POINT (128.947905 35.139023333333),부산광역시 강서구
염막1구,POINT (128.94554 35.134292),부산광역시 강서구
동자,POINT (128.943681 35.130888),부산광역시 강서구
송백,POINT (128.939963 35.124412),부산광역시 강서구
염막2구,POINT (128.936826666667 35.119476666667),부산광역시 강서구
(구)명지초등학교후문,POINT (128.925846393125 35.105937186823),부산광역시 강서구
명지동주민센터,POINT (128.926318985534 35.108014765191),부산광역시 강서구
(구)명지초등학교후문,POINT (128.925778976898 35.106047971001),부산광역시 강서구
진목교회,POINT (128.916221307217 35.134147622159),부산광역시 강서구
천자도공단,POINT (128.91650226777 35.138970707264),부산광역시 강서구
전양마을,POINT (128.916791191989 35.145401243224),부산광역시 강서구
삼광초교,POINT (128.917025131807 35.151171964479),부산광역시 강서구
수봉도,POINT (128.916047854443 35.154309776915),부산광역시 강서구
평위도,POINT (128.914026666667 35.161146528595),부산광역시 강서구
중곡,POINT (128.9130045 35.166385),부산광역시 강서구
상곡,POINT (128.915077809502 35.171714658846),부산광역시 강서구
상곡정미소,POINT (128.916664749088 35.17681743392),부산광역시 강서구
현대슈퍼,POINT (128.918992666916 35.181875736755),부산광역시 강서구
득천사거리,POINT (128.92160034625 35.189126542425),부산광역시 강서구
덕계,POINT (128.922853333333 35.191335),부산광역시 강서구
신덕복지회관,POINT (128.927047269187 35.199863178967),부산광역시 강서구
딴치,POINT (128.929578746833 35.20399272445),부산광역시 강서구
핏대섬새동네,POINT (128.931847478969 35.20772708226),부산광역시 강서구
농협공판장,POINT (128.933754664821 35.210866974062),부산광역시 강서구
강동주민센터,POINT (128.935969407732 35.214516129365),부산광역시 강서구
강동동행정복지센터,POINT (128.935408333333 35.21391),부산광역시 강서구
농협공판장,POINT (128.933505242017 35.210887952739),부산광역시 강서구
핏대섬새동네,POINT (128.931692034487 35.207937127618),부산광역시 강서구
딴치,POINT (128.929501761943 35.204272480638),부산광역시 강서구
신덕복지회관,POINT (128.926934666667 35.19990661),부산광역시 강서구
덕계,POINT (128.922977750635 35.191886503741),부산광역시 강서구
득천사거리,POINT (128.921031221266 35.188549817929),부산광역시 강서구
현대슈퍼,POINT (128.91872007023 35.181770955463),부산광역시 강서구
상곡정미소,POINT (128.916548 35.176870583117),부산광역시 강서구
상곡,POINT (128.914839711285 35.171689133151),부산광역시 강서구
중곡,POINT (128.912784273787 35.164603105855),부산광역시 강서구
평위도,POINT (128.913947666667 35.161100044365),부산광역시 강서구
수봉도,POINT (128.915783105531 35.154673724213),부산광역시 강서구
삼광초교,POINT (128.916803942103 35.151032524963),부산광역시 강서구
전양마을,POINT (128.916676666667 35.145693333333),부산광역시 강서구
천자도공단,POINT (128.916323051466 35.140085186578),부산광역시 강서구
진목교회,POINT (128.916071166667 35.134160579195),부산광역시 강서구
보감사,POINT (128.899082693968 35.126347542349),부산광역시 강서구
장락포,POINT (128.897581076418 35.134609521337),부산광역시 강서구
구랑,POINT (128.857984046758 35.129445551248),부산광역시 강서구
옥포마을입구,POINT (128.844112508005 35.116129982054),부산광역시 강서구
옥포,POINT (128.842539462166 35.115946536692),부산광역시 강서구
구랑,POINT (128.857888333333 35.12874),부산광역시 강서구
장락포,POINT (128.896843333333 35.134498333333),부산광역시 강서구
보감사,POINT (128.898766720805 35.126506106302),부산광역시 강서구
부산산업과학고교,POINT (128.904363 35.189217),부산광역시 강서구
덕계마을,POINT (128.917292224282 35.194169242283),부산광역시 강서구
북정마을,POINT (128.916052 35.199227),부산광역시 강서구
중덕마을,POINT (128.921872509303 35.210462773241),부산광역시 강서구
대사리1구,POINT (128.933175 35.219396),부산광역시 강서구
대사역.대사리2구,POINT (128.936985 35.217973333333),부산광역시 강서구
원예시험장,POINT (128.940638333333 35.216766666667),부산광역시 강서구
대사리3구,POINT (128.943438333333 35.215848333333),부산광역시 강서구
대저119안전센터,POINT (128.976715 35.214526666667),부산광역시 강서구
강서구청,POINT (128.981656666667 35.212991666667),부산광역시 강서구
강서구청역,POINT (128.9807455 35.211201666667),부산광역시 강서구
강서체육공원역,POINT (128.968728333333 35.21235),부산광역시 강서구
대저역,POINT (128.961006666667 35.213126666667),부산광역시 강서구
부산교도소,POINT (128.952978 35.213906),부산광역시 강서구
평강,POINT (128.950415 35.214202),부산광역시 강서구
대사리3구,POINT (128.943633333333 35.216053333333),부산광역시 강서구
원예시험장,POINT (128.940689666667 35.217016666667),부산광역시 강서구
대사역.대사리2구,POINT (128.936526666667 35.218408333333),부산광역시 강서구
대사리1구,POINT (128.932927980488 35.219779356712),부산광역시 강서구
중덕마을,POINT (128.921562059385 35.210164222768),부산광역시 강서구
북정마을,POINT (128.9159231 35.19925101),부산광역시 강서구
덕계마을,POINT (128.91709345653 35.19415561511),부산광역시 강서구
덕포마을,POINT (128.909504888322 35.192048309684),부산광역시 강서구
부산산업과학고교,POINT (128.904014 35.188953),부산광역시 강서구
덕두,POINT (128.957196 35.179717),부산광역시 강서구
금호마을,POINT (128.958565 35.163591666667),부산광역시 강서구
금호마을,POINT (128.954071666667 35.161813333333),부산광역시 강서구
월포,POINT (128.938491091109 35.157015775453),부산광역시 강서구
대저초등학교,POINT (128.92737303099 35.157164714951),부산광역시 강서구
신노전,POINT (128.921235 35.135798333333),부산광역시 강서구
경일고등학교입구,POINT (128.924313333333 35.113368333333),부산광역시 강서구
진목,POINT (128.926443333333 35.112923333333),부산광역시 강서구
진목,POINT (128.926593333333 35.113121666667),부산광역시 강서구
경일고등학교입구,POINT (128.924107666667 35.1136375),부산광역시 강서구
강서예술촌,POINT (128.918710664449 35.131101926718),부산광역시 강서구
대저초등학교,POINT (128.927218333333 35.156973333333),부산광역시 강서구
월포,POINT (128.93851 35.156655),부산광역시 강서구
금호마을,POINT (128.953986 35.16173),부산광역시 강서구
금호마을,POINT (128.95883 35.162936666667),부산광역시 강서구
칠점입구,POINT (128.939965422306 35.19844751885),부산광역시 강서구
공항상회,POINT (128.94108527063 35.202203971603),부산광역시 강서구
평강사리마을입구,POINT (128.942561693129 35.205497849138),부산광역시 강서구
평강대리,POINT (128.943045 35.209067),부산광역시 강서구
평강대리1구,POINT (128.944289022472 35.210653289414),부산광역시 강서구
평강농협,POINT (128.948908078704 35.213837933811),부산광역시 강서구
평강,POINT (128.949795 35.21444),부산광역시 강서구
부산교도소,POINT (128.95155 35.215983333333),부산광역시 강서구
중리1구꽃동네,POINT (128.955687046638 35.218391523506),부산광역시 강서구
우편집중국,POINT (128.959545405574 35.219141290871),부산광역시 강서구
대저상리,POINT (128.963180557145 35.219475447599),부산광역시 강서구
낙동중후문,POINT (128.965902205427 35.219515122846),부산광역시 강서구
대저양수장,POINT (128.970100179232 35.220409042627),부산광역시 강서구
동연정입구,POINT (128.974313209329 35.220685801939),부산광역시 강서구
신촌회관,POINT (128.981116655873 35.221072887184),부산광역시 강서구
신촌,POINT (128.977730242686 35.220728599502),부산광역시 강서구
당리마을,POINT (128.984871666667 35.220808333333),부산광역시 강서구
당리마을입구,POINT (128.989886666667 35.220321666667),부산광역시 강서구
수문할매집,POINT (128.990253 35.218333),부산광역시 강서구
변덕마을,POINT (128.988148333333 35.214825),부산광역시 강서구
변덕초소,POINT (128.986202137017 35.215500984131),부산광역시 강서구
강서고교,POINT (128.983603333333 35.215483333333),부산광역시 강서구
대저1동사무소,POINT (128.981307043789 35.215394274471),부산광역시 강서구
강서구청,POINT (128.982610166667 35.212228333333),부산광역시 강서구
대저1동사무소,POINT (128.980876 35.215339),부산광역시 강서구
강서고교,POINT (128.983482284987 35.215360007166),부산광역시 강서구
변덕초소,POINT (128.986307647392 35.215331012209),부산광역시 강서구
변덕마을,POINT (128.98838027865 35.214640454076),부산광역시 강서구
수문할매집,POINT (128.990546712898 35.217990122509),부산광역시 강서구
당리마을입구,POINT (128.990170001558 35.220402822112),부산광역시 강서구
당리마을,POINT (128.984755 35.220888333333),부산광역시 강서구
신촌,POINT (128.978265412259 35.220816366327),부산광역시 강서구
