year,month,value
2022,1,0.0
2022,2,2.0
2022,3,117.5
2022,4,129.5
2022,5,8.0
2022,6,163.0
2022,7,136.0
2022,8,183.5
2022,9,174.0
2022,10,16.5
2022,11,70.0
2022,12,10.0
