year,month,value
2023,1,51.0
2023,2,25.5
2023,3,67.0
2023,4,82.0
2023,5,221.5
2023,6,127.0
2023,7,490.5
2023,8,503.0
2023,9,342.5
2023,10,1.5
2023,11,44.0
2023,12,82.0
