year,month,value
2023,1,80.800001
2023,2,24.3
2023,3,60.6
2023,4,105.7
2023,5,288.9
2023,6,147.7
2023,7,449.300001
2023,8,352.90000100000003
2023,9,232.200002
2023,10,2.8
2023,11,64.9
2023,12,80.1
