year,month,value
2022,1,-1.0
2022,2,3.0
2022,3,130.5
2022,4,141.5
2022,5,2.0
2022,6,129.0
2022,7,116.0
2022,8,161.0
2022,9,168.5
2022,10,4.5
2022,11,66.0
2022,12,17.5
