year,month,value
2021,1,2.5
2021,2,6.2
2021,3,10.3
2021,4,13.7
2021,5,16.6
2021,6,20.7
2021,7,25.1
2021,8,25.1
2021,9,21.8
2021,10,17.3
2021,11,11.3
2021,12,5.0
