year,month,value
2022,1,-1.0
2022,2,0.0
2022,3,100.0
2022,4,111.0
2022,5,7.0
2022,6,100.0
2022,7,131.0
2022,8,155.5
2022,9,179.5
2022,10,5.5
2022,11,38.0
2022,12,12.0
