bstopnm,geometry,ADM_NM
평강역,POINT (128.9500950522 35.2141627418),대저1동
대사리3구,POINT (128.9436222758 35.2160660035),강동동
국립농산물품질관리원,POINT (128.9407630777 35.2169727937),강동동
대사역.대사리2구,POINT (128.936478 35.2184965),강동동
대사역.대사리2구,POINT (128.936659918901 35.218084053064),강동동
국립농산물품질관리원,POINT (128.9406390332 35.2166833565),강동동
대사리3구,POINT (128.943360404 35.2158316972),강동동
평강역,POINT (128.949861933667 35.213930078716),대저1동
중리입구,POINT (128.955888 35.2145646),대저1동
강서복지회관.우편집중국,POINT (128.959159 35.2150278),대저1동
낙동중학교,POINT (128.964506732 35.2151199704),대저1동
대저119안전센터,POINT (128.97697161055 35.214449197954),대저1동
강서구청,POINT (128.9815238345 35.213013633),대저1동
신덕삼거리,POINT (128.974643774749 35.204740523135),대저1동
신덕삼거리,POINT (128.9742226945 35.2044890877),대저1동
대사리1구,POINT (128.933109 35.2193235),강동동
대사리1구,POINT (128.932792 35.2197921),강동동
강서브라이트센터,POINT (128.956947828348 35.180805498104),대저2동
경전철덕두역,POINT (128.953306 35.181098),대저2동
경전철덕두역,POINT (128.954105404323 35.181319536797),대저2동
공항입구,POINT (128.94991 35.176562),대저2동
강서구청역,POINT (128.980796 35.211588),대저1동
강서구청역,POINT (128.98058110675 35.210857171871),대저1동
대저역,POINT (128.9608235643 35.2128561015),대저1동
강서경찰서,POINT (128.906565 35.1179366667),명지1동
순아동,POINT (128.903614416576 35.119047734473),명지1동
영도산업,POINT (128.8257916667 35.0994966667),녹산동
명지새동네,POINT (128.930807292609 35.108553925103),명지1동
명지새동네,POINT (128.9300266667 35.1079383333),명지1동
송정다리,POINT (128.833980376163 35.093316945379),녹산동
삼성전기,POINT (128.853665827506 35.093337809078),녹산동
삼성자동차정문,POINT (128.87682 35.08914),녹산동
삼성전기,POINT (128.853654270944 35.093585274746),녹산동
DSR,POINT (128.840266146918 35.093315552254),녹산동
금호마을,POINT (128.95868 35.16381),대저2동
송정,POINT (128.8431183333 35.1051583333),녹산동
리노공업,POINT (128.84241 35.0934116667),녹산동
동서열처리,POINT (128.84565 35.0934033333),녹산동
강서체육공원,POINT (128.9744681385 35.2074218819),대저1동
체육공원역,POINT (128.968217159959 35.212096849437),대저1동
(구)검문소,POINT (128.8374416667 35.1036016667),웅동2동
강서체육공원,POINT (128.974075888591 35.207706444297),대저1동
용원사거리,POINT (128.821149732729 35.098066413968),웅동2동
경제자유구역청,POINT (128.839721675084 35.086637867058),녹산동
명지신도시,POINT (128.90243 35.0889316667),명지2동
수로다리,POINT (128.9698603648 35.2149498027),대저1동
명지신도시,POINT (128.900679295979 35.089194396617),명지2동
강서브라이트센터,POINT (128.9564971052 35.1812786216),대저2동
부산신항만,POINT (128.834503859676 35.078515843071),가덕도동
부산신항만,POINT (128.834903 35.078281),가덕도동
대흥공업사거리,POINT (128.859716141972 35.093335211874),녹산동
우진목재,POINT (128.8656716667 35.0920966667),녹산동
녹산하수처리장,POINT (128.8663633333 35.08886),녹산동
해덕파워웨이,POINT (128.84846 35.0934),녹산동
삼성자동차정문,POINT (128.876805 35.08891),녹산동
용원사거리,POINT (128.8221568 35.09768401),녹산동
용원사거리,POINT (128.8224259 35.09795032),녹산동
용원중앙병원,POINT (128.822773279354 35.099351504781),녹산동
(주)거보,POINT (128.830975567801 35.095182350023),녹산동
(주)거보,POINT (128.8311266667 35.0953116667),녹산동
부산프라스틱공업,POINT (128.838630494142 35.093310578182),녹산동
풍영산업,POINT (128.83970582511 35.091705894525),녹산동
경제자유구역청,POINT (128.839215479561 35.08699212923),녹산동
리노공업,POINT (128.843198 35.093511),녹산동
녹산하수처리장,POINT (128.8658483333 35.0894683333),녹산동
낙동강철새도래지,POINT (128.916774396519 35.090078072164),명지1동
낙동강철새도래지,POINT (128.917384237837 35.089932418916),명지2동
성산2구,POINT (128.8913316667 35.11926),녹산동
성고개,POINT (128.8565733333 35.1104766667),녹산동
송정,POINT (128.842476185118 35.105860251713),녹산동
녹산농협,POINT (128.878115 35.111279),녹산동
진동,POINT (128.926975 35.0980516667),명지1동
(주)태광,POINT (128.8329379922 35.0895245324),녹산동
용원중앙병원,POINT (128.82267 35.09963),녹산동
강서고.부산혜원학교,POINT (128.988718551704 35.214656108235),대저1동
강서고.부산혜원학교,POINT (128.9884535994 35.2144708278),대저1동
경일고등학교입구,POINT (128.9240683333 35.1136533333),명지1동
경일고등학교입구,POINT (128.924094 35.113408),명지1동
금호마을,POINT (128.958788144123 35.162742036945),대저2동
녹산,POINT (128.8858183333 35.1141333333),녹산동
녹산,POINT (128.8857933333 35.1136466667),녹산동
녹산농협,POINT (128.878323 35.110633),녹산동
성산2구,POINT (128.89162 35.119245),녹산동
녹산중학교,POINT (128.8895083333 35.1171766667),녹산동
대흥공업사거리,POINT (128.85881 35.09351),녹산동
덕두시장,POINT (128.9579128218 35.1789961968),대저2동
덕두시장,POINT (128.9582809602 35.1786894148),대저2동
동리,POINT (128.92803 35.1005916667),명지1동
동리,POINT (128.9277233333 35.1005416667),명지1동
동서열처리,POINT (128.84535 35.09347),녹산동
등구마을,POINT (128.9627129857 35.1933979646),대저2동
등구마을,POINT (128.9631578195 35.1936894075),대저2동
명지시장,POINT (128.931882586343 35.111567909424),명지1동
렛츠런파크입구,POINT (128.882158278042 35.152527268466),녹산동
렛츠런파크입구,POINT (128.880994879356 35.152013528104),녹산동
부산프라스틱공업,POINT (128.83854 35.09349),녹산동
사구,POINT (128.886270178648 35.158861935493),녹산동
사구,POINT (128.885714720446 35.159142471039),녹산동
삼보목재,POINT (128.8617 35.09351),녹산동
삼보목재,POINT (128.8625983333 35.0933966667),녹산동
삼성자동차남문,POINT (128.88146 35.08911),녹산동
삼성자동차남문,POINT (128.881475 35.0888966667),녹산동
성산다리,POINT (128.893855 35.1217466667),녹산동
성산다리,POINT (128.8940166667 35.1215533333),녹산동
세산삼거리,POINT (128.87459 35.14075),녹산동
송정다리,POINT (128.834026468673 35.09357763927),녹산동
수로다리,POINT (128.9696194371 35.2148560229),대저1동
신덕마을,POINT (128.9685071617 35.1999453295),대저1동
신덕마을,POINT (128.9692319529 35.2001295173),대저1동
신호하수처리장,POINT (128.872608117635 35.088816712336),녹산동
신호하수처리장,POINT (128.872665201937 35.089158231851),녹산동
영남자동화기계,POINT (128.82798 35.09787),녹산동
영남자동화기계,POINT (128.8281133333 35.0976516667),녹산동
영도산업,POINT (128.8256 35.09977),녹산동
용원사거리,POINT (128.82131 35.09826),웅동2동
우진목재,POINT (128.865981 35.092231),녹산동
풍영산업,POINT (128.839226392842 35.091100287084),녹산동
태광금속,POINT (128.86507 35.0935),녹산동
태광금속,POINT (128.865231 35.093415),녹산동
경제자유구역청사거리,POINT (128.8388633872 35.0891839679),녹산동
경제자유구역청사거리,POINT (128.8386925671 35.0887701054),녹산동
진동,POINT (128.9274016667 35.0984666667),명지1동
진목,POINT (128.9266766667 35.1130933333),명지1동
진목,POINT (128.9265166667 35.1129233333),명지1동
해덕파워웨이,POINT (128.84847 35.09349),녹산동
DSR,POINT (128.840298169865 35.093572612978),녹산동
호산나교회.엘크루4단지,POINT (128.9069128277 35.0841771355),명지2동
호산나교회.삼정그린코아,POINT (128.90694 35.08438),명지2동
농심,POINT (128.83968795131 35.096453919318),녹산동
농심,POINT (128.83925969749 35.096422419625),녹산동
녹산염색공단,POINT (128.86009151957 35.088789433982),녹산동
녹산염색공단,POINT (128.86019039333 35.089162710627),녹산동
부산지방중소벤처기업청,POINT (128.85558106174 35.088818102847),녹산동
부산지방중소벤처기업청,POINT (128.85564991625 35.089202712787),녹산동
갑을녹산병원,POINT (128.852556016 35.0898935961),녹산동
갑을녹산병원,POINT (128.852825713762 35.09044583801),녹산동
삼성전기기숙사,POINT (128.852505 35.093052),녹산동
삼성전기기숙사,POINT (128.85262 35.09303),녹산동
녹산하수처리장,POINT (128.86620663956 35.089161857282),녹산동
퀸덤1.2단지,POINT (128.897867529884 35.086557727144),명지2동
극동스타클래스아파트,POINT (128.900896289966 35.084211643783),명지2동
롯데캐슬아파트,POINT (128.90470802238 35.08420000076),명지2동
남명초등학교,POINT (128.91014341817 35.084214153114),명지2동
행복마을,POINT (128.91191715679 35.086519026466),명지2동
행복마을,POINT (128.91159197327 35.086608413698),명지2동
남명초등학교,POINT (128.91009258536 35.08447844334),명지2동
롯데캐슬아파트,POINT (128.9047359074 35.08448062022),명지2동
퀸덤3단지,POINT (128.901450513142 35.084418787465),명지2동
퀸덤1.2단지,POINT (128.89788993133 35.086770355142),명지2동
현대상선,POINT (128.83502160648 35.071384654271),가덕도동
현대상선,POINT (128.834517629445 35.071396786817),가덕도동
부산신항다목적터미널,POINT (128.834982702772 35.073908012816),가덕도동
부산신항다목적터미널,POINT (128.8345243 35.07400058),가덕도동
작지,POINT (128.9502106142 35.1438623208),대저2동
작지,POINT (128.9502436077 35.1429550003),대저2동
가덕천성동,POINT (128.812821 35.030676),가덕도동
강서구청역,POINT (128.97980842418 35.211264321416),대저1동
강서구청역,POINT (128.979757 35.211053),대저1동
부산항홍보관,POINT (128.830920250661 35.087130162389),가덕도동
부산항홍보관,POINT (128.831202961032 35.086887483621),가덕도동
두문입구,POINT (128.812095 35.032817),가덕도동
두문입구,POINT (128.812068 35.032762),가덕도동
서중마을,POINT (128.818799 35.032402),가덕도동
동중마을,POINT (128.8237617 35.0320918),가덕도동
범한판토스,POINT (128.8082872 35.08435995),웅동2동
현대물류,POINT (128.813061249672 35.084410270213),웅동2동
현대물류,POINT (128.813052796658 35.084675283526),웅동2동
강림씨에스피,POINT (128.872720314271 35.107835887087),녹산동
강림씨에스피,POINT (128.873053 35.107771),녹산동
화연공원,POINT (128.87808058892 35.103427148949),녹산동
화연공원,POINT (128.878288 35.103172),녹산동
동선마을,POINT (128.8323612 35.05557414),가덕도동
(주)태광,POINT (128.875201 35.103853),녹산동
(주)태광,POINT (128.875324 35.103985),녹산동
부산은행화전공단지점,POINT (128.88305 35.10365),녹산동
부산은행화전공단지점,POINT (128.883 35.1036),녹산동
세주정공,POINT (128.883089 35.107928),녹산동
세주정공,POINT (128.882984 35.107992),녹산동
옥포마을,POINT (128.8450501 35.11630135),녹산동
옥포마을,POINT (128.8447237 35.11690562),녹산동
명동,POINT (128.845485742514 35.144112655741),녹산동
명동,POINT (128.84497 35.14449),녹산동
동화엔텍,POINT (128.836618 35.149122),녹산동
동화엔텍,POINT (128.83651134297 35.148768552494),녹산동
이원솔루텍,POINT (128.8302362 35.14906183),녹산동
이원솔루텍,POINT (128.8302634 35.14880683),녹산동
자동차부품멀티관,POINT (128.82433889335 35.14907415663),녹산동
자동차부품멀티관,POINT (128.824269509424 35.148793607861),녹산동
ENK,POINT (128.815765566499 35.149640078515),녹산동
ENK,POINT (128.815671710437 35.149366617167),녹산동
YMP지사단지기점,POINT (128.8096386 35.14919782),녹산동
매일정기,POINT (128.811697377123 35.149261638147),녹산동
마음,POINT (128.863998683351 35.134175089459),녹산동
마음,POINT (128.8642647 35.1347748),녹산동
중곡,POINT (128.870584113078 35.137673880916),녹산동
중곡,POINT (128.8704356 35.13813579),녹산동
(구)검문소,POINT (128.8396824 35.10147246),녹산동
(구)검문소,POINT (128.8391654 35.10335032),녹산동
세산삼거리,POINT (128.8733799 35.14094709),녹산동
구랑,POINT (128.8583191 35.12899705),녹산동
구랑,POINT (128.858292 35.129545),녹산동
가동마을입구,POINT (128.884807344738 35.165255359668),녹산동
가동마을입구,POINT (128.885053141145 35.165313833581),녹산동
지사휴먼시아아파트,POINT (128.8349827 35.15081495),녹산동
지사휴먼시아아파트,POINT (128.834313276112 35.150563729319),녹산동
지사문화회관,POINT (128.831273361887 35.150785461673),녹산동
지사문화회관,POINT (128.831274909055 35.150609703395),녹산동
서번산업,POINT (128.8781009 35.09917543),녹산동
서번산업,POINT (128.878444 35.0993143),녹산동
조달청비축기지,POINT (128.8831916 35.09833942),녹산동
조달청비축기지,POINT (128.88286 35.09822291),녹산동
지사산단입구,POINT (128.857389996259 35.136387638847),녹산동
지사산단입구,POINT (128.857971611978 35.135189150233),녹산동
서부산유통지구역,POINT (128.954476 35.16677113),대저2동
서부산유통지구역,POINT (128.956797943709 35.167950208477),대저2동
신항서문입구,POINT (128.8016657 35.08289042),웅동2동
신항서문입구,POINT (128.8016103 35.08335988),웅동2동
