year,month,value
2022,1,3.3
2022,2,3.4
2022,3,10.0
2022,4,14.4
2022,5,19.6
2022,6,21.1
2022,7,26.1
2022,8,26.3
2022,9,21.8
2022,10,16.0
2022,11,12.6
2022,12,2.8
