year,month,value
2023,1,2.9
2023,2,5.9
2023,3,11.4
2023,4,13.8
2023,5,17.3
2023,6,21.5
2023,7,24.8
2023,8,26.7
2023,9,23.8
2023,10,17.2
2023,11,10.7
2023,12,5.7
