year,month,value
2022,1,3.1
2022,2,2.8
2022,3,9.6
2022,4,14.0
2022,5,18.2
2022,6,20.5
2022,7,25.3
2022,8,25.4
2022,9,21.9
2022,10,16.3
2022,11,13.3
2022,12,2.6
