year,month,value
2021,1,45.0
2021,2,29.0
2021,3,124.0
2021,4,111.0
2021,5,122.7
2021,6,198.0
2021,7,448.5
2021,8,480.799999
2021,9,166.6
2021,10,17.2
2021,11,67.0
2021,12,4.5
