관리번호,대로별,설치장소,전자운영,설치일자,형태,구군,주소,위도,경도,데이터기준일자
 , ,북항재개발 신호5지점, , ,교차로,동구,동구 초량동 1232-1,35.1218356,129.0408979,2023-07-25
 , ,부산진우체국, , ,교차로,부산진구,부산진구 가야동 677-44,35.15467007,129.0360483,2023-07-25
 , ,개금이진젠시티 앞, , ,교차로,부산진구,부산진구 개금동 159-1,35.1531868,129.0271176,2023-07-25
 , ,글로벌타워 앞, , ,단일로,부산진구,부산진구 개금동 204-9,35.15321748,129.0224315,2023-07-25
 , ,롯데백화점 부산본점, , ,단일로,부산진구,부산진구 부전동 576-1,35.15789635,129.0528385,2023-07-25
 , ,서면e편한세상앞, , ,단일로,부산진구,부산진구 범천동 1068-2,35.15703203,129.0485687,2023-07-25
 , ,가야새마을금고앞, , ,단일로,부산진구,부산진구 가야동 3-5,35.15610249,129.0445287,2023-07-25
 , ,가야역앞, , ,단일로,부산진구,부산진구 가야동 15-13,35.15587381,129.0428246,2023-07-25
 , ,e편한세상시민공원113동, , ,교차로,부산진구,부산진구 전포동 13-16,35.16485334,129.0694812,2023-07-25
 , ,동의중학교, , ,교차로,부산진구,부산진구 전포동 11-60,35.16597006,129.0695947,2023-07-25
 , ,힐스테이트사하역 주출입구, , ,교차로,사하구,사하구 괴정동 656-32,35.09865871,128.9795442,2023-07-25
 , ,동진그린힐아파트, , ,교차로,사하구,사하구 괴정동 1207-63,35.09654376,128.9802427,2023-07-25
 , ,삼육부산병원 별관, , ,교차로,서구,서구 서대신동2가 381-2(부동산114 맞은편),35.11253372,129.0110513,2023-07-25
 , ,대신해모로센트럴 103동, , ,단일로,서구,서구 서대신동2가 471-1(하나익스프레스 맞은편),35.11139638,129.0101596,2023-07-25
 , ,대신해모로센트럴 부출입구, , ,단일로,서구,서구 서대신동2가 465-1(108동 앞),35.10966051,129.0096994,2023-07-25
 , ,대성자원 앞, , ,단일로,부산진구,부산진구 냉정로 250-1,35.15077066,129.027164,2023-07-25
 , ,마케팅고교 앞, , ,단일로,부산진구,부산진구 봉수로 15,35.15062384,129.0701069,2023-07-25
 , ,감정초교밑 산복도로, , ,교차로,사하구,사하구 감천동 10-146,35.09596399,129.0101993,2023-07-25
 , ,오션파라곤 주출입구, , ,교차로,남구,남구 문현동 1154-14,35.13036895,129.0691502,2023-07-25
 , ,오션파라곤 106동, , ,교차로,남구,남구 문현동 1156-10,35.12991656,129.0693418,2023-07-25
 , ,만덕3터널램프하부, , ,교차로,북구,북구 만덕동 950-1,35.20499986,129.0333495,2023-07-25
 , ,부산시노인전문제1병원앞, , ,교차로,북구,북구 만덕동 774-27,35.20765031,129.0269583,2023-07-25
 , ,덕양초등학교앞, , ,단일로,북구,북구 만덕동 774-11,35.20758731,129.0269465,2023-07-25
 , ,덕천은마아파트직결, , ,교차로,북구,북구 덕천동 781-5,35.21085624,129.0198598,2023-07-25
 , ,두산위브하버시티101동, , ,교차로,동구,동구 좌천동 1119-2,35.13116031,129.0560158,2023-07-25
 , ,현대부산신항, , ,교차로,강서구,강서구 성북동 1519,35.07105207,128.8333546,2023-07-25
 , ,운촌대우마리나 앞, , ,교차로,해운대구,해운대구 우동 801-2,35.15990685,129.149838,2023-07-25
 , ,KCC아파트, , ,단일로,해운대구,해운대구 세실로 86,35.17234141,129.1765572,2023-07-25
 , ,샘물교회 앞, , ,교차로,금정구,금정구 금샘로229번길 1,35.24435141,129.084106,2023-07-25
 , ,장안중학교, , ,단일로,기장군,기장군 장안읍 좌천리 267-1,35.31474008,129.2430928,2023-07-25
 , ,오시리아관광단지내 6지점, , ,교차로,기장군,기장군 기장읍 당사리 84,35.19249133,129.2099427,2023-07-25
 , ,오시리아관광단지내 2지점, , ,교차로,기장군,기장군 기장읍 당사리 산9-2,35.19466824,129.2130826,2023-07-25
 , ,동부산관광단지 3지점, , ,교차로,기장군,기장군 기장읍 내리 251-10,35.19868057,129.2066524,2023-07-25
 , ,오시리아관광단지내 4-1지점, , ,교차로,기장군,기장군 기장읍 당사리 151-1,35.19603199,129.2110165,2023-07-25
 , ,동삼2동 행정복지센터, , ,교차로,영도구,영도구 오션로 27,35.07828,129.0705,2023-07-25
 , ,오션시티 푸르지오 104동, , ,교차로,영도구,영도구 오션로 30,35.06911,129.08186,2023-07-25
 , ,송정KT, , ,교차로,해운대구,해운대구 송정동 462,35.17553265,129.1958258,2023-07-25
 , ,양천초등학교, , ,교차로,북구,북구 덕천로 131,35.21072028,129.0188806,2023-07-25
 , ,황령산터널입구, , ,교차로,남구,남구 대연동 237-1,35.14882308,129.0930751,2023-07-25
 , ,화명동구민운동장입구, , ,교차로,북구,북구 학사로 192,35.23977869,129.009488,2023-07-25
 , ,부산컴퓨터과학고, , ,단일로,동구,동구 초량동 824-1,35.12009571,129.0346114,2023-07-25
 , ,구서SK뷰 106동앞, , ,교차로,금정구,금정구 금샘로246번길 18,35.24384408,129.0853957,2023-07-25
 , ,해뜨는주문진막국수집, , ,단일로,금정구,금정구 금샘로 577,35.27390935,129.0849069,2023-07-25
 , ,국제물류단지1-1, , ,교차로,강서구,강서구 범방동 354-27,35.14865124,128.8785176,2023-07-25
 , ,현대아쿠아펠리스, , ,단일로,해운대구,해운대구 달맞이길 35,35.16227825,129.168575,2023-07-25
 , ,"명지동진지하차도(명호교남쪽,에코모텔 앞)", , ,교차로,강서구,강서구 르노삼성대로 634,37.55809271,126.8223629,2023-07-25
 , ,신암과성교(횡단보도), , ,단일로,부산진구,부산진구 범천동 1080-341,35.15523847,129.047503,2023-07-25
 , ,서면동일파크 301동, , ,교차로,부산진구,부산진구 동평로150번길 14,35.16546001,129.0454498,2023-07-25
 , ,송정광어골입구, , ,교차로,해운대구,해운대구 송정동 460-4,35.1790614,129.197206,2023-07-25
 , ,번덕마을입구, , ,교차로,강서구,강서구 공항로 1311,37.55809271,126.8223629,2023-07-25
 , ,혜원학교앞, , ,교차로,강서구,부산 강서구 대저1동 393-17,35.21534332,128.9886126,2023-07-25
 , ,남해고속도로 하부, , ,교차로,강서구,부산 강서구 대저1동 193-17,35.21804554,128.9899525,2023-07-25
 , ,고향산천앞, , ,교차로,강서구,강서구 대저중앙로 403,35.22040921,128.9908051,2023-07-25
 , ,당리마을입구, , ,교차로,강서구,강서구 대저중앙로 403-1,35.22074143,128.9909629,2023-07-25
 , ,동래시장입구, , ,교차로,동래구,동래구 충렬대로 237번길 3,35.20170729,129.0850866,2023-07-25
 , ,동래한양아파트, , ,교차로,동래구,동래구 충렬대로 307,35.19975531,129.0926488,2023-07-25
 , ,영도부산영상예술고등학교, , ,교차로,영도구,영도구 신선동3가 24-4,35.08447493,129.0447979,2023-07-25
 , ,해운대구 자원재활용센터, , ,교차로,해운대구,해운대구 반여동 1502-104,35.21783699,129.1366511,2023-07-25
 , ,구서일신아파트, , ,단일로,금정구,금정구 구서동 1040,35.25722193,129.0842336,2023-07-25
 , ,석포초교 후문, , ,교차로,남구,남구 대연동 965-16,35.1269721,129.0922121,2023-07-25
 , ,대연롯데캐슬레전드 부출입구, , ,교차로,남구,남구 진남로 131-1,35.1386401,129.0807256,2023-07-25
 , ,대연롯데캐슬 108동앞(우리교회), , ,교차로,남구,남구 대연동 1712-14,35.13777268,129.0829745,2023-07-25
 , ,대연롯데캐슬레전드 주출입구, , ,교차로,남구,남구 대연동 1247-223,35.1368228,129.083357,2023-07-25
 , ,남구청주차장입구, , ,교차로,남구,남구 대연동 1249-5,35.13612723,129.0835233,2023-07-25
 , ,삼정포레스트(동래), , ,교차로,동래구,동래구 온천동 1592-1,35.20449218,129.0617758,2023-07-25
 , ,해운대자동차검사소, , ,교차로,해운대구,해운대구 재송동 856-3,35.1845325,129.1200689,2023-07-25
 ,백양대로,구포현대아파트 101동, , ,교차로,북구,북구 백양대로 1003,35.19553544,128.9935333,2023-07-25
 , ,오션파크(운촌삼거리 직결), , ,교차로,해운대구,해운대구 해운대로 558,35.16021988,129.1529376,2023-07-25
 , ,청마파크맨션, , ,교차로,연제구,연제구 연산동 987,35.1857639,129.0948548,2023-07-25
 ,백양대로,모라119안전센터, , ,단일로,사상구,사상구 백양대로 970,35.19243163,128.9928036,2023-07-25
 , ,만덕5지구 LH APT TL-08, , ,교차로,북구,북구 상학산복길 231,35.21649968,129.039877,2023-07-25
 , ,해운대센텀트루엘, , ,교차로,해운대구,해운대구 반여동 1680,35.20737157,129.1183291,2023-07-25
 , ,지사공단교차로, , ,교차로,강서구,강서구 지사동 1352-2,35.14930816,128.8088887,2023-07-25
 , ,기장이진캐스빌1단지, , ,교차로,기장군,기장군 기장읍 교리 252,35.2559235,129.218622,2023-07-25
 , ,명지LH사업단진출입로, , ,교차로,강서구,강서구 명지동 2001-5,35.09862614,128.9073852,2023-07-25
 , ,만덕5지구 LH APT TL-01, , ,교차로,북구,북구 상학산복길 53,35.216628,129.0333213,2023-07-25
 , ,만덕5지구 LH APT TL-02, , ,교차로,북구,북구 만덕동 817-1,35.21665803,129.0350791,2023-07-25
 , ,만덕5지구 LH APT TL-04, , ,교차로,북구,북구 만덕1로 8,35.21346187,129.0377953,2023-07-25
 , ,만덕5지구 LH APT TL-10, , ,교차로,북구,북구 만덕1로 8,35.21346187,129.0377953,2023-07-25
 , ,만덕5지구 LH APT TL-11, , ,교차로,북구,북구 만덕동 산222-2,35.21514679,129.0326105,2023-07-25
 , ,만덕5지구 LH APT TL-03, , ,교차로,북구,북구 만덕동 818,35.21565165,129.0368127,2023-07-25
 , ,다이소물류센터앞, , ,교차로,강서구,강서구 미음동 1712,35.1434638,128.8666207,2023-07-25
 , ,명지국제신도시 복합시설(우진메디컬프라자), , ,교차로,강서구,강서구 명지국제1로 25,35.09128269,128.9033555,2023-07-25
 , ,"일광동원비스타 출입구(일광지구 2,3BL)", , ,교차로,기장군,기장군 해송1로 33,35.268135,129.23047,2023-07-25
 , ,일광자이푸르지오 1단지 앞, , ,교차로,기장군,기장군 일광면 삼성리 363,35.26520908,129.221146,2023-07-25
 , ,일광자이푸르지오 2단지 앞, , ,교차로,기장군,기장군 일광면 삼성리 산30,35.26251846,129.2242707,2023-07-25
 , ,일광이지더원 1차 부출입구, , ,교차로,기장군,기장군 일광면 삼성리 295-4,35.26823444,129.2232467,2023-07-25
 , ,충무에코펠리스, , ,단일로,서구,서구 충무대로 265-1,35.08520739,129.0223486,2023-07-25
 , ,하삼동커피 대신 푸르지오점, , ,교차로,서구,서구 고운들로 142,35.10864003,129.0142391,2023-07-25
 , ,대신2차 푸르지오 103동, , ,단일로,서구,서구 고운들로 184,35.10961204,129.0122657,2023-07-25
 , ,2송도삼거리, , ,교차로,영도구,영도구 절영로 196-1,35.07975064,129.0438603,2023-07-25
 , ,금정삼환골든뷰, , ,교차로,금정구,금정구 부곡동 267-49,35.23099,129.09042,2023-07-25
 , ,이마트 트레이더스 연산점, , ,교차로,연제구,연제구 연산동 137-5,35.18545293,129.1121433,2023-07-25
 , ,리치W 오피스텔, , ,단일로,서구,서구 부용로 39-5,35.10781693,129.0188688,2023-07-25
 , ,아미초교 주차장, , ,교차로,서구,서구 해돋이로 250,35.09877591,129.0167161,2023-07-25
 , ,감초탕, , ,교차로,서구,서구 해돋이로 259,35.09965644,129.0159812,2023-07-25
 , ,낙민제일맨션, , ,교차로,동래구,동래구 낙민동 122-4,35.19828149,129.0901583,2023-07-25
 , ,명장동남아파트, , ,교차로,동래구,동래구 명서로 141-2,35.21033095,129.1023128,2023-07-25
 , ,수안초교, , ,교차로,동래구,동래구 수안동 690-6,35.20022964,129.0799825,2023-07-25
 , ,안락초교후문, , ,교차로,동래구,동래구 명안로 64,35.2022177,129.1043774,2023-07-25
 , ,안락진흥아파트, , ,교차로,동래구,동래구 안락동 475,35.19793404,129.1055932,2023-07-25
 , ,만물전자 재활용 마트, , ,교차로,동래구,동래구 명안로 72,35.20287703,129.1042326,2023-07-25
 , ,낙민 스펀지유치원, , ,교차로,동래구,동래구 안남로 36,35.19421951,129.095781,2023-07-25
 , ,낙민 중앙하이츠 2차, , ,교차로,동래구,동래구 안남로31번길 6,35.1944886,129.0959273,2023-07-25
 , ,낙민 한신아파트, , ,교차로,동래구,동래구 안남로31번길 6,35.1944886,129.0959273,2023-07-25
 , ,낙민 중앙하이츠 2차 후문, , ,교차로,동래구,동래구 안남로 36,35.19421951,129.095781,2023-07-25
 , ,여고초교 정문, , ,교차로,동래구,동래구 아시아드대로146번길 1,35.19792322,129.0666537,2023-07-25
 , ,사직 쌍용예가 상가, , ,단일로,동래구,동래구 사직동 161-61,35.19719748,129.0569149,2023-07-25
 , ,충렬초교 후문, , ,교차로,동래구,동래구 안락동 475,35.19793404,129.1055932,2023-07-25
 , ,충렬초교 정문, , ,교차로,동래구,동래구 안락동 475,35.19793404,129.1055932,2023-07-25
 , ,안민초교 정문, , ,교차로,동래구,동래구 낙민동 95,35.19329808,129.0969984,2023-07-25
 , ,사직 신정시장, , ,교차로,동래구,동래구 아시아드대로146번길 1,35.19792322,129.0666537,2023-07-25
 , ,대우2차 APT앞 삼거리, , ,교차로,해운대구,해운대구 좌동 1442,35.17018425,129.182399,2023-07-25
 , ,반산초등학교, , ,교차로,해운대구,해운대구 재반로 171,35.19312,129.12916,2023-07-25
 , ,신도고등학교, , ,단일로,해운대구,해운대구 좌동순환로 64,35.17225,129.16777,2023-07-25
 , ,한일아파트 106동, , ,교차로,해운대구,해운대구 대천로 56,35.1718,129.17073,2023-07-25
 , ,신재초교 반송2동, , ,단일로,해운대구,해운대구 해운대로81번길 55,35.19191,129.12211,2023-07-25
 , ,운봉초교, , ,교차로,해운대구,해운대구 신반송로 11-20,35.22938,129.15858,2023-07-25
 , ,장산초등학교 뒤, , ,교차로,해운대구,해운대구 선수촌로 68,35.20039,129.11924,2023-07-25
 , ,해룡횟집앞, , ,교차로,금정구,금정구 금사로 67,35.21900059,129.1103716,2023-07-25
 , ,화신아파트 입구, , ,교차로,금정구,금정구 금정도서관로11,35.27257424,129.0940228,2023-07-25
 , ,에덴공원 직결 삼거리, , ,교차로,사하구,사하구 낙동대로 551,35.1128386,128.963731,2023-07-25
 , ,YMCA어린이집 앞, , ,교차로,사하구,사하구 다대로277번길 100,35.07480062,128.9826028,2023-07-25
 , ,동주대앞 사거리, , ,교차로,사하구,사하구 사리로 56,35.10479445,128.9986486,2023-07-25
 , ,세븐일레븐 괴정3호점, , ,교차로,사하구,사하구 사리로 46번길 2,35.10390844,128.9989668,2023-07-25
 , ,삼환2차아파트 입구, , ,교차로,사하구,사하구 다대로 381번길41,35.06819699,128.9810325,2023-07-25
 , ,당지형제아파트 입구, , ,교차로,사하구,사하구 제석로 93,35.1081959,128.9772781,2023-07-25
 , ,다선중학교 앞, , ,교차로,사하구,사하구 다대낙조2길 36,35.0527138,128.9638013,2023-07-25
 , ,중현초교 앞, , ,교차로,사하구,사하구 다대낙조2길 7,35.0507112,128.9651151,2023-07-25
 , ,대티 은화아파트 앞, , ,단일로,사하구,사하구 대티로 39,35.10552813,129.0036703,2023-07-25
 , ,럭키남산��, , ,교차로,금정구,금정구 금강로 645,35.26505285,129.0884704,2023-07-25
 , ,오시리아스위첸아티에 앞, , ,교차로,기장군,기장군 기장읍 시랑리 724,35.18835648,129.2141964,2023-07-25
 , ,선암초등학교, , ,교차로,부산진구,부산진구 엄광로 422,35.14964984,129.0495823,2023-07-25
 , ,엘지유치원, , ,단일로,부산진구,부산진구 백양대로300번길 30,35.15589291,129.0183602,2023-07-25
 , ,수안초등학교, , ,단일로,동래구,동래구 온천천로195앞,35.20205807,129.0791282,2023-07-25
 , ,오션시티푸르지오 주출입구, , ,교차로,영도구,영도구 동삼동 1184,35.06878163,129.0827519,2023-07-25
 , ,동래우체국 옆, , ,교차로,동래구,동래구 명룬로139번길 22(월드크리닝 앞),35.2036981,129.0872327,2023-07-25
 , ,연동초 병설유치원, , ,단일로,연제구,연제구 묘봉산로11번길 3,35.18332621,129.0883004,2023-07-25
 , ,부산항연안 여객터미널, , ,교차로,중구,중구 중앙동 4가 15-32,35.10267154,129.0367272,2023-07-25
 , ,북항마리나, , ,교차로,중구,중구 충장대로 54,37.56312908,126.9887297,2023-07-25
 , ,오페라하우스, , ,교차로,중구,중구 중앙대로 4가 15-30,35.10614222,129.0366944,2023-07-25
 , ,금샘로 갈림길, , ,교차로,금정구,부산 금정구 장전동 산 9-9,35.24319291,129.0836291,2023-07-25
 , ,경제자유구역청 앞, , ,교차로,강서구,강서구 송정동 1709,35.08673786,128.8397325,2023-07-25
 , ,기장이진캐스빌2단지, , ,교차로,기장군,기장군 기장읍 교리 252,35.2559235,129.218622,2023-07-25
 , ,금빛초교정문, , ,교차로,금정구,부산 금정구 장전동 725,35.22822826,129.0808043,2023-07-25
 , ,금빛초교후문, , ,교차로,금정구,부산 금정구 장전동 725,35.22822826,129.0808043,2023-07-25
 , ,신흥종합, , ,교차로,영도구,영도구 해양로 89,35.09608003,129.0650277,2023-07-25
 , ,아이빌A동, , ,단일로,사상구,사상구 백양대로 687-4,35.16826508,128.9884149,2023-07-25
 , ,강동119안전센터, , ,교차로,강서구,강서구 제도로 696,37.55809271,126.8223629,2023-07-25
 , ,신선중학교, , ,교차로,영도구,영도구 신선동3가 115-7,35.08207575,129.0449646,2023-07-25
 , ,문현금융단지 보행전용교량 앞, , ,단일로,남구,남구 문현동 1228-6,35.14647445,129.0643129,2023-07-25
 , ,성보냉장, , ,교차로,사하구,사하구 장림동 509-3,35.06928017,128.9775041,2023-07-25
 , ,도시개발아파트직결, , ,교차로,사하구,사하구 다대동 1432-8,35.06384858,128.9792482,2023-07-25
 , ,노포화물공영차고지, , ,교차로,금정구,금정구 노포동 123,35.28361986,129.1025261,2023-07-25
 , ,화명X 자이아파트, , ,교차로,북구,북구 효열로37번길 22,35.24999492,129.0133728,2023-07-25
 , ,LH새천년나무아파트(신평초교앞), , ,교차로,사하구,사하구 장평로299번길 13,35.09287559,128.9723462,2023-07-25
 , ,기장골프장, , ,교차로,기장군,기장군 기장읍 반송로 1345,35.25253881,129.1892212,2023-07-25
 , ,서면 협성엘리시안 아파트, , ,교차로,부산진구,부산진구 만리산로 37,35.14516735,129.0540241,2023-07-25
 , ,훼밀리식품, , ,교차로,사하구,사하구 신산로 55,35.09032912,128.9616233,2023-07-25
 , ,국제물류단지 혜성정밀앞, , ,단일로,강서구,강서구 가리새2로43,37.55809271,126.8223629,2023-07-25
 , ,시민공원(기억의숲), , ,단일로,부산진구,부산진구 신암로 175,35.15528629,129.0471853,2023-07-25
 , ,신선동행정복지센터, , ,교차로,영도구,영도구 신선동3가 93-4,35.08310069,129.0452738,2023-07-25
 , ,장안~임랑간신호3지점(좌광교), , ,교차로,기장군,기장군 장안읍 임랑리 330-6,35.31364428,129.249707,2023-07-25
 , ,전포LH아파트, , ,교차로,부산진구,부산진구 전포동 144,35.16619896,129.0661289,2023-07-25
 , ,대신푸르지오 정문(서대신동 7구역), , ,교차로,서구,서구 서대신동1가 209-17,35.10854935,129.0153787,2023-07-25
 , ,대신푸르지오 101동앞(청운빌라앞)(서대신동 7구역), , ,교차로,서구,서구 부용동2가 91-1,35.10770064,129.0166187,2023-07-25
 , ,양정초교, , ,교차로,부산진구,부산진구 동평로405번길 28,35.17486971,129.0702822,2023-07-25
 , ,연산더샵109동앞, , ,교차로,연제구,연제구 연수로 130,35.17440141,129.0844048,2023-07-25
 , ,국제신도시 명지스위트팰리스, , ,교차로,강서구,강서구 명지국제5로 165,35.10998652,128.9213658,2023-07-25
 , ,E편한세상명장1단지 104동, , ,교차로,동래구,동래구 명장로 65,35.20510095,129.1054928,2023-07-25
 , ,감만현대1차아파트 후문, , ,단일로,남구,남구 우암로2번길 5,35.11178716,129.0827837,2023-07-25
 , ,퀸즈타운W B지점(남측), , ,교차로,사하구,사하구 신평동 411-3,35.09813322,128.9618905,2023-07-25
 , ,퀸즈타운W A지점(북측), , ,교차로,사하구,사하구 신평동 409-18,35.09663925,128.9638581,2023-07-25
 , ,미소지움아파트, , ,단일로,중구,중구 중구로 182-1,36.30094821,127.4139233,2023-07-25
 , ,명륜자이 102동 앞, , ,교차로,동래구,동래구 명륜로161,35.20821669,129.0819115,2023-07-25
 , ,연학초교, , ,교차로,부산진구,부산진구 초읍천로 58,35.1774877,129.047174,2023-07-25
 , ,만덕 동문굿모닝힐 2단지 정문, , ,단일로,북구,북구 덕천로276번길 85,35.2058021,129.034403,2023-07-25
 , ,수영SK뷰아파트 #1, , ,교차로,수영구,수영구 망미배산로 56,35.17676225,129.1014527,2023-07-25
 , ,수영SK뷰아파트 #2, , ,교차로,수영구,수영구 망미배산로 56,35.17676225,129.1014527,2023-07-25
 , ,수영SK뷰아파트 #3, , ,교차로,수영구,수영구 망미배산로 56,35.17676225,129.1014527,2023-07-25
 , ,수영SK뷰아파트 #4, , ,교차로,수영구,수영구 망미배산로 56,35.17676225,129.1014527,2023-07-25
 , ,수영SK뷰아파트 #5, , ,교차로,수영구,수영구 망미배산로 56,35.17676225,129.1014527,2023-07-25
 , ,대연6구역(대연파크푸르지오 102동 앞), , ,교차로,남구,남구 유엔평화로66번길 47,35.12718721,129.0913482,2023-07-25
 , ,대연6구역(대연파크푸르지오 109동 앞), , ,교차로,남구,남구 대연동 1169-6,35.12375495,129.0891191,2023-07-25
 , ,수영구청입구, , ,교차로,수영구,수영구 남천동로 104,35.1456271,129.1124236,2023-07-25
 , ,일광신도시 S3지점, , ,교차로,기장군,기장군 일광면 삼성리 312,35.2675683,129.2222695,2023-07-25
 , ,일광신도시 S4지점, , ,교차로,기장군,기장군 일광면 삼성리 295-35,35.26823444,129.2232467,2023-07-25
 , ,일광신도시 S5지점, , ,교차로,기장군,기장군 일광면 삼성리 326,35.26549982,129.2253706,2023-07-25
 , ,일광신도시 S6지점, , ,교차로,기장군,기장군 일광면 삼성리 산 30,35.26251846,129.2242707,2023-07-25
 , ,일광신도시 S7지점, , ,교차로,기장군,기장군 일광면 삼성리 402,35.26077776,129.2234862,2023-07-25
 , ,일광지구 후동과선교 앞 사거리(S8), , ,교차로,기장군,기장군 일광면 삼성리 399-1,35.26007803,129.223157,2023-07-25
 , ,일광신도시 S1지점, , ,교차로,기장군,기장군 일광면 삼성리 606,35.26099685,129.218753,2023-07-25
 , ,일광신도시 S2지점, , ,교차로,기장군,기장군 일광면 삼성리 637,35.26416198,129.220405,2023-07-25
 , ,일광신도시 S9지점, , ,교차로,기장군,기장군 일광면 삼성리 470,35.2582166,129.2218322,2023-07-25
 , ,해운대엘시티정문, , ,교차로,해운대구,해운대구 달맞이길 30,35.16132822,129.1680126,2023-07-25
 , ,해운대엘시티후문, , ,교차로,해운대구,해운대구 중동 1825,35.16192899,129.1683395,2023-07-25
 , ,해운대엘시티A지점, , ,교차로,해운대구,해운대구 달맞이길 22,35.16191233,129.1672636,2023-07-25
 , ,엘시티 부출입구(B지점), , ,교차로,해운대구,해운대구 해운대해변로298번길 33,35.16094841,129.1672059,2023-07-25
 , ,일광지구10지점(삼성지하차도), , ,교차로,기장군,기장군 일광면 삼성리 230,35.26604928,129.2280715,2023-07-25
 , ,일광신도시 S11지점, , ,교차로,기장군,기장군 일광면 삼성리 232,35.26594344,129.2287293,2023-07-25
 , ,일광신도시 S12지점, , ,교차로,기장군,기장군 일광면 삼성리 235,35.2658287,129.229376,2023-07-25
 , ,일광신도시 S13지점, , ,교차로,기장군,기장군 일광면 삼성리 238,35.26516125,129.2311903,2023-07-25
 , ,일광신도시 S14지점, , ,교차로,기장군,기장군 일광면 삼성리 5-2,35.2664472,129.2314845,2023-07-25
 , ,일광신도시 S16지점, , ,교차로,기장군,기장군 일광면 삼성리 604,35.26044311,129.2191403,2023-07-25
 , ,일광신도시 S17지점, , ,교차로,기장군,기장군 일광면 삼성리 산 57-1,35.25997558,129.2190234,2023-07-25
 , ,일광신도시 S18지점, , ,단일로,기장군,기장군 일광면 삼성리 422-1,35.26053852,129.2212957,2023-07-25
 , ,일광신도시 S19지점, , ,교차로,기장군,기장군 일광면 삼성리 295-4,35.26823444,129.2232467,2023-07-25
 , ,만덕5지구 LH APT TL-05, , ,교차로,북구,북구 만덕동 811-11,35.21686874,129.0399366,2023-07-25
 , ,만덕5지구 LH APT TL-06, , ,교차로,북구,북구 만덕동 567-1,35.21808232,129.0392711,2023-07-25
 , ,만덕5지구 LH APT TL-07, , ,교차로,북구,북구 만덕동 791,35.21421889,129.0367615,2023-07-25
16173, ,철마초등학교주변(국도17호선), , ,단일로,기장군,기장군 철마면 와여리 548-6,35.27468716,129.1499211,2023-07-25
16174, ,철마초등학교, , ,교차로,기장군,기장군 철마면 철마로 493,35.27521546,129.1512366,2023-07-25
16175, ,농업기술센터, , ,교차로,기장군,기장군 철마면 장전리 282-16,35.27365808,129.1510277,2023-07-25
16176, ,정관신동아아파트, , ,교차로,기장군,기장군 정관읍 용수로 38,35.32678417,129.1772317,2023-07-25
16177, ,롯데캐슬101동, , ,교차로,기장군,기장군 정관읍 정관3로 52,35.32872703,129.1702317,2023-07-25
16179, ,(철마IC)철마보건지소, , ,교차로,기장군,기장군 철마면 와여리 561-3,35.27330744,129.15188,2023-07-25
16180, ,임랑삼거리, , ,교차로,기장군,기장군 장안읍 임랑리 163-4,35.31702783,129.2606462,2023-07-25
16181, ,임랑삼거리(해수욕장입구), , ,교차로,기장군,기장군 장안읍 임랑리 381-11,35.31680414,129.2604888,2023-07-25
16182, ,기장문화예절학교 진입, , ,단일로,기장군,기장군 장안읍 월내리 532-2,35.32350806,129.2718658,2023-07-25
16183, ,월내역주변, , ,교차로,기장군,기장군 장안읍 월내리 632-9,35.32546271,129.2754049,2023-07-25
16184, ,월내리회관, , ,교차로,기장군,기장군 장안읍 월내리 89-3,35.32694259,129.2778038,2023-07-25
16185, ,동부산농협 월내지점, , ,교차로,기장군,기장군 장안읍 월내리 4-6,35.32746394,129.2787909,2023-07-25
16186, ,월내어린이공원앞, , ,교차로,기장군,기장군 장안읍 월내리 257-7,35.32863498,129.2805581,2023-07-25
16187, ,정관동일스위트 101동, , ,교차로,기장군,기장군 정관읍 정관4로 24,35.32508499,129.1702892,2023-07-25
16188, ,정관동일스위트 119동, , ,교차로,기장군,기장군 정관읍 정관4로 24,35.32508499,129.1702892,2023-07-25
16200, ,일광역전삼거리, , ,교차로,기장군,기장군 일광면 삼성리 26-4,35.2662933,129.2333175,2023-07-25
16201, ,삼덕마을입구(횡계마을직결), , ,교차로,기장군,기장군 일광면 횡계리 44-4,35.27190999,129.2305451,2023-07-25
16202,기장대로,일광초교, , ,단일로,기장군,기장군 일광면 화전리 98-1,35.27969337,129.2327405,2023-07-25
16203,기장대로,일광I.C, , ,교차로,기장군,기장군 일광면 이천리 638-1,35.27464616,129.2318176,2023-07-25
16205, ,일광보덕사입구, , ,교차로,기장군,기장군 일광면 원리 170-1,35.3086704,129.2408117,2023-07-25
16206,기장대로,좌천원당마을 입구, , ,단일로,기장군,기장군 일광면 원리 132-7,35.30597838,129.2405176,2023-07-25
16207,기장대로,일광면사무소입구, , ,단일로,기장군,기장군 일광면 원리 170-12,35.30924336,129.2403146,2023-07-25
16208,기장대로,삼덕노인정앞, , ,교차로,기장군,기장군 일광면 이천리 산 36-47,35.26991722,129.2297346,2023-07-25
16209, ,칠암초등학교, , ,단일로,기장군,기장군 일광읍 일광로 629,35.29838464,129.2583667,2023-07-25
16210, ,길천삼거리2교차로, , ,교차로,기장군,기장군 장안읍 고무로 328,35.33019104,129.2817156,2023-07-25
16211, ,부경대 수산과학연구소, , ,교차로,기장군,기장군 일광면 일광로 468,35.28417584,129.2569703,2023-07-25
16212, ,(군도14호)7지점교차로, , ,단일로,기장군,기장군 장안읍 길천리 352-2,35.33221187,129.2798447,2023-07-25
