관리번호,대로별,설치장소,전자운영,설치일자,형태,구군,주소,위도,경도,데이터기준일자
16022,반송로,만화리이너티마을, , ,단일로,기장군,기장군 기장읍 만화리 317-6,35.25334839,129.1930461,2023-07-25
16023, ,동해곰장어, , ,교차로,기장군,기장군 기장읍 시랑리 524-7,35.18629488,129.2112452,2023-07-25
16024, ,공수마을입구, , ,교차로,기장군,기장군 기장읍 기장해안로 50,35.18372437,129.2105043,2023-07-25
16026, ,국립수산진흥원, , ,교차로,기장군,기장군 기장읍 시랑리 392-1,35.19433466,129.2202589,2023-07-25
16027, ,시골밥상, , ,교차로,기장군,기장군 기장읍 시랑리 106-6,35.197528,129.2226896,2023-07-25
16028, ,동암마을입구, , ,교차로,기장군,기장군 기장읍 시랑리 277,35.20060046,129.2245915,2023-07-25
15059, ,덕포로타리, , ,교차로,사상구,사상구 사상로 330,35.17409434,128.9843358,2023-07-25
15060, ,북부면허시험장, , ,교차로,사상구,사상구 사상로 363,35.1773021,128.9844843,2023-07-25
15061, ,모라변전소, , ,교차로,사상구,사상구 모라1동 724-4,35.18164941,128.9863813,2023-07-25
15062, ,모라주유소, , ,교차로,사상구,사상구 모라1동 708-19,35.18514505,128.9865993,2023-07-25
15063, ,모라초등학교, , ,교차로,사상구,사상구 사상로 493,35.18847029,128.9878144,2023-07-25
15064, ,평화가스삼거리, , ,교차로,사상구,사상구 사상로 527,35.19154351,128.9889826,2023-07-25
15065, ,삼진섬유, , ,단일로,사상구,사상구 사상로 555,35.19380672,128.9899983,2023-07-25
15066,백양대로,주감여중, , ,단일로,사상구,사상구 백양대로 527,35.15543108,128.9947789,2023-07-25
15068,낙동대로,삼아주유소(흥일주유소), , ,교차로,사상구,사상구 낙동대로 1520,35.19379817,128.98442,2023-07-25
15069,가야대로,감전소방PB, , ,단일로,사상구,사상구 가야대로 41,35.151859,128.9773946,2023-07-25
15070, ,화성공업사(대천GS주유소), , ,교차로,사상구,사상구 학장로 137,35.14229275,128.9821415,2023-07-25
15071, ,LG전자, , ,단일로,사상구,사상구 학장로63번길 24,35.1393417,128.9758841,2023-07-25
15072, ,동신목재, , ,단일로,사상구,사상구 감전1동 628-10,35.15325861,128.9826576,2023-07-25
15073, ,농산물도매시장3거리, , ,교차로,사상구,사상구 농산물시장로 9,35.12802527,128.9639869,2023-07-25
15074, ,엄궁농협화훼단지, , ,교차로,사상구,사상구 강변대로 570,35.13287272,128.9653828,2023-07-25
15075,백양대로,현길빌라, , ,교차로,사상구,사상구 백양대로 566,35.15848193,128.9931806,2023-07-25
15076, ,모라주공2단지, , ,교차로,사상구,사상구 모라로110번길 93,35.18571454,128.9952032,2023-07-25
15077, ,동백유치원, , ,단일로,사상구,사상구 모라로110번길 5,35.18573286,128.9918766,2023-07-25
15078, ,동부주유소, , ,단일로,사상구,사상구 삼덕로 47,35.17439275,128.982001,2023-07-25
15079, ,럭키슈퍼앞, , ,교차로,사상구,사상구 대동로 315,35.15553149,128.9869216,2023-07-25
15080, ,사상초교정문앞, , ,교차로,사상구,사상구 덕포1동 733-1,35.16753593,128.9838724,2023-07-25
15081, ,대원웨딩, , ,교차로,사상구,사상구 사상로 235,35.16589723,128.9825354,2023-07-25
15082, ,주례1동굴다리, , ,교차로,사상구,사상구 주례1동 833-1,35.15174116,128.9973569,2023-07-25
15083, ,청구APT(신라대입구), , ,교차로,사상구,사상구 백양대로700번길 13,35.16947351,128.9894504,2023-07-25
15084, ,엄궁동 한신2차아파트앞, , ,교차로,사상구,사상구 엄궁로 39,35.12446653,128.9705278,2023-07-25
15085, ,동궁초교입구, , ,교차로,사상구,사상구 엄궁로 70-7,35.12345854,128.9748166,2023-07-25
15086, ,코오롱아파트112동, , ,단일로,사상구,사상구 엄궁로 154,35.12893895,128.9781846,2023-07-25
15087, ,괘법동산업교앞, , ,교차로,사상구,사상구 새벽시장로9번길 32,35.1576977,128.975456,2023-07-25
15088, ,백양로지하차도, , ,교차로,사상구,사상구 백양대로700번길 140,35.17203752,128.9977368,2023-07-25
15090, ,엄궁초교후문앞, , ,교차로,사상구,사상구 엄궁로191번길 23,35.1291858,128.9744022,2023-07-25
15091, ,신감전삼거리(감전교차로 옆), , ,교차로,사상구,사상구 감전동 873-18,35.14842134,128.9699675,2023-07-25
15092, ,사상구청, , ,교차로,사상구,사상구 감전2동 138-10,35.15295894,128.9906659,2023-07-25
15093, ,주례조양맨션, , ,교차로,사상구,사상구 가야대로306번길 55,35.14894495,129.0073756,2023-07-25
15094, ,오시리아관광단지 단지내 7지점, , ,교차로,기장군,기장군 기장읍 당사리 395-3,35.18942788,129.2089201,2023-07-25
15094, ,감현2호교(덕포굴다리), , ,교차로,사상구,사상구 백양대로703번길 65,35.16784855,128.9875426,2023-07-25
 , ,태성캐슬 아파트, , ,교차로,북구,북구 낙동북로 757,35.19848012,129.003705,2023-07-25
 , ,황토공인중개사 앞, , ,교차로,사상구,사상구 학감대로 252,35.15320229,128.9906689,2023-07-25
 , ,삼표산업, , ,교차로,사하구,사하구 구평동 422-4,35.06867082,128.9914759,2023-07-25
 , ,지원더뷰시티 오피스텔, , ,단일로,동구,동구 고관로40,35.12285844,129.043544,2023-07-25
 , ,진목교회, , ,교차로,강서구,강서구 명지동 618-9,35.11010296,128.9250091,2023-07-25
 , ,초량생태하천, , ,교차로,동구,동구 중앙대로 240,36.33162499,127.4635284,2023-07-25
 , ,화신중학교 후문, , ,교차로,북구,북구 화명동 1531-13,35.23906499,129.0150605,2023-07-25
 , ,회동 119안전센터, , ,단일로,금정구,금정구 개좌로 286,35.23329742,129.1277926,2023-07-25
 , ,부산장안고교 진입로, , ,교차로,기장군,기장군 장안읍 좌동리 473-8,35.31928456,129.2385436,2023-07-25
 , ,기장촌집 장어, , ,단일로,기장군,기장군 기장읍 기장해안로 232,35.19599189,129.2221724,2023-07-25
 , ,GS남송주유소 앞, , ,교차로,강서구,강서구 송정동 1454,35.1021922,128.8286922,2023-07-25
 , ,화전산단 대웅이티앞, , ,교차로,강서구,강서구 화전산단6로 110,35.10705239,128.8832806,2023-07-25
 , ,CU지사공단점 앞, , ,교차로,강서구,강서구 과학산단로2로 20번길 22,37.55809271,126.8223629,2023-07-25
 , ,대상초등학교 앞, , ,교차로,강서구,강서구 대저로 235,35.21460551,128.9784768,2023-07-25
 , ,법원후문, , ,교차로,연제구,연제구 법원북로 65,35.19352139,129.0741288,2023-07-25
 , ,연산고분로고개, , ,교차로,연제구,연제구 고분로 12-1,35.18564873,129.0836212,2023-07-25
 , ,롯데테마파크 부출입구, , ,교차로,기장군,기장군 기장읍 시랑리 348-153,35.19845577,129.2111074,2023-07-25
 , ,정관 아쿠아드림파크, , ,교차로,기장군,기장군 정관읍 모전리 676,35.34127965,129.1631086,2023-07-25
 , ,동덕현대아파트 입구 앞, , ,단일로,연제구,연제구 연수로208번길 34,35.1721701,129.0929598,2023-07-25
 , ,남일아파트, , ,단일로,연제구,연제구 거제천로 200,35.19050808,129.0794913,2023-07-25
 , ,산정아파트 가동 앞, , ,교차로,수영구,수영구 구락로 120,35.17798185,129.1168829,2023-07-25
 , ,동래교회앞, , ,교차로,동래구,동래구 명륜로236번길 8,35.21453682,129.0837638,2023-07-25
 , ,명륜 힐스테이트2차 정문, , ,교차로,동래구,동래구 명륜동 700-250,35.21482196,129.0821201,2023-07-25
 , ,대연램프교차로, , ,교차로,남구,남구 대연동 산20-2,35.14440336,129.1003575,2023-07-25
 , ,자유시장, , ,단일로,동구,동굴 범일동 834-1,35.14115,129.05992,2023-07-25
 , ,을숙도초교후문, , ,교차로,사하구,사하구 하단동 1217-4,35.11656711,128.9607471,2023-07-25
 , ,등기국앞 삼거리, , ,교차로,연제구,연제구 거제동 468-15,35.18983343,129.075288,2023-07-25
 , ,연미새시장, , ,단일로,연제구,연제구 연수로 217,35.17381396,129.0945846,2023-07-25
 , ,대연 삼정그린코아, , ,교차로,남구,남구 대연동 202-4,35.14461614,129.0977705,2023-07-25
 , ,가야 롯데캐슬골드아너스 정문, , ,교차로,부산진구,부산진구 가야동 152-6,35.15211835,129.029804,2023-07-25
 , ,두송중학교 위, , ,교차로,사하구,사하구 다송로 72,35.06150468,128.9837259,2023-07-25
 , ,서희아파트, , ,교차로,사상구,사상구 사상로223번길 23,35.16412646,128.9819213,2023-07-25
 , ,서구 시영아파트, , ,교차로,서구,서구 천해로10,35.08322696,129.0177511,2023-07-25
 , ,대신더샵아파트 103동 앞, , ,교차로,서구,서구 서대신동3가 769-5,35.11833195,129.0129441,2023-07-25
 , ,조아라 유치원, , ,교차로,영도구,영도구 와치로 235,35.07587648,129.0674292,2023-07-25
 , ,송수초등학교 앞, , ,교차로,해운대구,해운대구 해운대로76번길 35,35.18988545,129.1192311,2023-07-25
 , ,약수터해장국, , ,교차로,금정구,금정구 금샘로 421,35.26053978,129.084146,2023-07-25
 , ,공덕초교, , ,교차로,금정구,금정구 두구동 238,35.29618776,129.112053,2023-07-25
 , ,금사초교(금정구 늘봄멸치쌈밥), , ,교차로,금정구,금정구 금사동 131-7,35.21970624,129.1110733,2023-07-25
 , ,동백유치원, , ,교차로,금정구,금정구 금강로 414,35.2444577,129.0883266,2023-07-25
 , ,장서초교(아이누리 어린이집), , ,교차로,금정구,금정구 금강로453번길 24,35.24815427,129.0872223,2023-07-25
 , ,하늘빛유치원, , ,교차로,금정구,금정구 금강로 211,35.22813653,129.0819895,2023-07-25
 , ,한신유치원, , ,교차로,금정구,금정구 중앙대로1685번길 22,35.23516146,129.0906631,2023-07-25
 , ,서명초교, , ,교차로,금정구,금정구 명서로45번길 11-6,35.21632459,129.0954303,2023-07-25
 , ,민안초등학교부근_동남스카이, , ,교차로,수영구,수영구 감포로 16,35.16002723,129.1206763,2023-07-25
 , ,신진초등학교 앞, , ,교차로,기장군,기장군 철마면 고촌로28번길 10,35.24092224,129.1714724,2023-07-25
 , ,부산진구재활용사업소, , ,단일로,부산진구,부산진구 개금동 639-1,35.15159862,129.0166494,2023-07-25
 , ,정관주공아파트606동, , ,단일로,기장군,기장군 정관읍 달산리 1201,35.31968492,129.1860917,2023-07-25
 , ,중구 영화박물관, , ,교차로,중구,중구 대청로 128,35.10266053,129.0337985,2023-07-25
 , ,한국전력공사 중부산지사, , ,교차로,서구,서구 까치고개로 252,35.09938809,129.0232278,2023-07-25
 , ,영도 하이마트 앞, , ,교차로,영도구,영도구 태종로 96,35.09137405,129.0412669,2023-07-25
 , ,화명 푸르지오 헤리센트 정문, , ,교차로,북구,북구 산성로 27-12,35.24158917,129.0203768,2023-07-25
 , ,괴정지구대, , ,교차로,사하구,사하구 괴정동 747-11,35.09929231,128.9880959,2023-07-25
 , ,GS동아주유소앞(괴정초교직결), , ,교차로,사하구,사하구 괴정동 343-11,35.10391677,129.0034092,2023-07-25
 , ,사하구청앞(사하주유소직결), , ,교차로,사하구,사하구 낙동대로 398,35.10347519,128.9747099,2023-07-25
 , ,장림초교, , ,교차로,사하구,사하구 장림로 234,35.08215871,128.9744778,2023-07-25
 , ,동부올림피아, , ,단일로,해운대구,해운대구 우동 1008-6,35.16524206,129.1404183,2023-07-25
 , ,센텀스타, , ,교차로,해운대구,해운대구 센텀동로 123,35.17739286,129.1249989,2023-07-25
 , ,포레나부산초읍아파트 101동, , ,교차로,부산진구,부산진구 새싹로 207-21,35.17440279,129.0484627,2023-07-25
 , ,온천중학교, , ,교차로,동래구,동래구 쇠미로129번길 28,35.20457367,129.0596793,2023-07-25
 , ,달맞이교, , ,교차로,해운대구,송정동 산86-31,35.17791,129.19314,2023-07-25
 , ,신평한보카서비스, , ,단일로,사하구,사하구 장평로 312,35.09359934,128.9742632,2023-07-25
 , ,신평 코오롱하늘채 입구, , ,교차로,사하구,사하구 신산북로 46,35.0910189,128.9689463,2023-07-25
 , ,브니엘 유치원, , ,교차로,연제구,연제구 중앙천로71 합천쌀상회,35.18051258,129.080402,2023-07-25
 , ,서부주공앞, , ,단일로,기장군,기장군 기장읍 서부리 347-1,35.24422361,129.2105688,2023-07-25
 , ,한솔유치원, , ,교차로,기장군,기장군 기장읍 대청로 46-3,35.23759458,129.215458,2023-07-25
 , ,해빛초교, , ,단일로,기장군,기장군 일광면 삼성리 789,35.26379084,129.2223446,2023-07-25
 , ,동일유치원, , ,교차로,동구,동구 홍곡남로 16-1,35.12512373,129.0390308,2023-07-25
 , ,부산서광교회, , ,교차로,동구,동구 망양로 922,35.14037801,129.0512518,2023-07-25
 , ,범일초 공영주차장, , ,교차로,동구,동구 망양로 911,35.13982387,129.050707,2023-07-25
 , ,수정치안센터, , ,교차로,동구,동구 고관로 123,35.12961528,129.0470975,2023-07-25
 , ,수정2동 새마을금고, , ,교차로,동구,동구 고관로 115,35.12899813,129.046541,2023-07-25
 , ,개금초교 정문, , ,교차로,부산진구,부산진구 가야대로 443번길 21,35.15434779,129.0209421,2023-07-25
 , ,가야 1치안센터, , ,교차로,부산진구,부산진구 대학로7,35.15436849,129.0375811,2023-07-25
 , ,가야 벽산아파트, , ,교차로,부산진구,부산진구 엄광로67,35.14805266,129.0234753,2023-07-25
 , ,개림초교, , ,단일로,부산진구,부산진구 백양대로 320번길 40,35.15637103,129.016171,2023-07-25
 , ,개원초교 후문, , ,교차로,부산진구,부산진구 백양관문로 77번길 6,35.16509083,129.0275199,2023-07-25
 , ,당감동물병원, , ,단일로,부산진구,부산진구 당감로 34,35.16463655,129.0395448,2023-07-25
 , ,당감뜨란채, , ,단일로,부산진구,부산진구 백양산로 77,35.17579161,129.030553,2023-07-25
 , ,동평초교 후문, , ,교차로,부산진구,부산진구 당감서로 87,35.16804259,129.0365365,2023-07-25
 , ,부암 일성아파트, , ,교차로,부산진구,부산진구 신천대로 246,35.16380778,129.0509609,2023-07-25
 , ,서면 동원오피스텔, , ,단일로,부산진구,부산진구 동성로 137,35.16071054,129.0639608,2023-07-25
 , ,개금 더블루아파트, , ,단일로,부산진구,부산진구 엄광로 36-7,35.14787335,129.0201587,2023-07-25
 , ,초읍 우신아파트, , ,교차로,부산진구,부산진구 성지로 114번길 59,35.18173043,129.0547601,2023-07-25
 , ,금란유치원, , ,단일로,부산진구,부산진구 백양관문로 25-29,35.16081981,129.0294528,2023-07-25
 , ,개금 상환아파트, , ,교차로,부산진구,부산진구 백양대로 208번길 137,35.16237777,129.0232488,2023-07-25
 , ,백양산 롯데캐슬, , ,교차로,부산진구,부산진구 당감로 94,35.16990118,129.0384373,2023-07-25
 , ,덕두초교후문, , ,단일로,강서구,강서구 대저2동 2488,35.17602265,128.9563312,2023-07-25
 , ,명지동행교회, , ,교차로,강서구,강서구 명지동 3387,35.10111732,128.9248196,2023-07-25
 , ,명지배화유치원, , ,교차로,강서구,강서구 명지로4길 12,35.1273856,128.8762151,2023-07-25
 , ,가락어린이집, , ,교차로,강서구,강서구 식만동 833-9,35.20479782,128.9056672,2023-07-25
 , ,녹산바른어린이집, , ,교차로,강서구,강서구 송정동 1628,35.0912345,128.8541127,2023-07-25
 , ,부산한솔학교, , ,단일로,강서구,강서구 명지동 3279,35.0808102,128.8994567,2023-07-25
 , ,명지엘크루솔마레102동, , ,단일로,강서구,강서구 명지동 3278,35.08196753,128.8977697,2023-07-25
 , ,덕상초교, , ,교차로,사상구,사상구 덕포동 791,35.17778051,128.9899245,2023-07-25
 , ,동궁초교, , ,교차로,사상구,사상구 엄궁동 689,35.12612739,128.9724895,2023-07-25
 , ,모덕초교 정문, , ,교차로,사상구,사상구 모라동 1370-2,35.18400991,128.9909334,2023-07-25
 , ,사상구 장애인근로작업장, , ,교차로,사상구,사상구 모라동 75-7,35.18345487,129.0014119,2023-07-25
 , ,모동중학교, , ,단일로,사상구,사상구 모라동 75-7,35.18345487,129.0014119,2023-07-25
 , ,괘법한신유치원, , ,교차로,사상구,사상구 운산로 31,35.16880888,128.9802982,2023-07-25
 , ,서감초교정문, , ,단일로,사상구,사상구 감전동 177,35.15817903,128.9805875,2023-07-25
 , ,엄궁초교옆, , ,교차로,사상구,사상구 엄궁동 618-15,35.12842921,128.9732082,2023-07-25
 , ,창진초교정문, , ,교차로,사상구,사상구 괘법동 529-2,35.16442154,128.9777647,2023-07-25
 , ,사상구 꿈자람터앞, , ,교차로,사상구,사상구 괘법동 575-1,35.16670713,128.9804815,2023-07-25
 , ,대청약국, , ,교차로,중구,중구 영주로14,35.10986801,129.0321235,2023-07-25
 , ,페로스타워 아파트, , ,교차로,영도구,영도구 대교로 14번길 35,35.09503546,129.0442089,2023-07-25
 , ,중리공원, , ,교차로,영도구,영도구 와치로 273,35.07505023,129.0711684,2023-07-25
 , ,청학초등학교, , ,교차로,영도구,영도구 청학로 49,35.09319891,129.0595066,2023-07-25
 , ,동일교회, , ,교차로,영도구,영도구 함지로 196,35.07172729,129.0615859,2023-07-25
 , ,KT중부산점, , ,단일로,중구,중구 중앙대로 136,35.10954126,129.037659,2023-07-25
 , ,부산은행 중앙동금융센터, , ,단일로,중구,중구 중앙대로 73,35.104174,129.0360113,2023-07-25
 , ,파리바게뜨 부산광복롯데점, , ,단일로,중구,중구 중앙대로 37,35.10091775,129.0362662,2023-07-25
 , ,삼성디지털프라자, , ,단일로,중구,중구 구덕로 33,37.56312908,126.9887297,2023-07-25
 , ,범일역남측교차로, , ,단일로,동구,동구 범일로 98-2,35.13879954,129.059637,2023-07-25
 , ,성남초등학교, , ,단일로,동구,동구 범일로 70,35.13615827,129.0596576,2023-07-25
 , ,동일타워스위트, , ,단일로,부산진구,부산진구 중앙대로 626,35.14860715,129.0595887,2023-07-25
 , ,범일역이즈아파트, , ,단일로,부산진구,부산진구 범일로 147-2,35.1432576,129.0590474,2023-07-25
 , ,동래래미안아이파크401동, , ,교차로,동래구,동래구 온천동 913-4,35.21197118,129.0681996,2023-07-25
 , ,동래래미안아이파크 101동, , ,교차로,동래구,동래구 온천동 871-16,35.21215171,129.0691904,2023-07-25
 , ,후기성도교회, , ,교차로,동래구,동래구 온천동 1039-1,35.21314287,129.0712683,2023-07-25
 , ,동래래미안아이파크306동, , ,교차로,동래구,동래구 온천동 782-36,35.21152862,129.0733887,2023-07-25
 , ,동래래미안아이파크301동, , ,단일로,동래구,동래구 온천동 838-3,35.21122739,129.0717813,2023-07-25
 , ,동래래미안아이파크213동, , ,단일로,동래구,동래구 온천동 885-14,35.21097458,129.0708114,2023-07-25
 , ,온샘초등학교, , ,교차로,동래구,동래구 온천동 1394-3,35.20886204,129.0691472,2023-07-25
 , ,럭키동래유치원, , ,교차로,동래구,동래구 온천동 782-416,35.21060668,129.0736731,2023-07-25
 , ,B교차로, , ,교차로,남구,남구 우암로 225,35.12429272,129.0733166,2023-07-25
 , ,C교차로, , ,교차로,남구,남구 우암로 225,35.12429272,129.0733166,2023-07-25
 , ,E교차로, , ,교차로,남구,남구 우암로 241,35.12293404,129.0781151,2023-07-25
 , ,F교차로, , ,교차로,남구,남구 우암로 241,35.12293404,129.0781151,2023-07-25
 , ,G교차로, , ,교차로,남구,남구 우암로 241,35.12293404,129.0781151,2023-07-25
 , ,H교차로, , ,교차로,남구,남구 우암로 246,35.12534924,129.07005,2023-07-25
 , ,K교차로, , ,교차로,남구,남구 우암동 241,35.12795047,129.067418,2023-07-25
 , ,우암로 셀프주유소, , ,교차로,남구,남구 우암로 224-1,35.12531954,129.0723866,2023-07-25
 , ,우암주유소, , ,교차로,남구,남구 우암로 198번길 2-2,35.12475298,129.0752865,2023-07-25
 , ,우암초등학교, , ,단일로,남구,남구 우암동 254-1,35.12433117,129.0760929,2023-07-25
 , ,우암동 교차로, , ,교차로,남구,남구 우암로 168,35.12460672,129.0785541,2023-07-25
 , ,늑대와 여우 컴퓨터, , ,교차로,북구,북구 만덕동 231-9,35.21196153,129.0277156,2023-07-25
 , ,을숙도대교위현대미술관, , ,교차로,사하구,사하구 낙동남로 1191,35.1093351,128.942749,2023-07-25
 , ,오일뱅크장림주유소, , ,교차로,사하구,사하구 장림로 287,35.08431547,128.9797672,2023-07-25
 , ,신호119안전센터, , ,교차로,강서구,강서구 신호산단4로 62,35.08548151,128.8795603,2023-07-25
 , ,신호윌더하임아파트입구, , ,교차로,강서구,강서구 신호동 215-4,35.08719007,128.8788878,2023-07-25
 , ,더에이치스위트(구.해운대역), , ,교차로,해운대구,해운대구 해운대로 지하 626,35.16364255,129.1588694,2023-07-25
 , ,화명삼환힐파크아파트, , ,교차로,북구,북구 화명대로 87,35.23510778,129.0172193,2023-07-25
 , ,화명유림어린이집, , ,교차로,북구,북구 화명대로 108,35.2348058,129.0198962,2023-07-25
 , ,더샵센텀그린아파트, , ,단일로,해운대구,해운대구 반여동 1674,35.19487898,129.1260418,2023-07-25
 , ,감천통영수산, , ,단일로,사하구,사하구 감천동 736-20,35.08918723,128.999116,2023-07-25
 , ,부전삼한골든뷰, , ,교차로,부산진구,부산진구 범전로 13,35.16448242,129.0624732,2023-07-25
 , ,해운대 센트럴 푸르지오, , ,단일로,해운대구,해운대구 우동 1451,35.16523892,129.1615923,2023-07-25
 , ,망미1구역 가 지점(연수로), , ,교차로,수영구,수영구 망미동 640-4,35.17288638,129.1034202,2023-07-25
 , ,옥천초교, , ,교차로,사하구,사하구 사하로 142,35.09430091,128.9933109,2023-07-25
 , ,청룡탕, , ,교차로,금정구,청룡동 31-1,35.27562,129.08901,2023-07-25
 , ,연지레미안, , ,교차로,부산진구,부산진구 성지로 38-1,35.17411972,129.0551008,2023-07-25
 , ,영화의전당, , ,교차로,해운대구,해운대구 센텀남대로 지하 76,35.1692748,129.1323624,2023-07-25
 , ,오일뱅크부산신항주유소, , ,단일로,강서구,강서구 가락대로 702,35.13621287,128.8683762,2023-07-25
 , ,오리산업단지 이삭에프엔비 앞, , ,교차로,기장군,기장군 장안읍 오리 1115-1,35.36286811,129.2711632,2023-07-25
 , ,오리산업단지 세명에프엔에프, , ,교차로,기장군,기장군 장안읍 오리 1117-1,35.36065764,129.2713706,2023-07-25
 , ,해운대경동리인뷰1차, , ,교차로,해운대구,해운대구 중동 1135-8,35.16214909,129.1670145,2023-07-25
 , ,엘시티 호텔 주출입구, , ,교차로,해운대구,해운대구 달맞이길 30,35.16132822,129.1680126,2023-07-25
 , ,이동하횟집(LCT F지점), , ,교차로,해운대구,해운대구 중동 1084-3,35.1599777,129.1706495,2023-07-25
 , ,오시리아관광단지내 9지점, , ,교차로,기장군,기장군 기장읍 당사리 523,35.19121608,129.2094736,2023-07-25
 , ,르노삼성자동차 해운대대리점, , ,교차로,해운대구,해운대구 중동 1781,35.16245426,129.1699496,2023-07-25
 , ,대연롯대상가(대연푸르지오 직결중2동주민센터), , ,단일로,남구,남구 대연동 89-10,35.13824514,129.1015364,2023-07-25
 , ,숙등역, , ,단일로,북구,북구 만덕대로 78,35.21196423,129.0135144,2023-07-25
 , ,부산은행 개금사랑영업점, , ,단일로,부산진구,부산진구 복지로 49,35.1487507,129.0208721,2023-07-25
 , ,청사포 입구, , ,교차로,해운대구,해운대구 청사포로 116,35.16122669,129.1913684,2023-07-25
 , ,꿈나무어린이집, , ,교차로,해운대구,해운대구 좌동 1335,35.16466581,129.1779832,2023-07-25
 , ,신평금성산업앞, , ,교차로,사하구,사하구 하신번영로 111,35.09238992,128.9597831,2023-07-25
 , ,대저고등학교, , ,교차로,강서구,강서구 공항로811번가길 46,37.55809271,126.8223629,2023-07-25
 , ,청광마을 입구, , ,교차로,기장군,기장군 일광면 청광리 160-6,35.2949764,129.2366555,2023-07-25
 , ,동암마을 입구 교차로, , ,교차로,기장군,기장군 기장읍 시랑리 177-8,35.19486151,129.2207499,2023-07-25
 , ,화목빌라 앞 오거리, , ,교차로,부산진구,부산진구 전포동 316-374,35.15807031,129.0710168,2023-07-25
 , ,동성산업 앞, , ,단일로,부산진구,부산진구 전포동 284-10,35.15611861,129.0684887,2023-07-25
 , ,서면 I-PARK 주출입구 사거리, , ,교차로,부산진구,부산진구 전포동 419-1,35.15452817,129.0699605,2023-07-25
 , ,서면 I-PARK 부출입구 사거리, , ,교차로,부산진구,부산진구 전포동 411-24,35.15435691,129.070979,2023-07-25
 , ,황령산레포츠공원 입구 교차로, , ,교차로,부산진구,부산진구 전포동 412-12,35.15417935,129.0716901,2023-07-25
 , ,전포삼거리, , ,교차로,부산진구,부산진구 진남로 313,35.15305844,129.0720485,2023-07-25
 , ,월내역, , ,교차로,기장군,기장군 월내리 101-2,35.29197733,129.2133031,2023-07-25
 , ,좌천역, , ,교차로,기장군,기장군 장안읍 좌천리 246-33,35.31222465,129.244033,2023-07-25
 , ,평강주유소삼거리, , ,교차로,강서구,강서구 대저1동 1749-8,35.2125144,128.9467648,2023-07-25
 , ,동의의료원 사거리, , ,교차로,부산진구,부산진구 양정동 40,35.1718832,129.074678,2023-07-25
 , ,감천YK부두앞, , ,교차로,사하구,사하구 구평동 38-6,35.08399785,128.9944031,2023-07-25
 , ,동대신역 비스타동원, , ,교차로,서구,서구 동대신동1가 301-1 동원비스타 정문,35.11055549,129.0233456,2023-07-25
 , ,초량베스티움센트럴베이, , ,교차로,동구,부산 동구 초량동632-2,35.12317981,129.0397192,2023-07-25
 , ,초량베스티움센트럴베이정문, , ,교차로,동구,동구 초량동715-1,35.12333953,129.0389642,2023-07-25
 , ,명지플러스시네마, , ,교차로,강서구,강서구 명지동 3615번지,35.09252604,128.9022287,2023-07-25
 , ,척시원병원, , ,교차로,동구,중구 중앙동4가 75-15,35.11158381,129.0391329,2023-07-25
 , ,코오롱 아파트 102동 앞, , ,교차로,해운대구,해운대구 대천로 24,35.16934982,129.1690166,2023-07-25
 , ,동부 상업지구 주출입구, , ,교차로,기장군,기장군 기장읍 시랑리 373-5,35.19289176,129.2176459,2023-07-25
 , ,반산초등학교 밑, , ,교차로,해운대구,해운대구 재송동 1065-1,35.19074926,129.1271596,2023-07-25
 , ,반여초등학교, , ,교차로,해운대구,해운대구 반여동 산127-1,35.20342205,129.1291579,2023-07-25
 , ,삼어초등학교, , ,교차로,해운대구,해운대구 반여동 1131-3,35.20805546,129.1165044,2023-07-25
 , ,송운초등학교, , ,교차로,해운대구,해운대구 반송동 896,35.22943955,129.1573557,2023-07-25
 , ,장산초등학교 앞, , ,교차로,해운대구,해운대구 반여동 1441-17,35.19990249,129.1189404,2023-07-25
 , ,수미초등학교 앞, , ,교차로,수영구,수영구 망미동 777-4,35.170154,129.101572,2023-07-25
 , ,덕포횟집 앞, , ,교차로,수영구,수영구 광안해변로294번길 36,35.15482952,129.1261475,2023-07-25
 , ,센텀 삼익 아파트 103동 옆, , ,단일로,해운대구,해운대구 재송동 179-16,35.19193156,129.1211807,2023-07-25
 , ,이디아커피 앞, , ,교차로,금정구,금정구 수림로20번길 27,35.24092562,129.0901801,2023-07-25
 , ,현대슈퍼앞, , ,교차로,금정구,금정구 무학송로13,35.23234433,129.0921964,2023-07-25
 , ,서동도서관앞, , ,교차로,금정구,금정구 서부로 76번길 5,35.21987585,129.0994214,2023-07-25
 , ,장전교회앞, , ,단일로,금정구,금정구 금샘로23,35.22812435,129.0772986,2023-07-25
 , ,부곡순볶음교회, , ,교차로,금정구,금정구 동현로64,35.22232934,129.0952585,2023-07-25
 , ,대림빌딩 앞, , ,교차로,금정구,금정구 동현로108,35.21906863,129.0950059,2023-07-25
 , ,이삭교회앞, , ,교차로,금정구,금정구 금단로94,35.25783956,129.0937146,2023-07-25
 , ,부산대부설어린이집, , ,교차로,금정구,금정구 금강로321번길 63,35.23651626,129.0833424,2023-07-25
 , ,거제동 교회, , ,교차로,연제구,연제구 해맞이로57번길 3,35.1793529,129.0678709,2023-07-25
 , ,창신초교정문, , ,교차로,연제구,연제구 종합운동장로12번길15,35.19281042,129.0658511,2023-07-25
 , ,연천유치원, , ,교차로,연제구,연제구 톳고개로30 동서연천아파트,35.18333024,129.1017939,2023-07-25
