구군명,위도,경도,총합계,데이터기준일자,위치명,구간시점,구간종점,식재거리 km,메타세콰이아,칠엽수,중국단풍,팽나무,튤립나무,단풍나무,벽오동,대왕참나무,감나무,산딸나무,모과나무,왕벚나무,느티나무,버즘나무,양버즘,이팝나무,회화나무,모감주,계수나무,가죽나무,황벽나무,수양버들,복자기,느릅나무,대추나무,후박나무,먼나무,해송,가시나무,구실잣밤나무,개잎갈나무,녹나무,참식,주목,아왜나무,은행나무,가이즈카향나무,기타나무
부산광역시 동래구,35.2071351266,129.0820454737,249,2023-12-31,부산광역시 동래구 명륜로,세병교,부곡동 경계,2.5, , , , , , , , , , , , , , , ,161, , , , , , , , , , , , , , ,1, , , , ,87, , 
부산광역시 동래구,35.2052793726,129.0805369504,13,2023-12-31,부산광역시 동래구 명륜로129번길,메가마트 후문, ,0.3, , , , , , , , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 동래구,35.2065309091,129.0851754604,175,2023-12-31,부산광역시 동래구 동래로,유락삼거리,동래고등학교 뒤,2.3, , , , , , , , , , , , , , , ,108,44, , , , , , , , , , , , , , , , , , ,23, , 
남구,35.1372058,129.066617,150,2024-08-20,부산광역시 남구 남동천로,범일교,문현혁신지구,1350,45,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,33,,,,,,
남구,35.1326633,129.109668,291,2024-08-20,부산광역시 남구 LG메트로 내 도로,LG메트로시티 아파트 일원,LG메트로시티 아파트 일원,1600,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,
남구,35.1078478,129.111646,79,2024-08-20,부산광역시 남구 백운포로,성모병원앞,진주횟집,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
남구,35.1306738,129.102487,414,2024-08-20,부산광역시 남구 유엔로,예술회관,뉴서울아파트,2500,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,407,,
남구,35.1348863,129.092208,133,2024-08-20,부산광역시 남구 유엔평화로,대연역,수목원일원,1500,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,
남구,35.1245608,129.113486,598,2024-08-20,부산광역시 남구 이기대공원로,이기대어귀삼거리,성모병원앞,4500,,,,,,,,,,,,537,61,,,,,,,,,,,,,,,,,,,,,,,,,
동구,35.13061535,129.0461119,70,2024-08-13,자성로,대우증권,제일은행,1080,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,
동구,35.13061535,129.0461119,60,2024-08-13,자성로,제일은행(남구경계,시민회관,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,
동구,35.13061535,129.0461119,76,2024-08-13,조방로,성남초등 ,범호교,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,
동구,35.13061535,129.0461119,48,2024-08-13,조방로,코리아시티관광호텔,시민회관,500,,,,,,,,,,,,16,,,1,,,,,,,,,,,,,,,,,,,,,23,,
동구,35.13061535,129.0461119,45,2024-08-13,조방로,삼성증권,삼익맨션,500,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
동구,35.13061535,129.0461119,46,2024-08-13,조방로,축복예식장 ,한양아파트,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,
동구,35.13061535,129.0461119,35,2024-08-13,조방로,자유시장 ,제일은행,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,
동구,35.13061535,129.0461119,19,2024-08-13,조방로,하나은행,부산은행,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
동구,35.13061535,129.0461119,93,2024-08-13,조방로,자유시장,상록회관,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,
동구,35.13061535,129.0461119,29,2024-08-13,중앙대로,상해거리,상해거리,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,
동구,35.13061535,129.0461119,11,2024-08-13,중앙대로,신흥빌, 충장로 방향,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
남구,35.1378835,129.067449,92,2024-08-20,부산광역시 남구 전포대로,문현교차로,부산진구경계,1400,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,41,,
부산광역시 동래구,35.1982194221,129.0552307853,61,2023-12-31,부산광역시 동래구 쇠미로40번길,쇠미로,사직북로,0.35, , , , , , , , , , , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 동래구,35.1991611742,129.0625342059,89,2023-12-31,부산광역시 동래구 석사로,아시아드대로,사직사거리(우리은행),0.45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,89, , 
부산광역시 동래구,35.1993054691,129.0599347167,48,2023-12-31,부산광역시 동래구 사직북로,사직KCC스위첸2단지(구 시영아파트)삼거리,사회복지관,0.8, , , , , , , , , , , , , , , ,48, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 동래구,35.1973050554,129.0590517038,45,2023-12-31,부산광역시 동래구 사직북로19번길,사직사거리,사직쌍용예가,0.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , 
동구,35.13061535,129.0461119,137,2024-08-13,성남로,현대백화점,충장로,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,
동구,35.13061535,129.0461119,143,2024-08-13,자성로,경남보세장치장,남해지방해양경찰청,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
동구,35.13061535,129.0461119,14,2024-08-13,중앙대로,건설공제조합 ,1지하도,280,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,6,,
동구,35.13061535,129.0461119,13,2024-08-13,중앙대로,해인빌딩 ,충장로방향,240,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,12,,
남구,35.1453817,129.06454,61,2024-08-20,부산광역시 남구 금융단지로,한국은행,기술보증기금,286,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,42
부산광역시 동래구,35.1985723285,129.0582583331,8,2023-12-31,부산광역시 동래구 사직북로33번길,사직종합사회복지관,국민시장입구,0.07, , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 동래구,35.2008885521,129.0587735109,13,2023-12-31,부산광역시 동래구 사직북로50번길,사직북로,사직로얄1차아파트,0.15, , , , , , , , , , , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 동래구,35.2013555072,129.0652179386,302,2023-12-31,부산광역시 동래구 아시아드대로,연제구 경계,미남교차로,2.97,2, , , , , , , , , , , ,58, , , , , , , , , , , , ,222,9, ,10, ,1, , , , , , , 
부산광역시 동래구,35.1975234998,129.0659322020,12,2023-12-31,부산광역시 동래구 아시아드대로146번길,아시아드대로,사직롯데캐슬더클래식,0.06, , , , , , , , , , , , ,1, , , , , , , , , , , , , ,11, , , , , , , , , , , 
부산광역시 동래구,35.2036698519,129.0682895715,20,2023-12-31,부산광역시 동래구 아시아드대로228번길,반도보라아파트,미남로,0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, , 
부산광역시 기장군,35.340124,129.162747,509,2023-12-31,부산광역시 기장군 모전로,모전초등학교,정관성당, , , , , , , , , , , , ,86,423, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.337265,129.172995,222,2023-12-31,부산광역시 기장군 병산로,병산마을입구,휴먼시아2단지, , , , , , ,70, , , , , ,152, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.330536,129.170581,121,2023-12-31,부산광역시 기장군 정관3로,롯데2차아파트,동일2차, , , , , , , , , , , , ,121, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.260111,129.226769,480,2023-12-31,부산광역시 기장군 일광로,일광교차로,임랑교, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,452, , , , , , , ,28, , 
부산광역시 기장군,35.313571,129.174564,65,2023-12-31,부산광역시 기장군 정관산단로,곰내터널입구,월평리, , , , , , ,15, , , , , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.245299,129.210296,184,2023-12-31,부산광역시 기장군 읍내로,서부주공아파트,이진테마빌아파트, , , , , , , , , , , , ,82, , , ,48, , , , , , , , , , , , , , , , , , , ,54, , 
부산광역시 기장군,35.251834,129.207044,76,2023-12-31,부산광역시 기장군 반송로,하영주유소,교리교차로, , , , , , , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , ,48, , 
부산광역시 기장군,35.324914,129.180739,276,2023-12-31,부산광역시 기장군 용수로,정관읍사무소,동일1차, , , , , , , , , , , , ,67, , , , , , , , , , , , , , ,209, , , , , , , , , , , 
부산광역시 기장군,35.319397,129.172537,303,2023-12-31,부산광역시 기장군 정관5로,해모로아파트,가동마을안, , , , , , , , , , , , , ,179, , ,47, , , , , , , , , , ,77, , , , , , , , , , , 
부산광역시 기장군,35.320609,129.174205,64,2023-12-31,부산광역시 기장군 정관6로,동원2차아파트,동원2차아파트, , , , , , , , , , , , ,64, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.320085,129.197241,994,2023-12-31,부산광역시 기장군 산단4로,강변공원,동원1차, , ,337, , , ,181, , , , , ,51, , , ,147, , , , , , , , , , ,278, , , , , , , , , , , 
부산광역시 기장군,35.324633,129.187417,286,2023-12-31,부산광역시 기장군 방곡3로,서희아파트주변,서희아파트주변, , , , , , , , , , , , ,39, , , ,247, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.344148,129.159262,43,2023-12-31,부산광역시 기장군 정관로,대명주유소,백운공원묘원입구, , , , , , , , , , , , , ,43, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.357995,129.140299,92,2023-12-31,부산광역시 기장군 월평1길,월평초등학교,월평리산 12-1앞, , , , , , , , , , , , ,92, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.305982,129.110721,57,2023-12-31,부산광역시 기장군 두송길,철마교,대우정밀 앞, , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , ,47, , 
부산광역시 기장군,35.325606,129.179712,139,2023-12-31,부산광역시 기장군 가동길,정관읍사무소뒤,피올라어린이집, , ,38, , , , , , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.237476,129.172075,252,2023-12-31,부산광역시 기장군 반송로,안평역,반송경계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,252, , 
부산광역시 기장군,35.182102,129.206571,27,2023-12-31,부산광역시 기장군 기장해안로,송정2호교,연화리, , , , , , , , , , , , ,20,7, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.367191,129.261051,316,2023-12-31,부산광역시 기장군 오리산단로,오리 산194-2,중1-463, , , , , , , , , , , , , , , , ,316, , , , , , , , , , , , , , , , , , , , , , 
동구,35.1199532,129.0365185,11,2024-08-13,초량상로,수정교회,초량육거리,800,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,
동구,35.11833874,129.0366297,7,2024-08-13,초량중로,수정교회 ,초량2치안센터,560,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,
동구,35.12990132,129.0618587,235,2024-08-13,충장대로,중구경계 ,남구경계,5300,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,15,,,,,,,,
동구,35.13061535,129.0461119,5,2024-08-13,중앙대로,동양빌딩 ,서남빌딩,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
동구,35.13061535,129.0461119,458,2024-08-13,중앙대로,중구경계,범곡교차로,7600,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,284,,
부산광역시 동래구,35.2173202973,129.0737846036,303,2023-12-31,부산광역시 동래구 우장춘로,미남교차로,금정구 경계,3.25, , , , , , , , , , , ,210, , , , , , , , , , , , , , ,93, , , , , , , , , , , 
부산광역시 동래구,35.2019255964,129.0595843595,338,2023-12-31,부산광역시 동래구 쇠미로,원광사,온천화신아파트,4.6, , , , , , , , , , , ,174,15, , , , , , , , , , , , , , , ,109, , , , , , ,40, , 
서구,35.11956669,129.0162889,14,2024-07-31,부산광역시 서구 대신공원로,동아대학병원앞,동아대학병원앞,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , 
서구,35.11521413,129.0250788,2,2024-07-31,부산광역시 서구 중앙공원로,영산맨션 앞,중앙공원 입구,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , 
서구,35.11916883,129.0179608,50,2024-07-31,부산광역시 서구 동대로,브라운스톤 앞교차로,동아대학병원앞,430, , , , , , , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , 
서구,35.10930072,129.0100689,34,2024-07-31,부산광역시 서구 낙동대로,서대신교차로,대티터널,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34, , 
서구,35.0813208,129.0159521,128,2024-07-31,부산광역시 서구 감천로,송도교차로,사하경계,"1,050", , , , , , , , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , ,95, , 
서구,35.08342653,129.0249682,423,2024-07-31,부산광역시 서구 충무대로,충무교차로,암남동유엔호텔 앞,"3,390", , , , , , , , , , , ,2,1, , , , , , , , , , , , ,3,292, , ,50, , , , , , , , 
서구,35.11459314,129.0192952,316,2024-07-31,부산광역시 서구 보수대로,자갈치교차로,구덕터널 앞,"3,800", , , , ,10, , , , , , ,10,8, , ,1, , , , , , , , , ,2, , , ,5,21, , , , ,259, , 
서구,35.10332176,129.0205984,9,2024-07-31,부산광역시 서구 대청로,영락교회삼거리,부민교차로,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , 
서구,35.10761218,129.0212577,24,2024-07-31,부산광역시 서구 흑교로,흑교사거리,부용교차로,880, , , , ,1, , , , , , , , , , , , , , , , , , , , ,23, , , , , , , , , , , , 
서구,35.10456076,129.020049,370,2024-07-31,부산광역시 서구 구덕로,자갈치교차로,구덕운동장,"3,450", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,370, , 
서구,35.11022319,129.018309,125,2024-07-31,부산광역시 서구 대영로,부산터널,서대신교차로,"1,200", , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97, , 
서구,35.12114737,129.0096591,200,2024-07-31,부산광역시 서구 꽃마을로,부경고삼거리,꽃마을 입구,"1,400", , , , , , , , , , , ,154, , , , , , , , , , , , , ,13,22, , ,10,1, , , , , , , 
서구,35.11565213,129.0127509,42,2024-07-31,부산광역시 서구 대신로,구덕회전교차로,국민체육센터 앞,300, , , , , , , , , , , , ,13, , , , , , , , , , , , ,14,15, , , , , , , , , , , 
부산진구,35.1697096,129.0489306,82,2024-07-31,부산광역시 부산진구 동평로 183번길,초연로11,동성아파트,0.54, ,54, , , , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1787318,129.046807,13,2024-07-31,부산광역시 부산진구 초읍천로,초연로11,연지자이2차,0.08, ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1736047,129.0467586,10,2024-07-31,부산광역시 부산진구 초연로,초연로11,연지자이2차(201동~213동인근),0.11, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1492282,129.0617453,22,2024-07-31,부산광역시 부산진구 중앙대로 644번길,알리안츠생명,범4호교,0.94, , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , , , , , , ,7, , 
서구,35.10338397,129.0180277,18,2024-07-31,부산광역시 서구 임시수도기념로,부산교차로,임시수도관앞,150, , , , , , , , , , , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , 
서구,35.06649772,129.0119752,563,2024-07-31,부산광역시 서구 원양로,공영수산물도매시장,사하경계,"2,000", , , , , , , , , , , , , , , , , , , , , , , , , , ,563, , , , , , , , , , , 
서구,35.08631823,129.0228527,63,2024-07-31,부산광역시 서구 천마로,충무동세종정형외과,송도교차로,"2,800", , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16, , 
서구,35.06397093,129.014285,209,2024-07-31,부산광역시 서구 암남공원로,송도해수욕장입구,암남공원 입구,"1,900", , , , , , , , , , , ,28,78, , , , , , , , , , , , , ,61,21, , , , , , , ,21, , 
부산진구,35.1859841,129.048271,77,2024-07-31,부산광역시 부산진구 성지곡로,초읍로타리,성지곡로 33번길1,0.14, , , , , , , , , , , , , , , ,77, , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.16555,129.0731479,47,2024-07-31,부산광역시 부산진구 진남로,진남로336,시영아파트,0.54, , , , , , , , , , , , , , , , , , , , , , , , , , ,47, , , , , , , , , , , 
서구,35.11156112,129.0101413,140,2024-07-31,부산광역시 서구 대티로,대티고개,서대신교차로,900, , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , , , , , ,65, , 
중구,35.1025028538,129.0212367957,70,2024-07-31,부산광역시 중구 보수대로,자갈치 교차로,흑교사거리,1.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70, , 
중구,35.1010405234,129.0309982317,14,2024-07-31,부산광역시 중구 광복중앙로,근대역사관,광복로 시티스팟,0.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, , 
중구,35.0987136674,129.0275764983,19,2024-07-31,부산광역시 중구 비프광장로,서구청 맞은편,비프광장,0.3, ,4, , , , , , , , , , ,7, , ,8, , , , , , , , , , , , , , , , ,5, , , , , 
부산진구,35.1662542,129.0352231,263,2024-07-31,부산광역시 부산진구 당감서로,당감서로3,한국신발피혁연구소,2.88, , , , , , , , , , , ,205, ,4,6, , , , , , , , , , , , , , , , , , , , ,48, , 
부산진구,35.1486807,129.0627465,84,2024-07-31,부산광역시 부산진구 황령대로,범내골역,황령터널,1.414, , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , , , , , , ,64, , 
부산진구,35.1738183,129.0316594,123,2024-07-31,부산광역시 부산진구 백양산로,동양초등학교,목양교회(백양순환로4),0.7, , , , , , , , , , , ,123, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1668429,129.0382797,148,2024-07-31,부산광역시 부산진구 당감로,서면삼익,삼성화승아파트,2.346, , , , ,16, , , , , , ,33, , ,56, , , , , , , , , , ,1, , , , , , , , , ,42, , 
부산진구,35.1501324,129.0325505,80,2024-07-31,부산광역시 부산진구 가야대로 548번길,동의대지하철역,수정터널상부 순환지점,1.15, , , , , , , , , , , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1502592,129.0335035,69,2024-07-31,부산광역시 부산진구 가야대로 552번길,동의대지하철역,수정터널상부 순환지점,1.15, , , , , , , , , , , , , ,69, , , , , , , , , , , , , , , , , , , , , , , , 
중구,35.1084147853,129.0313775390,199,2024-07-31,부산광역시 중구 망양로,동남파크교차로,혜광고,2.3, , , , , , , , , , , ,197, , , , , , , , , , , , , , , , , , , , , , , ,2, , 
중구,35.1000492925,129.0378178657,91,2024-07-31,부산광역시 중구 대교로,세관앞,부산대교,0.7, , , , , , , , , , , , , , , , , , , , , , , , , , ,79, , , , , ,12, , , , , 
해운대구,35.160692,129.149211,1023,2024-07-31,부산광역시 해운대구 해운대로(구.해운로),운촌삼거리,기장군 경계,7420,0,0,0,0,0,0,0,0,0,0,0,461,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.1755,129.122356,238,2024-07-31,부산광역시 해운대구 해운대해변로,온천사거리,그린레일웨이,4220,0,0,0,0,0,0,0,0,0,0,0,106,85,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
해운대구,35.162143,129.1653,63,2024-07-31,부산광역시 해운대구 해운대해변로,수영2호교,좌동 동일아파트,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.160852,129.163726,65,2024-07-31,부산광역시 해운대구 해운대해변로 298번길,파라다이스호텔,팔레드시즈 앞,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,34,0,0
연제구,35.178458,129.076033,66,2024-07-31,부산광역시 연제구 연제로,노동청,연제구청,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,
연제구,35.175959,129.079076,341,2024-07-31,부산광역시 연제구 연수로,연제구청,수영구경계,2.347,,,,,167,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,65,,
연제구,35.178285,129.075317,411,2024-07-31,부산광역시 연제구 중앙대로,시청앞,송월타월앞,2.74,,,,,25,,,,,,,,12,,,60,,,,,,,,,,,,,,,,,,,,314,,
연제구,35.186504,129.082318,159,2024-07-31,부산광역시 연제구 반송로,연산교차로,연안교,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,
부산광역시 북구,35.2397728532,129.0116298111,80,2024-07-01,부산광역시 북구 금곡대로 347번길,명진중,화명보건소, , , , , , , , , , , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , , 
해운대구,35.160692,129.149211,16,2024-07-31,부산광역시 해운대구 해운대로(구.송정로),휴먼시아아파트 일원,휴먼시아아파트 일원,100,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.193819,129.11679,475,2024-07-31,부산광역시 해운대구 해운대로(구.충렬로),원동IC,올림픽교차로,3550,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
부산진구,35.1635604,129.0263548,142,2024-07-31,부산광역시 부산진구 백양관문로 77번길,백양관문로77번길 56,백양관문로877번길17개원초,0.408, , , , , , , , , , , ,142, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1738204,129.0307924,136,2024-07-31,부산광역시 부산진구 백양산로 55번길+지선일부,백양산로55,백양순환로,0.65, , , , , , , , , , , ,136, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1605598,129.0560362,93,2024-07-31,부산광역시 부산진구 서면문화로,새싹로 59,가야대로 785,0.6, , , , , , , , , , , , , , , ,19, , , , , , , , , , , , , , , , , , , ,74, , 
부산진구,35.1590126,129.0658008,225,2024-07-31,부산광역시 부산진구 동성로,동성로 151,부산동성고등학교,0.6, , , , , , , , , , , , , , ,7,83, , , , , , , , , , ,47, , , , , , , , ,88, , 
부산진구,35.1646794,129.0568825,555,2024-07-31,부산광역시 부산진구 시민공원로,시민공원로 8,동평로 경계,0.74, , , , , , , , , , , , , ,517, , , , , , , , , , , ,38, , , , , , , , , , , , 
부산진구,35.1579655,129.0579533,112,2024-07-31,부산광역시 부산진구 부전로,부전로 87,범전로13,3.51, , , , , , ,96, , , , , , , , , , , , , , , , , , ,5,11, , , , , , , , , , , 
부산진구,35.1647429,129.0622177,22,2024-07-31,부산광역시 부산진구 범전로,범전로13,범전로 807,0.66, , , , , , , , , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1627484,129.0617808,39,2024-07-31,부산광역시 부산진구 중앙대로 783번길,부전지구대,부전지하철역1번출구,0.22, , , , , , , , , , , , , , , , , , , , , , , , , ,33,6, , , , , , , , , , , 
부산진구,35.1561326,129.0186517,59,2024-07-31,부산광역시 부산진구 백양대로 300번길,개림중학교,백양대로 298,0.38, , , , , , , , , , , ,59, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1721255,129.0677072,338,2024-07-31,부산광역시 부산진구 거제대로,연제구경계,송상현광장,1.2,163, , , , , , , , , , , , ,144, , , , , , , , , , , , , , , , , , , , , ,31, , 
부산진구,35.1742021,129.0747654,94,2024-07-31,부산광역시 부산진구 연수로,양정지하철역,연제구경계,1.4, , , , , , , , , , , , , , ,94, , , , , , , , , , , , , , , , , , , , , , , 
연제구,35.191645,129.089379,550,2024-07-31,부산광역시 연제구 과정로,연산1치안센터,수영구경계,4.16,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,542,,
연제구,35.176726,129.068036,494,2024-07-31,부산광역시 연제구 거제대로,유림아시아드,신세기주유소,2.23,,,,,,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,217,,
연제구,35.191039,129.066794,338,2024-07-31,부산광역시 연제구 월드컵대로,거성교차로,초읍한신아파트,1.6,,,,,,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.186222,129.081564,581,2024-07-31,부산광역시 연제구 월드컵대로(구 아시아드로),연산교차로,동래구경계,2.31,,,,,,34,,,,,,,367,,,,,,,,,,,,,149,31,,,,,,,,,,,
부산진구,35.1437325,129.0593375,90,2024-07-31,부산광역시 부산진구 범일로,범내골역,범일역,0.63, , , , , , , , , , , , , ,4, ,1, , , , , , , , , , , , , , , , , , , ,85, , 
부산진구,35.1615535,129.0255372,261,2024-07-31,부산광역시 부산진구 백양대로 208번길+지선,"백양대로 208번길 9(개포초),","광무여중,개금도개공아파트",1.72, , , , , , , , , , , ,235, , , , , , , , , , , , , , , , , , , , , , , ,26, , 
부산광역시 북구,35.2357260367,129.0111294996,110,2024-07-01,부산광역시 북구 금곡대로 303번길,롯데마트,화명대우이안아파트, , , , , , , , , , , , , ,110, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2371391052,129.0157457472,62,2024-07-01,부산광역시 북구 금곡대로 324번길,금곡대로,화명우신아파트, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62, , 
연제구,35.189822,129.072059,230,2024-07-31,부산광역시 연제구 법원북로,검찰청입구,현대홈타운,1,,,,,,,,,,,,141,,,,,,,,,,,,,,89,,,,,,,,,,,,
연제구,35.199356,129.078075,113,2024-07-31,부산광역시 연제구 여고로,송월타올,동래구경계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,
연제구,35.185476,129.102715,186,2024-07-31,부산광역시 연제구 톳고개로,LG아파트,동서그린아파트,0.4,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.162614,129.079779,617,2024-07-31,부산광역시 연제구 황령산로,물만골,수영구경계,2.7,,,,,,,,,,,,542,,,,54,,,,,,,,,,,21,,,,,,,,,,,
연제구,35.199061,129.079524,447,2024-07-31,부산광역시 연제구 온천천로,송월타올,안락교,2.7,,,,,,,,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,70,,
연제구,35.181582,129.078372,150,2024-07-31,부산광역시 연제구 중앙천로,부산은행,연산2치안센터,0.94,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.185862,129.082513,383,2024-07-31,부산광역시 연제구 고분로,연산교차로,수영4호교,2.82,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,378,,
연제구,35.180305,129.076743,79,2024-07-31,부산광역시 연제구 시청로,경찰청주변,시의회주변,0.56,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.185813,129.071057,90,2024-07-31,부산광역시 연제구 아시아드로(구 거성로),거제삼거리,거성교차로,0.71,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
