구군명,위도,경도,총합계,데이터기준일자,위치명,구간시점,구간종점,식재거리 km,메타세콰이아,칠엽수,중국단풍,팽나무,튤립나무,단풍나무,벽오동,대왕참나무,감나무,산딸나무,모과나무,왕벚나무,느티나무,버즘나무,양버즘,이팝나무,회화나무,모감주,계수나무,가죽나무,황벽나무,수양버들,복자기,느릅나무,대추나무,후박나무,먼나무,해송,가시나무,구실잣밤나무,개잎갈나무,녹나무,참식,주목,아왜나무,은행나무,가이즈카향나무,기타나무
연제구,35.181448,129.064748,62,2024-07-31,부산광역시 연제구 화지로,유림아시아드뒷편, ,0.4,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.188063,129.109747,150,2024-07-31,부산광역시 연제구 좌수영로,수영하수처리장,수영구경계,0.42,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,20,,
연제구,35.189207,129.087465,64,2024-07-31,부산광역시 연제구 쌍미천로,쌍미천로,은광교회,0.39,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.173679,129.092114,20,2024-07-31,부산광역시 연제구 연미로,연산우체국,동덕현대아파트,0.09,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.181585,129.070818,18,2024-07-31,부산광역시 연제구 거제시장로,거제시장교차로,거제시장입구,0.08,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.183893,129.074607,74,2024-07-31,부산광역시 연제구 신촌로,신촌사거리,중앙대로,0.2,,,,,37,,,,,,,,,,,23,,,,,,,,,,,14,,,,,,,,,,,
연제구,35.191262,129.099581,20,2024-07-31,부산광역시 연제구 안연로,연산교,연산8치안센터,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
연제구,35.195378,129.079954,45,2024-07-31,부산광역시 연제구 교대로,교대역,부산교대,0.235,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연제구,35.195958,129.080878,20,2024-07-31,부산광역시 연제구 세병로(명륜로),교대삼거리,세병교,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
연제구,35.191751,129.076091,27,2024-07-31,부산광역시 연제구 황새알로,거제1주민센터,지구촌고등학교,0.18,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
부산진구,35.1787628,129.0731784,20,2024-07-31,부산광역시 부산진구 진연로,중앙대로 993,거제천로 59,0.18, , , , , , , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1531931,129.0576515,44,2024-07-31,부산광역시 부산진구 서면로,서면로74,서면로41,0.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,44, , 
부산진구,35.1829535,129.0504627,82,2024-07-31,부산광역시 부산진구 월드컵대로,연제구경계,시민도서관삼거리,0.44, , , , , , , , , , , , , ,82, , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.237923,129.172517,267,2023-12-31,부산광역시 기장군 고촌로,고촌LH1차,고촌LH2차, , ,194, , , , , , , , , ,73, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.338915,129.258446,2240,2023-12-31,부산광역시 기장군 장안산단로,장안산단1로,장안산단9로, , , , , , , , , , , , ,478,837, , ,481, , , , , , , , , , , , , , , , , , , ,391, , 
부산광역시 기장군,35.316573,129.179999,2205,2023-12-31,부산광역시 기장군 산단로,산단로1로,산단로7로, , , , , , , , , , , , , ,519, , ,1686, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.374455,129.253591,1916,2023-12-31,부산광역시 기장군 명례산단로,명례산단1로,명례산단7로, ,134, , , , , , , , , , ,1223,559, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.370551,129.243469,94,2023-12-31,부산광역시 기장군 협동로,장안사입구,도야마을입구, , , , , , , , , , , , , , , , ,94, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 기장군,35.321927,129.242121,131,2023-12-31,부산광역시 기장군 장안교차로,장안교차로,좌천교차로, , , , , , , , , , , , , , , , ,131, , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1486117,129.0291586,149,2024-07-31,부산광역시 부산진구 가야공원로,가야공원로1,가야공원입구,2.36, , , , , , , , , , , ,51, ,27, , , , , , , , , , , , , , , , , , , , , ,71, , 
연제구,35.185606,129.081995,262,2024-07-31,부산광역시 연제구 월드컵대로(구 수련로),연산교차로,신리교차로,1.3,,,,,,,,,,,,,203,,,59,,,,,,,,,,,,,,,,,,,,,,
연제구,35.191027,129.065371,110,2024-07-31,부산광역시 연제구 종합운동장로,거성교차로,동래구경계,0.32,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,
부산진구,35.1550124,129.0524807,60,2024-07-31,부산광역시 부산진구 신천대로 126번길,네오스포,신천대로 126번길 50,0.5, , , , , , , , , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1630545,129.0523593,17,2024-07-31,부산광역시 부산진구 시민공원로 20번길,시민공원로22,서면동문굿모닝힐,0.155, , , , , , , , , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1492168,129.0559186,19,2024-07-31,부산광역시 부산진구 범천로,범천2동주민센터,신천대로91,0.54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, , 
부산진구,35.1544606,129.0251597,32,2024-07-31,부산광역시 부산진구 개금온정로,개금온정로17번길 77,가야대로 489,0.39, , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , ,27, , 
부산진구,35.1674447,129.0269767,52,2024-07-31,부산광역시 부산진구 백양관문로 지선,부산국제고등학교,동일스위트아파트,0.253, , , , , , , , , , , ,45, ,7, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1760575,129.0644758,20,2024-07-31,부산광역시 부산진구 화지로,부산정보고등학교,동평로 353,0.288, , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1460165,129.0527717,14,2024-07-31,부산광역시 부산진구 만리산로,범천동 DS협성엘리시안,범천동 DS협성엘리시안,0.112, , , , , , , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1510299,129.0442084,23,2024-07-31,부산광역시 엄광로,가야동 176-6,동의대 입구,0.192, , , , , , , , , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.150785,129.062725,16,2024-07-31,부산광역시 전포대로 171번길,글로벌연구센터,글로벌연구센터,0.15, , , , , , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.171828,129.080582,25,2024-07-31,부산광역시 부산진구 양연로,양정포레힐즈스위첸아파트,양정포레힐즈스위첸아파트,0.16, , , , , , , , , , , , , , , ,13, , , , , , , , , , ,12, , , , , , , , , , , 
부산진구,35.1681223,129.0375094,93,2024-07-31,부산광역시 부산진구 백양순환로,화승삼성아파트,동평로 31,1.04, , , , , , , , , , , ,7, , , , , , , , , , , , , ,66, , , , , , , , , ,20, , 
부산진구,35.1667992,129.0319106,16,2024-07-31,부산광역시 부산진구 백양순환로 35번길,개성고,개성고,0.06, , , , , , , , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1631554,129.0336767,54,2024-07-31,부산광역시 부산진구 백양대로 136번길,주공3단지,백양대로 136번길 103,0.815, , , , ,3, , , , , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1555541,129.0659438,328,2024-07-31,부산광역시 부산진구 전포대로,삼전교차로,전포대로156,6.163, , , , , , , , , , , , , ,69,7, , , , , , , , , , ,221,31, , , , , , , , , , , 
부산진구,35.1498082,129.051802,280,2024-07-31,부산광역시 부산진구 신암로,범곡교차로,가야굴다리,3.68, , , , , , , , , , , , , , , , , , , , , , , , , , ,27, , , , , , , , ,253, , 
부산진구,35.1584115,129.0521134,254,2024-07-31,부산광역시 부산진구 신천대로,부암교차로,문전교차로,8.31, , , , , , , , , , , ,7, ,12,100, , , , , , , , , , ,4, , , , , , , , , ,131, , 
부산진구,35.1781132,129.0521508,325,2024-07-31,부산광역시 부산진구 성지로,연지삼거리,초읍원형로타리,3.12, , , , , , , , , , , ,232, , , ,93, , , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1475761,129.0198636,115,2024-07-31,부산광역시 부산진구 복지로,백양대로 267,개금역,3.13, , , , ,49, , , , , , , , ,12,11, , , , , , , , , , , , , , , , , , , , ,43, , 
부산진구,35.1544133,129.0210367,12,2024-07-31,부산광역시 부산진구 가야대로 443번길,개금역,주원초등학교,0.48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , 
부산진구,35.1578332,129.0637334,74,2024-07-31,부산광역시 부산진구 서전로,서면교차로,서전로76-1,0.72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74, , 
부산진구,35.1544914,129.0635805,19,2024-07-31,부산광역시 부산진구 전포대로 199번길,동천로62,전포대로203,0.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, , 
부산광역시 북구,35.2457275803,129.0132904428,43,2024-07-01,부산광역시 북구 금곡대로 410번길,벽산강변아파트 후문,금곡고, , , , , , , , , , , , ,8, , ,35, , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.24331675,129.0196733,113,2024-07-01,부산광역시 북구 양달로 9,화명벽산강변아파트 정문,화명벽산강변아파트 후문, , , , , , , , , , , , , ,34, ,79, , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2317410260,129.0089587057,39,2024-07-01,부산광역시 북구 용당로,화명3동사무소,학사초등학교, , , , , , , , , , , , , ,20, , , ,19, , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.205286,129.039221,132,2024-07-01,부산광역시 북구 은행나무길,신만덕 농협사거리,133번 종점, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,132, , 
부산광역시 북구,35.2146766012,129.0095284979,137,2024-07-01,부산광역시 북구 의성로,화명 롯데카이저 삼거리,덕천로, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,3, , , , , , , , ,121, , 
부산광역시 북구,35.2358989628,129.0083847777,350,2024-07-01,부산광역시 북구 학사로,방통대 사거리,율리 지하철역, , , , , , , , , , , , , ,25, , , ,325, , , , , , , , , , , , , , , , , , , , , 
부산진구,35.1460039,129.0625997,34,2024-07-31,부산광역시 부산진구 황령대로 30번길,범4호교,성서교,0.38, , , , , , , , , , , , , , , , , , , , , , , , , , ,34, , , , , , , , , , , 
부산진구,35.14272443,129.0626879,47,2024-07-31,부산광역시 부산진구 자유평화로 37번길,성서교,범5호교,0.64, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47, , , , , , 
부산광역시 북구,35.2304214988,129.0169297466,108,2024-07-01,부산광역시 북구 화명대로 94번길,북구 구민체육센터,화명 대우푸르지오 아파트, , , , , , , , , , , , , , , , ,17, , , , , , , , , , , , , , , , , , , ,91, , 
부산광역시 북구,35.2357032621,129.0110141582,815,2024-07-01,부산광역시 북구 화명신도시로,방통대 사거리,화명1호교, , , , , , , , , , , , ,142,559, , ,82, , , , , , , , , , ,32, , , , , , , , , , , 
부산광역시 북구,35.2216422287,129.0126848750,143,2024-07-01,부산광역시 북구 의성로 33번길,화명 롯데카이저,와석초등학교, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,143, , 
부산광역시 북구,35.2435256424,129.0191167539,245,2024-07-01,부산광역시 북구 양달로,화명코오롱 아파트,금곡대로, , , , , , , , , , , , ,27,32, ,186, , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2341605677,129.0108838074,115,2024-07-01,부산광역시 북구 금곡대로 285번길,화명국철,화명동 골든뷰, , , , , , , , , , , , , ,115, , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.1979816302,128.9909086672,144,2024-07-01,부산광역시 북구 사상로,구포삼거리,사상구 경계, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,144, , 
부산광역시 북구,35.2444186996,129.0303964356,143,2024-07-01,부산광역시 북구 산성로,도시화명그린1차,산불초소, , , , , , , , , , , , ,3,26, ,49, , , , , , , , , , , ,65, , , , , , , , , , , 
부산광역시 북구,35.1975312636,129.0067656902,192,2024-07-01,부산광역시 북구 시랑로,백양대로 교차로,구포 백조그린타운 아파트, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,192, , 
부산광역시 북구,35.2585727729,129.0149905377,632,2024-07-01,부산광역시 북구 효열로,율리역 당산나무,금곡지하철역, , , , , , , , , , , , , ,448, , , , , , , , , , , , , , , , , , , , , , ,184, , 
부산광역시 북구,35.2050598307,128.9954091744,131,2024-07-01,부산광역시 북구 낙동대로,사상구 경계,덕천교차로, , , , , , , , , , , , , , , , , , , , , , , , , , ,25, , , , , , , , , ,106, , 
부산광역시 북구,35.2003700563,128.9995597231,180,2024-07-01,부산광역시 북구 낙동북로,구포대교 진입로 경계,포천삼거리, , , , , , , , , , , , ,180, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2248772274,129.0057592508,254,2024-07-01,부산광역시 북구 낙동대로 1739번길,방통대 이면도로 경계,화명국철 뒤쪽 이면도로, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,254, , 
부산광역시 북구,35.2111105262,129.0253461067,479,2024-07-01,부산광역시 북구 덕천로,구포가축시장,신만덕 농협사거리, , , , , , , , , , , , ,9,61, , ,30, , , , , , , , , , , , , , , , , , , ,379, , 
부산광역시 북구,35.2424374157,129.0270969336,288,2024-07-01,부산광역시 북구 화명대로,화명국철,화명 유림아파트, , , , , , , , , , , , , ,72, , ,216, , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2098798201,129.0289448982,28,2024-07-01,부산광역시 북구 덕천로 234번길,그린코아사거리,럭키2차 아파트, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, , 
부산광역시 북구,35.2117753394,129.0270777585,101,2024-07-01,부산광역시 북구 만덕3로,남산정역,그린코아 사거리, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101, , 
부산광역시 북구,35.2127496233,129.0280705765,437,2024-07-01,부산광역시 북구 만덕대로,만덕지하철역,덕천교차로, , , , , , , , , , , , , , , , , , , , , , , , , , ,377,60, , , , , , , , , , , 
부산광역시 북구,35.2124567286,129.0338443887,43,2024-07-01,부산광역시 북구 만덕대로 290번길,백산초등학교,북부맨션, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,3, , , , , , , , ,33, , 
부산광역시 북구,35.2151160712,129.0210839383,148,2024-07-01,부산광역시 북구 만덕대로 155번길,기비골마을,폴리텍 대학, , , , , , , , , , , , ,148, , , , , , , , , , , , , , , , , , , , , , , , , , 
부산광역시 북구,35.2113514668,129.0330445682,48,2024-07-01,부산광역시 북구 덕천로 259번길,동진빌라,백산초등학교, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48, , 
부산광역시 북구,35.2114790841,129.0375825102,66,2024-07-01,부산광역시 북구 만덕2로,신만덕 농협사거리,만덕교차로, , , , , ,32, , , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , ,24, , 
부산광역시 북구,35.2031858850,128.9998682259,227,2024-07-01,부산광역시 북구 백양대로,사상구 경계,덕천교차로, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,227, , 
해운대구,35.171874,129.136049,44,2024-07-31,부산광역시 해운대구 해운대로,삼호가든아파트,강동초등학교,240,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.161043,129.1541,17,2024-07-31,부산광역시 해운대구 해운대로,부산기계공고삼거리,해운대해수욕장,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0
해운대구,35.164142,129.142718,88,2024-07-31,부산광역시 해운대구 해운대로,승당삼거리,요트경기장삼거리,280,0,0,0,0,0,0,0,0,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,0,0
해운대구,35.171144,129.173367,20,2024-07-31,부산광역시 해운대구 해운대로,해운대문화회관,삼정그린코아,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
해운대구,36.159696,129.161407,347,2024-07-31,부산광역시 해운대구 해운대해변로(구.해미길),아쿠아리움,"메리어트, 파라다이스 사이",630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,158,0,1,0,0,0,0,0,0,0,0,0
해운대구,35.191806,129.120383,145,2024-07-31,부산광역시 해운대구 해운대로,재송삼익아파트,"구, 반여2동사무소",1050,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,135,0,0
사상구,35.17401661,128.9834785,76,2024-08-12,부산광역시 사상구 삼덕로,덕포교차로,한일시멘트,500,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,53,,
사상구,35.18306626,128.9817575,21,2024-08-12,부산광역시 사상구 삼락천로,벤처타워,한국미크로,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,
사상구,35.15163387,128.9821829,161,2024-08-12,부산광역시 사상구 새벽로,대풍주유소,사상교차로,1100,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.16089036,128.9802243,22,2024-08-12,부산광역시 사상구 새벽로215번길,산업용품상가 남문,산업용품상가 북문주변,250,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,
사상구,35.15487944,128.982096,142,2024-08-12,부산광역시 사상구 새벽시장로,사상구청,일공공일자동차,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,
사상구,35.12487804,128.9710187,16,2024-08-12,부산광역시 사상구 엄궁남로,엄궁시장,엄궁한신1차 뒤,130,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,
사상구,35.12530784,128.9762837,420,2024-08-12,부산광역시 사상구 엄궁로,엄궁교차로,엄궁한신2차아파트,2100,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.12824347,128.9743416,81,2024-08-12,부산광역시 사상구 엄궁북로,승학주유소,엄궁롯데캐슬,900,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,64,,
사상구,35.12570686,128.9717386,64,2024-08-12,부산광역시 사상구 엄궁중로,롯데마트,부산축복교회,300,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,
사상구,35.14606843,129.0018842,74,2024-08-12,부산광역시 사상구 주례로,냉정역,동서대입구,300,,,,,,,,,,,,48,,,,,,,,,,,,,,,26,,,,,,,,,,,
사상구,35.1419581,128.988407,427,2024-08-12,부산광역시 사상구 학감대로,구덕터널,감전역,3200,,,,,99,,,,,,,11,,,,9,,,,,,,,,,,150,,,,,,,,,158,,
사상구,35.1413426,128.9857698,70,2024-08-12,부산광역시 사상구 학감대로123번길,학장파출소,삼성아파트,300,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
사상구,35.13615064,128.9929039,160,2024-08-12,부산광역시 사상구 학감대로49번길,구학초등학교,구덕대림아파트,700,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,125,,
사상구,35.14246748,128.9847725,498,2024-08-12,부산광역시 사상구 학장로,엄궁3교,주례교차로,5150,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,
사상구,35.16243268,128.9821545,142,2024-08-12,부산광역시 사상구 광장로,홈플러스,사상역,1100,,,,,,,,,,,,,4,,,77,,,,,,,,,,14,33,,,14,,,,,,,,
사상구,35.16086056,128.9782425,29,2024-08-12,부산광역시 사상구 광장로20번길,산업용품상가 남문,산업용품상가 서문주변,240,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,
사상구,35.15790249,128.9828026,87,2024-08-12,부산광역시 사상구 괘감로,감전역,산업교,500,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,
사상구,35.1596405,128.974778,932,2024-08-12,부산광역시 사상구 낙동대로,북구경계,엄궁교차로,8010,251,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,678,,
사상구,35.15067402,128.9740883,63,2024-08-12,부산광역시 사상구 낙동대로1016번길,감전IC삼거리,롯데칠성,100,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.14917006,129.0080268,186,2024-08-12,부산광역시 사상구 냉정로,주례럭키,진구경계,900,,,,,,,,,,,,56,,,,71,,,,,,,,,,,,,,,,,,,,59,,
사상구,35.16059949,128.9743827,1325,2024-08-12,부산광역시 사상구 강변대로,북구경계,사하구 경계,8220,,,,,,,,,,,,679,,,,,,,,,,,,,,131,,,515,,,,,,,,,
사상구,35.17745095,128.9895119,319,2024-08-12,부산광역시 사상구 덕상로,남영아파트,청소년수련관,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,
사상구,35.14721738,129.0002506,25,2024-08-12,부산광역시 사상구 동주로,주례지구대,주학교,950,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,
사상구,35.1816955,128.9834023,61,2024-08-12,부산광역시 사상구 모덕로,사상양수장,상수도북부사업소,1090,,,,,,,,,,,,26,,,,24,,,,,,,,,,,11,,,,,,,,,,,
사상구,35.18619844,128.9918635,300,2024-08-12,부산광역시 사상구 모라로,국제식품,백양터널,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,
사상구,35.18433799,128.9946322,105,2024-08-12,부산광역시 사상구 모라로110번길,홈플러스,회전교차로,440,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,67,,
사상구,35.18323878,129.0024746,35,2024-08-12,부산광역시 사상구 모라로192번길,장애인근로작업장,모동중학교,400,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.12716429,128.9659686,67,2024-08-12,부산광역시 사상구 농산물시장로,롯데마트,엄궁도매시장,100,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
사상구,35.16604926,128.989306,62,2024-08-12,부산광역시 사상구 백양대로(주양초),주양초,회전교차로,200,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.16774198,128.9905588,48,2024-08-12,부산광역시 사상구 백양대로700번길,백양대로700번길,신라대입구,260,,,,,,,,,,,,25,23,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.17933092,128.9906558,17,2024-08-12,부산광역시 사상구 백양대로804번길,북부산고용노동청,대덕여고,520,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
사상구,35.19073989,128.9926573,20,2024-08-12,부산광역시 사상구 백양대로950번길,모라119,철로변,100,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,
사상구,35.17028998,128.9826862,986,2024-08-12,부산광역시 사상구 사상로,주례교차로,북구경계,8400,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,5,,,,,,,925,,
사상구,35.15862073,128.9861847,13,2024-08-12,부산광역시 사상구 사상로161번길,중부산농협,괘법초등학교,140,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
사상구,35.1419451,128.983775,187,2024-08-12,부산광역시 사상구 대동로,동서가고하부,엄궁럭키아파트 입구,930,45,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,14,,
사상구,35.19233422,128.9878408,79,2024-08-12,부산광역시 사상구 사상로531번길,동신공구,은수교,890,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,
해운대구,35.168356,129.1746963,77,2024-07-31,부산광역시 해운대구 해운대로,대림아크로텔,경동메르빌 101동,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
해운대구,35.162806,129.176897,44,2024-07-31,부산광역시 해운대구 좌동순환로,중동 래미안,현대아파트,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.176026,129.179378,153,2024-07-31,부산광역시 해운대구 좌동순환로,동신아파트 103동,동신아파트 301동,750,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.165502,129.168867,25,2024-07-31,부산광역시 해운대구 중동장천3길,중동 E-마트,중동지하철1번 출구,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.167184,129.182452,183,2024-07-31,부산광역시 해운대구 청사포로,영남아파트 106동 앞,청사포 입구,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,88,0,0
해운대구,35.163955,129.185688,66,2024-07-31,부산광역시 해운대구 청사포로(구.창사포1길),달맞이길 인접,청사포 입구,410,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.11222,129.122043,178,2024-07-31,부산광역시 해운대구 해운대로,동부센트레빌,반산초등학교,1410,0,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
해운대구,35.184041,129.201191,186,2024-07-31,부산광역시 해운대구 송정중앙로,송정삼거리,기장군 경계,800,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,43,0,0,0,0,0,0,0,0
해운대구,35.18365,129.201705,68,2024-07-31,부산광역시 해운대구 송정중앙로,모모하우스 민박,프리존 민박,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
해운대구,35.181707,129.206253,7,2024-07-31,부산광역시 해운대구 송정해변길,송정해수욕장,기장군 경계,800,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.16773,129.128848,645,2024-07-31,부산광역시 해운대구 수영강변대로,수영1호교,반여농산물,6090,391,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.230697,129.157271,150,2024-07-31,부산광역시 해운대구 신반송로(구.윗반송로),반송삼거리,남흥아파트 삼걸;,1250,0,0,0,0,0,0,0,0,0,0,0,117,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
해운대구,35.228969,129.157858,206,2024-07-31,부산광역시 해운대구 신반송로(구.초롱길),반송도개공아파트,송운초등학교,1360,0,0,0,0,0,0,0,0,0,0,0,189,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
