year,month,value
2022,1,-1.0
2022,2,0.5
2022,3,88.0
2022,4,110.0
2022,5,6.0
2022,6,109.0
2022,7,118.5
2022,8,160.0
2022,9,176.0
2022,10,-1.5
2022,11,30.5
2022,12,8.5
