year,month,value
2022,1,-1.0
2022,2,1.5
2022,3,110.1
2022,4,112.2
2022,5,3.6
2022,6,103.1
2022,7,136.5
2022,8,171.7
2022,9,135.1
2022,10,10.7
2022,11,42.1
2022,12,11.4
