year,month,value
2022,1,0.2
2022,2,3.1
2022,3,121.19999899999999
2022,4,128.6
2022,5,4.3999999999999995
2022,6,144.7
2022,7,130.599999
2022,8,174.70000100000001
2022,9,160.4
2022,10,7.7
2022,11,61.3
2022,12,20.4
