year,month,value
2021,1,3.6
2021,2,7.2
2021,3,10.9
2021,4,14.2
2021,5,16.9
2021,6,21.0
2021,7,25.6
2021,8,25.2
2021,9,22.1
2021,10,17.4
2021,11,11.3
2021,12,5.6
