"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),동래구,동래구,동래구,수민동,수민동,수민동,복산동,복산동,복산동,명륜동,명륜동,명륜동,온천1동,온천1동,온천1동,온천2동,온천2동,온천2동,온천3동,온천3동,온천3동,사직1동,사직1동,사직1동,사직2동,사직2동,사직2동,사직3동,사직3동,사직3동,안락1동,안락1동,안락1동,안락2동,안락2동,안락2동,명장1동,명장1동,명장1동,명장2동,명장2동,명장2동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,273226,132296,140930,31658,15320,16338,8959,4372,4587,26401,12968,13433,22339,10477,11862,24366,11703,12663,37727,18359,19368,10309,4934,5375,25526,12251,13275,17181,8481,8700,14095,6951,7144,26457,12813,13644,13818,6668,7150,14390,6999,7391
"0세∼4세",소계,7368,3783,3585,912,467,445,96,49,47,898,481,417,645,340,305,1076,513,563,989,487,502,231,120,111,641,325,316,351,187,164,283,157,126,582,311,271,316,158,158,348,188,160
"0세∼4세",0세,1226,616,610,182,90,92,5,2,3,133,65,68,153,84,69,155,71,84,183,85,98,28,17,11,82,44,38,39,16,23,46,28,18,105,56,49,50,25,25,65,33,32
"0세∼4세",1세,1362,704,658,168,79,89,21,13,8,171,91,80,136,73,63,177,79,98,166,85,81,44,21,23,121,65,56,59,34,25,59,36,23,111,57,54,66,39,27,63,32,31
"0세∼4세",2세,1413,753,660,173,100,73,21,10,11,174,94,80,128,63,65,190,98,92,199,106,93,50,26,24,118,66,52,83,49,34,48,24,24,105,58,47,60,23,37,64,36,28
"0세∼4세",3세,1625,816,809,191,100,91,28,14,14,207,112,95,103,61,42,255,125,130,223,105,118,53,23,30,141,67,74,75,34,41,59,30,29,129,64,65,72,33,39,89,48,41
"0세∼4세",4세,1742,894,848,198,98,100,21,10,11,213,119,94,125,59,66,299,140,159,218,106,112,56,33,23,179,83,96,95,54,41,71,39,32,132,76,56,68,38,30,67,39,28
"5세∼9세",소계,11910,6079,5831,1365,677,688,156,81,75,1647,850,797,586,270,316,1663,813,850,1310,694,616,449,235,214,1454,723,731,901,509,392,405,220,185,1012,520,492,578,294,284,384,193,191
"5세∼9세",5세,2015,974,1041,228,108,120,22,13,9,267,123,144,126,59,67,329,156,173,242,128,114,77,40,37,192,86,106,128,71,57,54,24,30,158,74,84,114,56,58,78,36,42
"5세∼9세",6세,2322,1191,1131,263,126,137,28,17,11,301,164,137,124,47,77,371,183,188,251,146,105,92,39,53,282,141,141,153,87,66,84,47,37,190,103,87,113,56,57,70,35,35
"5세∼9세",7세,2578,1325,1253,313,162,151,34,18,16,379,194,185,118,65,53,343,159,184,285,147,138,99,64,35,328,157,171,183,97,86,89,53,36,205,112,93,127,60,67,75,37,38
"5세∼9세",8세,2520,1304,1216,289,150,139,36,19,17,339,181,158,116,54,62,319,151,168,268,127,141,83,45,38,325,176,149,224,132,92,101,55,46,220,110,110,115,63,52,85,41,44
"5세∼9세",9세,2475,1285,1190,272,131,141,36,14,22,361,188,173,102,45,57,301,164,137,264,146,118,98,47,51,327,163,164,213,122,91,77,41,36,239,121,118,109,59,50,76,44,32
"10세∼14세",소계,13123,6843,6280,1413,771,642,252,139,113,1925,1065,860,588,298,290,1306,641,665,1289,687,602,465,218,247,2072,987,1085,1148,674,474,463,244,219,1245,625,620,512,255,257,445,239,206
"10세∼14세",10세,2811,1491,1320,303,167,136,51,26,25,405,222,183,132,66,66,285,132,153,269,134,135,93,39,54,459,251,208,260,157,103,105,60,45,245,122,123,109,57,52,95,58,37
"10세∼14세",11세,2587,1307,1280,301,163,138,42,25,17,374,194,180,116,55,61,282,132,150,257,134,123,83,50,33,389,182,207,219,125,94,95,43,52,237,115,122,100,50,50,92,39,53
"10세∼14세",12세,2759,1466,1293,279,146,133,52,29,23,406,218,188,108,63,45,263,130,133,267,150,117,100,40,60,432,195,237,278,186,92,78,43,35,293,161,132,115,52,63,88,53,35
"10세∼14세",13세,2382,1213,1169,261,144,117,51,24,27,353,201,152,118,59,59,240,126,114,231,117,114,87,43,44,347,154,193,198,113,85,94,49,45,229,95,134,97,49,48,76,39,37
"10세∼14세",14세,2584,1366,1218,269,151,118,56,35,21,387,230,157,114,55,59,236,121,115,265,152,113,102,46,56,445,205,240,193,93,100,91,49,42,241,132,109,91,47,44,94,50,44
"15세∼19세",소계,12461,6474,5987,1333,715,618,291,151,140,1654,888,766,657,324,333,1038,531,507,1405,755,650,532,248,284,1895,953,942,811,444,367,461,257,204,1374,703,671,503,228,275,507,277,230
"15세∼19세",15세,2688,1391,1297,289,157,132,57,35,22,390,210,180,119,61,58,236,128,108,284,158,126,102,35,67,433,201,232,186,101,85,90,50,40,298,151,147,108,47,61,96,57,39
"15세∼19세",16세,2442,1259,1183,272,153,119,56,22,34,324,184,140,119,68,51,227,107,120,256,140,116,118,52,66,366,181,185,172,96,76,96,48,48,260,123,137,91,36,55,85,49,36
"15세∼19세",17세,2272,1198,1074,237,122,115,54,26,28,318,169,149,125,57,68,143,80,63,246,114,132,85,44,41,386,213,173,149,78,71,81,49,32,261,151,110,95,46,49,92,49,43
"15세∼19세",18세,2476,1290,1186,232,122,110,62,30,32,308,159,149,142,67,75,220,111,109,288,155,133,112,60,52,388,200,188,149,83,66,99,53,46,275,146,129,95,46,49,106,58,48
"15세∼19세",19세,2583,1336,1247,303,161,142,62,38,24,314,166,148,152,71,81,212,105,107,331,188,143,115,57,58,322,158,164,155,86,69,95,57,38,280,132,148,114,53,61,128,64,64
"20세∼24세",소계,14251,7370,6881,1574,836,738,424,241,183,1362,723,639,1406,571,835,1086,573,513,2275,1125,1150,516,279,237,1522,808,714,803,425,378,608,316,292,1389,791,598,611,322,289,675,360,315
"20세∼24세",20세,2455,1270,1185,273,141,132,71,42,29,257,139,118,189,72,117,200,110,90,365,174,191,85,57,28,276,130,146,145,84,61,96,49,47,279,150,129,102,62,40,117,60,57
"20세∼24세",21세,2728,1422,1306,303,164,139,74,43,31,293,161,132,222,86,136,215,116,99,394,194,200,93,42,51,366,191,175,137,78,59,125,70,55,266,156,110,113,55,58,127,66,61
"20세∼24세",22세,3071,1613,1458,358,197,161,86,47,39,289,151,138,291,127,164,233,119,114,491,244,247,110,61,49,314,172,142,188,92,96,122,59,63,315,184,131,125,71,54,149,89,60
"20세∼24세",23세,3023,1570,1453,322,170,152,95,52,43,260,140,120,353,139,214,220,115,105,502,247,255,107,59,48,306,172,134,168,84,84,129,69,60,282,179,103,142,72,70,137,72,65
