"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),영도구,영도구,영도구,남항동,남항동,남항동,영선1동,영선1동,영선1동,영선2동,영선2동,영선2동,신선동,신선동,신선동,봉래1동,봉래1동,봉래1동,봉래2동,봉래2동,봉래2동,청학1동,청학1동,청학1동,청학2동,청학2동,청학2동,동삼1동,동삼1동,동삼1동,동삼2동,동삼2동,동삼2동,동삼3동,동삼3동,동삼3동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,108156,53223,54933,10621,5317,5304,3869,1851,2018,7855,3823,4032,7810,3903,3907,6532,3236,3296,7624,3711,3913,5790,2830,2960,17317,8547,8770,26706,13018,13688,4697,2456,2241,9335,4531,4804
"0세∼4세",소계,1754,880,874,138,77,61,46,21,25,108,57,51,66,33,33,112,54,58,209,106,103,90,43,47,306,154,152,427,201,226,154,73,81,98,61,37
"0세∼4세",0세,307,154,153,29,14,15,9,4,5,16,11,5,6,1,5,15,8,7,40,19,21,12,6,6,57,29,28,79,38,41,25,13,12,19,11,8
"0세∼4세",1세,302,152,150,25,17,8,9,3,6,20,7,13,15,7,8,21,12,9,35,19,16,20,14,6,55,22,33,63,32,31,22,9,13,17,10,7
"0세∼4세",2세,315,157,158,28,13,15,8,4,4,19,8,11,11,7,4,18,9,9,32,14,18,18,9,9,52,32,20,84,35,49,29,15,14,16,11,5
"0세∼4세",3세,396,190,206,29,20,9,12,6,6,29,19,10,19,10,9,24,9,15,48,21,27,18,6,12,68,28,40,86,40,46,36,16,20,27,15,12
"0세∼4세",4세,434,227,207,27,13,14,8,4,4,24,12,12,15,8,7,34,16,18,54,33,21,22,8,14,74,43,31,115,56,59,42,20,22,19,14,5
"5세∼9세",소계,2780,1402,1378,218,113,105,100,51,49,180,100,80,103,59,44,168,99,69,258,118,140,175,94,81,525,245,280,749,365,384,169,89,80,135,69,66
"5세∼9세",5세,451,222,229,33,14,19,20,7,13,23,14,9,14,7,7,30,16,14,50,25,25,32,19,13,85,37,48,109,51,58,31,20,11,24,12,12
"5세∼9세",6세,551,263,288,47,20,27,24,13,11,34,20,14,18,11,7,43,24,19,59,24,35,40,19,21,93,40,53,147,72,75,27,10,17,19,10,9
"5세∼9세",7세,591,315,276,48,29,19,25,10,15,41,17,24,17,9,8,36,26,10,53,26,27,31,15,16,112,60,52,160,88,72,38,17,21,30,18,12
"5세∼9세",8세,577,305,272,38,20,18,16,11,5,49,30,19,26,17,9,30,16,14,42,21,21,37,20,17,106,53,53,169,81,88,32,20,12,32,16,16
"5세∼9세",9세,610,297,313,52,30,22,15,10,5,33,19,14,28,15,13,29,17,12,54,22,32,35,21,14,129,55,74,164,73,91,41,22,19,30,13,17
"10세∼14세",소계,3346,1729,1617,229,115,114,115,57,58,234,116,118,173,90,83,188,91,97,249,130,119,192,108,84,639,351,288,965,495,470,150,70,80,212,106,106
"10세∼14세",10세,675,377,298,48,28,20,27,15,12,52,25,27,29,17,12,33,20,13,53,23,30,44,27,17,126,72,54,197,113,84,25,11,14,41,26,15
"10세∼14세",11세,674,322,352,51,22,29,14,5,9,39,21,18,23,11,12,32,13,19,65,36,29,30,16,14,151,79,72,185,87,98,39,16,23,45,16,29
"10세∼14세",12세,713,359,354,46,22,24,31,16,15,55,24,31,42,24,18,45,19,26,48,25,23,41,24,17,131,66,65,198,108,90,30,10,20,46,21,25
"10세∼14세",13세,606,319,287,39,22,17,23,10,13,44,30,14,30,18,12,36,19,17,41,21,20,33,18,15,107,58,49,181,79,102,32,20,12,40,24,16
"10세∼14세",14세,678,352,326,45,21,24,20,11,9,44,16,28,49,20,29,42,20,22,42,25,17,44,23,21,124,76,48,204,108,96,24,13,11,40,19,21
"15세∼19세",소계,3514,1812,1702,242,127,115,117,57,60,246,134,112,208,112,96,187,103,84,247,117,130,181,89,92,660,334,326,1024,540,484,153,79,74,249,120,129
"15세∼19세",15세,696,351,345,49,21,28,30,17,13,38,17,21,41,21,20,33,17,16,46,23,23,35,16,19,127,61,66,212,115,97,38,20,18,47,23,24
"15세∼19세",16세,681,354,327,40,25,15,21,8,13,67,38,29,41,20,21,41,22,19,57,22,35,38,23,15,116,51,65,185,107,78,25,13,12,50,25,25
"15세∼19세",17세,643,321,322,41,18,23,14,4,10,39,22,17,38,17,21,36,20,16,55,29,26,37,17,20,132,69,63,184,98,86,19,6,13,48,21,27
"15세∼19세",18세,741,369,372,58,27,31,30,17,13,40,23,17,43,25,18,36,20,16,50,20,30,40,18,22,149,81,68,216,101,115,32,16,16,47,21,26
"15세∼19세",19세,753,417,336,54,36,18,22,11,11,62,34,28,45,29,16,41,24,17,39,23,16,31,15,16,136,72,64,227,119,108,39,24,15,57,30,27
"20세∼24세",소계,5107,2799,2308,453,243,210,165,89,76,350,193,157,280,149,131,296,151,145,319,167,152,236,122,114,784,450,334,1543,826,717,347,216,131,334,193,141
"20세∼24세",20세,800,410,390,59,33,26,19,9,10,51,29,22,49,28,21,48,19,29,61,34,27,52,24,28,144,90,54,217,98,119,51,20,31,49,26,23
"20세∼24세",21세,986,542,444,79,45,34,38,26,12,68,39,29,62,35,27,51,33,18,71,39,32,35,20,15,152,78,74,310,166,144,50,20,30,70,41,29
"20세∼24세",22세,1102,605,497,94,40,54,28,17,11,77,46,31,67,36,31,62,26,36,48,25,23,57,26,31,163,98,65,347,187,160,96,70,26,63,34,29
"20세∼24세",23세,1107,625,482,106,64,42,47,24,23,82,44,38,51,22,29,78,35,43,59,33,26,52,26,26,167,92,75,335,194,141,64,50,14,66,41,25
"20세∼24세",24세,1112,617,495,115,61,54,33,13,20,72,35,37,51,28,23,57,38,19,80,36,44,40,26,14,158,92,66,334,181,153,86,56,30,86,51,35
"25세∼29세",소계,5417,2981,2436,564,294,270,189,100,89,384,215,169,335,191,144,299,163,136,370,203,167,235,122,113,891,471,420,1457,812,645,313,203,110,380,207,173
"25세∼29세",25세,1109,618,491,109,61,48,47,23,24,73,41,32,69,38,31,54,29,25,65,37,28,37,19,18,180,89,91,314,182,132,80,56,24,81,43,38
"25세∼29세",26세,1114,615,499,119,64,55,43,21,22,82,51,31,51,27,24,60,36,24,78,44,34,46,30,16,178,89,89,312,165,147,70,46,24,75,42,33
"25세∼29세",27세,1054,549,505,111,50,61,30,17,13,72,29,43,61,34,27,55,26,29,66,34,32,45,26,19,169,86,83,301,160,141,67,42,25,77,45,32
"25세∼29세",28세,1107,616,491,113,56,57,34,18,16,80,48,32,87,53,34,72,43,29,85,49,36,60,25,35,180,100,80,283,163,120,41,28,13,72,33,39
"25세∼29세",29세,1033,583,450,112,63,49,35,21,14,77,46,31,67,39,28,58,29,29,76,39,37,47,22,25,184,107,77,247,142,105,55,31,24,75,44,31
