"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),사상구,사상구,사상구,삼락동,삼락동,삼락동,모라1동,모라1동,모라1동,모라3동,모라3동,모라3동,덕포1동,덕포1동,덕포1동,덕포2동,덕포2동,덕포2동,괘법동,괘법동,괘법동,감전동,감전동,감전동,주례1동,주례1동,주례1동,주례2동,주례2동,주례2동,주례3동,주례3동,주례3동,학장동,학장동,학장동,엄궁동,엄궁동,엄궁동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"60세∼64세",62세,4759,2335,2424,168,94,74,675,302,373,253,126,127,198,92,106,314,148,166,505,270,235,348,182,166,374,182,192,434,217,217,305,147,158,661,306,355,524,269,255
"60세∼64세",63세,4425,2248,2177,152,79,73,598,293,305,264,131,133,178,88,90,295,162,133,474,254,220,332,188,144,336,171,165,372,190,182,306,139,167,624,302,322,494,251,243
"60세∼64세",64세,4012,1999,2013,125,73,52,546,278,268,257,131,126,175,87,88,251,130,121,447,236,211,251,132,119,309,166,143,358,176,182,273,135,138,577,248,329,443,207,236
"65세∼69세",소계,16809,8238,8571,549,278,271,2434,1171,1263,1165,512,653,661,307,354,1146,553,593,1741,905,836,1259,616,643,1287,666,621,1503,745,758,1054,525,529,2376,1176,1200,1634,784,850
"65세∼69세",65세,3905,1944,1961,113,69,44,578,279,299,225,109,116,136,69,67,270,119,151,411,221,190,305,152,153,302,158,144,358,184,174,228,122,106,582,289,293,397,173,224
"65세∼69세",66세,3503,1746,1757,120,54,66,498,257,241,249,123,126,138,58,80,248,133,115,365,198,167,260,140,120,282,143,139,301,140,161,217,96,121,494,236,258,331,168,163
"65세∼69세",67세,3679,1738,1941,125,64,61,577,275,302,261,108,153,152,65,87,254,112,142,356,176,180,273,121,152,263,134,129,319,162,157,233,115,118,505,232,273,361,174,187
"65세∼69세",68세,3142,1558,1584,97,46,51,440,203,237,239,101,138,132,69,63,206,101,105,338,168,170,234,114,120,226,106,120,292,149,143,222,117,105,436,236,200,280,148,132
"65세∼69세",69세,2580,1252,1328,94,45,49,341,157,184,191,71,120,103,46,57,168,88,80,271,142,129,187,89,98,214,125,89,233,110,123,154,75,79,359,183,176,265,121,144
"70세∼74세",소계,11484,5389,6095,401,180,221,1675,819,856,1015,361,654,512,227,285,783,421,362,1069,534,535,902,426,476,795,391,404,1033,466,567,714,315,399,1556,741,815,1029,508,521
"70세∼74세",70세,2808,1336,1472,103,50,53,426,200,226,240,85,155,116,51,65,189,106,83,255,133,122,232,111,121,212,100,112,217,101,116,177,83,94,373,184,189,268,132,136
"70세∼74세",71세,2278,1076,1202,68,33,35,332,170,162,188,65,123,100,40,60,160,81,79,216,107,109,184,89,95,159,96,63,226,99,127,139,52,87,301,152,149,205,92,113
"70세∼74세",72세,2187,1030,1157,68,26,42,290,138,152,195,65,130,101,48,53,159,94,65,211,111,100,188,91,97,129,63,66,186,83,103,156,72,84,294,128,166,210,111,99
"70세∼74세",73세,2115,977,1138,74,32,42,304,149,155,196,74,122,96,36,60,142,76,66,209,98,111,145,71,74,154,69,85,198,93,105,132,57,75,299,136,163,166,86,80
"70세∼74세",74세,2096,970,1126,88,39,49,323,162,161,196,72,124,99,52,47,133,64,69,178,85,93,153,64,89,141,63,78,206,90,116,110,51,59,289,141,148,180,87,93
"75세∼79세",소계,7131,3175,3956,293,131,162,949,417,532,721,263,458,354,152,202,420,187,233,668,333,335,560,258,302,509,243,266,661,313,348,469,213,256,922,386,536,605,279,326
"75세∼79세",75세,1934,894,1040,83,47,36,241,117,124,212,78,134,92,43,49,105,50,55,200,100,100,133,59,74,145,62,83,177,88,89,127,59,68,242,105,137,177,86,91
"75세∼79세",76세,1454,675,779,63,21,42,186,80,106,150,58,92,66,32,34,88,40,48,142,73,69,117,58,59,94,52,42,128,62,66,92,53,39,205,86,119,123,60,63
"75세∼79세",77세,1210,525,685,52,18,34,175,75,100,113,36,77,64,20,44,76,36,40,98,52,46,105,55,50,94,46,48,121,56,65,84,35,49,150,58,92,78,38,40
"75세∼79세",78세,1267,550,717,59,35,24,168,70,98,118,49,69,73,31,42,75,29,46,113,57,56,84,35,49,95,46,49,115,48,67,87,35,52,163,65,98,117,50,67
"75세∼79세",79세,1266,531,735,36,10,26,179,75,104,128,42,86,59,26,33,76,32,44,115,51,64,121,51,70,81,37,44,120,59,61,79,31,48,162,72,90,110,45,65
"80세∼84세",소계,4761,1864,2897,199,79,120,659,284,375,548,162,386,231,86,145,259,104,155,376,150,226,378,147,231,308,144,164,496,202,294,322,133,189,600,218,382,385,155,230
"80세∼84세",80세,1289,560,729,52,22,30,179,91,88,135,42,93,59,18,41,80,34,46,117,48,69,123,48,75,84,48,36,130,60,70,71,34,37,154,64,90,105,51,54
"80세∼84세",81세,1080,447,633,50,24,26,139,58,81,122,37,85,53,24,29,41,20,21,95,30,65,87,35,52,81,38,43,118,55,63,74,33,41,133,57,76,87,36,51
"80세∼84세",82세,896,346,550,37,16,21,133,57,76,112,34,78,40,18,22,47,17,30,63,31,32,59,19,40,54,24,30,93,37,56,60,22,38,120,41,79,78,30,48
"80세∼84세",83세,822,293,529,31,7,24,104,37,67,95,26,69,42,15,27,46,22,24,57,24,33,67,28,39,56,24,32,89,30,59,66,23,43,104,33,71,65,24,41
"80세∼84세",84세,674,218,456,29,10,19,104,41,63,84,23,61,37,11,26,45,11,34,44,17,27,42,17,25,33,10,23,66,20,46,51,21,30,89,23,66,50,14,36
"85세∼89세",소계,2054,567,1487,79,24,55,263,68,195,272,55,217,99,27,72,105,32,73,154,52,102,150,50,100,147,49,98,182,56,126,171,47,124,266,72,194,166,35,131
"85세∼89세",85세,608,188,420,28,10,18,74,21,53,88,17,71,32,12,20,31,7,24,47,20,27,46,23,23,38,16,22,57,19,38,44,14,30,86,21,65,37,8,29
"85세∼89세",86세,473,143,330,14,5,9,58,16,42,67,16,51,22,8,14,26,10,16,36,10,26,41,14,27,35,13,22,35,12,23,29,5,24,68,23,45,42,11,31
"85세∼89세",87세,395,98,297,20,5,15,52,16,36,58,10,48,16,2,14,23,8,15,27,8,19,33,8,25,24,7,17,33,12,21,30,6,24,48,9,39,31,7,24
"85세∼89세",88세,328,78,250,7,2,5,44,7,37,31,7,24,16,1,15,14,4,10,27,6,21,18,4,14,27,9,18,30,6,24,41,12,29,41,15,26,32,5,27
"85세∼89세",89세,250,60,190,10,2,8,35,8,27,28,5,23,13,4,9,11,3,8,17,8,9,12,1,11,23,4,19,27,7,20,27,10,17,23,4,19,24,4,20
"90세∼94세",소계,588,124,464,22,3,19,82,20,62,69,10,59,23,7,16,43,9,34,53,7,46,34,5,29,34,7,27,56,9,47,54,16,38,79,26,53,39,5,34
"90세∼94세",90세,216,54,162,8,2,6,23,7,16,32,5,27,8,4,4,17,3,14,23,4,19,14,3,11,8,2,6,19,3,16,26,10,16,29,10,19,9,1,8
"90세∼94세",91세,120,21,99,6,0,6,17,2,15,10,0,10,6,0,6,11,3,8,12,2,10,6,0,6,7,1,6,9,3,6,5,0,5,21,9,12,10,1,9
"90세∼94세",92세,105,21,84,4,1,3,18,6,12,11,4,7,2,1,1,5,0,5,8,0,8,4,1,3,10,0,10,15,3,12,6,2,4,14,2,12,8,1,7
"90세∼94세",93세,88,16,72,0,0,0,18,5,13,10,1,9,4,2,2,8,2,6,6,0,6,8,1,7,3,1,2,6,0,6,10,1,9,7,2,5,8,1,7
"90세∼94세",94세,59,12,47,4,0,4,6,0,6,6,0,6,3,0,3,2,1,1,4,1,3,2,0,2,6,3,3,7,0,7,7,3,4,8,3,5,4,1,3
"95세∼99세",소계,112,9,103,6,1,5,11,0,11,15,1,14,6,1,5,9,0,9,10,0,10,9,0,9,7,0,7,10,1,9,3,0,3,18,3,15,8,2,6
"95세∼99세",95세,44,4,40,2,0,2,4,0,4,6,1,5,1,0,1,4,0,4,4,0,4,2,0,2,4,0,4,3,0,3,0,0,0,12,2,10,2,1,1
"95세∼99세",96세,29,2,27,1,0,1,2,0,2,4,0,4,2,1,1,2,0,2,2,0,2,3,0,3,1,0,1,3,0,3,2,0,2,5,1,4,2,0,2
"95세∼99세",97세,19,2,17,1,0,1,2,0,2,3,0,3,0,0,0,1,0,1,2,0,2,2,0,2,0,0,0,3,1,2,0,0,0,1,0,1,4,1,3
"95세∼99세",98세,12,1,11,1,1,0,2,0,2,0,0,0,1,0,1,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"95세∼99세",99세,8,0,8,1,0,1,1,0,1,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"100세 이상",소계,21,2,19,1,0,1,3,0,3,2,0,2,0,0,0,1,0,1,3,0,3,5,1,4,1,0,1,2,1,1,0,0,0,2,0,2,1,0,1
"0~14세",소계,17027,8727,8300,312,160,152,2268,1163,1105,347,172,175,704,349,355,1050,537,513,1424,740,684,707,370,337,1581,814,767,2002,1032,970,1031,526,505,2525,1317,1208,3076,1547,1529
"15~64세",소계,143802,74449,69353,3707,2097,1610,18983,9684,9299,5620,3080,2540,5802,3092,2710,8767,4511,4256,18006,9454,8552,8783,4899,3884,11513,5895,5618,16247,8302,7945,8825,4393,4432,19081,9672,9409,18468,9370,9098
"65세 이상",소계,42960,19368,23592,1550,696,854,6076,2779,3297,3807,1364,2443,1886,807,1079,2766,1306,1460,4074,1981,2093,3297,1503,1794,3088,1500,1588,3943,1793,2150,2787,1249,1538,5819,2622,3197,3867,1768,2099
