"연령별(1)",연령별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"연령별(1)",연령별(2),북구,북구,북구,구포1동,구포1동,구포1동,구포2동,구포2동,구포2동,구포3동,구포3동,구포3동,금곡동,금곡동,금곡동,화명1동,화명1동,화명1동,화명2동,화명2동,화명2동,화명3동,화명3동,화명3동,덕천1동,덕천1동,덕천1동,덕천2동,덕천2동,덕천2동,덕천3동,덕천3동,덕천3동,만덕1동,만덕1동,만덕1동,만덕2동,만덕2동,만덕2동,만덕3동,만덕3동,만덕3동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,278857,137274,141583,15947,7965,7982,24551,12518,12033,19051,9795,9256,36742,17735,19007,40555,19788,20767,17512,8538,8974,28938,14126,14812,11759,5780,5979,11577,5777,5800,10424,5057,5367,16601,8111,8490,26996,13226,13770,18204,8858,9346
"0세∼4세",소계,7088,3624,3464,438,222,216,466,238,228,216,115,101,703,359,344,1395,681,714,516,266,250,737,409,328,242,109,133,142,72,70,125,68,57,832,426,406,886,441,445,390,218,172
"0세∼4세",0세,1313,688,625,108,59,49,80,38,42,31,26,5,132,64,68,248,120,128,100,55,45,121,65,56,50,29,21,24,13,11,21,14,7,197,98,99,138,71,67,63,36,27
"0세∼4세",1세,1348,682,666,83,47,36,87,39,48,39,21,18,139,73,66,269,123,146,87,39,48,140,81,59,39,16,23,31,16,15,16,8,8,175,93,82,175,88,87,68,38,30
"0세∼4세",2세,1340,656,684,86,44,42,88,53,35,46,19,27,118,62,56,264,122,142,98,48,50,137,70,67,47,17,30,30,10,20,28,15,13,159,82,77,172,80,92,67,34,33
"0세∼4세",3세,1454,767,687,76,35,41,84,49,35,36,17,19,143,74,69,281,143,138,108,54,54,173,104,69,51,24,27,26,15,11,29,16,13,147,74,73,192,99,93,108,63,45
"0세∼4세",4세,1633,831,802,85,37,48,127,59,68,64,32,32,171,86,85,333,173,160,123,70,53,166,89,77,55,23,32,31,18,13,31,15,16,154,79,75,209,103,106,84,47,37
"5세∼9세",소계,10115,5224,4891,435,213,222,672,354,318,446,238,208,1071,559,512,2204,1148,1056,707,364,343,1444,716,728,229,120,109,208,113,95,228,118,110,633,324,309,1210,632,578,628,325,303
"5세∼9세",5세,1822,959,863,88,43,45,109,57,52,63,36,27,180,99,81,373,188,185,133,72,61,245,125,120,62,29,33,35,20,15,33,16,17,144,75,69,241,134,107,116,65,51
"5세∼9세",6세,2003,997,1006,113,58,55,130,68,62,83,42,41,202,94,108,455,236,219,137,67,70,269,127,142,45,27,18,48,22,26,37,20,17,126,63,63,241,117,124,117,56,61
"5세∼9세",7세,2167,1154,1013,83,39,44,144,83,61,95,53,42,229,123,106,490,263,227,173,83,90,293,152,141,43,29,14,37,24,13,52,22,30,124,70,54,268,143,125,136,70,66
"5세∼9세",8세,2055,1048,1007,84,43,41,138,69,69,83,39,44,224,115,109,462,240,222,136,69,67,319,164,155,42,17,25,43,24,19,47,30,17,120,58,62,237,124,113,120,56,64
"5세∼9세",9세,2068,1066,1002,67,30,37,151,77,74,122,68,54,236,128,108,424,221,203,128,73,55,318,148,170,37,18,19,45,23,22,59,30,29,119,58,61,223,114,109,139,78,61
"10세∼14세",소계,10711,5520,5191,351,189,162,804,410,394,631,346,285,1278,643,635,2089,1044,1045,698,365,333,1713,872,841,234,133,101,236,114,122,317,162,155,512,266,246,1190,623,567,658,353,305
"10세∼14세",10세,2216,1154,1062,82,47,35,162,88,74,117,63,54,247,112,135,439,233,206,162,84,78,325,159,166,41,18,23,50,22,28,60,37,23,113,63,50,276,153,123,142,75,67
"10세∼14세",11세,2160,1132,1028,83,40,43,166,89,77,129,73,56,269,154,115,414,215,199,139,73,66,328,166,162,44,22,22,54,24,30,67,34,33,111,63,48,228,109,119,128,70,58
"10세∼14세",12세,2122,1109,1013,75,40,35,146,69,77,130,74,56,236,124,112,418,208,210,126,70,56,354,183,171,51,32,19,53,24,29,66,30,36,86,43,43,248,136,112,133,76,57
"10세∼14세",13세,2075,1024,1051,53,30,23,161,79,82,114,57,57,250,118,132,407,184,223,142,75,67,339,163,176,48,27,21,44,21,23,60,33,27,98,50,48,216,113,103,143,74,69
"10세∼14세",14세,2138,1101,1037,58,32,26,169,85,84,141,79,62,276,135,141,411,204,207,129,63,66,367,201,166,50,34,16,35,23,12,64,28,36,104,47,57,222,112,110,112,58,54
"15세∼19세",소계,11216,5867,5349,389,174,215,825,441,384,724,399,325,1484,770,714,2126,1105,1021,709,363,346,1874,998,876,272,124,148,301,148,153,296,168,128,482,268,214,1115,574,541,619,335,284
"15세∼19세",15세,2215,1120,1095,85,34,51,149,79,70,141,70,71,293,151,142,452,213,239,135,69,66,367,196,171,59,21,38,46,21,25,58,33,25,88,57,31,233,118,115,109,58,51
"15세∼19세",16세,2064,1101,963,58,34,24,156,77,79,116,60,56,244,128,116,388,215,173,133,61,72,386,230,156,45,21,24,43,23,20,52,24,28,91,45,46,231,120,111,121,63,58
"15세∼19세",17세,2200,1164,1036,66,30,36,175,101,74,132,83,49,275,134,141,419,218,201,144,75,69,377,202,175,58,27,31,62,29,33,59,38,21,92,49,43,229,118,111,112,60,52
"15세∼19세",18세,2272,1160,1112,83,34,49,170,89,81,153,81,72,320,160,160,417,216,201,141,75,66,381,195,186,49,24,25,76,39,37,48,28,20,106,50,56,203,97,106,125,72,53
"15세∼19세",19세,2465,1322,1143,97,42,55,175,95,80,182,105,77,352,197,155,450,243,207,156,83,73,363,175,188,61,31,30,74,36,38,79,45,34,105,67,38,219,121,98,152,82,70
"20세∼24세",소계,15075,8085,6990,767,375,392,1242,693,549,1146,612,534,1865,1007,858,2551,1403,1148,1047,559,488,1913,1024,889,541,292,249,631,325,306,515,269,246,691,346,345,1282,690,592,884,490,394
"20세∼24세",20세,2440,1279,1161,113,55,58,176,98,78,164,71,93,330,178,152,445,244,201,175,88,87,354,190,164,77,44,33,76,42,34,64,33,31,132,61,71,214,118,96,120,57,63
