year,month,value
2023,1,75.0
2023,2,20.5
2023,3,62.0
2023,4,84.0
2023,5,262.5
2023,6,146.0
2023,7,480.5
2023,8,428.5
2023,9,312.0
2023,10,1.5
2023,11,41.0
2023,12,81.0
