year,month,value
2023,1,3.4
2023,2,6.4
2023,3,11.8
2023,4,14.0
2023,5,17.4
2023,6,21.8
2023,7,25.1
2023,8,26.7
2023,9,23.3
2023,10,17.3
2023,11,10.9
2023,12,5.8
