year,month,value
2023,1,3.9
2023,2,6.5
2023,3,11.8
2023,4,14.5
2023,5,17.5
2023,6,22.2
2023,7,25.2
2023,8,26.9
2023,9,23.6
2023,10,17.2
2023,11,11.4
2023,12,6.1
