year,month,value
2021,1,3.5
2021,2,7.2
2021,3,11.3
2021,4,14.7
2021,5,17.3
2021,6,21.6
2021,7,26.3
2021,8,26.0
2021,9,22.6
2021,10,18.3
2021,11,12.1
2021,12,5.9
