year,month,value
2021,1,3.5
2021,2,7.3
2021,3,11.0
2021,4,14.0
2021,5,16.8
2021,6,20.9
2021,7,25.7
2021,8,25.4
2021,9,22.1
2021,10,17.6
2021,11,11.3
2021,12,5.6
