year,month,value
2021,1,41.5
2021,2,15.5
2021,3,148.5
2021,4,94.5
2021,5,106.0
2021,6,121.0
2021,7,404.5
2021,8,405.5
2021,9,107.0
2021,10,17.5
2021,11,62.5
2021,12,3.0
