address_do,geometry,ADM_NM
중동,POINT (129.1653682 35.16232073),중1동
중동,POINT (129.1650651 35.16213038),중1동
신평동,POINT (128.9623057 35.09467774),신평2동
중동,POINT (129.1653443 35.16213966),중1동
장안읍,POINT (129.3028907 35.34049369),서생면
장안읍,POINT (129.3029174 35.34064472),서생면
장안읍,POINT (129.3027384 35.34065386),서생면
철마면,POINT (129.1232316 35.33577368),동면
강동동,POINT (128.9285118 35.22107583),불암동
철마면,POINT (129.1096704 35.30963574),동면
두구동,POINT (129.1080623 35.3077108),동면
철마면,POINT (129.115651 35.32264558),동면
두구동,POINT (129.107852 35.30759888),동면
두구동,POINT (129.1079176 35.30740008),동면
두구동,POINT (129.1074827 35.30667556),동면
노포동,POINT (129.080752 35.30405423),동면
중동,POINT (129.1691892 35.1617913),중1동
중동,POINT (129.1692737 35.16189573),중1동
중동,POINT (129.168954 35.16197434),중1동
중동,POINT (129.1676905 35.16205089),중1동
장안읍,POINT (129.3027295 35.34049989),서생면
강동동,POINT (128.9293086 35.22157219),불암동
반여동,POINT (129.1403223 35.21807008),반여1동
석대동,POINT (129.1207318 35.21819359),반송1동
우동,POINT (129.1602898 35.15982234),우1동
우동,POINT (129.1467033 35.15707349),우3동
좌동,POINT (129.1759312 35.17615191),좌1동
우동,POINT (129.1466358 35.15724801),우3동
우동,POINT (129.1443057 35.15789465),우3동
우동,POINT (129.1439777 35.15801053),우3동
우동,POINT (129.1460919 35.15529589),우3동
우동,POINT (129.1459926 35.15543249),우3동
우동,POINT (129.1458467 35.15537263),우3동
우동,POINT (129.145912 35.15523738),우3동
좌동,POINT (129.1783778 35.17373794),좌1동
우동,POINT (129.1455055 35.15756612),우3동
우동,POINT (129.1428101 35.15978252),우3동
우동,POINT (129.149212 35.15813567),우3동
우동,POINT (129.151061 35.15758578),우3동
송정동,POINT (129.2045492 35.1907793),송정동
우동,POINT (129.1579509 35.16024291),우1동
좌동,POINT (129.177984 35.17391001),좌1동
우동,POINT (129.1469244 35.15714712),우3동
우동,POINT (129.1468116 35.15735537),우3동
중동,POINT (129.1821306 35.16462595),중2동
우동,POINT (129.1482457 35.15657037),우3동
우동,POINT (129.1487749 35.15682144),우3동
우동,POINT (129.1432808 35.15593705),우3동
우동,POINT (129.1435294 35.15603577),우3동
우동,POINT (129.1434052 35.15623757),우3동
우동,POINT (129.1428334 35.15484109),우3동
우동,POINT (129.1425816 35.15470716),우3동
반여동,POINT (129.120364 35.20451475),반여1동
우동,POINT (129.1431744 35.15811872),우3동
우동,POINT (129.1433679 35.15818272),우3동
우동,POINT (129.1432282 35.15829793),우3동
우동,POINT (129.141645 35.15693595),우3동
우동,POINT (129.1440926 35.15781713),우3동
우동,POINT (129.1441947 35.15809411),우3동
우동,POINT (129.1470581 35.15488504),우3동
우동,POINT (129.147124 35.15511965),우3동
우동,POINT (129.1456586 35.15456249),우3동
우동,POINT (129.1446651 35.15570788),우3동
중동,POINT (129.1764592 35.16124075),중2동
반여동,POINT (129.1124174 35.20456976),반여4동
반여동,POINT (129.1125204 35.20447112),반여4동
반여동,POINT (129.1257585 35.20505799),반여1동
반여동,POINT (129.1167327 35.20284991),반여4동
반여동,POINT (129.1162941 35.20237242),반여4동
반여동,POINT (129.1162736 35.20220163),반여4동
반여동,POINT (129.1160641 35.20432771),반여4동
반여동,POINT (129.1174281 35.20389753),반여4동
반여동,POINT (129.1179983 35.19807781),반여1동
반여동,POINT (129.1189938 35.1995214),반여1동
좌동,POINT (129.180189 35.16768935),좌2동
반여동,POINT (129.1186528 35.19747576),반여1동
반여동,POINT (129.1188228 35.19744847),반여1동
중동,POINT (129.1659829 35.16067179),중1동
반여동,POINT (129.1178603 35.19804657),반여1동
반여동,POINT (129.1180166 35.19796701),반여1동
반여동,POINT (129.1178811 35.19793362),반여1동
반여동,POINT (129.1181259 35.19803278),반여1동
중동,POINT (129.1659289 35.16083078),중1동
반여동,POINT (129.1185031 35.19618878),반여1동
우동,POINT (129.1447534 35.15941403),우3동
우동,POINT (129.1475143 35.15896081),우3동
우동,POINT (129.1473692 35.15866217),우3동
재송동,POINT (129.1293751 35.19307525),재송2동
재송동,POINT (129.1262239 35.18453069),재송1동
반여동,POINT (129.1290688 35.19489258),반여2동
반여동,POINT (129.1306827 35.19475997),반여2동
반여동,POINT (129.1188231 35.19943358),반여1동
우동,POINT (129.1575064 35.16573963),우1동
중동,POINT (129.177415 35.16673634),좌2동
중동,POINT (129.1703897 35.17299384),좌3동
중동,POINT (129.1703285 35.17311395),좌3동
좌동,POINT (129.169098 35.17335553),좌3동
좌동,POINT (129.1722507 35.17403314),좌3동
좌동,POINT (129.1726736 35.17422746),좌1동
좌동,POINT (129.1753363 35.17457564),좌1동
좌동,POINT (129.1675279 35.17366103),좌3동
우동,POINT (129.140133 35.17098636),우2동
중동,POINT (129.1687269 35.16668533),중1동
중동,POINT (129.1710749 35.16672091),중1동
중동,POINT (129.1711738 35.16660512),중1동
반여동,POINT (129.1224348 35.20396654),반여1동
좌동,POINT (129.1749596 35.17812822),좌4동
재송동,POINT (129.1270937 35.17531287),재송1동
우동,POINT (129.1301021 35.17376728),우2동
우동,POINT (129.1398944 35.16496077),우2동
재송동,POINT (129.1265036 35.18302434),재송1동
재송동,POINT (129.1266686 35.18847002),재송2동
좌동,POINT (129.1846789 35.16585493),좌2동
좌동,POINT (129.1839758 35.16642083),좌2동
반여동,POINT (129.1227849 35.19898063),반여1동
우동,POINT (129.1449017 35.15966545),우3동
반여동,POINT (129.118342 35.19607617),반여1동
송정동,POINT (129.2041519 35.18226668),송정동
우동,POINT (129.1389034 35.1693221),우2동
재송동,POINT (129.1248232 35.17816698),재송1동
우동,POINT (129.1424743 35.16145899),우3동
중동,POINT (129.1637709 35.16082932),중1동
중동,POINT (129.1638358 35.16133804),중1동
중동,POINT (129.1650886 35.16234502),중1동
반송동,POINT (129.1572947 35.23059007),반송2동
반송동,POINT (129.157522 35.23058018),반송2동
좌동,POINT (129.175318 35.17017549),좌1동
반송동,POINT (129.1564614 35.23001217),반송2동
반송동,POINT (129.1567525 35.23011708),반송2동
반송동,POINT (129.1596408 35.22955542),반송2동
반송동,POINT (129.1596815 35.22942814),반송2동
우동,POINT (129.1630525 35.16614985),우1동
우동,POINT (129.1602212 35.16421049),우1동
재송동,POINT (129.1278021 35.19503956),반여2동
반여동,POINT (129.1302977 35.19475174),반여2동
반여동,POINT (129.1229283 35.20772728),반여1동
반여동,POINT (129.1237958 35.20885361),반여1동
반송동,POINT (129.148276 35.22534359),반송1동
반송동,POINT (129.1472773 35.22551087),반송1동
재송동,POINT (129.1253265 35.19438084),반여2동
중동,POINT (129.1779091 35.16255075),중2동
좌동,POINT (129.1809726 35.1734543),좌4동
중동,POINT (129.1763212 35.16842432),좌2동
중동,POINT (129.1777741 35.16696283),좌2동
중동,POINT (129.16727 35.16793422),좌3동
좌동,POINT (129.1738559 35.17478453),좌1동
좌동,POINT (129.175642 35.17469687),좌1동
좌동,POINT (129.1752746 35.17482571),좌1동
좌동,POINT (129.1754854 35.1749666),좌1동
반여동,POINT (129.1255496 35.21068701),반여1동
좌동,POINT (129.1793407 35.17583025),좌1동
재송동,POINT (129.1232007 35.19301265),재송2동
중동,POINT (129.1714293 35.16689049),중1동
좌동,POINT (129.179171 35.17607659),좌1동
우동,POINT (129.1434367 35.16479499),우2동
반여동,POINT (129.1235694 35.19725973),반여1동
반여동,POINT (129.1236081 35.19738364),반여1동
반송동,POINT (129.1485595 35.22740794),반송1동
우동,POINT (129.129661 35.16989347),우2동
우동,POINT (129.1293988 35.16999104),우2동
좌동,POINT (129.1800467 35.16763973),좌2동
좌동,POINT (129.180919 35.16741654),좌2동
반송동,POINT (129.1526878 35.22978419),반송2동
우동,POINT (129.1567513 35.16404719),우1동
반여동,POINT (129.1237034 35.20187223),반여1동
반여동,POINT (129.1204034 35.20437442),반여1동
재송동,POINT (129.1268235 35.17997363),재송1동
우동,POINT (129.1332903 35.16610152),우2동
좌동,POINT (129.1826499 35.16695542),좌2동
좌동,POINT (129.182126 35.1671122),좌2동
재송동,POINT (129.1205787 35.19183606),재송2동
재송동,POINT (129.12065 35.19171742),재송2동
재송동,POINT (129.1201807 35.18075252),재송1동
우동,POINT (129.1334225 35.1716845),우2동
우동,POINT (129.1625864 35.1700523),우1동
석대동,POINT (129.1446527 35.22134246),반송1동
석대동,POINT (129.1444908 35.22132698),반송1동
좌동,POINT (129.1793705 35.16771154),좌2동
좌동,POINT (129.1794437 35.16787373),좌2동
좌동,POINT (129.1766293 35.16856852),좌2동
화명동,POINT (129.012293 35.22894977),화명3동
좌동,POINT (129.1758617 35.17298029),좌1동
좌동,POINT (129.1761179 35.1726139),좌1동
중동,POINT (129.1669596 35.16774554),중1동
중동,POINT (129.1681435 35.16875117),좌3동
중동,POINT (129.1694449 35.17041779),좌3동
좌동,POINT (129.1700893 35.17197854),좌3동
좌동,POINT (129.1748191 35.1777938),좌1동
좌동,POINT (129.1763899 35.17736974),좌1동
좌동,POINT (129.1765435 35.17776205),좌4동
좌동,POINT (129.1743514 35.17654785),좌1동
반여동,POINT (129.1227332 35.21332208),반여1동
좌동,POINT (129.1756359 35.17991526),좌4동
좌동,POINT (129.177308 35.17978698),좌4동
좌동,POINT (129.1696306 35.1779851),좌4동
좌동,POINT (129.1783527 35.17039098),좌1동
석대동,POINT (129.1206318 35.21807013),반송1동
재송동,POINT (129.1211769 35.18104515),재송1동
재송동,POINT (129.1212653 35.18130478),재송1동
재송동,POINT (129.1271026 35.17548591),재송1동
재송동,POINT (129.1273834 35.17530739),우2동
송정동,POINT (129.1995953 35.18164261),송정동
송정동,POINT (129.2003211 35.18275088),송정동
중동,POINT (129.1823376 35.16473649),중2동
우동,POINT (129.1301246 35.17394209),우2동
우동,POINT (129.1303571 35.17373855),우2동
반송동,POINT (129.1485607 35.22984925),반송1동
우동,POINT (129.1335412 35.16778689),우2동
우동,POINT (129.1337188 35.16755678),우2동
중동,POINT (129.1668896 35.16213724),중1동
우동,POINT (129.131416 35.17250567),우2동
우동,POINT (129.1313887 35.17227715),우2동
우동,POINT (129.1316078 35.17223562),우2동
우동,POINT (129.1316393 35.17240777),우2동
재송동,POINT (129.1264092 35.18830412),재송2동
재송동,POINT (129.1266248 35.18866772),재송2동
우동,POINT (129.1336495 35.16600049),우2동
중동,POINT (129.1689126 35.16527167),중1동
반송동,POINT (129.1494704 35.23009692),반송1동
반송동,POINT (129.1504487 35.2304817),반송2동
우동,POINT (129.1545942 35.15852204),우1동
우동,POINT (129.1561997 35.15851943),우1동
우동,POINT (129.143411 35.15996697),우3동
재송동,POINT (129.1182895 35.18454925),재송1동
재송동,POINT (129.1181124 35.18434861),재송1동
재송동,POINT (129.1184393 35.18418927),재송1동
좌천동,POINT (129.0547436 35.12631775),범일5동
재송동,POINT (129.1186097 35.18443261),재송1동
재송동,POINT (129.1294447 35.19323212),재송2동
반송동,POINT (129.1563984 35.23420869),반송2동
송정동,POINT (129.2044023 35.19100079),송정동
반여동,POINT (129.1268791 35.21248407),반여1동
반송동,POINT (129.1466218 35.2275318),반송1동
좌동,POINT (129.1837868 35.17434661),좌4동
우동,POINT (129.1418087 35.16336227),우2동
반여동,POINT (129.1277521 35.21995897),반송1동
우동,POINT (129.1364019 35.16326191),우2동
중동,POINT (129.1742063 35.16815768),중1동
재송동,POINT (129.1171438 35.18722407),재송1동
우동,POINT (129.1312357 35.17062668),우2동
재송동,POINT (129.1254679 35.17744727),재송1동
재송동,POINT (129.1254724 35.17719829),재송1동
재송동,POINT (129.1257805 35.17708407),재송1동
재송동,POINT (129.1257786 35.17736079),재송1동
반여동,POINT (129.1247294 35.21679489),반여1동
재송동,POINT (129.1232044 35.18356972),재송1동
반여동,POINT (129.1160106 35.19402413),반여1동
재송동,POINT (129.1224162 35.17913144),재송1동
재송동,POINT (129.122562 35.17920895),재송1동
우동,POINT (129.1608581 35.16123873),우1동
우동,POINT (129.1611853 35.16084676),중1동
우동,POINT (129.1313177 35.16658493),우2동
우동,POINT (129.1323868 35.16702968),우2동
우동,POINT (129.1326644 35.16714963),우2동
우동,POINT (129.1323656 35.17128655),우2동
우동,POINT (129.1325772 35.17104331),우2동
우동,POINT (129.1275653 35.17220691),우2동
우동,POINT (129.1275732 35.17236759),우2동
우동,POINT (129.1272936 35.17243545),우2동
우동,POINT (129.128913 35.17330101),우2동
우동,POINT (129.1288441 35.17307038),우2동
우동,POINT (129.1291833 35.17310653),우2동
우동,POINT (129.1292937 35.173313),우2동
재송동,POINT (129.1258171 35.17463151),재송1동
재송동,POINT (129.1261639 35.17465878),우2동
재송동,POINT (129.1262615 35.17487392),재송1동
재송동,POINT (129.1220537 35.18195437),재송1동
재송동,POINT (129.1220259 35.18171606),재송1동
재송동,POINT (129.1222739 35.1816336),재송1동
재송동,POINT (129.1222842 35.18185982),재송1동
재송동,POINT (129.1231927 35.18024581),재송1동
좌천동,POINT (129.0548216 35.12671329),범일5동
중동,POINT (129.1692288 35.16775103),중1동
중동,POINT (129.1713761 35.16959658),중1동
중동,POINT (129.172319 35.17039058),중1동
중동,POINT (129.1765667 35.16835123),좌2동
우동,POINT (129.1288298 35.17070548),우2동
우동,POINT (129.1285916 35.17078019),우2동
우동,POINT (129.1288397 35.17089942),우2동
우동,POINT (129.1279727 35.16897504),우2동
우동,POINT (129.1271306 35.16996965),우2동
우동,POINT (129.1268373 35.17001563),우2동
우동,POINT (129.127069 35.16975394),우2동
우동,POINT (129.127683 35.16901291),우2동
우동,POINT (129.1279047 35.16880543),우2동
재송동,POINT (129.1241862 35.17365936),우2동
재송동,POINT (129.1238642 35.17380501),재송1동
재송동,POINT (129.1240586 35.17361794),우2동
재송동,POINT (129.1241017 35.17373683),재송1동
우동,POINT (129.1302165 35.17188901),우2동
우동,POINT (129.1301382 35.17161356),우2동
우동,POINT (129.1304445 35.17159998),우2동
우동,POINT (129.1305735 35.17183381),우2동
재송동,POINT (129.1244304 35.17693653),재송1동
재송동,POINT (129.1242203 35.1768012),재송1동
재송동,POINT (129.1245504 35.17635399),재송1동
재송동,POINT (129.1247179 35.1765089),재송1동
재송동,POINT (129.1247328 35.17679748),재송1동
우동,POINT (129.1313303 35.17479922),우2동
반여동,POINT (129.1227806 35.19763259),반여1동
반여동,POINT (129.1227053 35.19769111),반여1동
반여동,POINT (129.1226067 35.19768021),반여1동
반여동,POINT (129.1227491 35.19750849),반여1동
반여동,POINT (129.1228415 35.19755989),반여1동
반여동,POINT (129.1229695 35.19756901),반여1동
반여동,POINT (129.1227937 35.19776896),반여1동
우동,POINT (129.1321483 35.16947749),우2동
우동,POINT (129.1325489 35.16904264),우2동
우동,POINT (129.1337608 35.17003639),우2동
우동,POINT (129.1333339 35.17013921),우2동
반여동,POINT (129.1228949 35.19888066),반여1동
반여동,POINT (129.1229295 35.19905072),반여1동
반여동,POINT (129.1231305 35.2001025),반여1동
반여동,POINT (129.1231693 35.20032415),반여1동
반여동,POINT (129.1242827 35.20339041),반여1동
반여동,POINT (129.1243917 35.20329302),반여1동
반여동,POINT (129.1243896 35.20318209),반여1동
반여동,POINT (129.1245678 35.2033426),반여1동
반여동,POINT (129.1245521 35.20344917),반여1동
반여동,POINT (129.1244784 35.20335303),반여1동
반여동,POINT (129.1202268 35.19516482),반여1동
반여동,POINT (129.1212824 35.19590117),반여1동
반여동,POINT (129.1210939 35.19586741),반여1동
반여동,POINT (129.118554 35.19406404),반여1동
반여동,POINT (129.1190392 35.19437894),반여1동
우동,POINT (129.1343985 35.16670742),우2동
우동,POINT (129.1347988 35.16660523),우2동
우동,POINT (129.1359882 35.1672443),우2동
석대동,POINT (129.1385596 35.21967807),반송1동
반여동,POINT (129.1229587 35.21320386),반여1동
송정동,POINT (129.2025174 35.18696444),송정동
우동,POINT (129.1502517 35.15965004),우1동
중동,POINT (129.1675524 35.16718716),중1동
중동,POINT (129.1683327 35.16607646),중1동
반여동,POINT (129.1245772 35.21534774),반여1동
반여동,POINT (129.1247377 35.21511635),반여1동
반여동,POINT (129.1244053 35.21300342),반여1동
반여동,POINT (129.1247529 35.2130976),반여1동
중동,POINT (129.1802553 35.16466158),좌2동
중동,POINT (129.1803213 35.16437615),좌2동
중동,POINT (129.1806162 35.16474364),좌2동
재송동,POINT (129.1255673 35.18718075),재송1동
송정동,POINT (129.2059402 35.19750913),기장읍
반여동,POINT (129.1207819 35.21334386),반여1동
반여동,POINT (129.1210065 35.21327192),반여1동
반여동,POINT (129.121785 35.20967902),반여1동
안락동,POINT (129.1166498 35.20028094),반여1동
우동,POINT (129.1614072 35.16502099),우1동
재송동,POINT (129.1279468 35.19136544),재송2동
재송동,POINT (129.1280998 35.19171553),재송2동
좌동,POINT (129.1679517 35.18018477),좌4동
좌동,POINT (129.1677709 35.18007683),좌4동
좌동,POINT (129.1680439 35.17953184),좌3동
좌동,POINT (129.1764539 35.17756934),좌1동
좌동,POINT (129.1762657 35.17761537),좌1동
좌동,POINT (129.1763773 35.17750457),좌1동
좌동,POINT (129.1767684 35.17750307),좌1동
좌동,POINT (129.1765475 35.17760595),좌4동
좌동,POINT (129.1748262 35.178016),좌4동
좌동,POINT (129.174725 35.17798794),좌1동
좌동,POINT (129.1748855 35.17789893),좌1동
좌동,POINT (129.1750122 35.17794204),좌4동
좌동,POINT (129.1748754 35.17797563),좌4동
좌동,POINT (129.1704319 35.17670821),좌3동
좌동,POINT (129.1707651 35.17665305),좌1동
좌동,POINT (129.1703802 35.17644876),좌3동
좌동,POINT (129.170676 35.17639215),좌3동
좌동,POINT (129.1718307 35.17719093),좌1동
좌동,POINT (129.1681048 35.17510687),좌3동
좌동,POINT (129.1683263 35.17530923),좌3동
좌동,POINT (129.1673148 35.17357409),좌3동
좌동,POINT (129.1673698 35.17384455),좌3동
좌동,POINT (129.1669607 35.17232085),좌3동
좌동,POINT (129.1664784 35.17056888),좌3동
좌동,POINT (129.1664858 35.16940511),좌3동
좌동,POINT (129.1723075 35.17427014),좌1동
좌동,POINT (129.1725612 35.17391778),좌1동
중동,POINT (129.1670355 35.16796762),좌3동
좌동,POINT (129.1827872 35.17597807),좌4동
좌동,POINT (129.1831788 35.17592084),좌4동
좌동,POINT (129.1832489 35.17615082),좌4동
좌동,POINT (129.1799503 35.17491726),좌1동
좌동,POINT (129.1798705 35.17462528),좌1동
좌동,POINT (129.1802276 35.17455406),좌4동
좌동,POINT (129.1803175 35.17483082),좌4동
좌동,POINT (129.1778156 35.17363843),좌1동
좌동,POINT (129.175777 35.17271403),좌1동
좌동,POINT (129.1761851 35.17290013),좌1동
좌동,POINT (129.1769844 35.1732669),좌1동
중동,POINT (129.1739737 35.17207975),좌1동
중동,POINT (129.1737886 35.17188946),좌1동
중동,POINT (129.1738903 35.17173832),좌1동
중동,POINT (129.1742613 35.1717),좌1동
중동,POINT (129.1743605 35.17206861),좌1동
좌동,POINT (129.1819549 35.1720437),좌2동
좌동,POINT (129.1817151 35.17237663),좌4동
좌동,POINT (129.1816504 35.17211818),좌1동
좌동,POINT (129.1825404 35.17100809),좌2동
좌동,POINT (129.1820218 35.17228706),좌4동
좌동,POINT (129.1757595 35.16954879),좌1동
좌동,POINT (129.1756839 35.16927761),좌1동
좌동,POINT (129.1759551 35.1692254),좌2동
좌동,POINT (129.1760116 35.16949384),좌1동
중동,POINT (129.171624 35.1661699),중1동
중동,POINT (129.1718937 35.16637958),중1동
중동,POINT (129.1693402 35.16465765),중1동
중동,POINT (129.1695788 35.16431718),중1동
중동,POINT (129.1774937 35.16699944),좌2동
중동,POINT (129.1776889 35.16671757),좌2동
좌동,POINT (129.179103 35.16529258),좌2동
중동,POINT (129.1705434 35.16296858),중1동
좌동,POINT (129.1828269 35.16819815),좌2동
좌동,POINT (129.182921 35.16920756),좌2동
좌동,POINT (129.1822911 35.16686635),좌2동
좌동,POINT (129.1824461 35.16722822),좌2동
중동,POINT (129.1780201 35.16270473),좌2동
중동,POINT (129.1792122 35.16339001),좌2동
중동,POINT (129.1758853 35.16225512),중1동
중동,POINT (129.1731064 35.16176779),중1동
중동,POINT (129.1737861 35.16173692),중1동
중동,POINT (129.1715607 35.1615286),중1동
중동,POINT (129.1714177 35.16128049),중1동
중동,POINT (129.1720187 35.16146284),중1동
석대동,POINT (129.1439985 35.22168969),반송1동
송정동,POINT (129.2054247 35.19518967),송정동
반송동,POINT (129.1594237 35.23585554),철마면
반송동,POINT (129.1532845 35.23213711),반송2동
반송동,POINT (129.1543899 35.23277926),반송2동
반송동,POINT (129.1517135 35.23122935),반송2동
석대동,POINT (129.1458408 35.22396388),반송1동
반여동,POINT (129.1314953 35.20000095),반여3동
반여동,POINT (129.1312985 35.19883828),반여3동
반여동,POINT (129.1310604 35.19746227),반여2동
반여동,POINT (129.130834 35.19616516),반여2동
재송동,POINT (129.1305457 35.19451651),반여2동
반여동,POINT (129.1306591 35.195129),반여2동
재송동,POINT (129.1253926 35.18572341),재송1동
재송동,POINT (129.1255484 35.18617454),재송1동
우동,POINT (129.1602447 35.16438011),우1동
우동,POINT (129.1627369 35.16578336),우1동
송정동,POINT (129.2030563 35.18286524),송정동
송정동,POINT (129.2012047 35.18409312),송정동
송정동,POINT (129.2012864 35.18385498),송정동
좌동,POINT (129.1776433 35.17046788),좌1동
좌동,POINT (129.1776706 35.17033209),좌1동
좌동,POINT (129.177762 35.17031508),좌1동
좌동,POINT (129.177584 35.17022448),좌1동
좌동,POINT (129.1778523 35.17026564),좌1동
좌동,POINT (129.1778743 35.17015048),좌2동
좌동,POINT (129.178397 35.17060481),좌1동
좌동,POINT (129.1779072 35.17037333),좌1동
송정동,POINT (129.2038558 35.18979917),송정동
우동,POINT (129.1583466 35.15913787),우1동
우동,POINT (129.140745 35.16699585),우2동
중동,POINT (129.1636645 35.16107056),중1동
우동,POINT (129.1602782 35.15953312),중1동
우동,POINT (129.1607341 35.15958514),중1동
중동,POINT (129.1618425 35.15974145),중1동
중동,POINT (129.1621901 35.15989877),중1동
중동,POINT (129.1619316 35.15997313),중1동
우동,POINT (129.1512364 35.15776038),우3동
우동,POINT (129.1520684 35.15799291),우1동
우동,POINT (129.1523246 35.15804658),우1동
우동,POINT (129.1521109 35.15813382),우1동
우동,POINT (129.1490657 35.15834207),우3동
우동,POINT (129.1494778 35.15824057),우3동
우동,POINT (129.1472639 35.1588559),우3동
우동,POINT (129.147657 35.1587531),우3동
우동,POINT (129.1450745 35.15949005),우3동
우동,POINT (129.141924 35.16083541),우3동
우동,POINT (129.1401552 35.16236649),우2동
우동,POINT (129.1405138 35.16206131),우3동
우동,POINT (129.1313656 35.16482351),우2동
우동,POINT (129.1318036 35.16402198),우2동
우동,POINT (129.1331098 35.16318289),우2동
우동,POINT (129.1329397 35.16350644),우2동
우동,POINT (129.1289029 35.16758419),우2동
우동,POINT (129.128903 35.1672903),우2동
우동,POINT (129.1292273 35.16718669),우2동
우동,POINT (129.1291994 35.1675178),우2동
우동,POINT (129.1584247 35.16339398),우1동
우동,POINT (129.158929 35.16352854),우1동
우동,POINT (129.1563237 35.16220307),우1동
우동,POINT (129.1512685 35.16009542),우1동
우동,POINT (129.1541402 35.16089393),우1동
우동,POINT (129.1539298 35.16093303),우1동
우동,POINT (129.1542571 35.16106353),우1동
우동,POINT (129.1493554 35.1606757),우1동
우동,POINT (129.144506 35.16316205),우1동
우동,POINT (129.1385052 35.16882017),우2동
우동,POINT (129.1388771 35.16843784),우2동
우동,POINT (129.1387518 35.16857242),우2동
우동,POINT (129.1351891 35.17111873),우2동
우동,POINT (129.135274 35.17088204),우2동
우동,POINT (129.1324945 35.17276373),우2동
우동,POINT (129.1321893 35.17273593),우2동
우동,POINT (129.1333966 35.17198945),우2동
재송동,POINT (129.1260806 35.17909173),재송1동
재송동,POINT (129.1268159 35.17791133),재송1동
재송동,POINT (129.1269507 35.17775218),재송1동
재송동,POINT (129.1222272 35.18307497),재송1동
재송동,POINT (129.1219748 35.18313574),재송1동
재송동,POINT (129.1229067 35.18193759),재송1동
재송동,POINT (129.1208681 35.18456432),재송1동
재송동,POINT (129.1209598 35.18545396),재송1동
재송동,POINT (129.1208435 35.18800878),재송2동
재송동,POINT (129.1203811 35.19022755),재송2동
반여동,POINT (129.1177673 35.19348722),반여1동
반여동,POINT (129.1180001 35.19360704),반여1동
반여동,POINT (129.1298523 35.21997947),반송1동
석대동,POINT (129.1247373 35.21876879),반송1동
석대동,POINT (129.124841 35.21903465),반송1동
석대동,POINT (129.1191849 35.21774327),반송1동
석대동,POINT (129.1193024 35.21748484),반송1동
석대동,POINT (129.1194092 35.2176894),반송1동
금곡동,POINT (129.0130703 35.24507514),화명2동
금곡동,POINT (129.0147446 35.25814444),금곡동
금곡동,POINT (129.0137672 35.25477543),금곡동
금곡동,POINT (129.0164448 35.26218587),금곡동
금곡동,POINT (129.0162382 35.26201735),금곡동
금곡동,POINT (129.0164183 35.26186654),금곡동
금곡동,POINT (129.0166486 35.26199676),금곡동
화명동,POINT (129.0070042 35.21954968),덕천2동
금곡동,POINT (129.0164938 35.26285046),금곡동
화명동,POINT (129.017736 35.23295992),화명1동
화명동,POINT (129.0178246 35.23312523),화명1동
화명동,POINT (129.0177004 35.23306056),화명1동
화명동,POINT (129.0092737 35.21752195),덕천2동
화명동,POINT (129.0140212 35.22448529),화명1동
덕천동,POINT (129.015914 35.21287689),덕천1동
만덕동,POINT (129.0365358 35.21314447),만덕1동
금곡동,POINT (129.0147331 35.24927239),금곡동
금곡동,POINT (129.0145527 35.24940222),금곡동
금곡동,POINT (129.0118094 35.25665904),금곡동
화명동,POINT (129.0190247 35.23473285),화명1동
화명동,POINT (129.0120231 35.23387703),화명3동
화명동,POINT (129.0118608 35.23404759),화명3동
화명동,POINT (129.0123658 35.23531845),화명3동
금곡동,POINT (129.0137735 35.25625966),금곡동
화명동,POINT (129.0123519 35.23573912),화명3동
화명동,POINT (129.0104743 35.23421479),화명3동
화명동,POINT (129.0109997 35.23415088),화명3동
화명동,POINT (129.0093914 35.234188),화명3동
화명동,POINT (129.0096046 35.23432033),화명3동
화명동,POINT (129.009236 35.23436477),화명3동
화명동,POINT (129.0094468 35.23450071),화명3동
금곡동,POINT (129.0135324 35.25650166),금곡동
덕천동,POINT (129.0186138 35.21328752),덕천1동
덕천동,POINT (129.0217524 35.21338172),덕천1동
금곡동,POINT (129.0139032 35.25667321),금곡동
덕천동,POINT (129.005045 35.21127101),덕천2동
화명동,POINT (129.0142079 35.23880489),화명2동
금곡동,POINT (129.0141795 35.25147233),금곡동
금곡동,POINT (129.0147041 35.26234437),금곡동
금곡동,POINT (129.0176017 35.26767757),금곡동
덕천동,POINT (129.0099255 35.21247767),덕천2동
금곡동,POINT (129.014001 35.25161679),금곡동
만덕동,POINT (129.025831 35.21232786),만덕3동
만덕동,POINT (129.0348964 35.20970824),만덕2동
금곡동,POINT (129.0141221 35.25183003),금곡동
만덕동,POINT (129.0375035 35.20964051),만덕2동
만덕동,POINT (129.0299215 35.21412052),만덕1동
덕천동,POINT (129.0140658 35.21350303),덕천1동
덕천동,POINT (129.0141386 35.21361245),덕천1동
덕천동,POINT (129.0129372 35.21314486),덕천1동
덕천동,POINT (129.01283 35.21320955),덕천1동
덕천동,POINT (129.0205017 35.21088186),덕천3동
덕천동,POINT (129.0191321 35.21422968),덕천1동
만덕동,POINT (129.0347425 35.2142503),만덕1동
만덕동,POINT (129.0316614 35.21429988),만덕1동
덕천동,POINT (129.0117831 35.21294659),덕천1동
덕천동,POINT (129.0115577 35.21288369),덕천1동
만덕동,POINT (129.0291386 35.21166269),만덕3동
덕천동,POINT (129.0064049 35.21160994),덕천2동
덕천동,POINT (129.006641 35.21166048),덕천2동
덕천동,POINT (129.0076186 35.21190429),덕천2동
