address_do,geometry,ADM_NM
장안읍,POINT (129.2753376 35.33684383),장안읍
장안읍,POINT (129.2796486 35.33208035),장안읍
기장읍,POINT (129.2089562 35.24971737),기장읍
철마면,POINT (129.1798233 35.24644598),철마면
정관읍,POINT (129.2082929 35.32063),정관읍
정관읍,POINT (129.2008479 35.31946222),정관읍
장안읍,POINT (129.2616063 35.3400276),장안읍
장안읍,POINT (129.2593443 35.34099769),장안읍
장안읍,POINT (129.2595825 35.34103985),장안읍
장안읍,POINT (129.2565594 35.34857364),장안읍
장안읍,POINT (129.2564081 35.34850312),장안읍
장안읍,POINT (129.2565551 35.3483839),장안읍
장안읍,POINT (129.2567275 35.34843732),장안읍
장안읍,POINT (129.255266 35.35202536),장안읍
일광면,POINT (129.258834 35.29701683),일광읍
일광면,POINT (129.2277514 35.2608355),일광읍
일광면,POINT (129.2316656 35.2625768),일광읍
일광면,POINT (129.2322856 35.26301895),일광읍
장안읍,POINT (129.2620538 35.32672958),장안읍
장안읍,POINT (129.2619952 35.32647909),장안읍
장안읍,POINT (129.2623056 35.32643521),장안읍
장안읍,POINT (129.2623553 35.32667842),장안읍
장안읍,POINT (129.2611691 35.32784417),장안읍
장안읍,POINT (129.2611018 35.32760621),장안읍
장안읍,POINT (129.2614057 35.32756418),장안읍
장안읍,POINT (129.2614635 35.32779325),장안읍
장안읍,POINT (129.2602821 35.3289785),장안읍
장안읍,POINT (129.2602192 35.32873381),장안읍
장안읍,POINT (129.260517 35.32871536),장안읍
장안읍,POINT (129.2606036 35.32892795),장안읍
장안읍,POINT (129.2584861 35.33300386),장안읍
장안읍,POINT (129.2585032 35.33649124),장안읍
장안읍,POINT (129.2585257 35.33894074),장안읍
장안읍,POINT (129.2592656 35.31682433),장안읍
장안읍,POINT (129.2603983 35.31618715),장안읍
장안읍,POINT (129.2557349 35.38506012),온양읍
장안읍,POINT (129.283008 35.32975167),장안읍
장안읍,POINT (129.2502338 35.34115971),장안읍
장안읍,POINT (129.2400945 35.31854897),장안읍
장안읍,POINT (129.2402342 35.31825141),장안읍
장안읍,POINT (129.2405414 35.31830747),장안읍
장안읍,POINT (129.2404074 35.31856816),장안읍
장안읍,POINT (129.2423064 35.32249207),장안읍
일광면,POINT (129.258289 35.29913454),일광읍
일광면,POINT (129.2585425 35.29829337),일광읍
일광면,POINT (129.2297302 35.27013465),일광읍
일광면,POINT (129.2328429 35.2637913),일광읍
일광면,POINT (129.2330819 35.26456488),일광읍
일광면,POINT (129.233348 35.26541363),일광읍
일광면,POINT (129.2404887 35.30579489),일광읍
일광면,POINT (129.2403985 35.30905153),일광읍
일광면,POINT (129.2368518 35.29531149),일광읍
일광면,POINT (129.2313546 35.27477436),일광읍
일광면,POINT (129.2316642 35.27478943),일광읍
일광면,POINT (129.2315766 35.2745624),일광읍
일광면,POINT (129.2327229 35.27971371),일광읍
일광면,POINT (129.2303471 35.27426641),일광읍
일광면,POINT (129.2336954 35.26665868),일광읍
일광면,POINT (129.2336069 35.26630811),일광읍
정관읍,POINT (129.1768149 35.32668024),정관읍
정관읍,POINT (129.1366405 35.35302021),정관읍
정관읍,POINT (129.1404238 35.35798761),정관읍
정관읍,POINT (129.1403265 35.35782682),정관읍
정관읍,POINT (129.140599 35.35762309),정관읍
정관읍,POINT (129.1409832 35.35774267),정관읍
정관읍,POINT (129.1408266 35.35796302),정관읍
정관읍,POINT (129.1483804 35.35525464),정관읍
정관읍,POINT (129.1483349 35.35507342),정관읍
정관읍,POINT (129.1485908 35.35535775),정관읍
정관읍,POINT (129.1583721 35.35052639),정관읍
정관읍,POINT (129.2148156 35.32218906),정관읍
정관읍,POINT (129.1845287 35.31697457),정관읍
정관읍,POINT (129.1843911 35.31680641),정관읍
정관읍,POINT (129.1845745 35.31667811),정관읍
정관읍,POINT (129.1847073 35.31685561),정관읍
정관읍,POINT (129.1921734 35.31811945),정관읍
정관읍,POINT (129.1920663 35.31795162),정관읍
정관읍,POINT (129.1922563 35.31781879),정관읍
정관읍,POINT (129.1924064 35.31798904),정관읍
정관읍,POINT (129.1975103 35.31890412),정관읍
정관읍,POINT (129.1973566 35.31874277),정관읍
정관읍,POINT (129.1975391 35.31861793),정관읍
정관읍,POINT (129.1976983 35.31880015),정관읍
정관읍,POINT (129.2006239 35.31954826),정관읍
정관읍,POINT (129.2009092 35.31968398),정관읍
정관읍,POINT (129.2081115 35.32077181),정관읍
정관읍,POINT (129.2084899 35.32077574),정관읍
정관읍,POINT (129.210638 35.32081399),정관읍
정관읍,POINT (129.1870486 35.31967495),정관읍
정관읍,POINT (129.1906627 35.32332911),정관읍
정관읍,POINT (129.1891259 35.32462985),정관읍
정관읍,POINT (129.1888605 35.32462831),정관읍
정관읍,POINT (129.1965059 35.323202),정관읍
정관읍,POINT (129.1938267 35.3224279),정관읍
정관읍,POINT (129.1911945 35.32149276),정관읍
정관읍,POINT (129.1910187 35.32161879),정관읍
정관읍,POINT (129.1912827 35.3216831),정관읍
정관읍,POINT (129.1911154 35.32180355),정관읍
정관읍,POINT (129.1924299 35.32202072),정관읍
정관읍,POINT (129.1916537 35.32003673),정관읍
정관읍,POINT (129.1913704 35.32029764),정관읍
정관읍,POINT (129.1915225 35.32037097),정관읍
정관읍,POINT (129.1918032 35.32011724),정관읍
정관읍,POINT (129.1890564 35.32085596),정관읍
정관읍,POINT (129.188839 35.32089621),정관읍
정관읍,POINT (129.1888673 35.32073852),정관읍
정관읍,POINT (129.1891089 35.32068662),정관읍
정관읍,POINT (129.185262 35.32375882),정관읍
정관읍,POINT (129.1850143 35.32365917),정관읍
정관읍,POINT (129.1847641 35.32244785),정관읍
정관읍,POINT (129.1848632 35.32231771),정관읍
정관읍,POINT (129.1845923 35.32239804),정관읍
정관읍,POINT (129.1847238 35.32222375),정관읍
정관읍,POINT (129.1840522 35.31961892),정관읍
정관읍,POINT (129.1838741 35.31945232),정관읍
정관읍,POINT (129.1842088 35.31944703),정관읍
정관읍,POINT (129.1840582 35.31927468),정관읍
정관읍,POINT (129.1811741 35.31972917),정관읍
정관읍,POINT (129.1810959 35.31989866),정관읍
정관읍,POINT (129.1809151 35.3195766),정관읍
정관읍,POINT (129.1808768 35.31975989),정관읍
정관읍,POINT (129.1786394 35.32047741),정관읍
정관읍,POINT (129.1785116 35.32070826),정관읍
정관읍,POINT (129.1781798 35.32063544),정관읍
정관읍,POINT (129.1783402 35.32036463),정관읍
정관읍,POINT (129.1776939 35.31916981),정관읍
정관읍,POINT (129.1779922 35.3192513),정관읍
정관읍,POINT (129.1778142 35.3194397),정관읍
정관읍,POINT (129.1775293 35.31939481),정관읍
정관읍,POINT (129.1764734 35.31734399),정관읍
정관읍,POINT (129.1768824 35.3172601),정관읍
정관읍,POINT (129.1767605 35.31745194),정관읍
정관읍,POINT (129.1747567 35.3218852),정관읍
정관읍,POINT (129.1748299 35.32166038),정관읍
정관읍,POINT (129.1751268 35.32175736),정관읍
정관읍,POINT (129.1750432 35.3219694),정관읍
정관읍,POINT (129.1724582 35.31942869),정관읍
정관읍,POINT (129.1726493 35.31927197),정관읍
정관읍,POINT (129.1729044 35.32294196),정관읍
정관읍,POINT (129.1727642 35.32304817),정관읍
정관읍,POINT (129.1692676 35.32201466),정관읍
정관읍,POINT (129.1703173 35.32594092),정관읍
정관읍,POINT (129.1700948 35.32597605),정관읍
정관읍,POINT (129.1704257 35.32610702),정관읍
정관읍,POINT (129.1702002 35.32614708),정관읍
정관읍,POINT (129.1670028 35.32474199),정관읍
정관읍,POINT (129.1672883 35.32471081),정관읍
정관읍,POINT (129.1671588 35.32450783),정관읍
정관읍,POINT (129.1680116 35.32949206),정관읍
정관읍,POINT (129.1678803 35.32928632),정관읍
정관읍,POINT (129.1681155 35.32925083),정관읍
정관읍,POINT (129.1682492 35.3294533),정관읍
정관읍,POINT (129.1647317 35.32802493),정관읍
정관읍,POINT (129.164905 35.32776454),정관읍
정관읍,POINT (129.1634135 35.33032613),정관읍
정관읍,POINT (129.1657093 35.33397232),정관읍
정관읍,POINT (129.1659406 35.33390644),정관읍
정관읍,POINT (129.1655635 35.3337929),정관읍
정관읍,POINT (129.1658132 35.33372291),정관읍
정관읍,POINT (129.1616117 35.33412208),정관읍
정관읍,POINT (129.1622495 35.33282173),정관읍
정관읍,POINT (129.1623878 35.33251942),정관읍
정관읍,POINT (129.1650643 35.33527599),정관읍
정관읍,POINT (129.1651391 35.33509858),정관읍
정관읍,POINT (129.16264 35.3371597),정관읍
정관읍,POINT (129.1629323 35.33713521),정관읍
정관읍,POINT (129.1612928 35.33730739),정관읍
정관읍,POINT (129.1615136 35.33716726),정관읍
정관읍,POINT (129.1612804 35.33698836),정관읍
정관읍,POINT (129.1611756 35.34000931),정관읍
정관읍,POINT (129.1601408 35.34246949),정관읍
정관읍,POINT (129.1603762 35.34239364),정관읍
정관읍,POINT (129.160244 35.3422188),정관읍
정관읍,POINT (129.1600136 35.34228989),정관읍
정관읍,POINT (129.1593261 35.34402772),정관읍
정관읍,POINT (129.1718437 35.32688076),정관읍
정관읍,POINT (129.1717888 35.32672218),정관읍
정관읍,POINT (129.1719692 35.32667471),정관읍
정관읍,POINT (129.1720144 35.32682639),정관읍
정관읍,POINT (129.1761894 35.32366794),정관읍
정관읍,POINT (129.1763562 35.32369456),정관읍
정관읍,POINT (129.176282 35.32381084),정관읍
정관읍,POINT (129.1777733 35.32622793),정관읍
정관읍,POINT (129.1777942 35.32602537),정관읍
정관읍,POINT (129.1780173 35.32612237),정관읍
정관읍,POINT (129.1779707 35.32631969),정관읍
정관읍,POINT (129.1759126 35.32711152),정관읍
정관읍,POINT (129.1742268 35.32780508),정관읍
정관읍,POINT (129.174493 35.32778914),정관읍
정관읍,POINT (129.179371 35.32220224),정관읍
정관읍,POINT (129.179218 35.32238457),정관읍
정관읍,POINT (129.179454 35.32238895),정관읍
정관읍,POINT (129.1796832 35.32222224),정관읍
정관읍,POINT (129.1805872 35.3249576),정관읍
정관읍,POINT (129.1807402 35.32467068),정관읍
정관읍,POINT (129.1809611 35.32473276),정관읍
정관읍,POINT (129.1808644 35.32498192),정관읍
정관읍,POINT (129.2088474 35.3242854),정관읍
정관읍,POINT (129.2101663 35.32440172),정관읍
정관읍,POINT (129.2126659 35.32449657),정관읍
정관읍,POINT (129.1798775 35.31663771),정관읍
정관읍,POINT (129.180014 35.31646643),정관읍
정관읍,POINT (129.1802332 35.31660587),정관읍
정관읍,POINT (129.180068 35.31678445),정관읍
정관읍,POINT (129.1841431 35.31868499),정관읍
정관읍,POINT (129.1751894 35.32745407),정관읍
정관읍,POINT (129.1733545 35.32742094),정관읍
장안읍,POINT (129.2355226 35.32158318),장안읍
정관읍,POINT (129.1919362 35.3188958),정관읍
기장읍,POINT (129.2135841 35.22428062),기장읍
일광면,POINT (129.2410541 35.31017175),장안읍
철마면,POINT (129.1686596 35.23618267),철마면
일광면,POINT (129.2241994 35.25623284),일광읍
기장읍,POINT (129.2221425 35.21138096),기장읍
기장읍,POINT (129.2219489 35.21147113),기장읍
철마면,POINT (129.1728354 35.2378695),철마면
반송동,POINT (129.1617525 35.2361806),철마면
철마면,POINT (129.1798062 35.24630343),철마면
기장읍,POINT (129.2135378 35.24299595),기장읍
기장읍,POINT (129.2135576 35.24330818),기장읍
철마면,POINT (129.18942 35.25054024),기장읍
기장읍,POINT (129.2156726 35.25409038),기장읍
기장읍,POINT (129.2160199 35.25416612),기장읍
기장읍,POINT (129.2133139 35.2380536),기장읍
기장읍,POINT (129.2186222 35.23469887),기장읍
기장읍,POINT (129.2188661 35.23433988),기장읍
기장읍,POINT (129.213486 35.24112178),기장읍
기장읍,POINT (129.2134928 35.24140983),기장읍
기장읍,POINT (129.213832 35.24807904),기장읍
기장읍,POINT (129.2136863 35.24506332),기장읍
기장읍,POINT (129.2242068 35.20527758),기장읍
기장읍,POINT (129.222901 35.1976477),기장읍
기장읍,POINT (129.2202795 35.19414129),기장읍
기장읍,POINT (129.2157007 35.19144881),기장읍
기장읍,POINT (129.2102972 35.18386969),기장읍
기장읍,POINT (129.2113961 35.18640755),기장읍
기장읍,POINT (129.1928022 35.25315885),기장읍
기장읍,POINT (129.1955277 35.25389799),기장읍
기장읍,POINT (129.2039878 35.2531757),기장읍
기장읍,POINT (129.2091294 35.24973408),기장읍
기장읍,POINT (129.2138516 35.24913777),기장읍
기장읍,POINT (129.2137911 35.2487655),기장읍
기장읍,POINT (129.2140138 35.24904285),기장읍
기장읍,POINT (129.2156748 35.25061518),기장읍
기장읍,POINT (129.2159447 35.25074708),기장읍
기장읍,POINT (129.2169732 35.25098764),기장읍
기장읍,POINT (129.2209936 35.25120308),기장읍
기장읍,POINT (129.2209135 35.25143562),기장읍
기장읍,POINT (129.2208634 35.2517326),기장읍
기장읍,POINT (129.220961 35.24506287),기장읍
기장읍,POINT (129.2206641 35.24339796),기장읍
기장읍,POINT (129.2203877 35.2409244),기장읍
기장읍,POINT (129.2204188 35.24189544),기장읍
기장읍,POINT (129.2199868 35.23935736),기장읍
기장읍,POINT (129.218926 35.23768245),기장읍
기장읍,POINT (129.2177135 35.23606383),기장읍
기장읍,POINT (129.2177077 35.23574362),기장읍
기장읍,POINT (129.2179271 35.23578173),기장읍
기장읍,POINT (129.217941 35.23612138),기장읍
기장읍,POINT (129.2151691 35.22751369),기장읍
기장읍,POINT (129.2076212 35.20673726),기장읍
기장읍,POINT (129.2063282 35.20477654),기장읍
기장읍,POINT (129.206119 35.20460901),기장읍
기장읍,POINT (129.206341 35.2044672),기장읍
기장읍,POINT (129.2065484 35.20460081),기장읍
기장읍,POINT (129.2064955 35.20182437),기장읍
기장읍,POINT (129.2066206 35.20037896),기장읍
학장동,POINT (128.9847288 35.14603538),학장동
학장동,POINT (128.9792522 35.13886171),학장동
학장동,POINT (128.983708 35.14159733),학장동
학장동,POINT (128.9775948 35.14192481),학장동
학장동,POINT (128.9936119 35.13733579),학장동
감전동,POINT (128.9704363 35.14111786),감전동
엄궁동,POINT (128.96774 35.12449304),엄궁동
감전동,POINT (128.9902163 35.15212523),감전동
감전동,POINT (128.9898889 35.15216613),감전동
학장동,POINT (128.9758107 35.136217),학장동
학장동,POINT (128.9760303 35.1364342),학장동
학장동,POINT (128.9760236 35.13629591),학장동
덕포동,POINT (128.9886688 35.16948149),덕포1동
학장동,POINT (128.9820752 35.14021263),학장동
학장동,POINT (128.9829474 35.14057514),학장동
괘법동,POINT (128.9758744 35.15916901),괘법동
주례동,POINT (129.0112884 35.14944963),주례2동
학장동,POINT (128.9857623 35.15031867),감전동
학장동,POINT (128.9856522 35.14986485),학장동
학장동,POINT (128.9838817 35.14246404),학장동
감전동,POINT (128.9701606 35.14243143),감전동
감전동,POINT (128.9722624 35.15097589),감전동
감전동,POINT (128.9731842 35.15370921),감전동
괘법동,POINT (128.9757803 35.15928552),괘법동
괘법동,POINT (128.9757256 35.1590781),감전동
삼락동,POINT (128.9769903 35.16809073),괘법동
주례동,POINT (129.0111758 35.15302008),주례2동
주례동,POINT (129.0055974 35.15256297),주례1동
감전동,POINT (128.9716803 35.14411027),감전동
모라동,POINT (128.9906462 35.18724586),모라1동
감전동,POINT (128.9929236 35.15425193),주례1동
감전동,POINT (128.9905141 35.15596483),감전동
덕포동,POINT (128.9835391 35.16731376),괘법동
덕포동,POINT (128.9837587 35.16735306),괘법동
모라동,POINT (128.9893181 35.19178118),모라1동
주례동,POINT (129.0015639 35.1534051),주례1동
학장동,POINT (128.9820938 35.14189817),학장동
덕포동,POINT (128.9822436 35.16768242),괘법동
덕포동,POINT (128.9821261 35.16710634),괘법동
엄궁동,POINT (128.9695562 35.12793188),엄궁동
감전동,POINT (128.9744403 35.1578212),감전동
주례동,POINT (129.0059653 35.15053236),주례3동
감전동,POINT (128.9888302 35.15628931),감전동
괘법동,POINT (128.9835862 35.15777739),감전동
괘법동,POINT (128.9838602 35.15770687),감전동
덕포동,POINT (128.9884318 35.17517007),덕포2동
모라동,POINT (128.9863188 35.19291122),모라1동
모라동,POINT (128.9914957 35.18975245),모라1동
괘법동,POINT (128.9797496 35.1584685),감전동
모라동,POINT (128.9920339 35.19117519),모라1동
감전동,POINT (128.9831173 35.15470446),감전동
감전동,POINT (128.9828563 35.15475339),감전동
감전동,POINT (128.9865934 35.1541074),감전동
모라동,POINT (128.9918682 35.19073905),모라1동
감전동,POINT (128.9868339 35.15406603),감전동
감전동,POINT (128.9867397 35.15418973),감전동
주례동,POINT (129.0113328 35.15097503),주례2동
덕포동,POINT (128.9849503 35.17372382),덕포2동
덕포동,POINT (128.984342 35.17524999),덕포2동
덕포동,POINT (128.9854445 35.17975009),덕포2동
주례동,POINT (129.0060963 35.14899698),주례3동
모라동,POINT (128.987028 35.18624838),모라1동
학장동,POINT (128.9885259 35.14685021),학장동
학장동,POINT (128.9942888 35.14640523),학장동
모라동,POINT (128.9864265 35.18378528),모라1동
엄궁동,POINT (128.9722353 35.13092405),엄궁동
모라동,POINT (128.9875883 35.18749557),모라1동
삼락동,POINT (128.9764615 35.18307332),삼락동
주례동,POINT (128.9982451 35.15367246),주례1동
모라동,POINT (128.9927631 35.19253874),모라1동
감전동,POINT (128.9903449 35.1533335),감전동
모라동,POINT (128.986069 35.18115807),모라1동
모라동,POINT (128.9856561 35.18125414),모라1동
엄궁동,POINT (128.9651575 35.1321156),엄궁동
모라동,POINT (128.9917663 35.18555694),모라1동
엄궁동,POINT (128.9706378 35.12422491),엄궁동
엄궁동,POINT (128.9733838 35.12312853),엄궁동
삼락동,POINT (128.9842877 35.1940742),삼락동
엄궁동,POINT (128.9743448 35.12976895),엄궁동
주례동,POINT (129.0114828 35.14964868),주례2동
삼락동,POINT (128.9781959 35.16951022),삼락동
삼락동,POINT (128.9794997 35.18248942),삼락동
모라동,POINT (128.9958956 35.18429944),모라3동
모라동,POINT (128.9957733 35.18441208),모라3동
모라동,POINT (128.9959923 35.18446208),모라3동
모라동,POINT (129.0016362 35.18462713),모라3동
모라동,POINT (128.9858383 35.19308638),삼락동
학장동,POINT (128.985087 35.14757367),학장동
구포동,POINT (128.9938566 35.19501489),모라1동
감전동,POINT (128.990678 35.15467836),감전동
주례동,POINT (128.9968722 35.15425852),주례1동
덕포동,POINT (128.9881855 35.17167879),덕포1동
덕포동,POINT (128.9884722 35.17344593),덕포2동
덕포동,POINT (128.9882312 35.17364353),덕포2동
엄궁동,POINT (128.9758435 35.12491566),엄궁동
엄궁동,POINT (128.9765458 35.12553406),엄궁동
주례동,POINT (129.0143614 35.15329787),주례2동
감전동,POINT (128.9699958 35.1422892),감전동
감전동,POINT (128.9826494 35.15349245),감전동
감전동,POINT (128.9829421 35.15463611),감전동
학장동,POINT (128.9756138 35.14265928),학장동
감전동,POINT (128.9732643 35.14352546),감전동
모라동,POINT (128.9910229 35.18588472),모라1동
덕포동,POINT (128.9860041 35.1734349),덕포2동
덕포동,POINT (128.9793816 35.17423753),삼락동
덕포동,POINT (128.9798652 35.17421718),덕포2동
괘법동,POINT (128.9769954 35.16315159),괘법동
괘법동,POINT (128.9784517 35.16295322),괘법동
괘법동,POINT (128.9808655 35.16259455),괘법동
괘법동,POINT (128.9839104 35.15898924),괘법동
괘법동,POINT (128.9836663 35.15756016),감전동
괘법동,POINT (128.9837361 35.15790391),괘법동
엄궁동,POINT (128.9705473 35.12926169),엄궁동
감전동,POINT (128.9900709 35.15229747),감전동
감전동,POINT (128.9689546 35.14515859),감전동
괘법동,POINT (128.9742683 35.15794727),감전동
주례동,POINT (128.9961366 35.15211215),주례1동
괘법동,POINT (128.9826892 35.1661733),괘법동
덕포동,POINT (128.9816632 35.17411797),덕포2동
모라동,POINT (128.9943648 35.18583321),모라3동
모라동,POINT (128.9946466 35.18606854),모라3동
감전동,POINT (128.992902 35.15829623),감전동
엄궁동,POINT (128.9645802 35.12747753),엄궁동
엄궁동,POINT (128.9636197 35.12770039),엄궁동
엄궁동,POINT (128.9632614 35.12756569),엄궁동
학장동,POINT (128.974589 35.13629359),학장동
학장동,POINT (128.9773555 35.13935583),학장동
학장동,POINT (128.9769999 35.15161787),감전동
감전동,POINT (128.9952443 35.15554413),주례1동
구포동,POINT (128.9901691 35.19372172),모라1동
모라동,POINT (128.9894899 35.19145878),모라1동
모라동,POINT (128.987958 35.18825077),모라1동
모라동,POINT (128.9881466 35.18865799),모라1동
모라동,POINT (128.9868126 35.18537786),모라1동
모라동,POINT (128.9857282 35.18092139),덕포2동
모라동,POINT (128.9858433 35.18140221),모라1동
덕포동,POINT (128.9848952 35.17750286),덕포2동
덕포동,POINT (128.9838873 35.17398546),덕포2동
덕포동,POINT (128.983997 35.17383523),덕포2동
덕포동,POINT (128.9841808 35.17395134),덕포2동
덕포동,POINT (128.9840555 35.17409415),덕포2동
덕포동,POINT (128.9824309 35.16944982),덕포1동
덕포동,POINT (128.9821743 35.16855989),덕포1동
덕포동,POINT (128.9833427 35.17218787),덕포1동
덕포동,POINT (128.9830579 35.17146769),덕포1동
덕포동,POINT (128.9827559 35.17055092),덕포1동
덕포동,POINT (128.9820511 35.16791316),덕포1동
덕포동,POINT (128.9821915 35.16719824),괘법동
괘법동,POINT (128.9833309 35.1649063),괘법동
괘법동,POINT (128.9838249 35.16386448),괘법동
괘법동,POINT (128.9845301 35.16252996),괘법동
괘법동,POINT (128.9842289 35.16217923),괘법동
괘법동,POINT (128.9841181 35.16194517),괘법동
괘법동,POINT (128.9843336 35.16172597),괘법동
괘법동,POINT (128.9852662 35.16159705),괘법동
괘법동,POINT (128.9849766 35.16215465),괘법동
괘법동,POINT (128.9867224 35.16007038),괘법동
괘법동,POINT (128.9875507 35.15921706),괘법동
감전동,POINT (128.9892049 35.15751132),감전동
감전동,POINT (128.9905186 35.1561659),감전동
감전동,POINT (128.992865 35.15439548),감전동
감전동,POINT (128.9937947 35.15374191),주례1동
주례동,POINT (128.9979528 35.15126412),주례1동
엄궁동,POINT (128.9665514 35.12462397),엄궁동
학장동,POINT (128.9889083 35.14114644),학장동
삼락동,POINT (128.9778053 35.18693056),삼락동
모라동,POINT (128.9926782 35.19271073),모라1동
모라동,POINT (128.9907852 35.18712182),모라1동
모라동,POINT (128.9910164 35.18847868),모라1동
모라동,POINT (128.9887846 35.18245236),모라1동
모라동,POINT (128.9885328 35.1818561),모라1동
모라동,POINT (128.988576 35.18234883),모라1동
덕포동,POINT (128.9885305 35.17879183),덕포2동
덕포동,POINT (128.988476 35.17659109),덕포2동
덕포동,POINT (128.9884694 35.16984082),덕포1동
괘법동,POINT (128.9889236 35.16646966),괘법동
주례동,POINT (129.0037141 35.15269275),주례1동
주례동,POINT (129.0052764 35.1524783),주례1동
개금동,POINT (129.0164394 35.15391818),개금3동
개금동,POINT (129.0185394 35.15447816),개금3동
삼락동,POINT (128.9857391 35.19521606),삼락동
삼락동,POINT (128.9829865 35.19301798),삼락동
삼락동,POINT (128.9804593 35.19040425),삼락동
삼락동,POINT (128.976295 35.18332115),삼락동
삼락동,POINT (128.9763215 35.1771333),삼락동
삼락동,POINT (128.9765915 35.17461055),삼락동
삼락동,POINT (128.9768062 35.17439518),삼락동
삼락동,POINT (128.9767495 35.1682831),괘법동
삼락동,POINT (128.9768268 35.1697169),삼락동
삼락동,POINT (128.9759485 35.16355017),괘법동
삼락동,POINT (128.9757289 35.16358881),삼락동
감전동,POINT (128.9730206 35.1538618),감전동
감전동,POINT (128.9720922 35.15112738),감전동
감전동,POINT (128.9711662 35.14866817),감전동
감전동,POINT (128.9695796 35.14450074),감전동
감전동,POINT (128.9697717 35.14474372),감전동
감전동,POINT (128.9697194 35.14540694),감전동
감전동,POINT (128.9702187 35.14120449),감전동
감전동,POINT (128.9705187 35.13947525),감전동
감전동,POINT (128.970922 35.13734316),감전동
학장동,POINT (128.9715875 35.13379918),감전동
엄궁동,POINT (128.9718782 35.13092164),엄궁동
엄궁동,POINT (128.9720297 35.13133993),엄궁동
엄궁동,POINT (128.9684355 35.12660324),엄궁동
엄궁동,POINT (128.9684451 35.12689853),엄궁동
엄궁동,POINT (128.9684906 35.12642281),엄궁동
학장동,POINT (128.9818368 35.1507858),감전동
학장동,POINT (128.982 35.15095731),감전동
학장동,POINT (128.9820769 35.1507366),감전동
감전동,POINT (128.982336 35.15226709),감전동
주례동,POINT (128.9995541 35.14852052),주례3동
주례동,POINT (128.9998011 35.14837442),주례3동
주례동,POINT (128.9998827 35.14851528),주례3동
학장동,POINT (128.9792368 35.14132611),학장동
학장동,POINT (128.9791443 35.14105231),학장동
학장동,POINT (128.9798598 35.14131579),학장동
학장동,POINT (128.9796413 35.14144594),학장동
학장동,POINT (128.9836585 35.14225709),학장동
학장동,POINT (128.9838179 35.14214528),학장동
학장동,POINT (128.9839518 35.14231701),학장동
학장동,POINT (128.9929341 35.14569478),학장동
학장동,POINT (128.9944413 35.14635636),학장동
학장동,POINT (128.9887379 35.14692326),학장동
학장동,POINT (128.9873613 35.1431409),학장동
학장동,POINT (128.9883443 35.14363443),학장동
학장동,POINT (128.9855568 35.15014653),감전동
학장동,POINT (128.9858621 35.15009278),감전동
학장동,POINT (128.9892429 35.14954705),감전동
학장동,POINT (128.9893696 35.1493453),학장동
학장동,POINT (128.9895794 35.14953002),감전동
학장동,POINT (128.9894514 35.14972886),감전동
학장동,POINT (128.9958265 35.14990245),학장동
주례동,POINT (128.9995437 35.15055998),주례1동
주례동,POINT (129.0001172 35.15003434),주례3동
주례동,POINT (129.0002568 35.15025436),주례3동
주례동,POINT (129.0002471 35.15053662),주례1동
광안동,POINT (129.1196982 35.1543692),민락동
수영동,POINT (129.1208421 35.17022772),수영동
망미동,POINT (129.1033122 35.17002355),망미1동
수영동,POINT (129.1205822 35.17147207),수영동
수영동,POINT (129.120416 35.1715425),수영동
광안동,POINT (129.1174109 35.15404253),광안2동
민락동,POINT (129.1270304 35.15974781),민락동
민락동,POINT (129.1257158 35.15934103),민락동
민락동,POINT (129.1294319 35.16015088),민락동
남천동,POINT (129.1147807 35.13930118),남천1동
광안동,POINT (129.1192335 35.15408229),광안2동
광안동,POINT (129.1193221 35.15437886),광안2동
광안동,POINT (129.1201443 35.16096668),민락동
남천동,POINT (129.1124904 35.13715062),남천1동
광안동,POINT (129.1202146 35.16108663),민락동
광안동,POINT (129.1172209 35.15521449),광안2동
수영동,POINT (129.1206169 35.17174313),수영동
수영동,POINT (129.1226768 35.16950618),수영동
광안동,POINT (129.1198613 35.16109316),광안1동
광안동,POINT (129.1179965 35.15481197),광안2동
광안동,POINT (129.1200331 35.16128169),민락동
민락동,POINT (129.123678 35.15576809),민락동
민락동,POINT (129.12423 35.15591372),민락동
연산동,POINT (129.1130298 35.17779309),망미2동
수영동,POINT (129.1147554 35.17367691),수영동
수영동,POINT (129.1136394 35.17388376),망미2동
남천동,POINT (129.1110439 35.14592776),남천1동
민락동,POINT (129.125653 35.15640569),민락동
민락동,POINT (129.1258185 35.15634923),민락동
민락동,POINT (129.1257512 35.15656437),민락동
민락동,POINT (129.1258951 35.15654134),민락동
광안동,POINT (129.1182077 35.15508938),광안2동
광안동,POINT (129.1208643 35.15855872),광안2동
남천동,POINT (129.1149662 35.13965158),남천2동
광안동,POINT (129.1151361 35.15632938),광안2동
광안동,POINT (129.1194255 35.1566767),광안2동
광안동,POINT (129.1198012 35.1619434),민락동
광안동,POINT (129.1182764 35.16629556),민락동
남천동,POINT (129.1149906 35.14102823),남천2동
민락동,POINT (129.1235671 35.15560543),민락동
민락동,POINT (129.124378 35.15582964),민락동
민락동,POINT (129.1280583 35.15709911),민락동
민락동,POINT (129.1275226 35.15705516),민락동
민락동,POINT (129.1273403 35.15696375),민락동
민락동,POINT (129.1319556 35.15839331),민락동
민락동,POINT (129.1322615 35.15841789),민락동
민락동,POINT (129.1335752 35.15669304),민락동
