year,month,value
2021,1,50.5
2021,2,23.0
2021,3,209.0
2021,4,134.5
2021,5,170.5
2021,6,177.0
2021,7,309.0
2021,8,383.5
2021,9,199.0
2021,10,27.5
2021,11,60.0
2021,12,3.5
