year,month,value
2021.0,1.0,54.5
2021.0,2.0,28.5
2021.0,3.0,160.5
2021.0,4.0,141.5
2021.0,5.0,132.5
2021.0,6.0,245.5
2021.0,7.0,385.5
2021.0,8.0,398.5
2021.0,9.0,157.0
2021.0,10.0,26.5
2021.0,11.0,61.0
2021.0,12.0,4.5
