"연령별(1)",연령별(2),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"연령별(1)",연령별(2),영도구,영도구,영도구,남항동,남항동,남항동,영선1동,영선1동,영선1동,영선2동,영선2동,영선2동,신선동,신선동,신선동,봉래1동,봉래1동,봉래1동,봉래2동,봉래2동,봉래2동,청학1동,청학1동,청학1동,청학2동,청학2동,청학2동,동삼1동,동삼1동,동삼1동,동삼2동,동삼2동,동삼2동,동삼3동,동삼3동,동삼3동
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,110638,54471,56167,10846,5417,5429,3995,1919,2076,8287,4014,4273,8321,4183,4138,6741,3329,3412,7911,3849,4062,6113,2993,3120,17625,8719,8906,27532,13450,14082,3354,1778,1576,9913,4820,5093
"0세∼4세",소계,1856,928,928,135,74,61,56,23,33,125,64,61,75,38,37,132,65,67,223,112,111,109,54,55,338,164,174,497,242,255,60,31,29,106,61,45
"0세∼4세",0세,275,138,137,23,15,8,7,2,5,24,9,15,14,6,8,20,10,10,32,17,15,17,11,6,52,21,31,62,34,28,7,3,4,17,10,7
"0세∼4세",1세,314,160,154,27,11,16,8,4,4,20,11,9,14,9,5,20,12,8,35,15,20,18,9,9,50,33,17,95,43,52,12,3,9,15,10,5
"0세∼4세",2세,379,182,197,28,20,8,12,6,6,30,20,10,17,8,9,26,10,16,45,20,25,17,6,11,74,30,44,93,40,53,9,6,3,28,16,12
"0세∼4세",3세,426,226,200,27,14,13,8,4,4,24,9,15,14,7,7,33,16,17,58,35,23,26,9,17,74,42,32,128,68,60,14,9,5,20,13,7
"0세∼4세",4세,462,222,240,30,14,16,21,7,14,27,15,12,16,8,8,33,17,16,53,25,28,31,19,12,88,38,50,119,57,62,18,10,8,26,12,14
"5세∼9세",소계,3018,1554,1464,241,127,114,101,59,42,224,115,109,126,72,54,177,103,74,271,119,152,200,112,88,571,285,286,852,421,431,89,51,38,166,90,76
"5세∼9세",5세,561,265,296,47,19,28,22,12,10,36,23,13,20,12,8,44,23,21,63,26,37,45,22,23,98,43,55,145,64,81,18,7,11,23,14,9
"5세∼9세",6세,595,316,279,52,29,23,22,9,13,47,20,27,20,11,9,38,27,11,50,23,27,33,17,16,107,57,50,176,94,82,17,11,6,33,18,15
"5세∼9세",7세,578,301,277,39,20,19,15,12,3,51,28,23,27,18,9,31,16,15,46,21,25,39,22,17,109,55,54,168,76,92,18,15,3,35,18,17
"5세∼9세",8세,614,302,312,58,32,26,16,11,5,35,19,16,27,13,14,29,18,11,55,23,32,40,24,16,130,59,71,166,75,91,25,14,11,33,14,19
"5세∼9세",9세,670,370,300,45,27,18,26,15,11,55,25,30,32,18,14,35,19,16,57,26,31,43,27,16,127,71,56,197,112,85,11,4,7,42,26,16
"10세∼14세",소계,3390,1707,1683,246,112,134,116,59,57,230,109,121,192,98,94,178,86,92,253,131,122,198,105,93,669,355,314,991,498,493,89,44,45,228,110,118
"10세∼14세",10세,680,322,358,56,23,33,17,7,10,38,19,19,25,12,13,29,13,16,67,35,32,37,18,19,154,79,75,191,92,99,20,9,11,46,15,31
"10세∼14세",11세,717,362,355,51,24,27,27,14,13,59,28,31,43,24,19,42,19,23,48,24,24,45,26,19,140,70,70,192,105,87,23,6,17,47,22,25
"10세∼14세",12세,605,315,290,39,22,17,22,10,12,47,28,19,29,19,10,36,19,17,48,25,23,35,21,14,118,62,56,177,75,102,13,9,4,41,25,16
"10세∼14세",13세,684,353,331,51,22,29,20,11,9,47,16,31,49,20,29,40,19,21,40,22,18,48,25,23,125,80,45,211,110,101,9,5,4,44,23,21
"10세∼14세",14세,704,355,349,49,21,28,30,17,13,39,18,21,46,23,23,31,16,15,50,25,25,33,15,18,132,64,68,220,116,104,24,15,9,50,25,25
"15세∼19세",소계,3652,1869,1783,254,145,109,108,48,60,283,155,128,238,131,107,194,96,98,268,129,139,200,100,100,695,364,331,1051,525,526,85,42,43,276,134,142
"15세∼19세",15세,671,344,327,40,24,16,19,7,12,70,39,31,44,23,21,36,16,20,55,20,35,38,24,14,118,51,67,187,107,80,13,7,6,51,26,25
"15세∼19세",16세,635,321,314,37,19,18,15,4,11,45,25,20,41,20,21,33,18,15,57,31,26,35,17,18,130,67,63,184,95,89,7,2,5,51,23,28
"15세∼19세",17세,746,371,375,59,30,29,31,17,14,43,25,18,44,24,20,33,19,14,48,19,29,43,19,24,156,84,72,218,101,117,20,10,10,51,23,28
"15세∼19세",18세,783,422,361,57,38,19,24,13,11,66,35,31,53,32,21,45,25,20,43,25,18,34,15,19,141,71,70,237,121,116,18,12,6,65,35,30
"15세∼19세",19세,817,411,406,61,34,27,19,7,12,59,31,28,56,32,24,47,18,29,65,34,31,50,25,25,150,91,59,225,101,124,27,11,16,58,27,31
"20세∼24세",소계,5608,3045,2563,517,271,246,208,103,105,395,218,177,335,179,156,302,155,147,341,176,165,245,131,114,876,473,403,1715,940,775,285,175,110,389,224,165
"20세∼24세",20세,964,527,437,82,49,33,35,23,12,71,43,28,61,31,30,49,32,17,71,35,36,37,22,15,164,82,82,297,157,140,24,12,12,73,41,32
"20세∼24세",21세,1135,584,551,100,39,61,35,19,16,86,49,37,78,43,35,67,28,39,52,28,24,63,31,32,172,100,72,361,187,174,61,29,32,60,31,29
"20세∼24세",22세,1157,646,511,108,64,44,50,25,25,79,44,35,55,26,29,78,36,42,64,37,27,59,32,27,180,97,83,358,207,151,49,30,19,77,48,29
"20세∼24세",23세,1151,619,532,110,54,56,42,17,25,81,38,43,57,33,24,49,29,20,85,38,47,44,28,16,171,93,78,357,196,161,66,43,23,89,50,39
"20세∼24세",24세,1201,669,532,117,65,52,46,19,27,78,44,34,84,46,38,59,30,29,69,38,31,42,18,24,189,101,88,342,193,149,85,61,24,90,54,36
"25세∼29세",소계,5857,3240,2617,564,292,272,207,114,93,441,251,190,387,225,162,359,198,161,419,221,198,292,155,137,916,494,422,1577,878,699,263,179,84,432,233,199
"25세∼29세",25세,1201,667,534,111,59,52,48,26,22,89,58,31,63,38,25,69,39,30,86,47,39,58,36,22,182,89,93,327,172,155,78,55,23,90,48,42
"25세∼29세",26세,1137,590,547,105,45,60,37,22,15,83,34,49,75,37,38,59,30,29,68,36,32,53,30,23,183,93,90,323,170,153,68,48,20,83,45,38
"25세∼29세",27세,1188,666,522,124,65,59,35,19,16,86,55,31,98,56,42,84,49,35,88,50,38,64,28,36,180,96,84,315,186,129,33,22,11,81,40,41
"25세∼29세",28세,1100,615,485,119,72,47,35,17,18,89,52,37,73,41,32,60,31,29,85,42,43,54,26,28,178,102,76,276,156,120,42,27,15,89,49,40
