기관명,위반일자,위반시각,위반장소명,데이터기준일자
부산광역시 사하구,2024-08-01,09:47:30,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-08-01,10:32:28,괴정동 낙동대로135번안,2024-11-30
부산광역시 사하구,2024-08-01,09:44:34,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,10:52:03,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-01,14:34:16,괴정동 낙동대로140번길,2024-11-30
부산광역시 사하구,2024-08-01,09:51:21,괴정동 낙동대로302번길,2024-11-30
부산광역시 사하구,2024-08-01,14:34:11,괴정동 낙동대로140번길,2024-11-30
부산광역시 사하구,2024-08-01,10:50:06,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,09:47:53,괴정동 낙동대로216번길,2024-11-30
부산광역시 사하구,2024-08-01,09:50:46,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,10:29:26,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-01,14:34:46,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,14:34:36,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,09:44:32,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,10:29:57,괴정동 사리로7번길,2024-11-30
부산광역시 사하구,2024-08-01,10:15:33,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-01,10:26:03,괴정동 사하로186번길,2024-11-30
부산광역시 사하구,2024-08-01,10:15:29,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-01,10:29:43,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-01,10:52:08,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-01,09:48:02,괴정동 낙동대로216번길,2024-11-30
부산광역시 사하구,2024-08-01,10:11:59,괴정동 사하로197번길,2024-11-30
부산광역시 사하구,2024-08-01,09:47:27,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-08-01,14:34:24,괴정동 낙동대로140번길,2024-11-30
부산광역시 사하구,2024-08-01,09:41:14,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:45:11,하단동 하신중앙로307번,2024-11-30
부산광역시 사하구,2024-08-01,14:43:06,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-01,14:42:58,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-01,09:41:10,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:43:24,하단동 동매로15번길,2024-11-30
부산광역시 사하구,2024-08-01,09:42:50,하단동 동매로5번길,2024-11-30
부산광역시 사하구,2024-08-01,09:44:55,하단동 동매로23번길,2024-11-30
부산광역시 사하구,2024-08-01,14:43:01,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-01,14:41:08,하단동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-01,09:40:36,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:40:52,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:41:27,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:40:23,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-01,09:45:06,하단동 하신중앙로307번,2024-11-30
부산광역시 사하구,2024-08-01,15:03:20,당리동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-01,18:49:02,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:49:04,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:52:47,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-01,18:49:40,장림동 장림번영로,2024-11-30
부산광역시 사하구,2024-08-01,18:53:41,장림동 장림시장4길,2024-11-30
부산광역시 사하구,2024-08-01,18:53:32,장림동 장림시장6길,2024-11-30
부산광역시 사하구,2024-08-01,18:48:48,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:49:07,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:48:44,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:48:50,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:52:44,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-01,18:48:57,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-01,18:53:22,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-02,10:16:54,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:18:56,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,14:44:28,신평동 다대로116번길,2024-11-30
부산광역시 사하구,2024-08-02,10:19:21,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:19:10,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:17:34,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,14:44:24,신평동 다대로116번길,2024-11-30
부산광역시 사하구,2024-08-02,10:18:36,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:19:09,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,14:56:52,장림동 장림번영로,2024-11-30
부산광역시 사하구,2024-08-02,10:16:51,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:18:43,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:16:59,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:17:44,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,10:01:25,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-02,14:44:31,신평동 다대로116번길,2024-11-30
부산광역시 사하구,2024-08-02,17:56:35,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,17:57:11,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,18:00:41,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,17:55:47,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,18:00:09,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,17:55:44,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,18:04:25,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-02,18:00:20,괴정동 사리로7번길,2024-11-30
부산광역시 사하구,2024-08-02,17:56:54,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,17:56:40,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,15:30:36,신평동 신산로13번길,2024-11-30
부산광역시 사하구,2024-08-02,14:44:37,하단동 낙동대로575번길,2024-11-30
부산광역시 사하구,2024-08-02,14:39:41,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,14:56:22,하단동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-02,14:40:45,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-02,14:36:28,하단동 승학로,2024-11-30
부산광역시 사하구,2024-08-02,14:35:57,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-02,10:13:59,하단동 동매로15번길,2024-11-30
부산광역시 사하구,2024-08-02,10:13:19,하단동 동매로5번길,2024-11-30
부산광역시 사하구,2024-08-02,10:14:09,하단동 동매로19번길,2024-11-30
부산광역시 사하구,2024-08-02,14:40:52,하단동 낙동대로536번길,2024-11-30
부산광역시 사하구,2024-08-02,14:36:29,하단동 승학로,2024-11-30
부산광역시 사하구,2024-08-02,14:36:24,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-02,14:41:12,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-02,18:03:48,다대동 다대동로,2024-11-30
부산광역시 사하구,2024-08-02,18:09:04,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-02,18:06:18,다대동 다대동로,2024-11-30
부산광역시 사하구,2024-08-02,18:40:59,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-02,18:05:41,다대동 다대동로,2024-11-30
부산광역시 사하구,2024-08-02,18:10:22,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-02,18:10:06,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-02,14:24:10,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-02,10:38:34,괴정동 낙동대로135번안,2024-11-30
부산광역시 사하구,2024-08-02,14:28:56,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-02,10:20:35,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:20:31,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:19:07,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:19:42,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:23:33,괴정동 사리로,2024-11-30
부산광역시 사하구,2024-08-02,14:30:08,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-02,14:30:06,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-02,14:22:44,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-02,14:26:39,감천동 감천로,2024-11-30
부산광역시 사하구,2024-08-02,10:30:44,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-02,10:18:59,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:19:03,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,09:57:14,괴정동 사하로197번길,2024-11-30
부산광역시 사하구,2024-08-02,14:27:04,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-02,10:18:19,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,09:57:28,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-02,10:00:16,괴정동 사하로186번길,2024-11-30
부산광역시 사하구,2024-08-02,10:20:37,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,10:01:49,괴정동 낙동대로199번길,2024-11-30
부산광역시 사하구,2024-08-02,10:19:36,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-02,14:32:24,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-02,14:22:09,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-02,14:20:47,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-05,17:50:25,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:45:04,신평동 다대로124번길,2024-11-30
부산광역시 사하구,2024-08-05,17:45:33,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-05,17:45:56,신평동 다대로136번길,2024-11-30
부산광역시 사하구,2024-08-05,17:50:16,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:45:57,신평동 다대로136번길,2024-11-30
부산광역시 사하구,2024-08-05,17:44:42,신평동 다대로120번길,2024-11-30
부산광역시 사하구,2024-08-05,17:44:25,신평동 다대로116번길,2024-11-30
부산광역시 사하구,2024-08-05,17:51:07,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:45:00,신평동 다대로120번길,2024-11-30
부산광역시 사하구,2024-08-05,17:49:59,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:50:12,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:46:48,신평동 신산로,2024-11-30
부산광역시 사하구,2024-08-05,17:44:32,신평동 다대로120번길,2024-11-30
부산광역시 사하구,2024-08-05,17:50:32,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-05,17:44:55,신평동 다대로120번길,2024-11-30
부산광역시 사하구,2024-08-05,15:48:01,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,15:50:49,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,09:39:30,괴정동 사하로141번길,2024-11-30
부산광역시 사하구,2024-08-05,15:41:40,괴정동 낙동대로216번길,2024-11-30
부산광역시 사하구,2024-08-05,10:06:55,괴정동 오작로,2024-11-30
부산광역시 사하구,2024-08-07,10:15:42,하단동 낙동대로536번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:33,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-07,14:14:59,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:19,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-07,14:20:41,신평동 장평로,2024-11-30
부산광역시 사하구,2024-08-07,14:50:34,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:52,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:55:45,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-07,10:57:53,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,14:58:29,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,14:49:42,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:21,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,15:02:31,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-07,09:54:30,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:50:54,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:49:25,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:54:34,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:50:09,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:57,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:51:00,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:53:19,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:56:56,신평동 다대로136번길,2024-11-30
부산광역시 사하구,2024-08-07,17:16:30,다대동 세인트마린부출,2024-11-30
부산광역시 사하구,2024-08-07,17:53:28,괴정동 사동초등학교,2024-11-30
부산광역시 사하구,2024-08-07,20:52:14,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-07,09:53:35,괴정동 엔스타아파트,2024-11-30
부산광역시 사하구,2024-08-07,10:02:21,장림동장림시장중앙약국,2024-11-30
부산광역시 사하구,2024-08-07,21:38:25,당리동 박동물병원,2024-11-30
부산광역시 사하구,2024-08-07,10:32:51,장림동장림시장중앙약국,2024-11-30
부산광역시 사하구,2024-08-07,17:48:09,신평동 우주염색 주변,2024-11-30
부산광역시 사하구,2024-08-07,09:37:19,다대동 다대농협,2024-11-30
부산광역시 사하구,2024-08-07,09:06:45,괴정동 오성장미아파트,2024-11-30
부산광역시 사하구,2024-08-07,21:31:26,하단동 동아대올리브영,2024-11-30
부산광역시 사하구,2024-08-07,20:10:27,하단동 하단초등학교,2024-11-30
부산광역시 사하구,2024-08-07,14:13:47,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-07,21:00:02,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-07,14:11:58,당리동 당리초등학교,2024-11-30
부산광역시 사하구,2024-08-07,18:15:10,하단동 하단역2번항플러,2024-11-30
부산광역시 사하구,2024-08-07,08:23:29,괴정동 사하역1번출구,2024-11-30
부산광역시 사하구,2024-08-07,21:34:51,괴정동 뉴코아아울렛,2024-11-30
부산광역시 사하구,2024-08-07,16:10:59,감천동 119안전센터,2024-11-30
부산광역시 사하구,2024-08-07,20:11:44,하단동 동아대올리브영,2024-11-30
부산광역시 사하구,2024-08-07,10:25:30,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-08-07,21:46:01,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-07,10:33:26,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-08-07,18:53:10,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-07,18:13:59,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-07,16:19:06,하단동 하구언3차@,2024-11-30
부산광역시 사하구,2024-08-07,14:26:37,당리동 박동물병원,2024-11-30
부산광역시 사하구,2024-08-07,16:17:50,괴정동 오성장미아파트,2024-11-30
부산광역시 사하구,2024-08-07,16:35:29,장림동장림시장중앙약국,2024-11-30
부산광역시 사하구,2024-08-07,15:43:37,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-07,16:16:10,하단동 다이소앞,2024-11-30
부산광역시 사하구,2024-08-07,09:40:46,다대동 환경공단사업소,2024-11-30
부산광역시 사하구,2024-08-07,09:11:55,감천동 119안전센터,2024-11-30
부산광역시 사하구,2024-08-07,08:05:17,감천동 119안전센터,2024-11-30
부산광역시 사하구,2024-08-07,09:15:44,감천동 119안전센터,2024-11-30
부산광역시 사하구,2024-08-01,11:34:16,부산광역시 사하구 하단동 516,2024-11-30
부산광역시 사하구,2024-08-01,13:19:49,부산광역시 사하구 장림동 328-15,2024-11-30
부산광역시 사하구,2024-08-01,20:31:22,부산광역시 사하구 하단동 870-27,2024-11-30
부산광역시 사하구,2024-08-01,21:55:26,부산광역시 사하구 당리동 314,2024-11-30
부산광역시 사하구,2024-08-01,09:50:54,부산광역시 사하구 장림동 329,2024-11-30
부산광역시 사하구,2024-08-01,07:55:32,부산광역시 사하구 다대동 1639,2024-11-30
부산광역시 사하구,2024-08-01,12:28:07,부산광역시 사하구 다대동 682,2024-11-30
부산광역시 사하구,2024-08-01,21:02:35,부산광역시 사하구 하단동 523,2024-11-30
부산광역시 사하구,2024-08-01,18:00:56,부산광역시 사하구 다대동 1551-31,2024-11-30
부산광역시 사하구,2024-08-01,20:30:00,부산광역시 사하구 하단동 608-1,2024-11-30
부산광역시 사하구,2024-08-01,15:15:24,부산광역시 사하구 다대동 1551-31,2024-11-30
부산광역시 사하구,2024-08-01,17:44:47,부산광역시 사하구 다대동 1551-31,2024-11-30
부산광역시 사하구,2024-08-01,11:06:39,부산광역시 사하구 구평동 472-9,2024-11-30
부산광역시 사하구,2024-08-01,18:10:55,부산광역시 사하구 다대동 1551-31,2024-11-30
부산광역시 사하구,2024-08-01,18:24:16,부산광역시 사하구 괴정동 994-1,2024-11-30
부산광역시 사하구,2024-08-01,19:10:50,부산광역시 사하구 신평동 168-7,2024-11-30
부산광역시 사하구,2024-08-01,18:28:08,부산광역시 사하구 다대동 962,2024-11-30
부산광역시 사하구,2024-08-01,20:26:06,부산광역시 사하구 하단동 606,2024-11-30
부산광역시 사하구,2024-08-01,19:24:35,부산광역시 사하구 하단동 884,2024-11-30
부산광역시 사하구,2024-08-05,09:32:40,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-05,15:49:13,당리동 마하로,2024-11-30
부산광역시 사하구,2024-08-05,10:33:46,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-08-05,10:43:51,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-08-05,15:47:47,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,10:49:58,당리동 마하로,2024-11-30
부산광역시 사하구,2024-08-05,11:00:33,괴정동 마하로12번길,2024-11-30
부산광역시 사하구,2024-08-05,15:47:57,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,10:02:04,괴정동 낙동대로179번길,2024-11-30
부산광역시 사하구,2024-08-05,10:36:19,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-08-05,09:41:36,괴정동 장평로,2024-11-30
부산광역시 사하구,2024-08-05,15:51:03,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,09:44:55,괴정동 사하로197번길,2024-11-30
부산광역시 사하구,2024-08-05,15:55:22,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-08-05,10:26:43,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-08-05,10:34:48,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-08-05,15:48:06,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,10:54:02,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-08-05,10:06:22,괴정동 오작로67번길,2024-11-30
부산광역시 사하구,2024-08-05,09:58:33,괴정동 사하로186번길,2024-11-30
부산광역시 사하구,2024-08-05,15:50:57,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,10:26:21,괴정동 낙동대로234번길,2024-11-30
부산광역시 사하구,2024-08-05,15:51:00,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,15:47:51,당리동 승학로131번길,2024-11-30
부산광역시 사하구,2024-08-05,15:49:24,당리동 마하로,2024-11-30
부산광역시 사하구,2024-08-05,15:53:55,괴정동 낙동대로280번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:00,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:39,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:15:05,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:13:54,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:07,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:13:45,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,15:25:50,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-05,10:14:00,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:13:57,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:13:41,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:13:53,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:59,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:35,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:42,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:15:10,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:15:02,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:47,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:56,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,15:24:48,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-05,10:15:15,장림동 장림로173번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:12,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:04,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:27,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,10:14:20,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-05,15:25:43,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-05,15:55:36,하단동 낙동대로536번길,2024-11-30
부산광역시 사하구,2024-08-05,10:00:15,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,15:32:06,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-05,09:59:07,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,15:41:03,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-05,15:55:19,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-05,09:32:28,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:02:19,하단동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-05,09:32:46,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:21:15,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,10:00:00,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,09:34:58,당리동 승학로,2024-11-30
부산광역시 사하구,2024-08-05,15:31:54,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-05,10:20:59,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,09:59:34,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,09:29:44,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:31:51,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:28:51,당리동 제석로65번길,2024-11-30
부산광역시 사하구,2024-08-05,09:29:53,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:17:26,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,09:32:41,당리동 제석로65번길,2024-11-30
부산광역시 사하구,2024-08-05,09:32:38,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:29:51,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:17:00,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,15:31:52,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-05,09:36:16,괴정동 마하로,2024-11-30
부산광역시 사하구,2024-08-05,09:59:26,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,09:32:19,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,15:55:17,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-05,09:32:25,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:28:42,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:30:24,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:17:57,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,09:59:46,하단동 하신중앙로313번,2024-11-30
부산광역시 사하구,2024-08-05,10:19:42,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,09:30:01,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:16:56,신평동 비봉로,2024-11-30
부산광역시 사하구,2024-08-05,09:29:47,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:29:41,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,09:29:56,당리동 제석로,2024-11-30
부산광역시 사하구,2024-08-05,10:01:31,하단동 동매로19번길,2024-11-30
부산광역시 사하구,2024-08-05,10:18:58,신평동 비봉로54번길,2024-11-30
부산광역시 사하구,2024-08-04,10:32:34,다대동 몰운대1길,2024-11-30
부산광역시 사하구,2024-08-04,14:32:31,다대동 몰운대1길,2024-11-30
부산광역시 사하구,2024-08-05,18:13:51,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:57,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:53:17,괴정동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-05,18:23:49,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:14,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:48,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:16:39,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:23:50,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:46,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:30,하단동 동매로81번길,2024-11-30
부산광역시 사하구,2024-08-05,18:13:39,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:33,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:13:16,하단동 동매로,2024-11-30
부산광역시 사하구,2024-08-05,18:20:03,하단동 낙동남로1347번길,2024-11-30
부산광역시 사하구,2024-08-03,14:36:21,다대동 윤공단로,2024-11-30
부산광역시 사하구,2024-08-03,14:37:04,다대동 윤공단로,2024-11-30
부산광역시 사하구,2024-08-03,15:30:08,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,16:11:17,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,15:30:06,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,16:11:12,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,17:35:49,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:40:36,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,16:11:51,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:40:39,다대동 다대로,2024-11-30
