구군명,위반일자,위반장소명
강서구,2023-01-09 10:35,명지동 3268
강서구,2023-01-09 10:36,명지동 3268
강서구,2023-01-09 10:36,명지동 3268
강서구,2023-01-09 10:36,명지동 3268
강서구,2023-01-09 10:36,명지동 3268
강서구,2023-01-09 10:37,명지동 3268
강서구,2023-01-09 10:37,명지동 3268
강서구,2023-01-09 10:37,명지동 3268
강서구,2023-01-09 10:37,명지동 3268
강서구,2023-01-09 10:37,명지동 3268
강서구,2023-01-09 10:38,명지동 3268
강서구,2023-01-09 10:38,명지동 3268
강서구,2023-01-09 10:38,명지동 3268
강서구,2023-01-09 10:39,명지동 3268
강서구,2023-01-09 10:39,명지동 3268
강서구,2023-01-09 10:39,명지동 3268
강서구,2023-01-09 10:39,명지동 3268
강서구,2023-01-09 10:40,명지동 3282
강서구,2023-01-09 10:40,명지동 3268
강서구,2023-01-09 10:40,명지동 3268
강서구,2023-01-09 10:41,명지동 3268
강서구,2023-01-09 10:41,명지동 3268
강서구,2023-01-09 10:41,명지동 3268
강서구,2023-01-09 10:42,명지동 3268
강서구,2023-01-09 10:42,명지동 3268
강서구,2023-01-09 10:42,명지동 3268
강서구,2023-01-09 10:42,명지동 3268
강서구,2023-01-09 10:44,명지동 3268
강서구,2023-01-09 10:48,명지동 3268
강서구,2023-01-09 10:52,명지동 3268
강서구,2023-01-09 10:52,명지동 3268
강서구,2023-01-09 10:53,명지동 3268
강서구,2023-01-09 10:53,명지동 3268
강서구,2023-01-09 10:56,신호동 부영2차아파트 주
강서구,2023-01-09 10:59,명지동 3268
강서구,2023-01-09 11:01,명지동 3272
강서구,2023-01-09 11:10,명지동 3274
강서구,2023-01-09 12:25,신호동 269
강서구,2023-01-09 12:27,신호동 269
강서구,2023-01-09 12:29,대저1동 1749-25
강서구,2023-01-09 12:33,지사동 1194-1
강서구,2023-01-09 12:44,구랑동 1238
강서구,2023-01-09 12:50,녹산동 1343
강서구,2023-01-09 13:20,대저1동 2341-3
강서구,2023-01-09 13:39,신호동 295
강서구,2023-01-09 13:48,지사동 1176-6
강서구,2023-01-09 13:54,명지초등학교사거리인근
강서구,2023-01-09 14:03,금강펜테리움 2차 교차로
강서구,2023-01-09 14:05,명지동 3458
강서구,2023-01-09 14:07,남명초등학교인근
강서구,2023-01-09 14:22,국내선1층
강서구,2023-01-09 14:25,글로벌새싹어린이집 인근
강서구,2023-01-09 14:26,송정동 1602
강서구,2023-01-09 14:34,송정동 1602
강서구,2023-01-09 14:45,송정동 1600
강서구,2023-01-09 15:08,명지동 3356
강서구,2023-01-09 15:19,범방동 1856
강서구,2023-01-09 15:22,대저2동 2378-1
강서구,2023-01-09 16:04,남명초등학교인근
강서구,2023-01-09 16:07,신호동 부영2차아파트 주
강서구,2023-01-09 16:30,명지초등학교사거리인근
강서구,2023-01-09 16:32,김해공항 U턴교차로 주변
강서구,2023-01-09 16:34,신호동 부영2차아파트 주
강서구,2023-01-09 17:00,국제화물청사앞
강서구,2023-01-09 17:03,강서구청정문
강서구,2023-01-09 17:09,신호동 308-6
강서구,2023-01-09 17:11,김해공항 U턴교차로 주변
강서구,2023-01-09 17:17,김해공항 U턴교차로 주변
강서구,2023-01-09 17:36,명지동 3625
강서구,2023-01-09 17:43,지사동 1197-5
강서구,2023-01-09 17:57,국제화물청사앞
강서구,2023-01-09 18:15,명지동 3288
강서구,2023-01-09 18:20,김해공항 국내선4GATE 앞
강서구,2023-01-09 18:47,녹산초등학교인근
강서구,2023-01-09 18:57,명지동 3237-13
강서구,2023-01-09 19:06,국내선1층
강서구,2023-01-09 19:13,송정동 24번 교차로인근
강서구,2023-01-09 19:17,송정동 24번 교차로인근
강서구,2023-01-09 19:46,김해공항 U턴교차로 주변
강서구,2023-01-09 20:04,국제화물청사앞
강서구,2023-01-09 20:22,명지동 3420-6
강서구,2023-01-09 20:49,명지초등학교사거리인근
강서구,2023-01-09 22:25,송정동 24번 교차로인근
강서구,2023-01-09 22:28,지사동 1240
강서구,2023-01-09 22:56,신호동 부영2차아파트 주
강서구,2023-01-09 23:51,명지동 3229-12
강서구,2023-01-09 23:52,명지동 3229-17
강서구,2023-01-10 07:12,글로벌새싹어린이집 인근
강서구,2023-01-10 07:28,녹산동 1341
강서구,2023-01-10 07:46,녹산동 1341
강서구,2023-01-10 07:52,김해공항 국내선4GATE 앞
강서구,2023-01-10 08:26,중흥S클래스프라디움
강서구,2023-01-10 09:22,지사동 1244
강서구,2023-01-10 09:42,김해공항 국내선4GATE 앞
강서구,2023-01-10 09:51,송정동 1539
강서구,2023-01-10 10:17,명지동 3275
강서구,2023-01-10 10:17,명지동 3234
강서구,2023-01-10 10:17,명지동 3275
강서구,2023-01-10 10:17,명지동 3231
강서구,2023-01-10 10:18,명지동 3231
강서구,2023-01-10 10:18,명지동 3275
강서구,2023-01-10 10:20,김해공항 국내선4GATE 앞
강서구,2023-01-10 10:25,명지동 3272
강서구,2023-01-10 10:25,명지동 3274
강서구,2023-01-10 10:26,명지동 3274
강서구,2023-01-10 10:26,명지동 3274
강서구,2023-01-10 10:29,명지동 3230-11
강서구,2023-01-10 10:29,명지동 3231
강서구,2023-01-10 10:31,신호동 부영2차아파트 주
강서구,2023-01-10 10:32,송정동 1624
강서구,2023-01-10 10:36,명지차량등록사업소
강서구,2023-01-10 10:40,국제선2층
강서구,2023-01-10 11:45,미음동 1694
강서구,2023-01-10 12:19,대저1동 193-2
강서구,2023-01-10 14:08,노블랜드오션뷰104동주변
강서구,2023-01-10 14:12,노블랜드오션뷰101동주변
강서구,2023-01-10 14:25,명지스타필드 주변
강서구,2023-01-10 14:38,송정동 1539
강서구,2023-01-10 14:39,송정동 1513
강서구,2023-01-10 14:52,글로벌새싹어린이집 인근
강서구,2023-01-10 15:09,글로벌새싹어린이집 인근
강서구,2023-01-10 15:20,금강펜테리움 2차 교차로
강서구,2023-01-10 15:27,노블랜드오션뷰104동주변
강서구,2023-01-10 15:55,노블랜드오션뷰104동주변
강서구,2023-01-10 16:04,명일초등학교앞삼거리
강서구,2023-01-10 16:11,신호동 부영2차아파트 주
강서구,2023-01-10 16:21,김해공항 U턴교차로 주변
강서구,2023-01-10 16:46,송정초등학교 교차로
강서구,2023-01-10 16:52,꿈바위 어린이집인근
강서구,2023-01-10 17:08,꿈바위 어린이집인근
강서구,2023-01-10 17:10,신호동 264
강서구,2023-01-10 17:12,국내선2층
강서구,2023-01-10 17:17,에일린의 뜰 104동 주변
강서구,2023-01-10 17:44,녹산초등학교인근
강서구,2023-01-10 17:45,글로벌새싹어린이집 인근
강서구,2023-01-10 17:51,부산지법 서부지원
강서구,2023-01-10 18:04,금강펜테리움 2차 교차로
강서구,2023-01-10 18:11,한솔학교사거리인근
강서구,2023-01-10 18:19,국제선1층
강서구,2023-01-10 19:12,명지동 3460
강서구,2023-01-10 19:14,송정동 24번 교차로인근
강서구,2023-01-10 19:15,신호동 268
강서구,2023-01-10 19:15,부산지법 서부지원
강서구,2023-01-10 19:16,김해공항 U턴교차로 주변
강서구,2023-01-10 19:18,송정동 24번 교차로인근
강서구,2023-01-10 19:20,신호동 302-2
강서구,2023-01-10 19:25,명지동 3443
강서구,2023-01-10 19:34,명지동 3275
강서구,2023-01-10 20:05,삼정그린코아더시티주변
강서구,2023-01-10 20:13,노블랜드오션뷰104동주변
강서구,2023-01-10 20:15,김해공항 국내선4GATE 앞
강서구,2023-01-10 20:19,김해공항 국내선4GATE 앞
강서구,2023-01-10 20:45,국제선2층
강서구,2023-01-10 20:51,국제선2층
강서구,2023-01-10 20:59,에일린의 뜰 104동 주변
강서구,2023-01-10 21:17,한솔학교사거리인근
강서구,2023-01-10 21:35,송정동 24번 교차로인근
강서구,2023-01-10 22:14,에일린의 뜰 104동 주변
강서구,2023-01-10 22:47,에일린의 뜰 104동 주변
강서구,2023-01-11 05:18,명지동 3235
강서구,2023-01-11 05:54,송정동 1624
강서구,2023-01-11 07:05,명지초등학교사거리인근
강서구,2023-01-11 07:52,국제선2층
강서구,2023-01-11 07:57,국내선1층
강서구,2023-01-11 08:05,글로벌새싹어린이집 인근
강서구,2023-01-11 08:14,명지초등학교사거리인근
강서구,2023-01-11 08:15,에일린의 뜰 104동 주변
강서구,2023-01-11 08:19,국제선1층
강서구,2023-01-11 09:03,국내선2층
강서구,2023-01-11 09:05,에일린의 뜰 104동 주변
강서구,2023-01-11 09:28,노블랜드오션뷰101동주변
강서구,2023-01-11 09:39,중흥S클래스프라디움
강서구,2023-01-11 09:55,노블랜드오션뷰101동주변
강서구,2023-01-11 10:00,명지스타필드 주변
강서구,2023-01-11 10:01,꿈바위 어린이집인근
강서구,2023-01-11 10:04,명지동 3373
강서구,2023-01-11 10:05,삼정그린코아더시티주변
강서구,2023-01-11 10:08,한솔학교사거리인근
강서구,2023-01-11 10:08,송정초등학교 교차로
강서구,2023-01-11 10:22,김해공항 U턴교차로 주변
강서구,2023-01-11 10:24,에일린의 뜰 104동 주변
강서구,2023-01-11 10:25,신호동 268
강서구,2023-01-11 10:26,명지동 3329
강서구,2023-01-11 10:26,송정동 1624
강서구,2023-01-11 10:34,노블랜드오션뷰101동주변
강서구,2023-01-11 10:49,신호동 295
강서구,2023-01-11 10:55,삼정그린코아더시티주변
강서구,2023-01-11 10:58,송정동 1600
강서구,2023-01-11 11:46,미음동 1636-1
강서구,2023-01-11 13:05,명지동 3441
강서구,2023-01-11 13:10,송정동 1490-1
강서구,2023-01-11 14:05,글로벌새싹어린이집 인근
강서구,2023-01-11 14:11,에일린의 뜰 104동 주변
강서구,2023-01-11 14:14,송정동 1601-3
강서구,2023-01-11 14:21,국내선2층
강서구,2023-01-11 14:24,글로벌새싹어린이집 인근
강서구,2023-01-11 14:24,한솔학교사거리인근
강서구,2023-01-11 14:47,중흥S클래스프라디움
강서구,2023-01-11 15:00,노블랜드오션뷰104동주변
강서구,2023-01-11 15:01,꿈바위 어린이집인근
강서구,2023-01-11 15:05,꿈바위 어린이집인근
강서구,2023-01-11 15:07,국제선1층
강서구,2023-01-11 15:17,대저2동 3149
강서구,2023-01-11 15:22,노블랜드오션뷰101동주변
강서구,2023-01-11 15:27,에일린의 뜰 104동 주변
강서구,2023-01-11 15:28,노블랜드오션뷰104동주변
강서구,2023-01-11 15:32,삼정그린코아더시티주변
강서구,2023-01-11 15:40,노블랜드오션뷰101동주변
강서구,2023-01-11 15:55,노블랜드오션뷰104동주변
강서구,2023-01-11 16:28,명지차량등록사업소
강서구,2023-01-11 16:44,노블랜드오션뷰104동주변
강서구,2023-01-11 16:57,글로벌새싹어린이집 인근
강서구,2023-01-11 16:58,에일린의 뜰 104동 주변
강서구,2023-01-11 16:58,에일린의 뜰 104동 주변
강서구,2023-01-11 17:07,송정초등학교 교차로
강서구,2023-01-11 17:16,명일초등학교앞삼거리
강서구,2023-01-11 17:22,금강펜테리움 2차 교차로
강서구,2023-01-11 17:27,글로벌새싹어린이집 인근
강서구,2023-01-11 17:30,지사동 1240
강서구,2023-01-11 17:35,지사동 1240
강서구,2023-01-11 17:37,지사동 1240
강서구,2023-01-11 17:40,김해공항 국내선4GATE 앞
강서구,2023-01-11 17:46,명지동 3273
강서구,2023-01-11 18:11,꿈바위 어린이집인근
강서구,2023-01-11 18:39,송정동 1600
강서구,2023-01-11 18:46,국제화물청사앞
강서구,2023-01-11 19:13,송정동 24번 교차로인근
강서구,2023-01-11 19:15,송정동 24번 교차로인근
강서구,2023-01-11 19:16,송정동 24번 교차로인근
강서구,2023-01-11 19:32,지사동 1244
강서구,2023-01-11 19:34,지사동 1244
강서구,2023-01-11 19:51,명지동 3229-13
강서구,2023-01-11 19:52,명지동 3229-17
강서구,2023-01-11 19:54,명지동 3229-17
강서구,2023-01-11 19:58,명지동 3443
강서구,2023-01-11 20:10,삼우MCP 건너편
강서구,2023-01-11 20:26,국제선2층
강서구,2023-01-11 20:49,송정동 24번 교차로인근
강서구,2023-01-11 21:16,명지동 3442-5
강서구,2023-01-11 21:24,김해공항 국내선4GATE 앞
강서구,2023-01-11 21:26,에일린의 뜰 104동 주변
강서구,2023-01-11 21:58,김해공항 U턴교차로 주변
강서구,2023-01-11 22:02,노블랜드오션뷰101동주변
강서구,2023-01-11 22:20,대저2동 1858-3
강서구,2023-01-11 22:26,명지꿈자람유치원
강서구,2023-01-11 22:33,노블랜드오션뷰101동주변
강서구,2023-01-12 06:10,송정동 1624
강서구,2023-01-12 07:13,국제화물청사앞
강서구,2023-01-12 07:22,명지초등학교사거리인근
강서구,2023-01-12 07:23,글로벌새싹어린이집 인근
강서구,2023-01-12 07:28,금강펜테리움 2차 교차로
강서구,2023-01-12 07:34,에일린의 뜰 104동 주변
강서구,2023-01-12 07:38,녹산초등학교인근
강서구,2023-01-12 07:42,녹산동 1337-1
강서구,2023-01-12 07:53,명지초등학교사거리인근
강서구,2023-01-12 08:44,금강펜테리움 2차 교차로
강서구,2023-01-12 09:00,송정동 1631-11
강서구,2023-01-12 09:10,송정동 1632
강서구,2023-01-12 09:19,한솔학교사거리인근
강서구,2023-01-12 09:21,김해공항 U턴교차로 주변
강서구,2023-01-12 09:23,국내선2층
강서구,2023-01-12 09:31,꿈바위 어린이집인근
강서구,2023-01-12 09:31,명지동 3230-11
강서구,2023-01-12 09:31,명지동 3272
강서구,2023-01-12 09:32,명지동 3274
강서구,2023-01-12 09:32,명지동 3274
강서구,2023-01-12 09:33,국제선1층
강서구,2023-01-12 09:33,명지동 3229-22
강서구,2023-01-12 09:35,한솔학교사거리인근
강서구,2023-01-12 09:43,김해공항 국내선4GATE 앞
강서구,2023-01-12 09:44,명지동 3231
강서구,2023-01-12 09:44,명지동 3231
강서구,2023-01-12 09:44,명지동 3231
강서구,2023-01-12 09:46,삼정그린코아더시티주변
강서구,2023-01-12 09:46,송정동 1624
강서구,2023-01-12 09:47,김해공항 국내선4GATE 앞
강서구,2023-01-12 09:48,김해공항 U턴교차로 주변
강서구,2023-01-12 09:51,송정동 1657
강서구,2023-01-12 09:51,신호동 209-1
강서구,2023-01-12 09:55,송정동 1659
강서구,2023-01-12 10:10,금강펜테리움 2차 교차로
강서구,2023-01-12 10:11,꿈바위 어린이집인근
강서구,2023-01-12 10:16,글로벌새싹어린이집 인근
강서구,2023-01-12 10:21,노블랜드오션뷰101동주변
강서구,2023-01-12 10:24,국제선1층
강서구,2023-01-12 10:36,노블랜드오션뷰101동주변
강서구,2023-01-12 10:40,노블랜드오션뷰104동주변
강서구,2023-01-12 10:48,신호동 308-6
강서구,2023-01-12 10:56,삼정그린코아더시티주변
강서구,2023-01-12 11:46,미음동 1694
강서구,2023-01-12 12:26,대저1동 1-6
강서구,2023-01-12 13:20,명지동 3275
강서구,2023-01-12 14:04,명지초등학교사거리인근
강서구,2023-01-12 14:07,국제화물청사앞
강서구,2023-01-12 14:18,마음마을 주변
강서구,2023-01-12 14:52,꿈바위 어린이집인근
강서구,2023-01-12 14:57,국제선1층
강서구,2023-01-12 15:02,에일린의 뜰 104동 주변
강서구,2023-01-12 15:08,국내선2층
강서구,2023-01-12 15:09,명일초등학교앞삼거리
강서구,2023-01-12 15:10,노블랜드오션뷰104동주변
강서구,2023-01-12 15:12,남명초등학교인근
강서구,2023-01-12 15:18,한솔학교사거리인근
강서구,2023-01-12 15:42,에일린의 뜰 104동 주변
강서구,2023-01-12 15:43,삼정그린코아더시티주변
강서구,2023-01-12 16:05,글로벌새싹어린이집 인근
강서구,2023-01-12 16:05,김해공항 국내선4GATE 앞
강서구,2023-01-12 16:21,에일린의 뜰 104동 주변
강서구,2023-01-12 16:21,오션초등학교인근
강서구,2023-01-12 16:36,에일린의 뜰 104동 주변
강서구,2023-01-12 16:38,신호동 312
강서구,2023-01-12 16:44,국내선1층
강서구,2023-01-12 16:46,신호동 312
강서구,2023-01-12 16:58,노블랜드오션뷰104동주변
강서구,2023-01-12 17:05,봉림동 10-6
강서구,2023-01-12 17:13,대저고등학교주변
강서구,2023-01-12 17:38,글로벌새싹어린이집 인근
강서구,2023-01-12 17:39,명지동 3625
강서구,2023-01-12 18:01,한솔학교사거리인근
강서구,2023-01-12 18:26,금강펜테리움 2차 교차로
강서구,2023-01-12 18:38,송정동 1626
강서구,2023-01-12 18:40,지사동 1197-5
강서구,2023-01-12 18:54,명지동 3272
강서구,2023-01-12 19:05,에일린의 뜰 104동 주변
강서구,2023-01-12 19:12,국내선2층
강서구,2023-01-12 19:12,송정동 24번 교차로인근
강서구,2023-01-12 19:13,송정동 24번 교차로인근
강서구,2023-01-12 19:14,송정동 24번 교차로인근
강서구,2023-01-12 19:17,송정동 24번 교차로인근
강서구,2023-01-12 19:25,명지동 3551
강서구,2023-01-12 19:41,송정동 24번 교차로인근
강서구,2023-01-12 19:50,대저1동 2328
강서구,2023-01-12 19:50,대저1동 2328-3
강서구,2023-01-12 20:03,명지동 3452
강서구,2023-01-12 20:05,김해공항 U턴교차로 주변
강서구,2023-01-12 20:10,대저고등학교주변
강서구,2023-01-12 20:22,에일린의 뜰 104동 주변
강서구,2023-01-12 20:35,에일린의 뜰 104동 주변
강서구,2023-01-12 20:45,금강펜테리움 2차 교차로
강서구,2023-01-12 20:47,대저고등학교주변
강서구,2023-01-12 21:01,명지스타필드 주변
강서구,2023-01-12 21:06,국제선2층
강서구,2023-01-12 21:09,국내선2층
강서구,2023-01-12 21:12,한솔학교사거리인근
강서구,2023-01-12 21:16,국내선1층
강서구,2023-01-12 21:31,송정동 24번 교차로인근
강서구,2023-01-12 22:05,한솔학교사거리인근
강서구,2023-01-12 22:10,송정동 24번 교차로인근
강서구,2023-01-12 22:19,에일린의 뜰 104동 주변
강서구,2023-01-13 06:48,대저2동 3139
강서구,2023-01-13 08:17,명지동 3452
강서구,2023-01-13 08:22,오션초등학교인근
강서구,2023-01-13 08:32,국제선1층
강서구,2023-01-13 08:42,국제화물청사앞
강서구,2023-01-13 09:17,대저고등학교주변
강서구,2023-01-13 09:21,송정동 1600
강서구,2023-01-13 09:26,명지동 3275
강서구,2023-01-13 09:26,명지동 3275
강서구,2023-01-13 09:26,명지동 3231
강서구,2023-01-13 09:26,명지동 3275
강서구,2023-01-13 09:26,명지동 3231
강서구,2023-01-13 09:26,명지동 3231
강서구,2023-01-13 09:27,명지동 3275
강서구,2023-01-13 09:27,명지동 3231
강서구,2023-01-13 09:27,명지동 3231
강서구,2023-01-13 09:27,명지동 3231
강서구,2023-01-13 09:28,명지동 3275
강서구,2023-01-13 09:35,명지동 3229-17
강서구,2023-01-13 09:36,명지동 3229-17
강서구,2023-01-13 09:37,명지동 3229-17
강서구,2023-01-13 09:38,명지동 3274
강서구,2023-01-13 09:38,명지동 3274
강서구,2023-01-13 09:38,명지동 3274
강서구,2023-01-13 09:39,명지동 3274
강서구,2023-01-13 09:52,명지동 3268
강서구,2023-01-13 09:52,명지동 3268
강서구,2023-01-13 09:52,명지동 3268
강서구,2023-01-13 09:52,명지동 3268
강서구,2023-01-13 09:52,명지동 3268
강서구,2023-01-13 09:53,명지동 3268
강서구,2023-01-13 09:53,명지동 3268
강서구,2023-01-13 09:53,명지동 3268
강서구,2023-01-13 09:54,명지동 3268
강서구,2023-01-13 09:54,명지동 3268
강서구,2023-01-13 09:54,명지동 3268
강서구,2023-01-13 09:54,명지동 3268
강서구,2023-01-13 09:56,명지동 3268
강서구,2023-01-13 10:31,녹산초등학교인근
강서구,2023-01-13 11:57,녹산동 259-1
강서구,2023-01-13 12:14,명지동 3392
강서구,2023-01-13 12:27,미음동 1564-9
강서구,2023-01-13 12:51,송정동 1624
강서구,2023-01-13 13:45,지사동 1203-7
강서구,2023-01-13 14:04,글로벌새싹어린이집 인근
강서구,2023-01-13 14:16,노블랜드오션뷰104동주변
강서구,2023-01-13 14:32,명지초등학교사거리인근
강서구,2023-01-13 14:38,신호동 부영2차아파트 주
강서구,2023-01-13 14:39,국제선2층
강서구,2023-01-13 14:43,대저고등학교주변
강서구,2023-01-13 15:05,녹산동 1338-1
강서구,2023-01-13 15:09,글로벌새싹어린이집 인근
강서구,2023-01-13 15:21,한솔학교사거리인근
강서구,2023-01-13 15:24,삼정그린코아더시티주변
강서구,2023-01-13 15:36,에일린의 뜰 104동 주변
강서구,2023-01-13 15:44,명지초등학교사거리인근
강서구,2023-01-13 15:51,대방노블랜드2차인근
강서구,2023-01-13 15:55,노블랜드오션뷰101동주변
강서구,2023-01-13 16:06,명지초등학교사거리인근
강서구,2023-01-13 16:10,신호동 부영2차아파트 주
강서구,2023-01-13 16:47,명지초등학교사거리인근
강서구,2023-01-13 17:09,명지초등학교사거리인근
강서구,2023-01-13 17:32,명지동 3411
강서구,2023-01-13 17:35,명지동 3412-6
강서구,2023-01-13 17:37,국제화물청사앞
강서구,2023-01-13 17:39,국내선1층
강서구,2023-01-13 17:39,대저고등학교주변
강서구,2023-01-13 17:41,명지동 3452
강서구,2023-01-13 17:52,지사동 1241
강서구,2023-01-13 17:56,명지동 1-5
강서구,2023-01-13 18:15,녹산초등학교인근
강서구,2023-01-13 18:20,마음마을 주변
강서구,2023-01-13 18:43,녹산초등학교인근
강서구,2023-01-13 18:43,국내선1층
강서구,2023-01-13 19:06,국제선1층
강서구,2023-01-13 19:07,글로벌새싹어린이집 인근
강서구,2023-01-13 19:13,송정동 24번 교차로인근
강서구,2023-01-13 19:14,송정동 24번 교차로인근
강서구,2023-01-13 19:27,국내선1층
강서구,2023-01-13 19:33,송정동 24번 교차로인근
강서구,2023-01-13 19:34,명지동 3275
강서구,2023-01-13 19:34,명지동 3275
강서구,2023-01-13 19:34,명지동 3275
강서구,2023-01-13 19:34,명지동 3275
강서구,2023-01-13 19:34,명지동 3275
강서구,2023-01-13 19:35,명지동 3275
강서구,2023-01-13 19:35,명지동 3275
강서구,2023-01-13 19:35,명지동 3275
강서구,2023-01-13 19:35,명지동 3275
강서구,2023-01-13 19:36,명지동 3275
강서구,2023-01-13 19:36,명지동 3275
강서구,2023-01-13 19:36,명지동 3275
강서구,2023-01-13 19:37,명지동 3275
강서구,2023-01-13 19:37,명지동 3275
강서구,2023-01-13 19:37,명지동 3275
강서구,2023-01-13 19:46,명지동 3232
강서구,2023-01-13 19:46,명지동 3274
강서구,2023-01-13 19:47,명지동 3274
강서구,2023-01-13 19:47,명지동 3274
강서구,2023-01-13 19:48,명지동 3274
강서구,2023-01-13 19:48,명지동 3274
강서구,2023-02-20 16:27,노블랜드오션뷰104동주변
강서구,2023-02-20 16:28,국내선1층
