위반일자,위반시각,위반장소명
2023-01-09,09:10,거제동 현대홈타운(스쿨존)
2023-01-09,09:43,연산자이 일동미라주
2023-01-09,10:23,월드컵대로 CMC건물주변
2023-01-09,10:28,과정로344번길 사거리
2023-01-09,10:37,이마트트레이더스정문
2023-01-09,10:39,거학초교정문(스쿨존)
2023-01-09,10:50,과정초등학교 정문(스쿨존)
2023-01-09,11:01,부산지방법원 앞
2023-01-09,14:15,거제홈타운 이면도로
2023-01-09,14:20,연제오방맛길-쌍용@
2023-01-09,14:28,법조타운 거제역주변
2023-01-09,14:31,연산5동 오소리순대 앞
2023-01-09,14:45,거제홈타운 이면도로
2023-01-09,14:47,부산장애인종합복지관
2023-01-09,15:44,월드컵대로 CMC건물주변
2023-01-09,15:44,창신초교정문1(스쿨존)
2023-01-09,16:37,세병로
2023-01-09,16:48,거제한일유앤아이
2023-01-09,16:48,연일시장 고개
2023-01-09,16:55,과정로344번길 사거리
2023-01-09,17:18,연산자이 일동미라주
2023-01-09,17:32,남문초교-연제우체국(스쿨존)
2023-01-09,17:51,연제초등학교 주변(스쿨존)
2023-01-09,18:24,오방맛길 고분로 31번길
2023-01-09,18:36,부산시청 사거리 주변
2023-01-09,18:47,거제한일유앤아이
2023-01-09,18:49,거제한일유앤아이
2023-01-09,19:08,과정로344번길 사거리
2023-01-09,19:27,부산의료원후문
2023-01-09,19:39,시청역비스타동원1
2023-01-09,19:53,교육대학교 정문 주변(스쿨존)
2023-01-09,20:21,거제한일유앤아이
2023-01-09,21:00,오방맛길 고분로 31번길
2023-01-09,21:17,과정로344번길 사거리
2023-01-09,21:18,오방맛길 고분로 31번길
2023-01-09,21:19,연산동 서문교회
2023-01-09,21:24,거학초교정문
2023-01-09,21:32,거제한일유앤아이
2023-01-09,21:38,과정로344번길 사거리
2023-01-09,22:01,연산동 서문교회
2023-01-09,22:04,연제오방맛길-쌍용@
2023-01-09,22:08,연산동 자이마트 주변
2023-01-09,00:13,"신촌로18(신고,곡각,횡단)"
2023-01-09,06:21,"과정로260번길(신고,곡각,소방)"
2023-01-09,06:23,"과정로260번길(신고,곡각)"
2023-01-09,09:17,"법원남로15번길19(신고,곡각)"
2023-01-09,10:27,"중앙천로76번길22(신고,곡각)"
2023-01-09,10:31,"중앙천로(신고,곡각,횡단)"
2023-01-09,11:16,"법원남로9(신고,곡각)"
2023-01-09,12:03,"황령산로605번길(신고,횡단)"
2023-01-09,15:00,"중앙천로10(신고,곡각,소방)"
2023-01-09,15:19,"쌍미천로162번길(신고,횡단)"
2023-01-09,15:58,"연수로149(신고,곡각,횡단)"
2023-01-09,16:41,"법원로16번길24(신고,곡각,횡단)"
2023-01-09,18:25,"중앙천로14번길(신고,곡각,횡단,소방)"
2023-01-09,19:10,"안연로23번길19(신고,곡각,횡단)"
2023-01-09,19:44,"과정로191번가길26(신고,곡각,횡단)"
2023-01-09,21:58,"거제천로124번길1(신고,곡각)"
2023-01-09,22:02,"거제천로124번길43(신고,곡각)"
2023-01-09,22:18,"거제시장로1(신고,곡각)"
2023-01-09,22:23,"거제시장로13(신고,정류장)"
2023-01-09,22:31,"거제천로87번길23(신고,곡각,횡단)"
2023-01-09,22:32,"거제천로87번길29(신고,곡각,횡단)"
2023-01-09,22:37,"거제시장로22번길(신고,소방)"
2023-01-09,22:50,"신촌로(신고,곡각)"
2023-01-09,22:50,"신촌로(신고,곡각)"
2023-01-09,22:54,"신촌로(신고,곡각)"
2023-01-09,22:59,"거제대로178번길55(신고,곡각)"
2023-01-09,23:02,"신촌로(신고,곡각)"
2023-01-09,23:11,"신촌로29(신고,곡각)"
2023-01-09,23:18,"거제천로116(신고,곡각)"
2023-01-09,23:20,"거제천로118번길22(신고,곡각)"
2023-01-09,23:20,"거제천로118번길23(신고,곡각)"
2023-01-09,23:20,"거제천로118번길22(신고,곡각)"
2023-01-10,08:23,연제구 연산동
2023-01-10,08:53,연제구 연산동
2023-01-10,08:53,연제구 연산동
2023-01-10,09:07,연제구 거제동(곡각횡단)
2023-01-10,09:08,연제구 거제동(인도)
