위반일자,위반일시,위반장소명
2024-01-17 14:21,남항동2가 남항로10번길,
2024-01-17 14:22,남항동2가 남항서로,
2024-01-17 14:53,남항동1가 절영로,
2024-01-17 14:58,영선동1가 태종로113번길,
2024-01-17 15:14,영선동1가 태종로113번길,
2024-01-17 16:07,신선동3가 영상길,
2024-01-17 16:12,영선동4가 하나길,
2024-01-17 08:13,동삼동농협 주변 보조카,
2024-01-17 08:27,동삼동농협 주변 보조카,
2024-01-17 08:48,대교초등학교 주변-2,
2024-01-17 09:21,동삼동농협 주변 보조카,
2024-01-17 09:37,민재약국앞-1,
2024-01-17 10:43,동삼동농협 주변 보조카,
2024-01-17 12:32,대교초등학교 주변-2,
2024-01-17 13:34,대교초등학교 주변-2,
2024-01-17 14:12,영선불고기-1,
2024-01-17 14:15,대동대교맨션 주변-2,
2024-01-17 14:22,2 농협영도지점주변,
2024-01-17 14:39,봉학초등학교 주변-2,
2024-01-17 14:46,영선불고기-2,
2024-01-17 15:12,민재약국앞-1,
2024-01-17 15:18,2 영도 메디컬빌딩 부근,
2024-01-17 16:17,영선불고기-1,
2024-01-17 16:35,동삼동농협 주변 보조카,
2024-01-17 17:00,영선불고기-1,
2024-01-17 17:39,1남항동 세븐일레븐주변,
2024-01-17 17:51,태종대회전교차로주변-2,
2024-01-17 18:08,봉학초등학교 주변-2,
2024-01-17 18:27,4 남항사거리부근,
2024-01-17 18:36,해안관광도로 감지 입구,
2024-01-17 18:58,홈플러스영도점주변-3,
2024-01-17 19:26,동삼동농협 주변 보조카,
2024-01-17 19:50,동삼동농협 주변 보조카,
2024-01-17 19:53,남항동KT-2,
2024-01-17 12:58,동삼동 1123 횡단보도,
2024-01-17 18:09,남항동1가 9 교차로모퉁이,
2024-01-17 19:38,동삼동 318-52 횡단보도,
2024-01-17 19:44,동삼동 232-12 횡단보도,
2024-01-17 19:48,영선동1가 136-1 교차로모퉁이,
2024-01-17 19:51,남항동2가 273-1 교차로모퉁이,
2024-01-17 21:28,신선동3가 132 교차로모퉁이,
2024-01-17 11:01,대교동1가 190-1 횡단보도,
2024-01-17 06:26,동삼동 346-2 인도,
2024-01-17 10:51,대교동1가 190-1 인도,
2024-01-17 11:37,청학동 217-47 인도,
2024-01-17 16:54,동삼동 232-24 인도,
2024-01-17 17:05,동삼동 363-14 인도,
2024-01-17 21:20,동삼동 219-146 인도,
2024-01-17 22:01,동삼동 383-1 인도,
2024-01-17 10:26,영선동2가192-5 버스정류소,
2024-01-17 11:32,영선동2가192-2 버스정류소,
2024-01-17 19:30,동삼동1169 버스정류소,
2024-01-18 09:57,동삼동 절영로,
2024-01-18 10:00,동삼동 와치로,
2024-01-18 10:00,동삼동 와치로,
2024-01-18 10:00,동삼동 와치로,
2024-01-18 10:00,동삼동 와치로,
2024-01-18 10:07,동삼동 동삼로28번길,
2024-01-18 14:02,청학동 태종로248번길,
2024-01-18 16:24,동삼동 와치로,
2024-01-18 16:24,동삼동 와치로,
2024-01-18 16:24,동삼동 와치로,
2024-01-18 16:24,동삼동 와치로,
2024-01-18 16:25,동삼동 중리로,
2024-01-18 16:25,동삼동 중리로,
2024-01-18 10:22,영선동3가 절영로102번길,
2024-01-18 10:22,영선동3가 절영로102번길,
2024-01-18 10:23,영선동4가 영선대로,
2024-01-18 10:23,영선동4가 영선대로,
2024-01-18 10:24,영선동4가 절영로,
2024-01-18 10:25,영선동4가 영선대로,
2024-01-18 10:25,영선동4가 작은시장2길,
2024-01-18 10:29,남항동2가 절영로,
2024-01-18 10:38,봉래동1가 봉래나루로,
2024-01-18 10:38,봉래동1가 봉래나루로,
2024-01-18 10:39,봉래동1가 봉래나루로,
2024-01-18 10:39,봉래동1가 봉래나루로,
2024-01-18 10:39,봉래동1가 봉래나루로,
2024-01-18 10:39,봉래동1가 대교로,
2024-01-18 10:42,봉래동4가 봉래나루로,
2024-01-18 10:43,봉래동4가 봉래나루로,
2024-01-18 20:35,영선동1가 태종로,
2024-01-18 20:35,영선동2가 영선대로,
2024-01-18 20:35,영선동2가 절영로43번길,
2024-01-18 20:35,영선동2가 절영로43번길,
2024-01-18 20:35,영선동2가 영선대로,
2024-01-18 20:40,영선동4가 영선대로,
2024-01-18 08:16,동삼동농협 주변 보조카,
2024-01-18 09:52,동삼동농협 주변 보조카,
2024-01-18 10:28,대동대교맨션 주변-4,
2024-01-18 10:33,영선불고기-3,
2024-01-18 12:33,대교초등학교 주변-2,
2024-01-18 13:35,2 영도 메디컬빌딩 부근,
2024-01-18 13:47,2 영도 메디컬빌딩 부근,
2024-01-18 14:29,영선불고기-2,
2024-01-18 14:34,동삼동농협 주변 보조카,
2024-01-18 14:53,영선불고기-1,
2024-01-18 15:11,4 농협영도지점주변,
2024-01-18 15:44,동삼동농협 주변 보조카,
2024-01-18 15:57,봉래 에일린의뜰아파트 1,
2024-01-18 16:15,영선불고기-3,
2024-01-18 17:37,2남항동 세븐일레븐주변,
2024-01-18 19:00,동삼동농협 주변 보조카,
2024-01-18 19:31,동삼동농협 주변 보조카,
2024-01-18 19:48,동삼동농협 주변 보조카,
2024-01-18 15:42,봉래동3가 절영로7번길,
2024-01-18 15:43,영선동2가 절영로43번길,
2024-01-18 15:44,영선동2가 절영로49번길,
2024-01-18 15:44,영선동2가 절영로49번길,
2024-01-18 15:46,영선동2가 영선대로,
2024-01-18 15:47,남항동2가 절영로,
2024-01-18 15:48,남항동1가 절영로,
2024-01-18 01:47,봉래동1가 126-1 횡단보도,
2024-01-18 10:09,"대평동2가207-1횡단보도,교차로모퉁이",
2024-01-18 14:20,영선동2가 192-5 교차로모퉁이,
2024-01-18 20:07,동삼동 1122 횡단보도,
2024-01-18 20:12,동삼동 1170 횡단보도,
2024-01-18 20:29,대교동2가 93 교차로모퉁이,
2024-01-18 20:54,남항동2가 208-1 교차로모퉁이,
2024-01-18 12:14,봉래동2가 164-1 인도,
2024-01-18 20:08,동삼동 1122 인도,
2024-01-18 20:20,동삼동 1096 인도,
2024-01-18 20:21,동삼동 330-3 인도,
2024-01-18 18:28,동삼동226-118 버스정류소,
2024-01-19 06:17,남항동1가 232-42 교차로모퉁이,
2024-01-19 08:52,봉래동5가 28-2 횡단보도,
2024-01-19 10:15,영선동2가192-5 버스정류소,
2024-01-19 08:49,동삼동농협 주변 보조카,
2024-01-19 09:25,태종대회전교차로주변-2,
2024-01-19 09:52,2 영도 메디컬빌딩 부근,
2024-01-19 10:23,동삼동농협 주변 보조카,
2024-01-19 11:08,동삼동농협 주변 보조카,
2024-01-19 11:10,청동초등학교2-2,
2024-01-19 11:40,대교초등학교 주변-2,
2024-01-19 14:13,영선불고기-1,
2024-01-19 14:23,영선불고기-2,
2024-01-19 14:29,대동대교맨션 주변-4,
2024-01-19 15:25,대동대교맨션 주변-2,
2024-01-19 15:45,2송도삼거리 주변-1,
2024-01-19 16:00,동삼동농협 주변 보조카,
2024-01-19 16:19,1남항동 세븐일레븐주변,
2024-01-19 16:26,동삼동농협 주변 보조카,
2024-01-19 16:37,동삼동농협 주변 보조카,
2024-01-19 17:36,부산은행 청학동주변-3,
2024-01-19 18:39,대동대교맨션 주변-2,
2024-01-19 18:52,영선불고기-1,
2024-01-19 19:22,동삼동농협 주변 보조카,
2024-01-19 19:25,동삼동 농협,
2024-01-19 19:26,동삼동농협 주변 보조카,
2024-01-19 10:41,동삼동 태종로,
2024-01-19 10:45,동삼동 동삼로28번길,
2024-01-19 10:45,동삼동 동삼로28번길,
2024-01-19 10:45,동삼동 동삼로28번길,
2024-01-19 14:17,영선동1가 영봉길,
2024-01-19 14:21,대교동2가 태종로,
2024-01-19 14:27,대교동1가 절영로36번길,
2024-01-19 14:28,남항동1가 남항로9번길,
2024-01-19 14:29,남항동1가 남항로9번길,
2024-01-19 14:30,남항동2가 남항남로9번길,
2024-01-19 14:30,남항동3가 남항남로9번길,
2024-01-19 14:31,남항동3가 남항서로,
2024-01-19 14:31,남항동3가 남항서로,
2024-01-19 14:31,남항동3가 남항서로,
2024-01-19 14:31,남항동3가 남항서로,
2024-01-19 14:32,남항동3가 남항서로,
2024-01-19 14:32,영선동3가 남항서로,
2024-01-19 14:33,영선동4가 영선대로,
2024-01-19 11:22,대평동1가 10-6 횡단보도,
2024-01-19 11:32,영선동2가 192-5 교차로모퉁이,
2024-01-19 12:04,봉래동3가 196 교차로모퉁이,
2024-01-19 14:29,대평동2가 207-1 교차로모퉁이,
2024-01-19 15:29,영선동1가 8-2 교차로모퉁이,
2024-01-19 15:32,동삼동 1069-3 횡단보도,
2024-01-19 16:42,동삼동 554-2 횡단보도,
2024-01-19 18:12,청학동 85 횡단보도,
2024-01-19 18:53,동삼동 510-39 횡단보도,
2024-01-19 20:02,영선동3가 189 교차로모퉁이,
2024-01-19 21:34,남항동1가 178-27 교차로모퉁이,
2024-01-19 22:06,영선동3가 189 교차로모퉁이,
2024-01-19 22:08,영선동3가 8 교차로모퉁이,
2024-01-19 23:14,봉래동1가 130-3 횡단보도,
2024-01-19 15:52,봉래동3가139-1 인도,
2024-01-19 23:29,영선동3가189 소화전,
2024-01-19 09:09,영선동2가 245 인도,
2024-01-19 13:44,동삼동 383-1 인도,
2024-01-19 20:19,신선동1가 213 인도,
2024-01-19 20:22,동삼동 383-1 인도,
2024-01-20 08:16,1남항동 세븐일레븐주변,
2024-01-20 08:26,1남항동 세븐일레븐주변,
2024-01-20 08:40,청학초등학교 주변-1,
2024-01-20 09:41,동삼동농협 주변 보조카,
2024-01-20 10:00,민재약국앞-1,
2024-01-20 10:08,대동대교맨션 주변-2,
2024-01-20 10:13,영선불고기-3,
2024-01-20 11:28,동삼동농협 주변 보조카,
2024-01-20 11:39,2 영도 메디컬빌딩 부근,
2024-01-20 12:31,봉학초등학교 주변-2,
2024-01-20 14:14,동삼동농협 주변 보조카,
2024-01-20 14:26,해양박물관 회전교차로,
2024-01-20 14:34,1남항동 세븐일레븐주변,
2024-01-20 14:58,동삼동농협 주변 보조카,
2024-01-20 15:05,2 남항사거리부근,
2024-01-20 15:21,2송도삼거리 주변-1,
2024-01-20 15:23,동삼동농협 주변 보조카,
2024-01-20 15:31,3 농협영도지점주변,
2024-01-20 16:00,2송도삼거리 주변-1,
2024-01-20 16:10,영선불고기-1,
2024-01-20 16:16,1남항동 세븐일레븐주변,
2024-01-20 16:20,동삼동농협 주변 보조카,
2024-01-20 16:25,2 영도 메디컬빌딩 부근,
2024-01-20 16:29,동삼동농협 주변 보조카,
2024-01-20 16:57,2 남항사거리부근,
2024-01-20 17:02,3 농협영도지점주변,
2024-01-20 17:13,영선불고기-2,
2024-01-20 17:23,1남항동 세븐일레븐주변,
2024-01-20 18:46,4 남항사거리부근,
2024-01-20 18:52,2 남항사거리부근,
2024-01-20 19:02,동삼동농협 주변 보조카,
2024-01-20 19:14,영선불고기-1,
2024-01-20 19:50,2 남항사거리부근,
2024-01-20 12:14,청학동 태종로248번길,
2024-01-20 12:15,청학동 태종로248번길,
2024-01-20 12:15,청학동 태종로248번길,
2024-01-20 12:15,청학동 태종로248번길,
2024-01-20 12:15,청학동 태종로248번길,
2024-01-20 12:15,청학동 태종로248번길,
2024-01-20 16:11,남항동1가 남항로,
2024-01-20 16:14,남항동3가 남항남로9번길,
2024-01-20 16:15,남항동3가 남항서로,
2024-01-20 16:15,남항동3가 남항서로,
2024-01-20 16:17,남항동2가 남항서로,
2024-01-20 11:18,동삼동 510-11 횡단보도,
2024-01-20 12:59,동삼동 1124-3 횡단보도,
2024-01-20 13:38,영선동1가 24-5 교차로모퉁이,
2024-01-20 18:45,영선동1가 24-5 교차로모퉁이,
2024-01-20 18:59,남항동1가 232-1 교차로모퉁이,
2024-01-20 19:49,남항동2가 273-1 교차로모퉁이,
2024-01-20 22:40,신선동1가 27-17 교차로모퉁이,
2024-01-20 22:58,남항동2가 273-1 교차로모퉁이,
2024-01-20 19:32,동삼동 232-9 인도,
2024-01-20 23:13,영선동3가 189 인도,
2024-01-20 15:09,신선동3가 132 교차로모퉁이,
2024-01-20 17:36,봉래동3가186-5 버스정류소,
2024-01-21 08:27,4 농협영도지점주변,
2024-01-21 09:07,1남항동 세븐일레븐주변,
2024-01-21 09:27,4 영선 119안전센터주변,
2024-01-21 09:47,태종대회전교차로주변-4,
2024-01-21 10:23,2송도삼거리 주변-1,
2024-01-21 10:52,3 강남의원주변,
2024-01-21 11:12,대교초등학교 주변-2,
2024-01-21 11:14,1남항동 세븐일레븐주변,
2024-01-21 11:59,대교초등학교 주변-2,
2024-01-21 13:41,청학초등학교 주변-1,
2024-01-21 14:15,동삼동농협 주변 보조카,
2024-01-21 14:21,영선불고기-1,
2024-01-21 14:30,영선아파트주변-2,
2024-01-21 15:12,2남항동 세븐일레븐주변,
2024-01-21 15:12,2 남항사거리부근,
2024-01-21 15:16,대교초등학교 주변-2,
2024-01-21 15:31,영선불고기-3,
2024-01-21 15:38,청학동에스오일-1,
2024-01-21 15:52,민재약국앞-1,
2024-01-21 16:03,대교초등학교 주변-2,
2024-01-21 16:06,2송도삼거리 주변-1,
2024-01-21 16:11,영선불고기-1,
2024-01-21 16:20,영선아파트주변-2,
2024-01-21 16:24,2송도삼거리 주변-1,
2024-01-21 16:29,동삼동농협 주변 보조카,
2024-01-21 16:55,해안관광도로 감지 입구,
2024-01-21 16:57,표주레미콘-1,
2024-01-21 17:55,동삼동농협 주변 보조카,
2024-01-21 18:08,동삼동농협 주변 보조카,
2024-01-21 18:10,대교초등학교 주변-2,
2024-01-21 18:20,1남항동 세븐일레븐주변,
2024-01-21 18:46,동삼동농협 주변 보조카,
2024-01-21 18:57,영선불고기-1,
2024-01-21 19:14,동삼동농협 주변 보조카,
2024-01-21 19:27,2송도삼거리 주변-1,
2024-01-21 19:28,영선불고기-1,
2024-01-21 19:30,대교초등학교 주변-2,
2024-01-21 19:38,영선불고기-2,
2024-01-21 19:59,동삼동 농협,
2024-01-21 10:26,영선동2가 245 인도,
2024-01-21 10:50,동삼동 1076-5 인도,
2024-01-21 12:44,동삼동 363-4 인도,
2024-01-21 12:52,동삼동 404 인도,
2024-01-21 12:54,동삼동 408-2 인도,
2024-01-21 17:01,대교동1가 95 인도,
2024-01-21 21:47,동삼동 572-2 인도,
2024-01-21 21:54,신선동1가 77-2 인도,
2024-01-21 09:46,영선동2가 245 교차로모퉁이,
2024-01-21 09:49,남항동2가 221-2 교차로모퉁이,
2024-01-21 14:53,영선동4가 565-2 횡단보도,
2024-01-21 15:37,동삼동 232-3 횡단보도,
2024-01-21 16:15,영선동1가 136-1 교차로모퉁이,
2024-01-21 20:59,영선동1가 71-3 교차로모퉁이,
2024-01-22 18:40,동삼동 농협,
2024-01-22 18:44,2 영도 메디컬빌딩 부근,
2024-01-22 19:04,2남항동 세븐일레븐주변,
2024-01-22 19:10,민재약국앞-1,
2024-01-22 19:30,동삼동농협 주변 보조카,
2024-01-22 10:34,동삼동 동삼북로,
2024-01-22 10:35,동삼동 웃서발로,
2024-01-22 10:35,동삼동 웃서발로,
2024-01-22 10:36,동삼동 웃서발로,
2024-01-22 10:36,동삼동 웃서발로,
2024-01-22 10:37,동삼동 동삼서로,
2024-01-22 10:37,동삼동 동삼서로,
2024-01-22 10:38,동삼동 동삼서로,
2024-01-22 10:38,동삼동 동삼서로,
2024-01-22 10:38,동삼동 동삼로93번길,
2024-01-22 10:38,동삼동 동삼로93번길,
2024-01-22 10:41,동삼동 동삼로28번길,
2024-01-22 14:41,동삼동 해양로301번길,
2024-01-22 14:41,동삼동 1153-1,
2024-01-22 14:41,동삼동 1153-1,
2024-01-22 09:47,봉래동3가 대교로14번길,
2024-01-22 09:47,봉래동3가 봉래나루로,
2024-01-22 09:47,봉래동3가 봉래나루로,
2024-01-22 09:47,봉래동3가 봉래나루로,
2024-01-22 09:47,봉래동3가 봉래나루로,
2024-01-22 09:47,봉래동3가 봉래나루로,
2024-01-22 09:48,봉래동2가 봉래나루로,
2024-01-22 09:49,봉래동1가 봉래나루로,
2024-01-22 09:49,봉래동1가 봉래나루로,
2024-01-22 09:49,봉래동1가 봉래나루로,
2024-01-22 09:53,대교동1가 태종로,
2024-01-22 09:53,대교동1가 태종로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:54,대교동1가 봉래나루로,
2024-01-22 09:55,대교동1가 봉래나루로,
2024-01-22 09:55,대교동1가 봉래나루로,
2024-01-22 09:55,대교동1가 봉래나루로,
2024-01-22 09:55,봉래동1가 봉래나루로,
2024-01-22 09:56,봉래동1가 봉래나루로,
2024-01-22 09:57,봉래동1가 대교로40번길,
2024-01-22 09:57,봉래동2가 대교로46번길,
2024-01-22 09:57,봉래동2가 대교로46번길,
2024-01-22 09:58,봉래동2가 대교로46번길,
2024-01-22 09:58,봉래동2가 대교로46번길,
2024-01-22 09:58,봉래동2가 봉래나루로,
2024-01-22 10:48,봉래동3가 대교로6번길,
2024-01-22 10:49,봉래동3가 대교로6번길,
2024-01-22 10:49,봉래동3가 대교로14번길,
2024-01-22 10:49,봉래동3가 대교로14번길,
2024-01-22 10:50,봉래동3가 대교로14번길,
2024-01-22 10:50,봉래동3가 대교로6번길,
2024-01-22 10:52,봉래동4가 봉래나루로,
2024-01-22 16:35,남항동2가 남항서로,
2024-01-22 16:36,남항동3가 남항서로,
2024-01-22 16:37,남항동2가 남항서로,
2024-01-22 16:37,남항동2가 남항서로,
2024-01-22 12:47,동삼동 1180 횡단보도,
2024-01-22 17:35,동삼동 232-3 횡단보도,
2024-01-22 18:12,청학동 307-99 교차로모퉁이,
2024-01-22 18:17,청학동 85-1 교차로모퉁이,
2024-01-22 05:55,동삼동 383-1 인도,
2024-01-22 13:08,영선동2가 245 인도,
2024-01-22 13:10,영선동2가 50-1 인도,
2024-01-22 15:10,동삼동 266-5 인도,
2024-01-22 17:15,영선동2가 50-1 인도,
2024-01-22 23:50,신선동1가 114-3 인도,
2024-01-23 12:53,봉래동3가196 인도,
2024-01-23 09:31,봉래 에일린의뜰아파트 1,
2024-01-23 10:02,1남항동 세븐일레븐주변,
2024-01-23 10:32,1남항동 세븐일레븐주변,
2024-01-23 10:40,Do한국해양교회,
2024-01-23 10:46,2 농협영도지점주변,
2024-01-23 11:27,동삼동농협 주변 보조카,
2024-01-23 12:19,대교초등학교 주변-3,
2024-01-23 13:23,2 영도 메디컬빌딩 부근,
2024-01-23 13:56,1 영도 메디컬빌딩 부근,
2024-01-23 14:14,2 영도 메디컬빌딩 부근,
2024-01-23 14:17,동삼동농협 주변 보조카,
2024-01-23 14:48,동삼동농협 주변 보조카,
2024-01-23 14:51,동삼동농협 주변 보조카,
2024-01-23 15:09,해안관광도로 감지 입구,
2024-01-23 15:22,동삼동 농협,
2024-01-23 15:28,1남항동 세븐일레븐주변,
2024-01-23 15:34,영선불고기-1,
2024-01-23 15:39,동삼동 농협,
2024-01-23 15:59,영선불고기-1,
2024-01-23 16:13,영선불고기-1,
2024-01-23 16:26,Do한국해양교회,
2024-01-23 16:32,대동대교맨션 주변-2,
2024-01-23 18:01,영선불고기-1,
2024-01-23 18:55,홈플러스영도점주변-2,
2024-01-23 10:46,청학동 해양로,
2024-01-23 10:46,청학동 해양로,
2024-01-23 10:46,청학동 해양로,
2024-01-23 10:46,청학동 해양로,
2024-01-23 10:46,청학동 해양로,
2024-01-23 10:53,청학동 태종로,
2024-01-23 14:57,동삼동 동삼오션로,
2024-01-23 15:00,동삼동 태종로763번길,
2024-01-23 15:09,동삼동 와치로,
2024-01-23 15:09,동삼동 와치로,
2024-01-23 15:09,동삼동 와치로,
2024-01-23 15:12,동삼동 중리로,
2024-01-23 15:12,동삼동 중리로,
2024-01-23 15:13,동삼동 중리로,
2024-01-23 10:24,봉래동3가 절영로7번길,
2024-01-23 10:25,봉래동3가 절영로7번길,
2024-01-23 10:26,영선동1가 태종로113번길,
2024-01-23 10:27,영선동1가 태종로113번길,
2024-01-23 10:27,봉래동3가 절영로13번길,
2024-01-23 10:27,봉래동2가 절영로13번길,
2024-01-23 10:28,대교동2가 태종로89번길,
2024-01-23 10:31,대교동1가 봉래나루로,
2024-01-23 10:31,대교동1가 봉래나루로,
2024-01-23 10:32,대교동1가 절영로14번길,
2024-01-23 10:35,봉래동3가 대교로14번길,
2024-01-23 10:35,봉래동3가 대교로6번길,
2024-01-23 14:39,영선동1가 136-1 교차로모퉁이,
2024-01-23 15:25,봉래동1가 1 교차로모퉁이,
2024-01-23 17:53,봉래동1가 208-1 교차로모퉁이,
2024-01-23 18:23,남항동1가 178-1 교차로모퉁이,
2024-01-23 18:46,영선동3가 74-1 횡단보도,
2024-01-23 20:23,봉래동3가 199 교차로모퉁이,
2024-01-23 21:08,영선동1가 24-5 교차로모퉁이,
2024-01-23 12:05,동삼동 1153-2 인도,
2024-01-23 16:31,동삼동 231-1 인도,
2024-01-23 19:01,동삼동 383-1 인도,
2024-01-23 22:30,영선동3가189 소화전,
2024-01-24 12:23,봉래동3가196 인도,
2024-01-24 09:15,봉래교차로-3,
