부서명,단속일시,단속장소주소
교통행정과,2023-01-05 17:28:00,부곡동 윤산로
교통행정과,2023-01-05 17:30:00,부곡동 무학송로
교통행정과,2023-01-05 13:36:00,남산동 13
교통행정과,2023-01-05 07:09:00,남산동 38-3
교통행정과,2023-01-05 09:31:00,장전동 600-4
교통행정과,2023-01-05 13:39:00,남산동 126-9
교통행정과,2023-01-05 13:37:00,장전동 426
교통행정과,2023-01-05 13:36:00,장전동 426
교통행정과,2023-01-05 14:39:00,남산동 996-9
교통행정과,2023-01-05 14:48:00,남산동 321-1
교통행정과,2023-01-05 15:09:00,남산동 982
교통행정과,2023-01-05 20:48:00,장전동 426
교통행정과,2023-01-05 19:45:00,남산동 1002-1
교통행정과,2023-01-05 19:01:00,서동 241
교통행정과,2023-01-05 17:21:00,장전동 241-11
교통행정과,2023-01-05 21:38:00,장전동 426
교통행정과,2023-01-05 17:42:00,장전동 725
교통행정과,2023-01-05 12:20:00,청룡동 2-9
교통행정과,2023-01-05 14:14:00,부곡동 69-1
교통행정과,2023-01-05 15:56:00,구서동 부곡온천천로
교통행정과,2023-01-06 08:19:00,동상초등학교 입구
교통행정과,2023-01-06 09:51:00,농협 남산지점
교통행정과,2023-01-06 14:45:00,구서 오시게시장 사거리
교통행정과,2023-01-06 14:46:00,금정로68번길
교통행정과,2023-01-06 15:28:00,두실지하철1번출구
교통행정과,2023-01-06 15:38:00,동상초등학교 입구
교통행정과,2023-01-06 15:44:00,금정로68번길
교통행정과,2023-01-06 17:39:00,농협 남산지점
교통행정과,2023-01-06 19:47:00,농협 남산지점
교통행정과,2023-01-06 20:34:00,금정로68번길
교통행정과,2023-01-06 21:30:00,농협 남산지점
교통행정과,2023-01-06 21:50:00,농협 남산지점
교통행정과,2023-01-06 07:07:00,종합버스터미널
교통행정과,2023-01-06 07:11:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 07:11:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 07:20:00,대흥상가아파트
교통행정과,2023-01-06 07:51:00,젊음의광장사거리
교통행정과,2023-01-06 08:38:00,서동세웅병원앞
교통행정과,2023-01-06 08:39:00,농협 남산지점 보강
교통행정과,2023-01-06 08:41:00,대흥상가아파트
교통행정과,2023-01-06 08:44:00,구서동 이마트
교통행정과,2023-01-06 08:54:00,종합터미널사각지대
교통행정과,2023-01-06 09:04:00,서동 세웅병원 보강
교통행정과,2023-01-06 09:10:00,구서동 이마트
교통행정과,2023-01-06 09:19:00,온천장지하철역
교통행정과,2023-01-06 09:24:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 09:30:00,종합터미널사각지대
교통행정과,2023-01-06 09:32:00,맥도날드앞
교통행정과,2023-01-06 09:39:00,농협 남산지점 보강
교통행정과,2023-01-06 09:56:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 10:01:00,종합버스터미널 건너편
교통행정과,2023-01-06 10:08:00,장전동역 2번출구
교통행정과,2023-01-06 10:09:00,남산동 남산역 1번출구
교통행정과,2023-01-06 10:11:00,서동 세웅병원 보강
교통행정과,2023-01-06 10:15:00,부산대지하철4번출구
교통행정과,2023-01-06 10:17:00,서동 세웅병원 보강
교통행정과,2023-01-06 10:19:00,농협 남산지점 보강
교통행정과,2023-01-06 10:20:00,부산대 정문앞
교통행정과,2023-01-06 10:34:00,부산대정문사거리
교통행정과,2023-01-06 10:35:00,종합버스터미널 건너편
교통행정과,2023-01-06 10:36:00,장전동역 2번출구
교통행정과,2023-01-06 10:48:00,농협 남산지점 보강
교통행정과,2023-01-06 10:55:00,남산동 남산역 1번출구
교통행정과,2023-01-06 10:58:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 11:00:00,구서동 행림요양병원
교통행정과,2023-01-06 11:09:00,부산대1번출구근방
교통행정과,2023-01-06 11:09:00,서동 세웅병원 보강
교통행정과,2023-01-06 11:28:00,장전동신한은행앞
교통행정과,2023-01-06 11:46:00,대흥상가아파트
교통행정과,2023-01-06 11:47:00,농협 남산지점 보강
교통행정과,2023-01-06 14:07:00,식물원입구 사거리
교통행정과,2023-01-06 14:16:00,범어사역사각지대
교통행정과,2023-01-06 14:20:00,구서동 배비장보쌈
교통행정과,2023-01-06 14:20:00,장전동 치안센터
교통행정과,2023-01-06 14:28:00,맥도날드앞
교통행정과,2023-01-06 14:37:00,남산동 남산역 1번출구
교통행정과,2023-01-06 14:39:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 14:58:00,종합버스터미널 건너편
교통행정과,2023-01-06 15:05:00,종합버스터미널
교통행정과,2023-01-06 15:18:00,종합버스터미널
교통행정과,2023-01-06 15:18:00,식물원입구 사거리
교통행정과,2023-01-06 15:20:00,맥도날드앞
교통행정과,2023-01-06 15:27:00,대흥상가아파트
교통행정과,2023-01-06 15:39:00,"구서,두실초등학교사거리"
교통행정과,2023-01-06 15:40:00,부산대 정문앞
교통행정과,2023-01-06 15:48:00,젊음의광장사거리
교통행정과,2023-01-06 15:57:00,부산외국어대학교앞
교통행정과,2023-01-06 16:00:00,대흥상가아파트
교통행정과,2023-01-06 16:02:00,장전동역 2번출구
교통행정과,2023-01-06 16:12:00,농협 남산지점 보강
교통행정과,2023-01-06 16:15:00,젊음의광장사거리
교통행정과,2023-01-06 16:30:00,부산대 정문앞
교통행정과,2023-01-06 16:30:00,남산동 남산역 1번출구
교통행정과,2023-01-06 16:32:00,농협 남산지점 보강
교통행정과,2023-01-06 16:44:00,농협 남산지점 보강
교통행정과,2023-01-06 16:53:00,젊음의광장사거리
교통행정과,2023-01-06 16:58:00,남산동 남산역 1번출구
교통행정과,2023-01-06 17:01:00,부산대 정문앞
교통행정과,2023-01-06 17:30:00,종합버스터미널
교통행정과,2023-01-06 17:38:00,농협 남산지점 보강
교통행정과,2023-01-06 17:38:00,남산동 남산역 1번출구
교통행정과,2023-01-06 17:47:00,대흥상가아파트
교통행정과,2023-01-06 17:48:00,범어사역사각지대
교통행정과,2023-01-06 17:49:00,대흥상가아파트
교통행정과,2023-01-06 18:10:00,부산대 정문앞
교통행정과,2023-01-06 18:11:00,농협 남산지점 보강
교통행정과,2023-01-06 18:33:00,서동 세웅병원 보강
교통행정과,2023-01-06 18:44:00,남산동 남산역 1번출구
교통행정과,2023-01-06 18:51:00,농협 남산지점 보강
교통행정과,2023-01-06 18:52:00,부산대 북측공영주차장
교통행정과,2023-01-06 19:07:00,부산대 정문앞
교통행정과,2023-01-06 19:09:00,남산동 남산역 1번출구
교통행정과,2023-01-06 19:50:00,종합터미널사각지대
교통행정과,2023-01-06 20:01:00,부산대 정문앞
교통행정과,2023-01-06 20:07:00,남산동GS슈퍼마켓앞
교통행정과,2023-01-06 20:11:00,구서동 이마트
교통행정과,2023-01-06 20:46:00,부산대 정문앞
교통행정과,2023-01-06 21:09:00,부산대 정문앞
교통행정과,2023-01-06 21:14:00,장전동신한은행앞
교통행정과,2023-01-06 21:14:00,농협 남산지점 보강
교통행정과,2023-01-06 21:17:00,농협 남산지점 보강
교통행정과,2023-01-06 21:37:00,부산대1번출구사각지대
교통행정과,2023-01-06 21:38:00,부산대 정문앞
교통행정과,2023-01-06 21:42:00,서동 세웅병원 보강
교통행정과,2023-01-06 09:57:00,부곡동 무학송로
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 09:59:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 10:00:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 10:00:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 10:02:00,구서동 부곡온천천로
교통행정과,2023-01-06 10:06:00,부곡동 기찰로
교통행정과,2023-01-06 10:12:00,부곡동 가마실로
교통행정과,2023-01-06 10:12:00,남산동 범어천로
교통행정과,2023-01-06 10:16:00,남산동 금샘로
교통행정과,2023-01-06 10:17:00,부곡동 동현로
교통행정과,2023-01-06 10:29:00,남산동 금샘로
교통행정과,2023-01-06 10:42:00,서동 서금로
교통행정과,2023-01-06 10:43:00,서동 금사로51번길
교통행정과,2023-01-06 10:44:00,부곡동 무학송로
교통행정과,2023-01-06 10:44:00,부곡동 무학송로
교통행정과,2023-01-06 10:45:00,부곡동 중앙대로1778번길
교통행정과,2023-01-06 10:45:00,서동 금사로51번길
교통행정과,2023-01-06 10:45:00,부곡동 중앙대로1778번길
교통행정과,2023-01-06 10:45:00,부곡동 오륜대로
교통행정과,2023-01-06 10:49:00,금사동 개좌로
교통행정과,2023-01-06 10:50:00,금사동 개좌로
교통행정과,2023-01-06 10:57:00,장전동 장전온천천로
교통행정과,2023-01-06 11:01:00,서동 서부로16번길
교통행정과,2023-01-06 11:02:00,서동 서부로16번길
교통행정과,2023-01-06 11:02:00,서동 서부로16번길
교통행정과,2023-01-06 11:05:00,부곡동 수림로20번길
교통행정과,2023-01-06 11:25:00,부곡동 중앙대로1778번길
교통행정과,2023-01-06 11:28:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 11:44:00,부곡동 중앙대로1793번길
교통행정과,2023-01-06 14:26:00,구서동 두실로7번길
교통행정과,2023-01-06 14:30:00,구서동 중앙대로1945번길
교통행정과,2023-01-06 14:31:00,구서동 금강로565번길
교통행정과,2023-01-06 14:33:00,구서동 금샘로
교통행정과,2023-01-06 14:34:00,구서동 금샘로
교통행정과,2023-01-06 14:34:00,구서동 금샘로
교통행정과,2023-01-06 14:44:00,구서동 금강로565번길
교통행정과,2023-01-06 14:47:00,서동 서동시장길
교통행정과,2023-01-06 14:47:00,서동 서동시장길
교통행정과,2023-01-06 14:49:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:49:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:49:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:49:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:49:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:50:00,청룡동 청룡예전로
교통행정과,2023-01-06 14:51:00,구서동 금샘로
교통행정과,2023-01-06 14:53:00,구서동 두실로
교통행정과,2023-01-06 14:57:00,서동 서동로146번길
교통행정과,2023-01-06 14:57:00,서동 서명로
교통행정과,2023-01-06 15:01:00,서동 서동로
교통행정과,2023-01-06 15:18:00,장전동 식물원로9번길
교통행정과,2023-01-06 15:21:00,금사동 개좌로
교통행정과,2023-01-06 15:44:00,남산동 금샘로
교통행정과,2023-01-06 15:44:00,남산동 금샘로
교통행정과,2023-01-06 15:45:00,남산동 금샘로
교통행정과,2023-01-06 15:46:00,남산동 금샘로
교통행정과,2023-01-06 16:17:00,구서동 금강로446번길
교통행정과,2023-01-06 16:19:00,구서동 금강로453번길
교통행정과,2023-01-06 16:20:00,구서동 중앙대로1841번길
교통행정과,2023-01-06 16:24:00,장전동 금강로391번길
교통행정과,2023-01-06 16:24:00,장전동 금강로391번길
교통행정과,2023-01-06 16:24:00,장전동 금강로391번길
교통행정과,2023-01-06 16:24:00,장전동 금강로391번길
교통행정과,2023-01-06 16:29:00,금사동 반송로490번길
교통행정과,2023-01-06 16:30:00,금사동 삼어로
교통행정과,2023-01-06 16:31:00,금사동 반송로
교통행정과,2023-01-06 16:34:00,금사동 반송로
교통행정과,2023-01-06 16:36:00,금사동 공단로8번길
교통행정과,2023-01-06 16:37:00,서동 서동로175번길
교통행정과,2023-01-06 16:39:00,서동 금사로
교통행정과,2023-01-06 17:00:00,장전동 수림로66번길
교통행정과,2023-01-06 17:00:00,장전동 금강로379번길
교통행정과,2023-01-06 17:03:00,부곡동 기찰로
교통행정과,2023-01-06 17:04:00,부곡동 기찰로
교통행정과,2023-01-06 19:40:00,남산동 두실로
교통행정과,2023-01-06 19:40:00,남산동 두실로
교통행정과,2023-01-06 19:40:00,남산동 두실로
교통행정과,2023-01-06 19:42:00,구서동 중앙대로
교통행정과,2023-01-06 19:46:00,부곡동 수림로20번길
교통행정과,2023-01-06 19:52:00,구서동 중앙대로1841번길
교통행정과,2023-01-06 19:52:00,구서동 중앙대로1841번길
교통행정과,2023-01-06 19:52:00,구서동 중앙대로1841번길
교통행정과,2023-01-06 20:15:00,장전동 금강로291번길
교통행정과,2023-01-06 20:16:00,장전동 부산대학로64번길
교통행정과,2023-01-06 20:16:00,장전동 금강로279번안길
교통행정과,2023-01-06 20:16:00,장전동 금강로279번길
교통행정과,2023-01-06 20:18:00,장전동 금강로279번길
교통행정과,2023-01-06 20:20:00,장전동 부산대학로63번길
교통행정과,2023-01-06 20:47:00,장전동 식물원로
교통행정과,2023-01-06 20:47:00,장전동 식물원로
교통행정과,2023-01-06 20:48:00,장전동 식물원로9번길
교통행정과,2023-01-06 20:49:00,장전동 식물원로9번길
교통행정과,2023-01-06 20:49:00,장전동 중앙대로1545번길
교통행정과,2023-01-06 20:49:00,장전동 식물원로9번길
교통행정과,2023-01-06 20:56:00,부곡동 중앙대로1667번길
교통행정과,2023-01-06 18:58:00,부곡동 398
교통행정과,2023-01-06 20:07:00,남산동 136-200
교통행정과,2023-01-06 19:00:00,남산동 1003
교통행정과,2023-01-06 19:06:00,남산동 1002-1
교통행정과,2023-01-06 15:20:00,남산동 136-1
교통행정과,2023-01-06 04:44:00,부곡동 332-36
교통행정과,2023-01-06 14:12:00,구서동 655
교통행정과,2023-01-06 14:42:00,선두구동 산 80
교통행정과,2023-01-06 16:42:00,선두구동 산 80
교통행정과,2023-01-06 10:02:00,구서동 부곡온천천로
교통행정과,2023-01-06 16:02:00,장전동역 2번출구
교통행정과,2023-01-06 10:17:00,부곡동 동현로
교통행정과,2023-01-07 07:43:00,노포동 고속터미널건너편
교통행정과,2023-01-07 09:10:00,노포동 고속터미널건너편
교통행정과,2023-01-07 09:15:00,동상초등학교 입구
교통행정과,2023-01-07 11:27:00,노포동 고속터미널건너편
교통행정과,2023-01-07 11:30:00,두실초등학교 입구
교통행정과,2023-01-07 11:52:00,노포동 고속터미널앞
교통행정과,2023-01-07 14:41:00,금정로68번길
교통행정과,2023-01-07 14:41:00,구서전철역
교통행정과,2023-01-07 15:09:00,노포동 고속터미널건너편
교통행정과,2023-01-07 15:36:00,노포동 고속터미널건너편
교통행정과,2023-01-07 15:48:00,노포동 고속터미널건너편
교통행정과,2023-01-07 16:52:00,노포동 고속터미널건너편
교통행정과,2023-01-07 17:01:00,청룡탕사거리
교통행정과,2023-01-07 17:34:00,노포동 고속터미널건너편
교통행정과,2023-01-07 19:15:00,온천장역 4번출구
교통행정과,2023-01-07 19:37:00,금정로68번길
교통행정과,2023-01-07 20:22:00,농협 남산지점
교통행정과,2023-01-07 20:27:00,금정로68번길
교통행정과,2023-01-07 20:56:00,두실지하철1번출구
교통행정과,2023-01-07 21:31:00,구서전철역
교통행정과,2023-01-07 21:56:00,남산고등학교 진입삼거리
교통행정과,2023-01-07 07:00:00,농협 남산지점 보강
교통행정과,2023-01-07 07:12:00,금정등기소앞
교통행정과,2023-01-07 07:29:00,농협 남산지점 보강
교통행정과,2023-01-07 07:32:00,서동 세웅병원 보강
교통행정과,2023-01-07 07:33:00,서동 세웅병원 보강
교통행정과,2023-01-07 07:37:00,서동 세웅병원 보강
교통행정과,2023-01-07 07:41:00,젊음의광장사거리
교통행정과,2023-01-07 07:44:00,식물원입구 사거리
교통행정과,2023-01-07 07:55:00,서동 세웅병원 보강
교통행정과,2023-01-07 07:56:00,농협 남산지점 보강
교통행정과,2023-01-07 08:10:00,서동 세웅병원 보강
교통행정과,2023-01-07 08:25:00,장전동역 2번출구
교통행정과,2023-01-07 08:40:00,농협 남산지점 보강
교통행정과,2023-01-07 08:48:00,구서동 행림요양병원
교통행정과,2023-01-07 08:51:00,금정등기소앞
교통행정과,2023-01-07 09:02:00,종합버스터미널
교통행정과,2023-01-07 09:03:00,부산대 정문앞
교통행정과,2023-01-07 09:08:00,장전동역 2번출구
교통행정과,2023-01-07 09:10:00,서동 세웅병원 보강
교통행정과,2023-01-07 09:25:00,서동 세웅병원 보강
교통행정과,2023-01-07 09:30:00,농협 남산지점 보강
교통행정과,2023-01-07 09:30:00,서동 세웅병원 보강
교통행정과,2023-01-07 09:35:00,종합버스터미널 건너편
교통행정과,2023-01-07 09:42:00,서동 세웅병원 보강
교통행정과,2023-01-07 09:51:00,장전동 치안센터
교통행정과,2023-01-07 09:59:00,장전동역 2번출구
교통행정과,2023-01-07 09:59:00,종합버스터미널 건너편
교통행정과,2023-01-07 10:08:00,농협 남산지점 보강
교통행정과,2023-01-07 10:11:00,농협 남산지점 보강
교통행정과,2023-01-07 10:20:00,구서동 배비장보쌈
교통행정과,2023-01-07 10:27:00,개좌로 67번길 사거리
교통행정과,2023-01-07 10:27:00,구서동 이마트
교통행정과,2023-01-07 10:30:00,종합버스터미널 건너편
교통행정과,2023-01-07 10:31:00,부산대 정문앞
교통행정과,2023-01-07 14:00:00,종합버스터미널 건너편
교통행정과,2023-01-07 14:05:00,금정등기소앞
교통행정과,2023-01-07 14:11:00,종합버스터미널 건너편
교통행정과,2023-01-07 14:12:00,농협 남산지점 보강
교통행정과,2023-01-07 14:19:00,서동 세웅병원 보강
교통행정과,2023-01-07 14:27:00,종합버스터미널 건너편
교통행정과,2023-01-07 14:39:00,종합버스터미널 건너편
교통행정과,2023-01-07 14:47:00,금정등기소앞
교통행정과,2023-01-07 14:50:00,종합버스터미널 건너편
교통행정과,2023-01-07 15:00:00,부산대 정문앞
교통행정과,2023-01-07 15:02:00,서동 세웅병원 보강
교통행정과,2023-01-07 15:05:00,장전동신한은행앞
교통행정과,2023-01-07 15:07:00,서동 세웅병원 보강
교통행정과,2023-01-07 15:10:00,서동 세웅병원 보강
교통행정과,2023-01-07 15:12:00,장전동역 2번출구
교통행정과,2023-01-07 15:14:00,농협 남산지점 보강
교통행정과,2023-01-07 15:16:00,종합버스터미널 건너편
교통행정과,2023-01-07 15:20:00,부산대 정문앞
교통행정과,2023-01-07 15:21:00,농협 남산지점 보강
교통행정과,2023-01-07 15:40:00,농협 남산지점 보강
교통행정과,2023-01-07 15:50:00,식물원입구 사거리
교통행정과,2023-01-07 15:51:00,장전동어린이놀이터앞
교통행정과,2023-01-07 15:52:00,종합버스터미널
교통행정과,2023-01-07 16:04:00,금정등기소앞
교통행정과,2023-01-07 16:16:00,종합터미널사각지대
교통행정과,2023-01-07 16:18:00,서동 세웅병원 보강
교통행정과,2023-01-07 16:32:00,종합버스터미널 건너편
교통행정과,2023-01-07 16:36:00,대흥상가아파트
교통행정과,2023-01-07 16:41:00,종합버스터미널 건너편
교통행정과,2023-01-07 16:44:00,구서동 배비장보쌈
교통행정과,2023-01-07 17:07:00,농협 남산지점 보강
교통행정과,2023-01-07 17:10:00,장전동어린이놀이터앞
교통행정과,2023-01-07 17:20:00,농협 남산지점 보강
교통행정과,2023-01-07 17:27:00,농협 남산지점 보강
교통행정과,2023-01-07 17:40:00,구서동 배비장보쌈
교통행정과,2023-01-07 17:43:00,부산대 정문앞
교통행정과,2023-01-07 17:44:00,대흥상가아파트
교통행정과,2023-01-07 17:49:00,부산대 정문앞
교통행정과,2023-01-07 17:54:00,장전동신한은행앞
교통행정과,2023-01-07 18:04:00,서동 세웅병원 보강
교통행정과,2023-01-07 18:14:00,서동 세웅병원 보강
교통행정과,2023-01-07 18:14:00,부산대정문사거리
교통행정과,2023-01-07 18:15:00,부산대지하철4번출구
교통행정과,2023-01-07 18:31:00,서동 세웅병원 보강
교통행정과,2023-01-07 18:36:00,서동 세웅병원 보강
교통행정과,2023-01-07 18:36:00,식물원입구 사거리
교통행정과,2023-01-07 18:44:00,금정등기소앞
교통행정과,2023-01-07 18:54:00,개좌로 67번길 사거리
교통행정과,2023-01-07 19:04:00,부산대 정문앞
교통행정과,2023-01-07 19:15:00,부산대1번출구근방
교통행정과,2023-01-07 19:28:00,농협 남산지점 보강
교통행정과,2023-01-07 19:30:00,부산대북측사각지대
교통행정과,2023-01-07 19:34:00,부곡동SK아파트 부근
교통행정과,2023-01-07 20:41:00,종합터미널사각지대
교통행정과,2023-01-07 20:44:00,금정등기소앞
교통행정과,2023-01-07 20:50:00,금정등기소앞
교통행정과,2023-01-07 21:11:00,부산대지하철4번출구
교통행정과,2023-01-07 21:20:00,금정등기소앞
교통행정과,2023-01-07 21:35:00,종합버스터미널
교통행정과,2023-01-07 15:27:00,부곡동 중앙대로1667번길
교통행정과,2023-01-07 15:29:00,장전동 금강로
교통행정과,2023-01-07 15:30:00,장전동 부산대학로64번길
교통행정과,2023-01-07 15:32:00,장전동 금강로279번길
교통행정과,2023-01-07 15:34:00,장전동 부산대학로63번길
교통행정과,2023-01-07 15:34:00,장전동 부산대학로63번길
교통행정과,2023-01-07 20:31:00,장전동 427
교통행정과,2023-01-07 18:19:00,청룡동 30-2
교통행정과,2023-01-07 18:30:00,노포동 166-3
교통행정과,2023-01-07 16:20:00,장전동 426
교통행정과,2023-01-07 15:58:00,장전동 241-12
교통행정과,2023-01-07 15:51:00,서동 141-5
교통행정과,2023-01-07 14:41:00,구서동 791
교통행정과,2023-01-07 11:11:00,남산동 120-32
교통행정과,2023-01-07 09:50:00,부곡동 398
교통행정과,2023-01-07 13:25:00,장전동 241-12
교통행정과,2023-01-07 19:33:00,구서동 1040
교통행정과,2023-01-07 19:41:00,서동 134-39
교통행정과,2023-01-07 06:05:00,남산동 13
교통행정과,2023-01-07 20:37:00,서동 241
교통행정과,2023-01-07 15:09:00,장전동 655-9
교통행정과,2023-01-07 16:10:00,장전동 713
교통행정과,2023-01-07 18:03:00,청룡동 70-34
교통행정과,2023-01-07 15:12:00,장전동역 2번출구
교통행정과,2023-01-08 09:24:00,농협 남산지점
교통행정과,2023-01-08 10:51:00,구서 오시게시장 사거리
교통행정과,2023-01-08 11:27:00,구서 오시게시장 사거리
교통행정과,2023-01-08 11:56:00,농협 남산지점
교통행정과,2023-01-08 11:58:00,남산고등학교 진입삼거리
교통행정과,2023-01-08 15:27:00,금정로68번길
교통행정과,2023-01-08 15:40:00,금정로68번길
교통행정과,2023-01-08 15:54:00,청룡탕사거리
교통행정과,2023-01-08 16:09:00,구서 오시게시장 사거리
교통행정과,2023-01-08 16:34:00,금정로68번길
교통행정과,2023-01-08 17:03:00,금정로68번길
교통행정과,2023-01-08 17:19:00,농협 남산지점
교통행정과,2023-01-08 17:57:00,금정로68번길
교통행정과,2023-01-08 18:33:00,농협 남산지점
교통행정과,2023-01-08 18:51:00,동상초등학교 입구
교통행정과,2023-01-08 19:09:00,금정로68번길
교통행정과,2023-01-08 19:23:00,구서 오시게시장 사거리
교통행정과,2023-01-08 19:31:00,금정로68번길
교통행정과,2023-01-08 19:39:00,부곡동 한서요양병원
교통행정과,2023-01-08 20:02:00,구서 오시게시장 사거리
교통행정과,2023-01-08 20:05:00,구서전철역
교통행정과,2023-01-08 20:30:00,농협 남산지점
교통행정과,2023-01-08 20:59:00,구서 오시게시장 사거리
교통행정과,2023-01-08 21:18:00,구서 오시게시장 사거리
교통행정과,2023-01-08 21:28:00,구서 오시게시장 사거리
교통행정과,2023-01-08 07:01:00,농협 남산지점 보강
교통행정과,2023-01-08 07:03:00,범어사역사각지대
교통행정과,2023-01-08 07:03:00,서동세웅병원앞
교통행정과,2023-01-08 07:21:00,농협 남산지점 보강
교통행정과,2023-01-08 08:30:00,서동세웅병원앞
교통행정과,2023-01-08 08:45:00,구서동 배비장보쌈
교통행정과,2023-01-08 08:50:00,종합버스터미널 건너편
교통행정과,2023-01-08 08:53:00,장전동 치안센터
교통행정과,2023-01-08 08:56:00,식물원입구 사거리
교통행정과,2023-01-08 08:57:00,부산대 북측공영주차장
교통행정과,2023-01-08 08:59:00,구서동 배비장보쌈
교통행정과,2023-01-08 09:00:00,농협 남산지점 보강
교통행정과,2023-01-08 09:10:00,서동 세웅병원 보강
교통행정과,2023-01-08 09:16:00,농협 남산지점 보강
교통행정과,2023-01-08 09:27:00,부산대 정문앞
교통행정과,2023-01-08 09:30:00,장전동역 2번출구
교통행정과,2023-01-08 09:48:00,부산대 북측공영주차장
교통행정과,2023-01-08 09:49:00,금정등기소앞
교통행정과,2023-01-08 09:51:00,장전동어린이놀이터앞
교통행정과,2023-01-08 10:31:00,장전동신한은행앞
교통행정과,2023-01-08 10:34:00,서동 세웅병원 보강
교통행정과,2023-01-08 10:47:00,부산대 정문앞
교통행정과,2023-01-08 11:19:00,서동 세웅병원 보강
교통행정과,2023-01-08 11:28:00,서동 세웅병원 보강
교통행정과,2023-01-08 14:02:00,부산대 정문앞
교통행정과,2023-01-08 14:11:00,서동 세웅병원 보강
교통행정과,2023-01-08 14:17:00,서동 세웅병원 보강
교통행정과,2023-01-08 14:20:00,장전동신한은행앞
교통행정과,2023-01-08 14:31:00,농협 남산지점 보강
교통행정과,2023-01-08 14:33:00,금정등기소앞
교통행정과,2023-01-08 14:50:00,금정등기소앞
교통행정과,2023-01-08 15:00:00,부산대 정문앞
교통행정과,2023-01-08 15:04:00,부곡동SK아파트 부근
교통행정과,2023-01-08 15:06:00,농협 남산지점 보강
교통행정과,2023-01-08 15:18:00,부산대 정문앞
교통행정과,2023-01-08 15:36:00,부산대앞부산은행사거리
교통행정과,2023-01-08 15:43:00,젊음의광장사거리
교통행정과,2023-01-08 15:57:00,부산대 정문앞
교통행정과,2023-01-08 16:11:00,종합터미널사각지대
교통행정과,2023-01-08 16:18:00,금정등기소앞
교통행정과,2023-01-08 16:19:00,금정등기소앞
교통행정과,2023-01-08 16:20:00,종합버스터미널 건너편
교통행정과,2023-01-08 16:35:00,장전동역 2번출구
교통행정과,2023-01-08 16:49:00,부산대 정문앞
교통행정과,2023-01-08 16:53:00,식물원입구 사거리
교통행정과,2023-01-08 16:57:00,농협 남산지점 보강
교통행정과,2023-01-08 17:02:00,부곡동SK아파트 부근
교통행정과,2023-01-08 17:12:00,개좌로 67번길 사거리
교통행정과,2023-01-08 17:15:00,범어사역사각지대
교통행정과,2023-01-08 17:22:00,부산대 정문앞
교통행정과,2023-01-08 17:29:00,종합터미널사각지대
교통행정과,2023-01-08 17:47:00,남산동 남산역 1번출구
교통행정과,2023-01-08 17:52:00,종합버스터미널
교통행정과,2023-01-08 18:00:00,부산대 정문앞
교통행정과,2023-01-08 18:09:00,부산대 정문앞
교통행정과,2023-01-08 18:13:00,종합버스터미널
교통행정과,2023-01-08 18:22:00,부산대 정문앞
교통행정과,2023-01-08 18:25:00,부산대 정문앞
교통행정과,2023-01-08 18:29:00,서동 세웅병원 보강
교통행정과,2023-01-08 18:30:00,부산대후문사거리
교통행정과,2023-01-08 18:31:00,종합버스터미널
교통행정과,2023-01-08 18:40:00,부산대 정문앞
교통행정과,2023-01-08 18:47:00,부산대 정문앞
교통행정과,2023-01-08 19:07:00,부산대 정문앞
교통행정과,2023-01-08 19:11:00,장전동역 2번출구
교통행정과,2023-01-08 19:11:00,서동 세웅병원 보강
교통행정과,2023-01-08 19:29:00,장전동어린이놀이터앞
교통행정과,2023-01-08 19:29:00,서동 세웅병원 보강
교통행정과,2023-01-08 19:59:00,서동 세웅병원 보강
교통행정과,2023-01-08 20:05:00,서동세웅병원앞
교통행정과,2023-01-08 20:13:00,부산대 정문앞
교통행정과,2023-01-08 20:18:00,금정등기소앞
교통행정과,2023-01-08 20:20:00,금정문화회관앞
교통행정과,2023-01-08 20:33:00,부산대 정문앞
교통행정과,2023-01-08 21:15:00,부산대 정문앞
교통행정과,2023-01-08 21:35:00,부산대 정문앞
교통행정과,2023-01-08 21:38:00,서동 세웅병원 보강
교통행정과,2023-01-08 21:42:00,종합버스터미널 건너편
교통행정과,2023-01-08 21:51:00,종합터미널사각지대
