정류소 번호,정류소 아이디,정류소 명,GPS X 좌표,GPS Y 좌표,정류장 구분
04173,170970301,국제크루즈터미널입구,129.0767442,35.08132248,일반
04174,171170402,아르떼뮤지엄·미창석유,129.0758507,35.08586223,일반
04175,211380102,아르떼뮤지엄·미창석유,129.0749666,35.08565897,일반
04176,170970201,송강중공업,129.0721718,35.08867969,일반
04177,211380101,해동종합,129.0710744,35.08968518,일반
04178,211380301,(주)거청,129.067906,35.09421993,일반
04179,211390101,(주)거청,129.0676722,35.09393843,일반
04180,211380302,대선조선,129.0616725,35.09724269,일반
04181,211390102,대선조선,129.0614421,35.09696172,일반
04182,211380303,청학수변공원,129.0600506,35.0980791,일반
04183,211390103,청학수변공원,129.0598172,35.09781564,일반
04184,211380304,부산조선,129.0581312,35.09948504,일반
04185,211390104,부산조선,129.05804,35.09909747,일반
04186,215470104,국립해양박물관,129.0790178,35.07808618,일반
04187,210960101,영선2동행정복지센터,129.0420271,35.08705756,일반
04188,170290301,영선2동행정복지센터,129.0417051,35.08733332,일반
04189,171460301,황토탕,129.0580231,35.09011687,일반
04190,213300103,삼신아파트,129.0545764,35.09225254,일반
04191,215480301,국제크루즈터미널입구,129.0759117,35.08172382,일반
04192,171050202,태종대.태종대온천,129.0809444,35.06351104,일반
04193,170960301,동삼삼거리,129.0738071,35.0845467,일반
04194,209590101,동삼삼거리,129.07379,35.08430367,일반
04195,211390303,HJ중공업,129.0529104,35.09566466,일반
04196,171130101,동삼혁신지구입구.동삼교회,129.074382,35.07380395,일반
04197,171130202,동삼혁신지구입구,129.073675,35.07532098,일반
04198,171060401,한국해양대.부산해사고,129.0774196,35.07244974,일반
04199,217270101,한국해양대.부산해사고,129.0774058,35.07212105,일반
04200,217270202,한국해양수산연수원,129.0753063,35.07643306,일반
04201,217280102,한국해양수산연수원,129.0749454,35.07646627,일반
04202,217270201,국립수산물품질관리원,129.0751178,35.07894605,일반
04203,217280101,국립수산물품질관리원,129.0747763,35.0788798,일반
04204,170110104,청학고개,129.0567377,35.09426827,일반
04205,501020000,한국해양과학기술원,129.0759738,35.07443861,일반
04206,501030000,한국해양과학기술원,129.0756015,35.074454,일반
04207,504680000,봉래1동행정복지센터,129.0438028,35.09373914,일반
04213,514900000,에일린의뜰2단지아파트,129.0746559,35.07380151,일반
04214,514890000,삼창파크멘션,129.0724559,35.07566401,일반
04215,515190000,에덴금호아파트,129.0768859,35.07172713,일반
04216,516610000,아르떼뮤지엄·미창석유,129.0758642,35.08552853,일반
04217,516710000,흰여울문화마을,129.0435887,35.07988719,일반
05005,210470301,세정고·양정119안전센터,129.0764977,35.17508273,일반
05007,171900302,미진마트,129.0354703,35.15210774,일반
05008,172470401,청수탕,129.0351193,35.1699401,일반
05009,164020101,세정고·양정119안전센터,129.076587,35.17488513,일반
05010,164370201,부전역,129.0618335,35.16236539,일반
05011,164820301,양정역6번출구,129.0730445,35.1737427,일반
05014,164000201,양정역4번출구,129.0723865,35.17324109,일반
05017,164000501,백조아파트,129.0699147,35.17368621,일반
05018,164010201,백조아파트,129.0689306,35.17393291,일반
05023,164190101,양정대원칸타빌,129.0675273,35.17064857,일반
05025,172180401,국제백양아파트,129.0274837,35.16877011,일반
05026,164390201,양정대원칸타빌,129.0671752,35.17144606,일반
05027,164010301,하마정,129.0672891,35.17447258,일반
05028,164010401,하마정,129.0662019,35.17497826,일반
05029,164030101,양정현대아파트,129.0652702,35.17457166,일반
05030,164030301,정묘사,129.0614434,35.17456423,일반
05031,164040102,정묘사,129.0617097,35.17420818,일반
05032,164030302,화인아파트,129.0590679,35.17191062,일반
05033,164040101,화인아파트,129.059415,35.17162543,일반
05034,164040201,부산시민공원,129.0563759,35.17108889,일반
05035,171720202,국립부산국악원,129.0548957,35.17164726,일반
05036,172480301,래미안어반파크,129.0550132,35.17387771,일반
05037,171720201,래미안어반파크,129.0547495,35.17325225,일반
05038,171720302,부산진고교,129.0536678,35.17824717,일반
05039,171710201,부산진고교,129.0537369,35.17754553,일반
05040,171710301,초읍초등학교,129.0513505,35.18046777,일반
05041,209050101,초읍초등학교,129.0506445,35.18054726,일반
05042,171690301,어린이대공원입구,129.0470875,35.18109045,일반
05043,171660303,어린이대공원입구,129.0474515,35.18058638,일반
05044,171690302,삼광사입구,129.0480164,35.17770541,일반
05045,171660302,삼광사입구,129.048346,35.17726774,일반
05046,171690303,성곡시장입구,129.0487438,35.17505105,일반
05047,171690304,성곡시장,129.049066,35.17388743,일반
05048,171660301,성곡시장,129.0491021,35.17449628,일반
05050,172100501,부산시설공단,129.0498486,35.17161211,일반
05051,171660101,LG디스커버리랩,129.0501659,35.16956819,일반
05052,172480201,연지일동아파트,129.0521211,35.16996051,일반
05053,172100101,연지일동아파트,129.0523903,35.16960657,일반
05054,172500201,부암고가교,129.0498598,35.16767778,일반
05055,172100401,부암고가교,129.0497246,35.16794623,일반
05056,172500301,동원아파트.협성휴포레,129.0481342,35.16649702,일반
05057,172370102,동원아파트,129.0483862,35.16632465,일반
05058,172500302,부암새고개,129.0457498,35.1660568,일반
05059,172370101,부암새고개,129.0451432,35.16585731,일반
05061,193500303,시민도서관,129.0506159,35.18312604,일반
05062,172370301,당감시장,129.0412438,35.16604343,일반
05063,172570102,당감시장,129.0412903,35.16577535,일반
05064,164620301,네오스포,129.053985,35.15306558,일반
05066,165240301,협성피닉스,129.0386879,35.17014307,일반
05067,171890101,협성피닉스,129.0384898,35.16994193,일반
05068,165250301,부암3동주민센터,129.0395628,35.16866514,일반
05070,171730102,시민도서관,129.0511454,35.18304494,일반
05071,171980301,부산정중앙공원·백양산롯데캐슬,129.03637,35.17020168,일반
05072,171970101,부산정중앙공원·백양산롯데캐슬,129.036354,35.16997782,일반
05074,172140501,용사촌입구,129.0337403,35.17118529,일반
05075,171760202,용사촌입구,129.0335446,35.17103902,일반
05077,172410301,백양터널,129.0247198,35.17141529,일반
05078,172160401,당감백산아파트,129.033014,35.16930592,일반
05080,165270202,당감백산아파트,129.0329367,35.16908607,일반
05081,172780101,당감동,129.0359247,35.16848148,일반
05082,172450301,부산진구생활문화센터,129.0366563,35.16770022,일반
05083,171880201,부암삼성래미안,129.0387451,35.16671402,일반
05084,172570401,부암삼성래미안,129.0389741,35.16697577,일반
05085,172370302,당감사거리,129.0396643,35.16567959,일반
05086,172570101,당감사거리,129.0399805,35.16548046,일반
05087,172650301,당감초등학교,129.0397679,35.16346526,일반
05088,172570201,당감초등학교,129.0394095,35.16380923,일반
05089,172220101,태을의원,129.0385907,35.1652329,일반
05090,172570301,당감4동,129.0379075,35.16542193,일반
05092,172220301,개성고등학교입구,129.0342437,35.16504845,일반
05093,172360101,개성고등학교입구,129.0347962,35.16485347,일반
05094,172360301,백양로교회앞,129.0313332,35.16437451,일반
05095,171930101,백양로교회앞,129.0316494,35.16422074,일반
05096,172180402,개원초등학교,129.0288223,35.16618027,일반
05097,172600101,국제프라자아파트,129.0275409,35.16763288,일반
05098,172180201,화인아파트,129.0288186,35.16534092,일반
05101,171940301,개금주공아파트,129.0305283,35.15900789,일반
05102,171940302,개포초등학교,129.0282943,35.15846038,일반
05103,172050201,한국신발관,129.0256885,35.1578437,일반
05104,172070201,개금3동주민센터,129.0230068,35.15614576,일반
05106,172060301,신개금엘지아파트,129.0194834,35.15486249,일반
05107,172300101,신개금엘지아파트,129.0192993,35.15450149,일반
05108,173130301,개금역.개금초등학교,129.0209204,35.15424353,일반
05113,172310301,개금역,129.0201777,35.15223776,일반
05114,172120101,개금역,129.0204209,35.15175008,일반
05115,172110303,개금1치안센터,129.0211068,35.15049666,일반
05116,172120202,개금1치안센터,129.0208646,35.15016556,일반
05117,172270301,백병원입구,129.0198773,35.14829828,일반
05118,172790201,주례여자고등학교,129.0164061,35.14782982,일반
05119,194590201,개금시장,129.0172296,35.14815362,일반
05121,194590202,백병원입구,129.0202257,35.14808221,일반
05123,165260201,벽산아파트,129.023516,35.14736799,일반
05124,172030301,벽산아파트,129.0236104,35.14771413,일반
05126,165260101,진성아파트,129.0266878,35.14871059,일반
05127,172020401,진성아파트,129.0264654,35.14884146,일반
05128,172020101,가야공원입구,129.0288707,35.14766383,일반
05129,172550201,가야공원입구,129.0292224,35.14776359,일반
05130,172550101,가야고교,129.0313005,35.14768081,일반
05131,172520401,가야고교,129.0309206,35.14776026,일반
05132,172520201,가야여중,129.0346958,35.14782325,일반
05133,172730201,가야여중,129.034588,35.14801277,일반
05134,172910201,가남시장,129.0345923,35.14961308,일반
05135,171800101,미진마트,129.0358445,35.15219034,일반
05136,171800102,가야1치안센터,129.0370674,35.1538997,일반
05137,171900301,가야1치안센터,129.0368104,35.15393578,일반
05138,172110401,가야지구대,129.0298487,35.15290586,일반
05139,172690201,가야지구대,129.0296964,35.15167107,일반
05140,172120203,가야2동새마을금고,129.0294892,35.15097583,일반
05141,172110302,가야2동새마을금고,129.0291505,35.15120524,일반
05142,172120201,골목시장,129.0249299,35.15088673,일반
05143,172110301,골목시장,129.024353,35.15116361,일반
05146,172310101,개금역.개금초등학교,129.0213317,35.15411755,일반
05147,172060101,개금3동주민센터,129.0233092,35.15589958,일반
05148,172070101,한국신발관,129.0254802,35.15730198,일반
05149,171950101,개포초등학교,129.0282448,35.15803429,일반
05150,171950102,개금주공아파트,129.0312663,35.15874701,일반
05151,171940401,개금주공아파트,129.0318245,35.15953468,일반
05152,172560101,당평초등학교,129.0349275,35.15973685,일반
05153,172660201,당평초등학교,129.0363054,35.16089864,일반
05154,172250101,당감1치안센터,129.0428052,35.16199136,일반
05155,172340302,당감1치안센터,129.0438354,35.16267131,일반
05156,172240101,진양교차로,129.0466554,35.16232841,일반
05157,172340301,진양교차로,129.0481453,35.16255012,일반
05158,172240102,진양교차로,129.0484321,35.16191865,일반
05159,172340101,부암초등학교,129.0503443,35.16305905,일반
05160,171860401,부암초등학교,129.0498965,35.16358028,일반
05161,172100301,부암교차로,129.0501516,35.16680569,일반
05162,171860201,삼부아파트,129.0505769,35.16627538,일반
05163,172100201,부암교차로,129.05149,35.16695211,일반
05164,171850201,부암교차로,129.0515079,35.16735253,일반
05165,171960201,부산진구청,129.0543725,35.16353346,일반
05166,171960401,부산진구청.시민공원남1문,129.0539629,35.16444832,일반
05168,172620102,부산진중학교,129.0554597,35.16442697,일반
05169,172620101,부산시민공원남문,129.0584632,35.16560745,일반
05181,172140301,청수탕,129.034635,35.1699181,일반
05186,164420501,부전시장입구,129.0582699,35.15902619,일반
05188,164360201,부전시장입구,129.0575851,35.15942737,일반
05190,164630302,서면역.롯데호텔백화점,129.0557802,35.15785695,일반
05192,172640401,부암역.당감입구,129.0506823,35.15854838,일반
05193,172630101,부암역.당감입구,129.050072,35.15898859,일반
05195,172080101,부암역,129.0483454,35.15666741,일반
05196,172080201,CBS방송국,129.0495478,35.15275808,일반
05197,164690302,CBS방송국,129.050835,35.15180362,일반
05198,172530101,CBS방송국,129.0497032,35.15220569,일반
05199,172540301,범천건강문화센터,129.0484023,35.15105211,일반
05200,172530201,범천건강문화센터,129.0482955,35.15086758,일반
05201,172540302,선암초등학교,129.0498351,35.14981091,일반
05202,172530202,선암초등학교,129.0496168,35.14971592,일반
05203,172710101,약수터입구,129.0504651,35.14762562,일반
05204,172540201,약수터입구,129.050241,35.14765801,일반
05205,169420103,서호정사,129.0512802,35.14547959,일반
05206,172710201,서호정사,129.0509515,35.14543853,일반
05207,172710202,호천마을입구,129.0501724,35.14431211,일반
05208,169420102,호천마을입구,129.0502718,35.14414295,일반
05209,172710203,안창마을입구,129.048135,35.14452737,일반
05210,169420101,안창마을입구,129.0482457,35.14439282,일반
05211,172700101,신암.범천2동주민센터,129.0536973,35.14842944,일반
05212,164690301,신암.범천2동주민센터,129.0539473,35.14855587,일반
05213,164690201,경남아파트,129.0558092,35.14397913,일반
05214,169710401,경남아파트,129.0561925,35.14355267,일반
05223,164090201,범내골역.상공회의소,129.0610247,35.14776933,일반
05224,164090202,범내골역.상공회의소,129.0612876,35.14785833,일반
05225,164290501,지오플레이스,129.0643478,35.15039138,일반
05226,172730202,동의대학교입구,129.0328991,35.14810226,일반
05228,164100302,범내골역,129.0590126,35.14759415,일반
05230,164670201,부산진초등학교,129.058308,35.15014631,일반
05232,164670501,부산진초등학교,129.0579426,35.15111489,일반
05234,164650201,서면복개로,129.0576908,35.15389953,일반
05235,164670301,부산진초등학교,129.0570994,35.1507127,일반
05236,164640301,서면시장,129.0576696,35.15610907,일반
05237,164650301,롯데호텔백화점.서면역,129.0579028,35.15707778,일반
05238,164160301,지오플레이스,129.063214,35.14919404,일반
05241,164670502,서면1번가,129.0579148,35.15408195,일반
05250,164170301,전포초등학교,129.0621763,35.15931461,일반
05251,164340401,전포초등학교,129.0624276,35.15999348,일반
05252,164340402,전포초등학교,129.0624271,35.15973673,일반
05253,164340101,NC서면점,129.0630806,35.15767124,일반
05257,164320201,전포사거리,129.0650703,35.15660238,일반
05258,164320101,(구)대우자동차,129.0667375,35.15767301,일반
05259,164280201,경남공고(전포역),129.0651011,35.15310859,일반
05260,164330101,부산진여자중학교,129.068216,35.15531042,일반
05263,164310101,동성고교,129.0682891,35.15175785,일반
05264,164290401,성북초등학교,129.067177,35.15009508,일반
05265,164240201,성북초등학교,129.0672117,35.14974719,일반
05266,164290301,부산마케팅고등학교,129.0694985,35.1500849,일반
05267,164560201,부산마케팅고등학교,129.0690121,35.15059335,일반
05271,164570302,전포고개,129.0711364,35.15163678,일반
05272,164560101,전포고개,129.0715241,35.15185939,일반
05273,164570301,전포삼거리,129.0717045,35.15338153,일반
05274,164570101,전포삼거리,129.0719262,35.1536011,일반
05275,164580201,전포아파트,129.0715829,35.15522761,일반
05276,165270201,개성고등학교,129.0315471,35.17023349,일반
05277,164450101,서면부속상가,129.0610211,35.15765496,일반
05278,164340201,부전도서관,129.0622394,35.15579376,일반
05279,164300201,경남공고,129.0622701,35.1528676,일반
05281,164300401,부전도서관,129.0624361,35.15499546,일반
05284,164360102,동해선부전역,129.0611246,35.16344296,일반
05285,165290101,기점,129.0316037,35.17095543,일반
05287,172140101,백양맨션,129.0352652,35.17001755,일반
05288,171760302,백양가족공원,129.0288738,35.1723293,일반
05289,172580101,백양가족공원,129.0290276,35.17216055,일반
05290,171760301,선암사입구,129.030649,35.17363905,일반
05291,172580102,선암사입구,129.0307956,35.17345899,일반
05292,172560201,당감3동우체국,129.0330075,35.15956988,일반
05293,172580201,백양뜨란채아파트,129.0291688,35.17127563,일반
05294,172610301,백양뜨란채아파트,129.0293824,35.17140991,일반
05295,171730301,초읍삼거리,129.0490502,35.18191647,일반
05296,171730101,초읍삼거리,129.0498477,35.18209011,일반
05297,164360101,부전시장,129.0582076,35.16222366,일반
05298,171720301,연지청구아파트,129.054748,35.17624029,일반
05299,171710202,연지한신타워,129.0545223,35.17579031,일반
05300,172160402,개성고등학교,129.0318279,35.17031162,일반
05301,171760201,동원초등학교,129.0328087,35.17208038,일반
05302,172140502,동원초등학교,129.0330759,35.1721579,일반
05303,165240101,동평유치원,129.0408174,35.16817912,일반
05304,172370402,동평유치원,129.0412324,35.1678289,일반
05305,172370401,당감시장,129.041732,35.16625792,일반
05306,172130101,당감시장,129.0414151,35.16641447,일반
05307,172590101,당감4동우체국,129.0270949,35.17156447,일반
05308,172580301,당감4동우체국,129.0271088,35.17176924,일반
05309,171920101,개금주공아파트,129.0315337,35.15942893,일반
05311,209530101,화신아파트(종점),129.0710913,35.15914884,일반
05313,164570102,전포아파트,129.0715635,35.15595992,일반
05315,208190201,은하수공원,129.0315267,35.17425401,일반
05318,169710101,범내골역3번출구.춘해병원,129.0588964,35.14670783,일반
05319,164710101,서면역.롯데호텔백화점,129.0566301,35.15737315,일반
05322,164580301,파티마의원,129.0711571,35.15690581,일반
05323,165060201,파티마의원,129.0711163,35.15648131,일반
05324,169710301,부산범천교회,129.0551364,35.14200911,일반
05325,172270302,개금시장,129.0173295,35.14835906,일반
05329,172550102,동의대학교입구,129.0328871,35.14783297,일반
05330,165240201,부암3동주민센터,129.0393648,35.16871853,일반
05334,172360401,태우선파크APT,129.0331259,35.16736139,일반
05335,171790301,부산진구생활문화센터,129.0371246,35.16805068,일반
05337,164920201,롯데캐슬스카이,129.0651866,35.16294705,일반
05338,164350201,전포어린이놀이터,129.0669411,35.15974112,일반
05339,164400201,(구)대우자동차,129.0680539,35.15814676,일반
05340,172340303,진양교차로,129.0466645,35.16283369,일반
05341,172480302,국립부산국악원,129.0552429,35.17142774,일반
05342,172480101,부산시민공원,129.0561944,35.17062662,일반
05344,164620303,부암역.부산도시공사,129.0512762,35.15598519,일반
05346,172160301,태우선파크APT,129.0328788,35.16739306,일반
05347,172640101,부산글로벌빌리지,129.0521472,35.15735577,일반
05348,172410202,당감동일스위트,129.0267989,35.16915763,일반
05349,164260501,경남공고,129.0624046,35.151939,일반
05350,164180401,송상현광장,129.0632215,35.16440723,일반
05351,216760101,부산시민공원남문,129.0586827,35.16610657,일반
05352,216760102,부산진중학교,129.0557162,35.16487731,일반
05353,171690101,어린이대공원,129.0474897,35.18210165,일반
05354,171690201,어린이대공원,129.0477187,35.18182294,일반
05356,164270101,경남공고(전포역),129.0656476,35.15272739,일반
05357,164280401,전포사거리,129.0656076,35.15570191,일반
05358,164320301,(구)NC서면점,129.0630348,35.15788602,일반
05359,164700401,부산진구청후문,129.052528,35.16148564,일반
05360,220370101,부산진구청정문,129.0524272,35.16315001,일반
05361,504460000,동평사거리,129.0367899,35.16536505,일반
05362,505730000,당감입구교차로,129.0392277,35.16157968,일반
05363,505720000,당감입구교차로,129.0395596,35.16124967,일반
05364,506970000,부산진경찰서,129.0548032,35.16021246,일반
05365,506980000,서면교차로,129.061751,35.1578888,일반
05366,508430000,부산시민공원 다솜관,129.0621286,35.16893286,일반
05367,509670000,신암입구,129.0474728,35.15538924,일반
05368,509660000,신암입구,129.0473131,35.15514863,일반
05370,172900201,가남시장,129.0343968,35.14963416,일반
05372,512450000,e편한세상서면더센트럴,129.0509093,35.15143178,일반
05373,514230000,시민공원부설주차장,129.0610008,35.16685909,일반
05374,172440301,동의대역1번출구,129.033189,35.15391302,일반
05701,505840000,상수도사업본부,129.0725668,35.17482394,일반
05702,505830000,상수도사업본부,129.0725405,35.17443689,일반
05703,505910000,양정역,129.0699592,35.17153877,일반
05704,505920000,양정역,129.0698764,35.17108961,일반
05705,505890000,송상현광장,129.065461,35.16639336,일반
05706,505900000,송상현광장,129.065312,35.1659273,일반
05707,505820000,부전역,129.063209,35.16304339,일반
05708,505810000,부전시장,129.0607584,35.15964719,일반
05709,505800000,부전시장,129.0610847,35.16040312,일반
05710,505860000,서면역.서면지하상가,129.0592519,35.155167,일반
05711,505850000,서면역.서면지하상가,129.0590191,35.15594596,일반
05712,505870000,서면한전,129.0592867,35.15241336,일반
05713,505880000,서면한전,129.0590381,35.15321511,일반
05714,509860000,범내골역,129.0593354,35.14977663,일반
05715,509870000,범내골역,129.0591111,35.14871256,일반
05716,510090000,중앙시장,129.059429,35.14325962,일반
05717,510100000,중앙시장,129.0591913,35.14361961,일반
05718,511370000,서면역.롯데호텔백화점,129.0566948,35.15776525,일반
05719,511400000,서면역.롯데호텔백화점,129.0561774,35.15748116,일반
05720,511520000,부암역,129.0489508,35.15722515,일반
05721,511530000,부암역,129.0484457,35.1567741,일반
05722,511410000,가야역,129.0436072,35.15613942,일반
05723,511420000,가야역,129.0427892,35.15568011,일반
05724,511380000,부산진우체국(가야1치안센터),129.0368344,35.15493781,일반
05725,511390000,부산진우체국(가야1치안센터),129.0359289,35.15448893,일반
05726,511500000,동의대역,129.0311535,35.15395182,일반
05727,511510000,동의대역,129.0307604,35.15358893,일반
05729,511430000,개금삼거리.개금골목시장,129.026149,35.15302633,일반
05730,511440000,개금역,129.0239189,35.15336101,일반
05731,511450000,개금역,129.0228748,35.15307205,일반
05732,511460000,냉정고개,129.0169475,35.15209401,일반
05733,511470000,냉정고개,129.0163956,35.15151743,일반
06001,166150101,식물원입구,129.0817145,35.22367748,일반
06002,166140201,식물원입구,129.0821554,35.22408048,일반
06003,166150301,온천시장,129.0809209,35.22207617,일반
06004,165860102,온천시장,129.0808718,35.22133276,일반
06005,165860101,금강원입구,129.0804751,35.22024676,일반
06007,166150302,온천장,129.0798138,35.21933129,일반
06008,165860301,금강원입구,129.079031,35.21797624,일반
06010,165850401,온천장,129.0819488,35.21907751,일반
06011,165350201,온천장역.SK허브스카이,129.0848877,35.22176173,일반
06012,165400101,온천장역.SK허브스카이,129.0850024,35.22109137,일반
06013,209960101,온천장,129.0835117,35.21953967,일반
06015,166160101,온천장역,129.0850334,35.21849695,일반
06017,174370203,동해중학교,129.0868535,35.21763024,일반
06018,165820103,온천입구,129.0851959,35.21645517,일반
06019,165390401,온천입구,129.0851393,35.21676543,일반
06021,165510101,온천장,129.0842659,35.21754552,일반
06022,166160301,온천장아스타아파트,129.0833462,35.21711741,일반
06023,165850201,온천장,129.083442,35.21828732,일반
06024,166480101,온천장,129.0824119,35.21827602,일반
06025,179510301,동래더샵아파트,129.0798078,35.21578883,일반
06026,166840201,동래3차SK뷰,129.0794126,35.21627245,일반
06027,179450101,전자공고,129.0774941,35.21512004,일반
06028,166010301,원예고등학교,129.0754154,35.21375416,일반
06029,165950101,효자암,129.0666713,35.21589193,일반
06030,165500501,롯데백화점동래점.명륜역,129.0781263,35.21276314,일반
06031,165500101,롯데백화점동래점.명륜역,129.0791299,35.21336811,일반
06033,165510201,명륜역,129.0796477,35.2135839,일반
06034,165500201,명륜역,129.0795593,35.21272455,일반
06035,179490201,명륜역,129.0787143,35.21252349,일반
06036,165390403,동래구노인복지관,129.0830369,35.21361278,일반
06037,165390404,동래구노인복지관,129.0829778,35.21335445,일반
06038,165820102,동래구노인복지관,129.0834452,35.21434792,일반
06039,165330102,개별화물협회,129.0650106,35.21498508,일반
06040,165820101,동래구노인복지관,129.0832842,35.21349471,일반
06041,167140101,동래우체국,129.0825849,35.20972695,일반
06042,167140102,명륜초등학교,129.082436,35.20888918,일반
06044,165820202,동래우체국,129.0822965,35.209816,일반
06045,165820201,동래우체국,129.0822277,35.20942119,일반
06046,166000201,롯데백화점동래점,129.0778307,35.2101971,일반
06047,166060201,럭키주유소,129.077581,35.2091947,일반
06048,166030201,럭키아파트후문,129.0754593,35.20987713,일반
06049,166030101,동래래미안아이파크,129.0736002,35.21071874,일반
06050,166030301,동래래미안아이파크,129.0731147,35.2101696,일반
06051,166020201,온천초등학교,129.0730189,35.2118109,일반
06052,165990301,온천초등학교,129.0732821,35.21197426,일반
06053,165940201,우장춘기념관,129.072522,35.2124688,일반
06054,166020301,우장춘기념관,129.0719199,35.21247892,일반
06056,165950102,만덕터널입구,129.0578182,35.21220346,일반
06057,165330101,만덕터널입구,129.0573294,35.21183353,일반
06058,165950401,화신아파트,129.0652323,35.21064652,일반
06059,166720401,화신아파트,129.0654263,35.20937262,일반
06060,165940301,온샘초등학교,129.0701688,35.20963817,일반
06061,166730101,온샘초등학교,129.0704395,35.20965611,일반
06064,166030302,럭키아파트,129.0728207,35.20847837,일반
06065,166040101,럭키아파트,129.0731009,35.20838319,일반
06066,166630301,동래역,129.0777783,35.20591291,일반
06067,166180401,동래역,129.078175,35.20606138,일반
06070,165750301,동래전화국,129.08277,35.20433537,일반
06071,165730101,동래전화국,129.0826235,35.20414434,일반
06072,165730102,동래전화국,129.0827366,35.20389638,일반
06078,166010201,롯데백화점동래점,129.0770179,35.21363606,일반
06079,166170101,동래역,129.0781775,35.20391023,일반
06080,166170201,내성중학교,129.0778045,35.2029616,일반
06082,165780301,동래역.내성교차로,129.078474,35.20449126,일반
06083,165780302,동래역.내성교차로,129.0784941,35.20462794,일반
06084,166040201,동래럭키아파트,129.0738019,35.2060157,일반
06085,179270301,동래럭키아파트,129.0751158,35.20581264,일반
06086,166040202,광혜병원,129.0727932,35.20642477,일반
06087,166810301,미남교차로.미남역,129.071166,35.20747244,일반
06088,166900101,광혜병원.미남역,129.0713982,35.20702715,일반
06089,165440201,뜨란채아파트,129.1084318,35.19405762,일반
06090,166780101,미남역.반도스카이뷰,129.0682468,35.20542024,일반
06092,166770301,미남역.반도스카이뷰,129.0675767,35.20516823,일반
06093,166780301,반도스카이뷰,129.0664063,35.20343879,일반
06095,166640101,사직1치안센터,129.0653825,35.20123711,일반
06096,166640102,사직1치안센터,129.0651093,35.20083407,일반
06097,167600301,사직1치안센터,129.0649287,35.20131346,일반
06098,167600302,사직1치안센터,129.0647236,35.20101491,일반
06100,167020301,안남초등학교,129.1072768,35.19197542,일반
06103,165810301,사직여중,129.0563744,35.19497738,일반
06104,165800304,원광사,129.0541156,35.19478345,일반
06105,165810302,사직여고,129.0536218,35.19724202,일반
06106,165810303,사직중학교,129.0543104,35.19942917,일반
06107,165810304,사직초등학교,129.0558273,35.2005879,일반
06108,165800201,사직2동주민센터,129.0569129,35.20028776,일반
06109,210140301,사직2동주민센터,129.0568139,35.20049668,일반
06110,166600301,삼익아파트,129.0594075,35.19962586,일반
06111,165800202,삼익아파트,129.0588327,35.19965706,일반
06112,166600201,국민시장,129.0599718,35.19888489,일반
06113,166850101,사직운동장,129.0652973,35.19490033,일반
