"연령별(1)",연령별(2),2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08,2021.08
"연령별(1)",연령별(2),부산광역시,부산광역시,부산광역시,중구,중구,중구,서구,서구,서구,동구,동구,동구,영도구,영도구,영도구,부산진구,부산진구,부산진구,동래구,동래구,동래구,남구,남구,남구,북구,북구,북구,해운대구,해운대구,해운대구,사하구,사하구,사하구,금정구,금정구,금정구,강서구,강서구,강서구,연제구,연제구,연제구,수영구,수영구,수영구,사상구,사상구,사상구,기장군,기장군,기장군
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,3359527,1644378,1715149,40713,19862,20851,105996,51308,54688,87585,42817,44768,111386,54888,56498,355138,171257,183881,267672,130155,137517,263333,128710,134623,283901,140302,143599,398117,191483,206634,306885,152766,154119,229240,112060,117180,141688,73380,68308,205700,99010,106690,175815,83040,92775,209547,105794,103753,176811,87546,89265
"0세∼4세",소계,90705,46491,44214,453,249,204,2152,1097,1055,1804,962,842,1936,960,976,8693,4420,4273,7341,3747,3594,6427,3278,3149,7785,4005,3780,10657,5484,5173,7428,3838,3590,4866,2486,2380,8744,4574,4170,5757,2897,2860,4434,2222,2212,4740,2468,2272,7488,3804,3684
"0세∼4세",0세,14236,7333,6903,73,34,39,352,194,158,352,191,161,263,137,126,1451,726,725,1165,589,576,937,474,463,1237,652,585,1620,838,782,1197,628,569,743,390,353,1267,701,566,952,448,504,795,381,414,742,395,347,1090,555,535
"0세∼4세",1세,16009,8258,7751,78,40,38,373,184,189,308,160,148,345,177,168,1573,808,765,1322,704,618,1064,546,518,1417,716,701,1898,982,916,1234,640,594,845,432,413,1556,830,726,1024,534,490,803,410,393,849,424,425,1320,671,649
"0세∼4세",2세,17708,9011,8697,79,47,32,446,236,210,354,180,174,389,188,201,1664,823,841,1438,725,713,1279,645,634,1460,750,710,2091,1064,1027,1441,727,714,911,475,436,1720,883,837,1202,602,600,857,436,421,914,471,443,1463,759,704
"0세∼4세",3세,20244,10410,9834,97,59,38,442,205,237,355,210,145,459,230,229,1995,1059,936,1559,798,761,1448,777,671,1788,900,888,2412,1241,1171,1711,872,839,1090,555,535,1979,1009,970,1225,642,583,936,454,482,1083,584,499,1665,815,850
"0세∼4세",4세,22508,11479,11029,126,69,57,539,278,261,435,221,214,480,228,252,2010,1004,1006,1857,931,926,1699,836,863,1883,987,896,2636,1359,1277,1845,971,874,1277,634,643,2222,1151,1071,1354,671,683,1043,541,502,1152,594,558,1950,1004,946
"5세∼9세",소계,133085,68329,64756,731,375,356,3270,1746,1524,2200,1157,1043,3033,1568,1465,11794,5951,5843,11576,6013,5563,10616,5393,5223,10866,5607,5259,16953,8781,8172,11358,5817,5541,7620,3906,3714,11152,5723,5429,8194,4125,4069,5653,2962,2691,6883,3480,3403,11186,5725,5461
"5세∼9세",5세,25598,13120,12478,119,63,56,617,341,276,429,231,198,573,292,281,2346,1205,1141,2107,1104,1003,1986,999,987,2184,1106,1078,3069,1567,1502,2152,1101,1051,1364,713,651,2374,1206,1168,1661,880,781,1153,591,562,1306,668,638,2158,1053,1105
"5세∼9세",6세,26430,13547,12883,157,89,68,673,366,307,447,236,211,561,295,266,2341,1165,1176,2272,1150,1122,2037,1075,962,2179,1125,1054,3352,1713,1639,2196,1128,1068,1498,758,740,2310,1189,1121,1627,829,798,1158,586,572,1349,678,671,2273,1165,1108
"5세∼9세",7세,26218,13546,12672,148,69,79,643,336,307,425,215,210,622,325,297,2292,1176,1116,2330,1229,1101,2122,1070,1052,2130,1103,1027,3324,1715,1609,2194,1165,1029,1524,799,725,2253,1153,1100,1631,824,807,1058,570,488,1297,639,658,2225,1158,1067
"5세∼9세",8세,26785,13737,13048,138,66,72,628,349,279,431,232,199,608,301,307,2339,1175,1164,2348,1232,1116,2174,1108,1066,2133,1108,1025,3543,1885,1658,2344,1169,1175,1576,786,790,2094,1075,1019,1624,776,848,1158,612,546,1401,705,696,2246,1158,1088
"5세∼9세",9세,28054,14379,13675,169,88,81,709,354,355,468,243,225,669,355,314,2476,1230,1246,2519,1298,1221,2297,1141,1156,2240,1165,1075,3665,1901,1764,2472,1254,1218,1658,850,808,2121,1100,1021,1651,816,835,1126,603,523,1530,790,740,2284,1191,1093
"10세∼14세",소계,132752,68191,64561,841,418,423,3435,1758,1677,2286,1156,1130,3412,1736,1676,11729,5911,5818,12465,6499,5966,11217,5780,5437,10795,5554,5241,18317,9407,8910,11924,6168,5756,8217,4244,3973,7842,3952,3890,8052,4200,3852,5507,2824,2683,6920,3537,3383,9793,5047,4746
"10세∼14세",10세,28369,14428,13941,175,87,88,758,379,379,457,246,211,730,361,369,2482,1239,1243,2596,1337,1259,2305,1126,1179,2251,1177,1074,3726,1917,1809,2527,1285,1242,1691,873,818,2004,1029,975,1716,908,808,1173,597,576,1474,733,741,2304,1134,1170
"10세∼14세",11세,25661,13355,12306,154,74,80,636,318,318,441,216,225,663,340,323,2296,1174,1122,2377,1261,1116,2258,1204,1054,2038,1077,961,3528,1829,1699,2230,1170,1060,1574,816,758,1699,862,837,1519,775,744,1007,555,452,1319,687,632,1922,997,925
"10세∼14세",12세,25497,13034,12463,163,93,70,689,369,320,398,197,201,636,320,316,2228,1131,1097,2360,1206,1154,2136,1068,1068,2181,1085,1096,3540,1809,1731,2312,1186,1126,1557,823,734,1515,770,745,1557,822,735,1075,536,539,1316,668,648,1834,951,883
"10세∼14세",13세,27012,13885,13127,186,86,100,681,340,341,490,255,235,697,351,346,2400,1198,1202,2582,1371,1211,2249,1174,1075,2196,1119,1077,3801,1937,1864,2449,1278,1171,1700,872,828,1464,760,704,1627,829,798,1111,568,543,1453,720,733,1926,1027,899
"10세∼14세",14세,26213,13489,12724,163,78,85,671,352,319,500,242,258,686,364,322,2323,1169,1154,2550,1324,1226,2269,1208,1061,2129,1096,1033,3722,1915,1807,2406,1249,1157,1695,860,835,1160,531,629,1633,866,767,1141,568,573,1358,729,629,1807,938,869
"15세∼19세",소계,134460,69493,64967,1088,541,547,3740,1893,1847,2611,1379,1232,3750,1925,1825,12567,6387,6180,12168,6308,5860,11406,5871,5535,11884,6258,5626,18810,9738,9072,12741,6582,6159,9013,4635,4378,4733,2446,2287,8136,4128,4008,6027,3104,2923,7699,4081,3618,8087,4217,3870
"15세∼19세",15세,24618,12711,11907,171,90,81,647,313,334,422,220,202,675,343,332,2212,1118,1094,2357,1227,1130,2113,1070,1043,2139,1176,963,3570,1824,1746,2226,1102,1124,1588,866,722,1039,544,495,1482,739,743,1040,552,488,1344,729,615,1593,798,795
"15세∼19세",16세,24986,12900,12086,178,84,94,682,344,338,462,248,214,625,308,317,2259,1147,1112,2269,1192,1077,2139,1126,1013,2239,1163,1076,3536,1823,1713,2305,1173,1132,1635,825,810,998,529,469,1512,757,755,1175,618,557,1361,688,673,1611,875,736
"15세∼19세",17세,27589,14286,13303,199,104,95,783,409,374,542,280,262,805,408,397,2563,1346,1217,2532,1324,1208,2329,1218,1111,2362,1241,1121,3930,2004,1926,2597,1312,1285,1795,919,876,972,503,469,1718,879,839,1225,636,589,1576,831,745,1661,872,789
"15세∼19세",18세,27754,14437,13317,243,112,131,775,403,372,568,309,259,766,406,360,2628,1340,1288,2549,1302,1247,2345,1210,1135,2461,1301,1160,3803,2002,1801,2723,1490,1233,1901,973,928,843,443,400,1676,831,845,1234,625,609,1596,847,749,1643,843,800
"15세∼19세",19세,29513,15159,14354,297,151,146,853,424,429,617,322,295,879,460,419,2905,1436,1469,2461,1263,1198,2480,1247,1233,2683,1377,1306,3971,2085,1886,2890,1505,1385,2094,1052,1042,881,427,454,1748,922,826,1353,673,680,1822,986,836,1579,829,750
"20세∼24세",소계,198882,102324,96558,2500,1160,1340,6483,3073,3410,4457,2218,2239,5693,3088,2605,22830,10888,11942,15409,8029,7380,17737,9155,8582,17275,9266,8009,23381,12288,11093,19023,10104,8919,16273,8365,7908,5118,2834,2284,11648,6058,5590,9930,4750,5180,12855,6682,6173,8270,4366,3904
"20세∼24세",20세,35460,18218,17242,376,195,181,1087,503,584,775,396,379,1024,539,485,3769,1839,1930,2952,1577,1375,3027,1500,1527,3209,1686,1523,4586,2400,2186,3437,1819,1618,2646,1247,1399,980,537,443,2119,1122,997,1624,823,801,2132,1099,1033,1717,936,781
"20세∼24세",21세,38878,19895,18983,448,196,252,1223,585,638,848,407,441,1169,627,542,4233,2023,2210,3036,1625,1411,3554,1711,1843,3398,1852,1546,4748,2546,2202,3742,1964,1778,3160,1560,1600,979,549,430,2291,1197,1094,1862,903,959,2504,1282,1222,1683,868,815
"20세∼24세",22세,39034,20092,18942,484,227,257,1272,610,662,814,437,377,1109,593,516,4466,2111,2355,3010,1581,1429,3568,1777,1791,3389,1824,1565,4581,2473,2108,3773,2020,1753,3244,1624,1620,998,576,422,2281,1188,1093,1867,902,965,2550,1311,1239,1628,838,790
"20세∼24세",23세,41860,21565,20295,568,261,307,1398,667,731,975,498,477,1171,642,529,5024,2356,2668,3144,1582,1562,3743,2045,1698,3552,1938,1614,4645,2403,2242,4008,2091,1917,3577,1904,1673,1067,575,492,2451,1236,1215,2164,1024,1140,2776,1463,1313,1597,880,717
"20세∼24세",24세,43650,22554,21096,624,281,343,1503,708,795,1045,480,565,1220,687,533,5338,2559,2779,3267,1664,1603,3845,2122,1723,3727,1966,1761,4821,2466,2355,4063,2210,1853,3646,2030,1616,1094,597,497,2506,1315,1191,2413,1098,1315,2893,1527,1366,1645,844,801
"25세∼29세",소계,222240,116387,105853,3292,1671,1621,6760,3384,3376,5801,2930,2871,5955,3315,2640,29047,14287,14760,16343,8558,7785,16710,9042,7668,19129,10225,8904,24135,12480,11655,19678,10639,9039,16152,9146,7006,7586,4097,3489,13425,6687,6738,14125,6905,7220,15302,8337,6965,8800,4684,4116
"25세∼29세",25세,44687,23618,21069,635,300,335,1423,719,704,1117,539,578,1208,646,562,5702,2781,2921,3239,1722,1517,3645,2026,1619,3814,2060,1754,4929,2581,2348,4072,2296,1776,3596,2058,1538,1272,686,586,2666,1343,1323,2648,1287,1361,3018,1656,1362,1703,918,785
"25세∼29세",26세,44033,23151,20882,674,362,312,1363,699,664,1106,571,535,1186,647,539,5732,2783,2949,3261,1690,1571,3496,1883,1613,3870,2126,1744,4772,2478,2294,3868,2108,1760,3270,1912,1358,1320,720,600,2640,1305,1335,2761,1336,1425,3018,1631,1387,1696,900,796
"25세∼29세",27세,44534,23162,21372,647,303,344,1323,658,665,1203,593,610,1192,654,538,5790,2799,2991,3233,1704,1529,3340,1813,1527,3771,1991,1780,4829,2531,2298,3971,2144,1827,3306,1848,1458,1415,804,611,2774,1340,1434,2868,1363,1505,3166,1699,1467,1706,918,788
"25세∼29세",28세,44625,23482,21143,683,348,335,1348,676,672,1167,607,560,1194,685,509,5908,3004,2904,3300,1754,1546,3137,1658,1479,3779,1992,1787,4859,2468,2391,3960,2122,1838,3005,1676,1329,1741,957,784,2652,1361,1291,2970,1489,1481,3095,1717,1378,1827,968,859
"25세∼29세",29세,44361,22974,21387,653,358,295,1303,632,671,1208,620,588,1175,683,492,5915,2920,2995,3310,1688,1622,3092,1662,1430,3895,2056,1839,4746,2422,2324,3807,1969,1838,2975,1652,1323,1838,930,908,2693,1338,1355,2878,1430,1448,3005,1634,1371,1868,980,888
"30세∼34세",소계,192662,99345,93317,2390,1297,1093,5167,2686,2481,5230,2714,2516,4802,2628,2174,24030,12178,11852,14645,7493,7152,13173,6857,6316,16473,8596,7877,20936,10367,10569,16368,8840,7528,11932,6347,5585,11002,5500,5502,12375,6188,6187,11828,5894,5934,12206,6693,5513,10105,5067,5038
"30세∼34세",30세,40575,21052,19523,576,319,257,1085,576,509,1166,585,581,1012,514,498,5231,2594,2637,3016,1554,1462,2827,1499,1328,3485,1872,1613,4408,2214,2194,3488,1903,1585,2577,1416,1161,1859,928,931,2557,1270,1287,2595,1271,1324,2767,1545,1222,1926,992,934
