"연령별(1)",연령별(2),2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11,2021.11
"연령별(1)",연령별(2),부산광역시,부산광역시,부산광역시,중구,중구,중구,서구,서구,서구,동구,동구,동구,영도구,영도구,영도구,부산진구,부산진구,부산진구,동래구,동래구,동래구,남구,남구,남구,북구,북구,북구,해운대구,해운대구,해운대구,사하구,사하구,사하구,금정구,금정구,금정구,강서구,강서구,강서구,연제구,연제구,연제구,수영구,수영구,수영구,사상구,사상구,사상구,기장군,기장군,기장군
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,3353627,1640867,1712760,40556,19777,20779,105406,50990,54416,87770,42946,44824,110901,54612,56289,353769,170491,183278,266570,129568,137002,262856,128411,134445,283584,140023,143561,397071,190933,206138,306421,152471,153950,228936,111882,117054,142768,73971,68797,205742,99042,106700,175389,82790,92599,208727,105299,103428,177161,87661,89500
"0세∼4세",소계,88440,45370,43070,428,231,197,2098,1067,1031,1780,957,823,1878,940,938,8523,4347,4176,7131,3662,3469,6206,3187,3019,7643,3910,3733,10409,5331,5078,7257,3748,3509,4678,2404,2274,8541,4492,4049,5673,2856,2817,4303,2136,2167,4594,2387,2207,7298,3715,3583
"0세∼4세",0세,14192,7307,6885,67,34,33,340,188,152,361,197,164,279,134,145,1464,741,723,1174,608,566,925,462,463,1245,637,608,1591,799,792,1154,605,549,730,393,337,1286,717,569,975,469,506,784,366,418,726,392,334,1091,565,526
"0세∼4세",1세,15534,8048,7486,76,39,37,385,190,195,322,172,150,326,176,150,1530,789,741,1270,691,579,1037,539,498,1370,681,689,1861,964,897,1263,645,618,779,389,390,1475,813,662,991,518,473,752,381,371,790,391,399,1307,670,637
"0세∼4세",2세,17356,8787,8569,72,38,34,410,215,195,348,168,180,375,173,202,1630,797,833,1396,698,698,1217,608,609,1485,771,714,2088,1075,1013,1399,728,671,927,464,463,1696,880,816,1177,577,600,869,437,432,870,443,427,1397,715,682
"0세∼4세",3세,19612,10070,9542,93,54,39,451,215,236,350,213,137,437,229,208,1916,1013,903,1515,791,724,1398,749,649,1680,851,829,2339,1167,1172,1638,817,821,1033,532,501,1960,984,976,1222,645,577,914,452,462,1052,559,493,1614,799,815
"0세∼4세",4세,21746,11158,10588,120,66,54,512,259,253,399,207,192,461,228,233,1983,1007,976,1776,874,902,1629,829,800,1863,970,893,2530,1326,1204,1803,953,850,1209,626,583,2124,1098,1026,1308,647,661,984,500,484,1156,602,554,1889,966,923
"5세∼9세",소계,132196,67873,64323,711,365,346,3252,1734,1518,2236,1168,1068,3015,1550,1465,11675,5896,5779,11545,6001,5544,10535,5340,5195,10812,5586,5226,16812,8698,8114,11190,5760,5430,7536,3861,3675,11254,5777,5477,8117,4080,4037,5617,2961,2656,6776,3433,3343,11113,5663,5450
"5세∼9세",5세,24857,12624,12233,128,71,57,615,327,288,440,228,212,560,264,296,2255,1153,1102,2074,1075,999,1888,925,963,2116,1082,1034,2994,1523,1471,2052,1050,1002,1312,691,621,2387,1216,1171,1588,805,783,1118,562,556,1223,630,593,2107,1022,1085
"5세∼9세",6세,26633,13724,12909,131,72,59,662,360,302,455,244,211,598,318,280,2352,1201,1151,2295,1163,1132,2092,1087,1005,2224,1155,1069,3349,1723,1626,2217,1159,1058,1542,771,771,2350,1199,1151,1623,865,758,1163,603,560,1365,673,692,2215,1131,1084
"5세∼9세",7세,26149,13472,12677,146,74,72,643,333,310,433,215,218,589,304,285,2316,1157,1159,2304,1198,1106,2068,1063,1005,2086,1072,1014,3302,1712,1590,2189,1141,1048,1510,785,725,2263,1152,1111,1649,846,803,1094,585,509,1272,658,614,2285,1177,1108
