"연령별(1)",연령별(2),2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09
"연령별(1)",연령별(2),부산광역시,부산광역시,부산광역시,중구,중구,중구,서구,서구,서구,동구,동구,동구,영도구,영도구,영도구,부산진구,부산진구,부산진구,동래구,동래구,동래구,남구,남구,남구,북구,북구,북구,해운대구,해운대구,해운대구,사하구,사하구,사하구,금정구,금정구,금정구,강서구,강서구,강서구,연제구,연제구,연제구,수영구,수영구,수영구,사상구,사상구,사상구,기장군,기장군,기장군
"연령별(1)",연령별(2),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명),계 (명),남 (명),여  (명)
"총계",소계,3300836,1609650,1691186,38956,18873,20083,104251,50142,54109,88069,42920,45149,107003,52565,54438,358316,172142,186174,271877,131458,140419,254599,124105,130494,274961,135247,139714,382115,183135,198980,299416,148576,150840,217429,106123,111306,142886,74062,68824,202884,97043,105841,175150,82247,92903,203749,102280,101469,179175,88732,90443
"0세∼4세",소계,76622,39298,37324,325,171,154,1943,1031,912,1893,962,931,1718,847,871,8282,4224,4058,7008,3633,3375,5031,2548,2483,6623,3428,3195,8709,4477,4232,6123,3163,2960,3663,1856,1807,6723,3519,3204,4927,2447,2480,3890,1948,1942,3826,1971,1855,5938,3073,2865
"0세∼4세",0세,12731,6591,6140,59,29,30,317,174,143,371,190,181,298,138,160,1568,811,757,1078,584,494,811,409,402,1174,625,549,1376,706,670,1049,541,508,594,296,298,1032,525,507,820,417,403,646,350,296,671,343,328,867,453,414
"0세∼4세",1세,14447,7372,7075,71,42,29,347,189,158,418,196,222,325,163,162,1625,847,778,1282,647,635,878,448,430,1329,684,645,1561,814,747,1163,582,581,671,338,333,1283,630,653,917,468,449,760,392,368,707,377,330,1110,555,555
"0세∼4세",2세,15151,7766,7385,57,26,31,402,225,177,369,193,176,327,161,166,1646,817,829,1353,698,655,986,489,497,1296,675,621,1698,851,847,1272,675,597,730,370,360,1289,725,564,972,461,511,811,374,437,755,402,353,1188,624,564
"0세∼4세",3세,16419,8522,7897,72,36,36,416,199,217,356,186,170,356,188,168,1696,879,817,1561,845,716,1116,569,547,1373,681,692,1911,1009,902,1252,660,592,795,414,381,1517,827,690,1040,525,515,800,402,398,842,416,426,1316,686,630
"0세∼4세",4세,17874,9047,8827,66,38,28,461,244,217,379,197,182,412,197,215,1747,870,877,1734,859,875,1240,633,607,1451,763,688,2163,1097,1066,1387,705,682,873,438,435,1602,812,790,1178,576,602,873,430,443,851,433,418,1457,755,702
"5세∼9세",소계,120850,61976,58874,592,325,267,3031,1578,1453,2118,1103,1015,2715,1414,1301,11156,5705,5451,11574,5912,5662,9227,4750,4477,9727,5004,4723,14889,7601,7288,9895,5131,4764,6476,3325,3151,10906,5562,5344,7315,3738,3577,5316,2717,2599,5851,3005,2846,10062,5106,4956
"5세∼9세",5세,20165,10354,9811,82,54,28,479,230,249,355,202,153,475,241,234,2016,1107,909,1801,909,892,1445,772,673,1694,859,835,2429,1216,1213,1700,865,835,1008,519,489,1946,973,973,1183,612,571,925,459,466,1013,547,466,1614,789,825
"5세∼9세",6세,22307,11382,10925,109,59,50,557,274,283,445,230,215,492,258,234,2037,1014,1023,2159,1048,1111,1645,827,818,1835,960,875,2663,1375,1288,1792,961,831,1194,596,598,2083,1073,1010,1314,646,668,995,505,490,1101,573,528,1886,983,903
"5세∼9세",7세,25574,13074,12500,113,64,49,661,361,300,435,218,217,569,283,286,2363,1198,1165,2447,1275,1172,2001,1008,993,2062,1029,1033,3135,1603,1532,2063,1050,1013,1322,700,622,2317,1197,1120,1607,839,768,1146,590,556,1203,614,589,2130,1045,1085
"5세∼9세",8세,26525,13634,12891,135,81,54,669,365,304,456,244,212,559,304,255,2420,1207,1213,2573,1318,1255,2054,1092,962,2082,1098,984,3384,1732,1652,2146,1113,1033,1469,721,748,2298,1177,1121,1600,826,774,1149,570,579,1308,649,659,2223,1137,1086
"5세∼9세",9세,26279,13532,12747,153,67,86,665,348,317,427,209,218,620,328,292,2320,1179,1141,2594,1362,1232,2082,1051,1031,2054,1058,996,3278,1675,1603,2194,1142,1052,1483,789,694,2262,1142,1120,1611,815,796,1101,593,508,1226,622,604,2209,1152,1057
