year,month,value
2021,1,3.3
2021,2,7.0
2021,3,11.0
2021,4,14.2
2021,5,17.0
2021,6,21.1
2021,7,25.5
2021,8,25.2
2021,9,21.8
2021,10,17.4
2021,11,11.4
2021,12,5.3
