year,month,value
2023,1,78.300002
2023,2,30.0
2023,3,76.2
2023,4,100.5
2023,5,289.700001
2023,6,140.7
2023,7,701.900001
2023,8,383.099998
2023,9,239.500001
2023,10,3.1999999999999997
2023,11,28.5
2023,12,102.8
