부산구별,날짜,음식점 수,주점 수,버스 정류장 개수,지하철역 개수,지역구별 인구수,지역구 별 인구 대비 남자 수,가로등 수,CCTV 개수,횡단보도 개수,신호등 개수,주차장 개수,차량 등록 대수,택시 정류장 수,강수,기온,음주운전 사고건수,음주운전 단속건수
부산진구,2023-01-01,4574,1322,661,11,356328,48.07621068229272,6960,403,309,50,57,148312,25,69.0,3.4,73,38
북구,2023-01-01,2254,523,451,10,278546,49.217364456858114,4960,174,259,26,43,106540,7,51.0,2.6,39,17
사상구,2023-01-01,2336,528,491,5,203775,50.304993252361676,6447,442,232,73,63,89198,3,75.0,1.9,29,24
사하구,2023-01-01,2976,787,639,11,301884,49.67769076863961,6953,431,310,33,55,114700,7,81.5,2.9,49,26
서구,2023-01-01,1100,181,310,4,105019,48.2722174082785,2848,230,106,17,48,31933,3,78.3,3.9,18,8
수영구,2023-01-01,2454,582,239,7,174882,46.96995688521403,3459,348,119,11,10,119666,7,51.5,3.4,40,22
연제구,2023-01-01,2204,571,318,8,203172,47.95395034748883,4343,365,171,46,25,124002,12,73.5,3.8,25,23
영도구,2023-01-01,1113,319,403,0,107944,49.21070184540132,3359,377,118,15,37,33879,1,78.3,3.8,16,12
중구,2023-01-01,1411,588,126,3,39617,48.433753186763255,1732,381,83,10,29,39091,12,78.3,3.8,1,5
해운대구,2023-01-01,3884,715,600,10,386236,47.9717064178378,11159,337,503,41,40,183061,39,51.5,3.9,61,43
강서구,2023-02-01,2107,178,1091,3,142877,51.859991461186894,20454,352,559,284,27,89275,2,24.3,5.5,55,32
금정구,2023-02-01,2695,472,500,7,220193,48.8494184647105,6196,403,172,30,45,86438,5,30.0,6.0,40,41
기장군,2023-02-01,2416,274,774,2,179300,49.52091466815393,15372,344,331,288,29,86998,10,41.5,6.6,34,38
남구,2023-02-01,2459,417,528,6,256344,48.80317073931904,4624,351,237,26,25,100669,9,31.5,6.4,41,25
동구,2023-02-01,1269,402,248,6,85970,48.81586599976736,3649,374,82,16,67,47600,13,30.0,6.9,19,10
동래구,2023-02-01,2930,754,565,13,273322,48.39895800557584,4443,404,224,34,15,101161,7,30.0,6.0,40,21
부산진구,2023-02-01,4574,1322,661,11,357312,48.05156277986746,6960,403,309,50,57,149442,25,31.5,6.4,73,47
북구,2023-02-01,2254,523,451,10,278029,49.211772872614006,4960,174,259,26,43,106508,7,25.5,5.8,39,18
사상구,2023-02-01,2336,528,491,5,203664,50.28674679864875,6447,442,232,73,63,89065,3,20.5,5.2,29,28
사하구,2023-02-01,2976,787,639,11,302061,49.68135575264599,6953,431,310,33,55,114768,7,33.5,5.9,49,21
서구,2023-02-01,1100,181,310,4,104932,48.25124842755309,2848,230,106,17,48,31941,3,30.0,6.5,18,9
수영구,2023-02-01,2454,582,239,7,175152,46.955216040924455,3459,348,119,11,10,120579,7,41.0,6.0,40,25
연제구,2023-02-01,2204,571,318,8,203025,47.92956532446743,4343,365,171,46,25,124218,12,30.0,6.9,25,25
영도구,2023-02-01,1113,319,403,0,107764,49.214951189636615,3359,377,118,15,37,33842,1,30.0,6.9,16,9
중구,2023-02-01,1411,588,126,3,39703,48.44218321033675,1732,381,83,10,29,39209,12,30.0,6.9,1,5
해운대구,2023-02-01,3884,715,600,10,385461,47.96101291700069,11159,337,503,41,40,182818,39,41.0,6.5,61,57
강서구,2023-03-01,2107,178,1091,3,142925,51.82928109148155,20454,352,559,284,27,89659,2,60.6,11.7,55,40
금정구,2023-03-01,2695,472,500,7,219907,48.843374699304704,6196,403,172,30,45,86343,5,72.5,11.6,40,37
기장군,2023-03-01,2416,274,774,2,179119,49.55085725132454,15372,344,331,288,29,87476,10,76.5,11.9,34,52
남구,2023-03-01,2459,417,528,6,256304,48.79596104625757,4624,351,237,26,25,100639,9,90.5,11.8,41,35
동구,2023-03-01,1269,402,248,6,85821,48.80274058796798,3649,374,82,16,67,47582,13,76.2,12.3,19,12
동래구,2023-03-01,2930,754,565,13,273161,48.37513407843726,4443,404,224,34,15,101280,7,72.5,11.6,40,17
부산진구,2023-03-01,4574,1322,661,11,357593,48.045962868400665,6960,403,309,50,57,149697,25,90.5,11.8,73,42
북구,2023-03-01,2254,523,451,10,277725,49.209829867674856,4960,174,259,26,43,106674,7,67.0,11.7,39,20
사상구,2023-03-01,2336,528,491,5,203434,50.29100347041301,6447,442,232,73,63,88984,3,62.0,11.2,29,46
사하구,2023-03-01,2976,787,639,11,301898,49.669093534902515,6953,431,310,33,55,114922,7,66.0,11.4,49,36
서구,2023-03-01,1100,181,310,4,104778,48.192368627001855,2848,230,106,17,48,31945,3,76.2,11.8,18,22
수영구,2023-03-01,2454,582,239,7,175361,46.93860094319718,3459,348,119,11,10,121992,7,82.5,11.6,40,30
연제구,2023-03-01,2204,571,318,8,203092,47.92212396352392,4343,365,171,46,25,124365,12,72.5,12.3,25,28
영도구,2023-03-01,1113,319,403,0,107612,49.195257034531465,3359,377,118,15,37,33838,1,76.2,12.3,16,18
중구,2023-03-01,1411,588,126,3,39580,48.43860535624053,1732,381,83,10,29,39411,12,76.2,12.3,1,5
해운대구,2023-03-01,3884,715,600,10,384810,47.95691380161638,11159,337,503,41,40,182556,39,82.5,11.8,61,50
강서구,2023-04-01,2107,178,1091,3,142974,51.831801586302404,20454,352,559,284,27,90046,2,105.7,14.5,55,38
금정구,2023-04-01,2695,472,500,7,219456,48.826188393117526,6196,403,172,30,45,86228,5,116.0,14.3,40,34
기장군,2023-04-01,2416,274,774,2,179341,49.537473305044585,15372,344,331,288,29,87776,10,131.5,14.2,34,52
남구,2023-04-01,2459,417,528,6,256223,48.7817252939822,4624,351,237,26,25,100705,9,110.0,14.0,41,54
동구,2023-04-01,1269,402,248,6,85611,48.79629954094684,3649,374,82,16,67,47482,13,100.5,14.6,19,9
동래구,2023-04-01,2930,754,565,13,272999,48.36427972263635,4443,404,224,34,15,101415,7,106.5,14.3,40,24
부산진구,2023-04-01,4574,1322,661,11,357582,48.04464430536213,6960,403,309,50,57,149798,25,110.0,14.0,73,49
북구,2023-04-01,2254,523,451,10,277357,49.20301272367382,4960,174,259,26,43,106695,7,82.0,14.8,39,22
사상구,2023-04-01,2336,528,491,5,203397,50.26327821944277,6447,442,232,73,63,89033,3,84.0,14.4,29,40
사하구,2023-04-01,2976,787,639,11,301675,49.65442943565095,6953,431,310,33,55,115019,7,100.5,13.8,49,36
서구,2023-04-01,1100,181,310,4,104717,48.16600933945778,2848,230,106,17,48,31909,3,100.5,14.5,18,35
수영구,2023-04-01,2454,582,239,7,175397,46.93922929126496,3459,348,119,11,10,122946,7,130.0,14.3,40,33
연제구,2023-04-01,2204,571,318,8,203058,47.91931369362448,4343,365,171,46,25,125139,12,106.5,14.6,25,29
영도구,2023-04-01,1113,319,403,0,107435,49.208358542374455,3359,377,118,15,37,33936,1,100.5,14.6,16,18
중구,2023-04-01,1411,588,126,3,39466,48.42142603760199,1732,381,83,10,29,39620,12,100.5,14.6,1,18
해운대구,2023-04-01,3884,715,600,10,384278,47.95304441055694,11159,337,503,41,40,182121,39,130.0,14.5,61,44
강서구,2023-05-01,2107,178,1091,3,143021,51.85252515364876,20454,352,559,284,27,90265,2,288.9,18.2,55,32
금정구,2023-05-01,2695,472,500,7,219145,48.81790595267973,6196,403,172,30,45,86210,5,306.5,17.9,40,47
기장군,2023-05-01,2416,274,774,2,179412,49.521771118988696,15372,344,331,288,29,88059,10,327.0,17.6,34,53
남구,2023-05-01,2459,417,528,6,256098,48.771173535131084,4624,351,237,26,25,100789,9,302.5,17.4,41,52
동구,2023-05-01,1269,402,248,6,85503,48.76437084078921,3649,374,82,16,67,47575,13,289.7,17.9,19,9
동래구,2023-05-01,2930,754,565,13,272764,48.38101802290625,4443,404,224,34,15,101368,7,306.5,17.9,40,32
부산진구,2023-05-01,4574,1322,661,11,357726,48.04179735328156,6960,403,309,50,57,149728,25,302.5,17.4,73,55
북구,2023-05-01,2254,523,451,10,276948,49.1962390051562,4960,174,259,26,43,106651,7,221.5,18.5,39,25
사상구,2023-05-01,2336,528,491,5,203290,50.255792218013674,6447,442,232,73,63,88848,3,262.5,18.0,29,30
사하구,2023-05-01,2976,787,639,11,301364,49.62437451055866,6953,431,310,33,55,115084,7,279.0,17.3,49,33
서구,2023-05-01,1100,181,310,4,104551,48.15448919666,2848,230,106,17,48,31889,3,289.7,17.5,18,22
수영구,2023-05-01,2454,582,239,7,175438,46.910589496004285,3459,348,119,11,10,124302,7,335.0,17.9,40,31
연제구,2023-05-01,2204,571,318,8,202987,47.90651618083916,4343,365,171,46,25,125586,12,306.5,17.9,25,19
영도구,2023-05-01,1113,319,403,0,107190,49.17809497154585,3359,377,118,15,37,33896,1,289.7,17.9,16,15
중구,2023-05-01,1411,588,126,3,39397,48.399624336878446,1732,381,83,10,29,39747,12,289.7,17.9,1,12
해운대구,2023-05-01,3884,715,600,10,383977,47.94688223513388,11159,337,503,41,40,181763,39,335.0,17.5,61,39
강서구,2023-06-01,2107,178,1091,3,143044,51.85187774391097,20454,352,559,284,27,90416,2,147.7,22.9,55,38
금정구,2023-06-01,2695,472,500,7,218676,48.80508149042419,6196,403,172,30,45,86171,5,134.5,22.5,40,38
기장군,2023-06-01,2416,274,774,2,179354,49.54559140024756,15372,344,331,288,29,88496,10,125.0,21.8,34,56
남구,2023-06-01,2459,417,528,6,255750,48.76520039100684,4624,351,237,26,25,101156,9,133.5,21.8,41,48
동구,2023-06-01,1269,402,248,6,86794,48.78102172961265,3649,374,82,16,67,48356,13,140.7,22.4,19,11
동래구,2023-06-01,2930,754,565,13,272558,48.36218346186867,4443,404,224,34,15,101472,7,134.5,22.5,40,29
부산진구,2023-06-01,4574,1322,661,11,357438,48.03742187456287,6960,403,309,50,57,150256,25,133.5,21.8,73,44
북구,2023-06-01,2254,523,451,10,276646,49.20837460147626,4960,174,259,26,43,106662,7,127.0,23.4,39,26
사상구,2023-06-01,2336,528,491,5,203004,50.24334495872003,6447,442,232,73,63,88756,3,146.0,22.9,29,49
사하구,2023-06-01,2976,787,639,11,300887,49.62527460475195,6953,431,310,33,55,114867,7,146.4,21.5,49,22
서구,2023-06-01,1100,181,310,4,104429,48.15712110620613,2848,230,106,17,48,31953,3,140.7,22.2,18,14
수영구,2023-06-01,2454,582,239,7,175479,46.930401928435884,3459,348,119,11,10,124291,7,138.5,22.5,40,31
연제구,2023-06-01,2204,571,318,8,202897,47.886858849564064,4343,365,171,46,25,125680,12,134.5,22.4,25,19
영도구,2023-06-01,1113,319,403,0,106987,49.17419873442568,3359,377,118,15,37,33902,1,140.7,22.4,16,27
중구,2023-06-01,1411,588,126,3,39295,48.40055986766764,1732,381,83,10,29,39955,12,140.7,22.4,1,14
해운대구,2023-06-01,3884,715,600,10,383294,47.948311218020635,11159,337,503,41,40,181903,39,138.5,22.2,61,41
강서구,2023-07-01,2107,178,1091,3,142963,51.834390716479085,20454,352,559,284,27,90482,2,449.3,26.0,55,32
금정구,2023-07-01,2695,472,500,7,218265,48.807642086454536,6196,403,172,30,45,85991,5,526.0,25.7,40,41
기장군,2023-07-01,2416,274,774,2,179250,49.52914923291492,15372,344,331,288,29,88822,10,559.0,25.1,34,52
남구,2023-07-01,2459,417,528,6,255354,48.76015257250719,4624,351,237,26,25,101073,9,560.0,25.1,41,56
동구,2023-07-01,1269,402,248,6,87707,48.75665568312677,3649,374,82,16,67,48862,13,701.9,25.5,19,15
동래구,2023-07-01,2930,754,565,13,272347,48.359262264684396,4443,404,224,34,15,101515,7,526.0,25.7,40,32
부산진구,2023-07-01,4574,1322,661,11,357260,48.04428147567597,6960,403,309,50,57,150718,25,560.0,25.1,73,47
북구,2023-07-01,2254,523,451,10,276277,49.20568849379427,4960,174,259,26,43,106752,7,490.5,26.4,39,32
사상구,2023-07-01,2336,528,491,5,202865,50.23143469795184,6447,442,232,73,63,88905,3,480.5,26.1,29,37
사하구,2023-07-01,2976,787,639,11,300404,49.630164711521815,6953,431,310,33,55,114626,7,673.3,24.8,49,36
서구,2023-07-01,1100,181,310,4,104280,48.14537782892213,2848,230,106,17,48,31959,3,701.9,25.2,18,9
수영구,2023-07-01,2454,582,239,7,175383,46.937274422264416,3459,348,119,11,10,124635,7,680.0,25.7,40,33
연제구,2023-07-01,2204,571,318,8,203005,47.860890125858965,4343,365,171,46,25,126240,12,526.0,25.5,25,31
영도구,2023-07-01,1113,319,403,0,107122,49.15610238793152,3359,377,118,15,37,34104,1,701.9,25.5,16,27
중구,2023-07-01,1411,588,126,3,39135,48.36846812316341,1732,381,83,10,29,40080,12,701.9,25.5,1,6
해운대구,2023-07-01,3884,715,600,10,382981,47.9504205169447,11159,337,503,41,40,181679,39,680.0,25.2,61,42
강서구,2023-08-01,2107,178,1091,3,142883,51.846615762546975,20454,352,559,284,27,90791,2,352.9,27.7,55,4
금정구,2023-08-01,2695,472,500,7,217806,48.83244722367612,6196,403,172,30,45,85857,5,408.0,27.0,40,30
기장군,2023-08-01,2416,274,774,2,179151,49.52526081350369,15372,344,331,288,29,88952,10,308.5,26.7,34,40
남구,2023-08-01,2459,417,528,6,255057,48.75576831845431,4624,351,237,26,25,101237,9,383.5,26.7,41,39
동구,2023-08-01,1269,402,248,6,88012,48.75244284870245,3649,374,82,16,67,49208,13,383.1,27.8,19,4
동래구,2023-08-01,2930,754,565,13,272149,48.35733366648417,4443,404,224,34,15,101527,7,408.0,27.0,40,29
부산진구,2023-08-01,4574,1322,661,11,357159,48.04022858166811,6960,403,309,50,57,151158,25,383.5,26.7,73,31
북구,2023-08-01,2254,523,451,10,275633,49.205646638827716,4960,174,259,26,43,106607,7,503.0,28.1,39,23
사상구,2023-08-01,2336,528,491,5,203510,50.203921183234236,6447,442,232,73,63,88930,3,428.5,27.9,29,35
사하구,2023-08-01,2976,787,639,11,299809,49.62559496212589,6953,431,310,33,55,114473,7,441.0,26.7,49,32
서구,2023-08-01,1100,181,310,4,104286,48.11959419289262,2848,230,106,17,48,32038,3,383.1,26.9,18,17
수영구,2023-08-01,2454,582,239,7,175426,46.95484135760948,3459,348,119,11,10,124731,7,346.5,27.0,40,25
연제구,2023-08-01,2204,571,318,8,202899,47.8430154904657,4343,365,171,46,25,126573,12,408.0,27.8,25,31
영도구,2023-08-01,1113,319,403,0,107083,49.16560051548798,3359,377,118,15,37,34181,1,383.1,27.8,16,23
중구,2023-08-01,1411,588,126,3,39043,48.43377814204851,1732,381,83,10,29,40456,12,383.1,27.8,1,6
해운대구,2023-08-01,3884,715,600,10,382388,47.93455861585615,11159,337,503,41,40,181269,39,346.5,26.9,61,36
강서구,2023-09-01,2107,178,1091,3,142878,51.83443217290276,20454,352,559,284,27,90893,2,232.2,24.1,55,26
금정구,2023-09-01,2695,472,500,7,217395,48.81345017134709,6196,403,172,30,45,85781,5,327.0,23.3,40,49
기장군,2023-09-01,2416,274,774,2,179145,49.52915236261129,15372,344,331,288,29,89225,10,243.5,23.6,34,47
남구,2023-09-01,2459,417,528,6,254561,48.74941566068644,4624,351,237,26,25,101079,9,266.5,23.3,41,50
동구,2023-09-01,1269,402,248,6,88054,48.73713857405683,3649,374,82,16,67,49844,13,239.5,24.4,19,10
동래구,2023-09-01,2930,754,565,13,271849,48.356256598332166,4443,404,224,34,15,101487,7,326.0,23.3,40,17
부산진구,2023-09-01,4574,1322,661,11,358281,48.04469117815346,6960,403,309,50,57,152280,25,266.5,23.3,73,49
북구,2023-09-01,2254,523,451,10,274921,49.19413213250352,4960,174,259,26,43,106376,7,342.5,24.2,39,30
사상구,2023-09-01,2336,528,491,5,203726,50.20419583165624,6447,442,232,73,63,89047,3,312.0,24.1,29,41
사하구,2023-09-01,2976,787,639,11,299380,49.62689558420736,6953,431,310,33,55,114529,7,252.0,23.8,49,32
서구,2023-09-01,1100,181,310,4,104233,48.099929964598545,2848,230,106,17,48,32039,3,239.5,23.6,18,9
수영구,2023-09-01,2454,582,239,7,175123,46.960707616932105,3459,348,119,11,10,125211,7,209.0,23.3,40,30
연제구,2023-09-01,2204,571,318,8,202865,47.834766963251425,4343,365,171,46,25,127042,12,326.0,24.4,25,27
영도구,2023-09-01,1113,319,403,0,106983,49.132105100810406,3359,377,118,15,37,34251,1,239.5,24.4,16,17
중구,2023-09-01,1411,588,126,3,38938,48.46679336380913,1732,381,83,10,29,40539,12,239.5,24.4,1,11
해운대구,2023-09-01,3884,715,600,10,382056,47.931193332914546,11159,337,503,41,40,181140,39,209.0,23.6,61,45
강서구,2023-10-01,2107,178,1091,3,142770,51.83231771380542,20454,352,559,284,27,90962,2,2.8,17.0,55,38
금정구,2023-10-01,2695,472,500,7,216735,48.80891411170323,6196,403,172,30,45,85673,5,2.0,16.6,40,36
기장군,2023-10-01,2416,274,774,2,179054,49.52528287555709,15372,344,331,288,29,89374,10,5.5,17.5,34,50
남구,2023-10-01,2459,417,528,6,254424,48.74736660063516,4624,351,237,26,25,101276,9,2.5,17.3,41,44
동구,2023-10-01,1269,402,248,6,87994,48.74195967906903,3649,374,82,16,67,50379,13,3.2,18.3,19,9
동래구,2023-10-01,2930,754,565,13,271643,48.35537819859153,4443,404,224,34,15,101460,7,2.0,16.6,40,20
부산진구,2023-10-01,4574,1322,661,11,359295,48.03991149334112,6960,403,309,50,57,153164,25,2.5,17.3,73,40
북구,2023-10-01,2254,523,451,10,274440,49.197638828159164,4960,174,259,26,43,106263,7,1.5,16.9,39,23
사상구,2023-10-01,2336,528,491,5,203421,50.189508457828836,6447,442,232,73,63,89170,3,1.5,16.2,29,32
사하구,2023-10-01,2976,787,639,11,298777,49.63702025256295,6953,431,310,33,55,114607,7,2.5,17.2,49,29
서구,2023-10-01,1100,181,310,4,104253,48.07919196569883,2848,230,106,17,48,32054,3,3.2,17.2,18,10
수영구,2023-10-01,2454,582,239,7,174969,46.93917208191165,3459,348,119,11,10,125338,7,6.5,16.6,40,28
연제구,2023-10-01,2204,571,318,8,202984,47.81411342765932,4343,365,171,46,25,127608,12,2.0,18.3,25,24
영도구,2023-10-01,1113,319,403,0,106796,49.121689950934496,3359,377,118,15,37,34214,1,3.2,18.3,16,30
중구,2023-10-01,1411,588,126,3,38813,48.46056733568649,1732,381,83,10,29,40630,12,3.2,18.3,1,7
해운대구,2023-10-01,3884,715,600,10,381408,47.91588010739156,11159,337,503,41,40,180846,39,6.5,17.2,61,35
강서구,2023-11-01,2107,178,1091,3,142697,51.84341646986271,20454,352,559,284,27,91237,2,64.9,10.4,55,41
금정구,2023-11-01,2695,472,500,7,216255,48.80488312408961,6196,403,172,30,45,85627,5,28.0,10.8,40,37
기장군,2023-11-01,2416,274,774,2,178926,49.52941439477773,15372,344,331,288,29,89546,10,30.0,11.1,34,26
남구,2023-11-01,2459,417,528,6,254439,48.74567185062039,4624,351,237,26,25,101496,9,23.5,10.9,41,40
동구,2023-11-01,1269,402,248,6,87897,48.72407476933229,3649,374,82,16,67,51142,13,28.5,11.6,19,7
동래구,2023-11-01,2930,754,565,13,271480,48.34794459997053,4443,404,224,34,15,101447,7,28.0,10.8,40,20
부산진구,2023-11-01,4574,1322,661,11,359674,48.0301606454734,6960,403,309,50,57,154197,25,23.5,10.9,73,36
북구,2023-11-01,2254,523,451,10,274031,49.20428710620332,4960,174,259,26,43,106271,7,44.0,10.7,39,21
사상구,2023-11-01,2336,528,491,5,203117,50.180437875707106,6447,442,232,73,63,89282,3,41.0,10.4,29,29
사하구,2023-11-01,2976,787,639,11,298301,49.627389784144206,6953,431,310,33,55,114611,7,33.5,10.7,49,32
서구,2023-11-01,1100,181,310,4,104176,48.063853478728305,2848,230,106,17,48,32070,3,28.5,11.4,18,7
수영구,2023-11-01,2454,582,239,7,174719,46.93937121892868,3459,348,119,11,10,125513,7,19.5,10.8,40,26
연제구,2023-11-01,2204,571,318,8,202989,47.78288478686037,4343,365,171,46,25,127705,12,28.0,11.6,25,23
영도구,2023-11-01,1113,319,403,0,106682,49.106690913181225,3359,377,118,15,37,34223,1,28.5,11.6,16,14
중구,2023-11-01,1411,588,126,3,38704,48.47044233154196,1732,381,83,10,29,40778,12,28.5,11.6,1,6
해운대구,2023-11-01,3884,715,600,10,380972,47.92583181966128,11159,337,503,41,40,180536,39,19.5,11.4,61,55
강서구,2023-12-01,2107,178,1091,3,142389,51.84319013406935,20454,352,559,284,27,91186,2,80.1,5.1,55,38
금정구,2023-12-01,2695,472,500,7,215557,48.77688963939932,6196,403,172,30,45,85368,5,104.5,5.6,40,36
기장군,2023-12-01,2416,274,774,2,178698,49.54392326718822,15372,344,331,288,29,89626,10,120.0,6.1,34,38
남구,2023-12-01,2459,417,528,6,254157,48.72775489166145,4624,351,237,26,25,101572,9,110.0,5.8,41,49
동구,2023-12-01,1269,402,248,6,87779,48.682486699552285,3649,374,82,16,67,51664,13,102.8,6.5,19,14
동래구,2023-12-01,2930,754,565,13,270789,48.34686785652298,4443,404,224,34,15,101222,7,104.5,5.6,40,34
부산진구,2023-12-01,4574,1322,661,11,359469,48.015545151320424,6960,403,309,50,57,154830,25,110.0,5.8,73,52
북구,2023-12-01,2254,523,451,10,273557,49.188286170706654,4960,174,259,26,43,106162,7,82.0,5.2,39,23
사상구,2023-12-01,2336,528,491,5,202910,50.20156719727959,6447,442,232,73,63,89368,3,81.0,5.0,29,39
사하구,2023-12-01,2976,787,639,11,297793,49.632462818132055,6953,431,310,33,55,114621,7,88.5,5.7,49,32
서구,2023-12-01,1100,181,310,4,104073,48.06433945403707,2848,230,106,17,48,32077,3,102.8,6.1,18,12
수영구,2023-12-01,2454,582,239,7,174493,46.9325417065441,3459,348,119,11,10,125428,7,96.0,5.6,40,30
연제구,2023-12-01,2204,571,318,8,205747,47.7970517188586,4343,365,171,46,25,129145,12,104.5,6.5,25,24
영도구,2023-12-01,1113,319,403,0,106529,49.10869340742896,3359,377,118,15,37,34210,1,102.8,6.5,16,14
중구,2023-12-01,1411,588,126,3,38600,48.45077720207254,1732,381,83,10,29,40840,12,102.8,6.5,1,9
해운대구,2023-12-01,3884,715,600,10,380390,47.91897789111175,11159,337,503,41,40,180429,39,96.0,6.1,61,36
