year,month,value
2022,1,4.1
2022,2,3.7
2022,3,10.3
2022,4,14.7
2022,5,19.0
2022,6,21.2
2022,7,26.0
2022,8,26.1
2022,9,22.7
2022,10,17.3
2022,11,14.2
2022,12,3.2
