year,month,value
2022.0,1.0,1.5
2022.0,2.0,2.5
2022.0,3.0,129.5
2022.0,4.0,126.0
2022.0,5.0,7.5
2022.0,6.0,150.5
2022.0,7.0,124.0
2022.0,8.0,175.0
2022.0,9.0,243.0
2022.0,10.0,14.0
2022.0,11.0,66.0
2022.0,12.0,14.0
