year,month,value
2023.0,1.0,51.5
2023.0,2.0,41.0
2023.0,3.0,82.5
2023.0,4.0,130.0
2023.0,5.0,335.0
2023.0,6.0,138.5
2023.0,7.0,680.0
2023.0,8.0,346.5
2023.0,9.0,209.0
2023.0,10.0,6.5
2023.0,11.0,19.5
2023.0,12.0,96.0
