year,month,value
2023,1,81.5
2023,2,33.5
2023,3,66.0
2023,4,100.5
2023,5,279.0
2023,6,146.4
2023,7,673.300001
2023,8,440.999999
2023,9,252.0
2023,10,2.5
2023,11,33.5
2023,12,88.5
