year,month,value
2022,1,0.0
2022,2,3.0
2022,3,113.0
2022,4,140.5
2022,5,3.5
2022,6,153.0
2022,7,118.0
2022,8,181.0
2022,9,136.0
2022,10,15.0
2022,11,59.0
2022,12,22.5
