year,month,value
2021,1,2.0
2021,2,6.0
2021,3,10.8
2021,4,14.5
2021,5,17.6
2021,6,21.9
2021,7,26.4
2021,8,26.1
2021,9,22.3
2021,10,17.3
2021,11,10.6
2021,12,4.2
