year,month,value
2021,1,38.0
2021,2,18.5
2021,3,150.0
2021,4,102.5
2021,5,112.5
2021,6,127.0
2021,7,397.5
2021,8,454.0
2021,9,109.5
2021,10,15.5
2021,11,63.0
2021,12,3.0
