year,month,value
2023,1,73.5
2023,2,30.0
2023,3,72.5
2023,4,116.0
2023,5,306.5
2023,6,134.5
2023,7,526.0
2023,8,408.0
2023,9,327.0
2023,10,2.0
2023,11,28.0
2023,12,104.5
