year,month,value
2023,1,2.6
2023,2,5.8
2023,3,11.7
2023,4,14.8
2023,5,18.5
2023,6,23.4
2023,7,26.4
2023,8,28.1
2023,9,24.2
2023,10,16.9
2023,11,10.7
2023,12,5.2
