year,month,value
2023,1,69.0
2023,2,31.5
2023,3,90.5
2023,4,110.0
2023,5,302.5
2023,6,133.5
2023,7,560.0
2023,8,383.5
2023,9,266.5
2023,10,2.5
2023,11,23.5
2023,12,110.0
