year,month,value
2021,1,52.5
2021,2,29.5
2021,3,124.5
2021,4,111.5
2021,5,119.6
2021,6,238.5
2021,7,381.0
2021,8,416.5
2021,9,157.0
2021,10,16.5
2021,11,60.5
2021,12,4.5
